method,ppdu_dist,N,W_eff,seed,visit,successes,oracle_successes,efficiency,useful_slots,W_eff_utilization,viable_slots_wasted,collision_rate,tau_rmse,false_trigger_rate
ema_ad_low,homo,50,20,42,1000,2.16,2.196,1.0439999999999983,12.96,0.6480000000000047,2.238,0.2405511322011318,0.002961387561758731,13.230529503829485
consec_L2,homo,50,20,42,1000,2.103,2.196,1.0171666666666643,12.618,0.6309000000000047,3.066,0.17289302919302896,0.007019583533910218,8.479212015762027
and,homo,50,20,42,1000,0.0,2.196,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pnd,homo,50,20,42,1000,2.19,2.196,1.055499999999998,13.14,0.6570000000000045,2.069,0.2587705627705622,0.0,0.0
oracle,homo,50,20,42,1000,2.199,2.196,1.0679999999999985,13.194,0.6597000000000047,2.161,0.24691614219114152,0.0,0.0
dcf_self_excl,homo,50,20,123,1000,1.841,2.209,0.8889999999999978,11.046,0.552300000000008,4.189,0.151566983016983,0.0,0.0
ema_ad_low,homo,50,20,123,1000,2.211,2.209,1.0641666666666647,13.266,0.663300000000005,2.199,0.2334059607059605,0.0030428813554804466,12.877490182040189
consec_L2,homo,50,20,123,1000,2.11,2.209,1.0173333333333312,12.66,0.6330000000000046,3.066,0.1696396658896658,0.007067291954664023,8.575337279387293
and,homo,50,20,123,1000,0.0,2.209,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pnd,homo,50,20,123,1000,2.193,2.209,1.058499999999998,13.158,0.657900000000004,2.077,0.2560602508602502,0.0,0.0
oracle,homo,50,20,123,1000,2.195,2.209,1.058499999999998,13.17,0.6585000000000049,2.195,0.2428661227661219,0.0,0.0
dcf_self_excl,homo,50,20,456,1000,1.827,2.247,0.8721666666666653,10.962,0.5481000000000081,4.191,0.15886724109224087,0.0,0.0
ema_ad_low,homo,50,20,456,1000,2.2,2.247,1.0528333333333313,13.2,0.6600000000000041,2.162,0.23903883338883294,0.0030114393016268197,12.629971786546784
consec_L2,homo,50,20,456,1000,2.129,2.247,1.0153333333333312,12.774,0.6387000000000046,3.019,0.16784987512487473,0.0069835844940068035,8.488195152070162
and,homo,50,20,456,1000,0.0,2.247,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pnd,homo,50,20,456,1000,2.184,2.247,1.0426666666666646,13.104,0.6552000000000051,2.119,0.2576284465534462,0.0,0.0
oracle,homo,50,20,456,1000,2.204,2.247,1.0538333333333312,13.224,0.6612000000000041,2.136,0.24434742202242146,0.0,0.0
dcf_self_excl,homo,50,20,789,1000,1.823,2.221,0.8621666666666652,10.938,0.5469000000000077,4.18,0.1526064713064713,0.0,0.0
ema_ad_low,homo,50,20,789,1000,2.195,2.221,1.045999999999998,13.17,0.6585000000000047,2.159,0.24581670274170267,0.0030225119347193894,12.786424508824513
consec_L2,homo,50,20,789,1000,2.08,2.221,0.9918333333333315,12.48,0.6240000000000051,3.099,0.17036312021312,0.007029363328877131,8.654024517149534
and,homo,50,20,789,1000,0.0,2.221,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pnd,homo,50,20,789,1000,2.164,2.221,1.0294999999999983,12.984,0.6492000000000047,2.126,0.2620369047619042,0.0,0.0
oracle,homo,50,20,789,1000,2.181,2.221,1.0353333333333319,13.086,0.6543000000000054,2.148,0.25122853257853195,0.0,0.0
dcf_self_excl,homo,50,20,1234,1000,1.834,2.235,0.8834999999999987,11.004,0.5502000000000083,4.085,0.1536944444444445,0.0,0.0
ema_ad_low,homo,50,20,1234,1000,2.176,2.235,1.0441666666666634,13.056,0.6528000000000056,2.277,0.23202778610278588,0.00302268094596584,13.407512956487956
consec_L2,homo,50,20,1234,1000,2.116,2.235,1.0151666666666646,12.696,0.6348000000000046,3.073,0.16922174214674196,0.006945478197126966,8.541092779442796
and,homo,50,20,1234,1000,0.0,2.235,0.0,0.0,0.0,0.0,1.0,0.0,0.0
pnd,homo,50,20,1234,1000,2.178,2.235,1.0441666666666645,13.068,0.6534000000000044,2.106,0.2668158730158723,0.0,0.0
oracle,homo,50,20,1234,1000,2.23,2.235,1.0738333333333312,13.38,0.6690000000000047,2.033,0.2429291486291483,0.0,0.0
dcf_self_excl,homo,50,50,42,1000,5.058,6.091,0.8459666666666674,30.348,0.6069600000000118,12.473,0.16518736579350712,0.0,0.0
ema_ad_low,homo,50,50,42,1000,6.064,6.091,1.0133333333333328,36.384,0.7276800000000112,6.708,0.22388856179655878,0.004159356650340332,13.993875679859716
consec_L2,homo,50,50,42,1000,5.68,6.091,0.9481809523809533,34.08,0.6816000000000122,9.995,0.14271679191232303,0.009699754248788753,12.68043266339319
and,homo,50,50,42,1000,0.207,6.091,0.03456785714285713,1.242,0.024840000000000025,0.02,0.9943621790058598,0.0,0.0
pnd,homo,50,50,42,1000,6.043,6.091,1.0099535714285697,36.258,0.7251600000000119,5.681,0.2861839916995113,0.0,0.0
oracle,homo,50,50,42,1000,6.103,6.091,1.0200857142857143,36.618,0.7323600000000117,5.961,0.2573789727209803,0.0,0.0
dcf_self_excl,homo,50,50,123,1000,5.039,6.124,0.8375380952380946,30.234,0.6046800000000118,12.667,0.16484738426670376,0.0,0.0
ema_ad_low,homo,50,50,123,1000,6.083,6.124,1.0089654761904763,36.498,0.7299600000000123,6.666,0.2204135541113816,0.004334310562717901,13.66660139088097
consec_L2,homo,50,50,123,1000,5.703,6.124,0.94614642857143,34.218,0.6843600000000121,9.795,0.14299455993725557,0.00956049619004874,12.53356818909909
and,homo,50,50,123,1000,0.205,6.124,0.03415476190476189,1.23,0.024599999999999997,0.029,0.9941939205846944,0.0,0.0
pnd,homo,50,50,123,1000,6.054,6.124,1.0058083333333325,36.324,0.7264800000000112,5.659,0.28402338641989544,0.0,0.0
oracle,homo,50,50,123,1000,6.092,6.124,1.0110654761904778,36.552,0.7310400000000119,5.989,0.2574900081903027,0.0,0.0
dcf_self_excl,homo,50,50,456,1000,5.027,6.111,0.8363023809523811,30.162,0.6032400000000117,12.632,0.16765329161968615,0.0,0.0
ema_ad_low,homo,50,50,456,1000,6.062,6.111,1.0073690476190473,36.372,0.7274400000000123,6.63,0.22304524122428412,0.004262808800823072,13.677009206917146
consec_L2,homo,50,50,456,1000,5.717,6.111,0.9504202380952378,34.302,0.6860400000000118,9.772,0.14122280897152198,0.009585241591411902,12.41752031468534
and,homo,50,50,456,1000,0.221,6.111,0.03655714285714287,1.326,0.026520000000000033,0.035,0.9936745242623597,0.0,0.0
pnd,homo,50,50,456,1000,6.05,6.111,1.0053642857142855,36.3,0.7260000000000126,5.729,0.28091671605896507,0.0,0.0
oracle,homo,50,50,456,1000,6.067,6.111,1.0091642857142862,36.402,0.7280400000000122,6.108,0.26019166750634753,0.0,0.0
dcf_self_excl,homo,50,50,789,1000,5.016,6.129,0.8298630952380941,30.096,0.6019200000000116,12.708,0.16503748897331094,0.0,0.0
ema_ad_low,homo,50,50,789,1000,6.053,6.129,1.0029119047619053,36.318,0.7263600000000121,6.675,0.22491042197642003,0.00435525697680443,13.763603423555217
consec_L2,homo,50,50,789,1000,5.688,6.129,0.9430404761904774,34.128,0.6825600000000123,9.962,0.14490211885938895,0.009692076572112917,12.708846024875108
and,homo,50,50,789,1000,0.208,6.129,0.03449166666666665,1.248,0.024960000000000024,0.032,0.9940854543250226,0.0,0.0
pnd,homo,50,50,789,1000,6.001,6.129,0.9939023809523818,36.006,0.7201200000000116,5.811,0.28779421831897295,0.0,0.0
oracle,homo,50,50,789,1000,6.133,6.129,1.0151738095238108,36.798,0.7359600000000122,5.903,0.25869611730815684,0.0,0.0
dcf_self_excl,homo,50,50,1234,1000,5.056,6.149,0.8366178571428553,30.336,0.6067200000000116,12.6,0.16558060606860625,0.0,0.0
ema_ad_low,homo,50,50,1234,1000,6.031,6.149,0.9957035714285716,36.186,0.7237200000000112,6.731,0.22672815420106412,0.004225434143941611,14.146190386314041
consec_L2,homo,50,50,1234,1000,5.658,6.149,0.9350273809523804,33.948,0.6789600000000116,10.079,0.14281028738106225,0.009536784244808196,12.947859963598477
and,homo,50,50,1234,1000,0.223,6.149,0.03656904761904763,1.338,0.026760000000000034,0.027,0.9937887795181383,0.0,0.0
pnd,homo,50,50,1234,1000,5.997,6.149,0.9905369047619059,35.982,0.719640000000012,5.816,0.28852808701908456,0.0,0.0
oracle,homo,50,50,1234,1000,6.161,6.149,1.0186309523809516,36.966,0.739320000000012,5.803,0.2489444457785057,0.0,0.0
dcf_self_excl,homo,50,100,42,1000,10.319,12.65,0.8214379495504474,61.914,0.6191400000000075,26.423,0.1768549144770484,0.0,0.0
ema_ad_low,homo,50,100,42,1000,12.456,12.65,0.9918334817959816,74.736,0.7473599999999991,15.145,0.19794067271325771,0.005976211938759112,13.848483283481636
consec_L2,homo,50,100,42,1000,11.612,12.65,0.9243722499722471,69.672,0.6967200000000043,21.888,0.13127633638164732,0.011251578970133694,13.55207488661494
and,homo,50,100,42,1000,2.75,12.65,0.21867968559218634,16.5,0.16500000000000248,0.722,0.9572927029147972,0.0,0.0
pnd,homo,50,100,42,1000,12.478,12.65,0.9933464160839152,74.868,0.7486799999999985,11.659,0.29494949389632347,0.0,0.0
oracle,homo,50,100,42,1000,12.613,12.65,1.0045443667443663,75.678,0.756779999999999,12.237,0.26226278697697303,0.0,0.0
dcf_self_excl,homo,50,100,123,1000,10.294,12.676,0.8178204989454967,61.764,0.6176400000000073,26.71,0.17576458913562762,0.0,0.0
ema_ad_low,homo,50,100,123,1000,12.448,12.676,0.9882737887112888,74.688,0.7468799999999997,15.089,0.20042411815481,0.006008628343543231,13.928946120768387
consec_L2,homo,50,100,123,1000,11.706,12.676,0.9293646853146837,70.236,0.7023600000000029,21.5,0.13014948895759226,0.011111609486684491,13.434360124587666
and,homo,50,100,123,1000,2.707,12.676,0.21483712259962312,16.242,0.16242000000000234,0.748,0.9575786883523348,0.0,0.0
pnd,homo,50,100,123,1000,12.466,12.676,0.9900406676656681,74.796,0.7479599999999992,11.674,0.29669168960644543,0.0,0.0
oracle,homo,50,100,123,1000,12.557,12.676,0.9971316766566766,75.342,0.7534199999999992,12.409,0.2638402797446829,0.0,0.0
dcf_self_excl,homo,50,100,456,1000,10.288,12.663,0.8178578976578956,61.728,0.6172800000000066,26.733,0.17739212336425297,0.0,0.0
ema_ad_low,homo,50,100,456,1000,12.417,12.663,0.987317210567209,74.502,0.7450200000000011,15.232,0.20033535984816114,0.006095375320145495,13.940985161306786
consec_L2,homo,50,100,456,1000,11.681,12.663,0.928803219003217,70.086,0.7008600000000024,21.662,0.1293621195426731,0.011179938826293827,13.425927289311687
and,homo,50,100,456,1000,2.736,12.663,0.21747557442557494,16.416,0.16416000000000242,0.781,0.9567665737111187,0.0,0.0
pnd,homo,50,100,456,1000,12.438,12.663,0.9887763458763453,74.628,0.7462800000000005,11.747,0.29583748665906984,0.0,0.0
oracle,homo,50,100,456,1000,12.597,12.663,1.0019724109224117,75.582,0.7558199999999977,12.393,0.2617090219554952,0.0,0.0
dcf_self_excl,homo,50,100,789,1000,10.306,12.653,0.8196290209790177,61.836,0.6183600000000078,26.668,0.17549278479130068,0.0,0.0
ema_ad_low,homo,50,100,789,1000,12.408,12.653,0.9868530747030734,74.448,0.7444800000000009,15.195,0.20169485531211528,0.0062044143206204695,13.774884108120197
consec_L2,homo,50,100,789,1000,11.688,12.653,0.9294219447219407,70.128,0.701280000000003,21.675,0.13008370529310442,0.011219599860293611,13.39481568892793
and,homo,50,100,789,1000,2.722,12.653,0.21654336219336281,16.332,0.16332000000000263,0.785,0.9569193554508532,0.0,0.0
pnd,homo,50,100,789,1000,12.475,12.653,0.9922677711177694,74.85,0.7484999999999989,11.719,0.29560253497402694,0.0,0.0
oracle,homo,50,100,789,1000,12.612,12.653,1.0033465145965135,75.672,0.7567199999999983,12.198,0.2634924677090021,0.0,0.0
dcf_self_excl,homo,50,100,1234,1000,10.305,12.644,0.8205091797091778,61.83,0.618300000000007,26.579,0.1762289206158489,0.0,0.0
ema_ad_low,homo,50,100,1234,1000,12.378,12.644,0.9856024087024078,74.268,0.7426800000000006,15.27,0.20272374451283517,0.006042637364731188,14.134719032291624
consec_L2,homo,50,100,1234,1000,11.59,12.644,0.9227151237651227,69.54,0.6954000000000037,21.971,0.13196916172474915,0.011181497805346548,13.616917959327155
and,homo,50,100,1234,1000,2.744,12.644,0.21838271173271256,16.464,0.1646400000000025,0.699,0.9576175582064597,0.0,0.0
pnd,homo,50,100,1234,1000,12.403,12.644,0.987559529359529,74.418,0.7441800000000004,11.867,0.2983525904305768,0.0,0.0
oracle,homo,50,100,1234,1000,12.675,12.644,1.0095479242979235,76.05,0.7604999999999984,12.09,0.2561287131234923,0.0,0.0
dcf_self_excl,homo,50,200,42,1000,20.653,25.707,0.8058936469646725,123.918,0.6195900000000049,56.06,0.17650334174305038,0.0,0.0
ema_ad_low,homo,50,200,42,1000,25.205,25.707,0.9836985839137266,151.23,0.7561499999999979,31.556,0.19577644516764958,0.008382968816057604,14.05711023851095
consec_L2,homo,50,200,42,1000,23.536,25.707,0.9186324707157448,141.216,0.7060800000000054,45.708,0.12387087644230214,0.013719118515985536,12.422693485752408
and,homo,50,200,42,1000,12.233,25.707,0.47713375993793516,73.398,0.36699000000000037,4.037,0.8784771553330029,0.0,0.0
pnd,homo,50,200,42,1000,25.276,25.707,0.9863646874647929,151.656,0.758279999999997,23.722,0.301176121243235,0.0,0.0
oracle,homo,50,200,42,1000,25.594,25.707,0.9989211778476398,153.564,0.7678199999999956,25.017,0.2640576623472753,0.0,0.0
dcf_self_excl,homo,50,200,123,1000,20.439,25.695,0.7977255541360176,122.634,0.6131700000000052,57.05,0.17737169351360246,0.0,0.0
ema_ad_low,homo,50,200,123,1000,25.126,25.695,0.9808706970543484,150.756,0.7537799999999981,31.747,0.19755620608562635,0.008476696761075693,14.072357940721048
consec_L2,homo,50,200,123,1000,23.62,25.695,0.9220442342459552,141.72,0.7086000000000044,45.27,0.12297629838004306,0.013636264354456872,12.321253563373002
and,homo,50,200,123,1000,12.076,25.695,0.4712431897451762,72.456,0.3622800000000003,4.173,0.8791770390718511,0.0,0.0
pnd,homo,50,200,123,1000,25.251,25.695,0.9855965616237294,151.506,0.7575299999999986,23.936,0.30117167186998356,0.0,0.0
oracle,homo,50,200,123,1000,25.585,25.695,0.9987482055472992,153.51,0.7675499999999942,25.041,0.26445619188836444,0.0,0.0
dcf_self_excl,homo,50,200,456,1000,20.605,25.752,0.8025448137106372,123.63,0.6181500000000041,56.383,0.17577460590636398,0.0,0.0
ema_ad_low,homo,50,200,456,1000,25.09,25.752,0.9772029740255307,150.54,0.7526999999999991,31.875,0.19840292901383635,0.00855196074531964,14.079021179964354
consec_L2,homo,50,200,456,1000,23.55,25.752,0.9174273031740856,141.3,0.7065000000000058,45.721,0.1229851433399688,0.013654977216375186,12.370543296169215
and,homo,50,200,456,1000,12.224,25.752,0.4761128123104064,73.344,0.3667199999999999,4.146,0.8775757336774782,0.0,0.0
pnd,homo,50,200,456,1000,25.244,25.752,0.9832602392069034,151.464,0.7573199999999962,23.887,0.30209935820287476,0.0,0.0
oracle,homo,50,200,456,1000,25.558,25.752,0.9956555264900017,153.348,0.7667399999999951,25.155,0.26382305928600414,0.0,0.0
dcf_self_excl,homo,50,200,789,1000,20.596,25.708,0.8038558443147711,123.576,0.6178800000000042,56.365,0.176035981784355,0.0,0.0
ema_ad_low,homo,50,200,789,1000,25.097,25.708,0.9795166318253358,150.582,0.7529099999999984,31.876,0.19889007373463036,0.00854526206176351,14.06627631999659
consec_L2,homo,50,200,789,1000,23.599,25.708,0.9210397606949073,141.594,0.7079700000000063,45.44,0.12245842191103609,0.013734517703307938,12.313788619278181
and,homo,50,200,789,1000,12.263,25.708,0.4784486989208803,73.578,0.3678899999999995,4.05,0.8779880178653138,0.0,0.0
pnd,homo,50,200,789,1000,25.251,25.708,0.9854479519003956,151.506,0.7575299999999997,23.812,0.30164145236067114,0.0,0.0
oracle,homo,50,200,789,1000,25.643,25.708,1.000910799962991,153.858,0.7692899999999967,24.847,0.2630847905354116,0.0,0.0
dcf_self_excl,homo,50,200,1234,1000,20.524,25.703,0.801040629530665,123.144,0.6157200000000035,56.591,0.1771397649915137,0.0,0.0
ema_ad_low,homo,50,200,1234,1000,25.111,25.703,0.9801955013313631,150.666,0.7533299999999986,31.779,0.19845382391005875,0.008444719800670096,14.168872188466679
consec_L2,homo,50,200,1234,1000,23.518,25.703,0.9179056598989868,141.108,0.705540000000005,45.815,0.12371936110519571,0.013664576450492596,12.459027357665006
and,homo,50,200,1234,1000,12.179,25.703,0.47541620763932674,73.074,0.36537000000000125,4.024,0.8790089335506797,0.0,0.0
pnd,homo,50,200,1234,1000,25.228,25.703,0.9846982775553617,151.368,0.756839999999997,23.837,0.30301104992467787,0.0,0.0
oracle,homo,50,200,1234,1000,25.656,25.703,1.0015212328808971,153.936,0.7696799999999951,24.875,0.26156975727257725,0.0,0.0
dcf_self_excl,uniform,10,20,42,1000,1.942,2.426,0.8514666666666642,12.717,0.6358500000000004,4.438,0.11748351876881316,0.0,0.0
ema_ad_low,uniform,10,20,42,1000,2.079,2.426,0.9191333333333308,13.898,0.694900000000001,3.291,0.1403204569939866,0.11066908520980394,0.9390145606027959
consec_L2,uniform,10,20,42,1000,2.021,2.426,0.8935333333333315,13.51,0.6755000000000002,3.779,0.11097220834720879,0.12036090012415457,1.0023315337440337
and,uniform,10,20,42,1000,1.595,2.426,0.7053166666666667,9.729,0.4864499999999998,1.054,0.7348191401735523,0.0,0.0
pnd,uniform,10,20,42,1000,2.146,2.426,0.948183333333331,14.137,0.706849999999999,2.879,0.1664206349206348,0.0,0.0
oracle,uniform,10,20,42,1000,2.429,2.426,1.0694499999999978,15.544,0.7771999999999999,1.896,0.21021886169386164,0.0,0.0
dcf_self_excl,uniform,10,20,123,1000,1.911,2.411,0.8499999999999986,12.581,0.6290500000000004,4.506,0.12097790910070359,0.0,0.0
ema_ad_low,uniform,10,20,123,1000,2.084,2.411,0.9275833333333322,13.951,0.6975500000000009,3.275,0.13660374347874382,0.11280212875980644,0.9719261294261305
consec_L2,uniform,10,20,123,1000,1.983,2.411,0.8881666666666657,13.321,0.666050000000001,4.009,0.117624290823556,0.1231607079576767,1.0294830561595267
and,uniform,10,20,123,1000,1.587,2.411,0.7046666666666663,9.912,0.49560000000000026,0.982,0.7363192059574406,0.0,0.0
pnd,uniform,10,20,123,1000,2.145,2.411,0.9594166666666653,14.356,0.7178000000000003,2.738,0.1724048312798313,0.0,0.0
oracle,uniform,10,20,123,1000,2.436,2.411,1.0890833333333312,15.398,0.7699000000000001,1.903,0.22020568320568307,0.0,0.0
dcf_self_excl,uniform,10,20,456,1000,1.91,2.469,0.8254833333333315,12.796,0.6397999999999999,4.436,0.1211259912473152,0.0,0.0
ema_ad_low,uniform,10,20,456,1000,2.12,2.469,0.9131499999999979,14.081,0.7040500000000002,3.197,0.13967700493950513,0.11106999875622789,0.9380927017427022
consec_L2,uniform,10,20,456,1000,2.025,2.469,0.869849999999998,13.493,0.6746499999999991,3.83,0.11203202932688261,0.1185760723690819,1.053991126194068
and,uniform,10,20,456,1000,1.6,2.469,0.6908999999999996,9.787,0.48934999999999956,1.058,0.7321088487492887,0.0,0.0
pnd,uniform,10,20,456,1000,2.166,2.469,0.9300166666666642,14.23,0.7115000000000004,2.778,0.1828647837456659,0.0,0.0
oracle,uniform,10,20,456,1000,2.504,2.469,1.0763166666666655,15.395,0.7697500000000003,1.896,0.2165868936618936,0.0,0.0
dcf_self_excl,uniform,10,20,789,1000,1.902,2.453,0.822599999999999,12.565,0.6282500000000005,4.542,0.12193782949077102,0.0,0.0
ema_ad_low,uniform,10,20,789,1000,2.132,2.453,0.9216833333333311,14.0,0.7000000000000008,3.248,0.13942547313797324,0.11011121243493398,0.9073436272061276
consec_L2,uniform,10,20,789,1000,2.022,2.453,0.874066666666664,13.44,0.6720000000000006,3.927,0.11773089133089165,0.11787191067959107,1.0414334346209357
and,uniform,10,20,789,1000,1.607,2.453,0.6925333333333333,9.632,0.4816,1.071,0.7328671024237189,0.0,0.0
pnd,uniform,10,20,789,1000,2.171,2.453,0.9340166666666634,14.297,0.7148500000000003,2.721,0.18332069825599243,0.0,0.0
oracle,uniform,10,20,789,1000,2.437,2.453,1.0499666666666638,15.421,0.771049999999999,1.863,0.22291526251526236,0.0,0.0
dcf_self_excl,uniform,10,20,1234,1000,1.902,2.454,0.8188666666666647,12.831,0.641550000000001,4.377,0.12343591637121078,0.0,0.0
ema_ad_low,uniform,10,20,1234,1000,2.089,2.454,0.8983999999999973,14.027,0.7013500000000003,3.155,0.14126889368801152,0.11044572356660534,0.8069440660646544
consec_L2,uniform,10,20,1234,1000,1.974,2.454,0.849099999999998,13.301,0.6650500000000004,3.925,0.11737034632034665,0.1203568058897814,1.0412244935619925
and,uniform,10,20,1234,1000,1.594,2.454,0.6866166666666664,9.657,0.4828500000000001,1.051,0.7352011545643896,0.0,0.0
pnd,uniform,10,20,1234,1000,2.146,2.454,0.9173499999999973,14.296,0.7148000000000009,2.791,0.17430490342990357,0.0,0.0
oracle,uniform,10,20,1234,1000,2.429,2.454,1.0413166666666651,15.543,0.7771500000000015,1.816,0.21274603313353288,0.0,0.0
dcf_self_excl,uniform,10,50,42,1000,4.579,5.648,0.8260928571428554,33.362,0.6672400000000012,11.46,0.15120451899443785,0.0,0.0
ema_ad_low,uniform,10,50,42,1000,5.177,5.648,0.9332492063492065,37.533,0.7506600000000001,7.999,0.13859795725809498,0.09958777792814297,1.641085492620671
consec_L2,uniform,10,50,42,1000,5.003,5.648,0.9025599206349197,36.334,0.7266799999999991,9.495,0.109938958832038,0.10673109562112691,1.824454012630373
and,uniform,10,50,42,1000,4.4,5.648,0.7944833333333324,31.621,0.6324199999999999,2.823,0.6456676190434446,0.0,0.0
pnd,uniform,10,50,42,1000,5.368,5.648,0.9680984126984142,38.825,0.7764999999999991,5.672,0.21452057650003278,0.0,0.0
oracle,uniform,10,50,42,1000,5.678,5.648,1.0244785714285722,40.496,0.8099200000000009,4.507,0.23563842473861574,0.0,0.0
dcf_self_excl,uniform,10,50,123,1000,4.592,5.684,0.8239083333333311,33.027,0.6605400000000003,11.731,0.14827924214580745,0.0,0.0
ema_ad_low,uniform,10,50,123,1000,5.203,5.684,0.9303123015873023,37.582,0.7516399999999992,7.967,0.13575214303684377,0.10072646959756587,1.6361723527060843
consec_L2,uniform,10,50,123,1000,4.978,5.684,0.8896623015873012,36.158,0.7231599999999999,9.694,0.11219720332375298,0.1062868324411749,1.8617798546921336
and,uniform,10,50,123,1000,4.387,5.684,0.7849603174603154,31.212,0.6242400000000004,2.946,0.6475557347172332,0.0,0.0
pnd,uniform,10,50,123,1000,5.344,5.684,0.9560186507936513,38.543,0.7708599999999991,5.903,0.21934003177838307,0.0,0.0
oracle,uniform,10,50,123,1000,5.707,5.684,1.0208952380952394,40.305,0.8061000000000008,4.568,0.2440149607509499,0.0,0.0
dcf_self_excl,uniform,10,50,456,1000,4.621,5.72,0.8231460317460297,33.15,0.6630000000000005,11.605,0.15012156709815122,0.0,0.0
ema_ad_low,uniform,10,50,456,1000,5.233,5.72,0.930696825396826,37.49,0.749799999999999,7.989,0.13520859443219585,0.10076674016668818,1.6544242822029793
consec_L2,uniform,10,50,456,1000,5.052,5.72,0.8993900793650799,36.301,0.7260200000000006,9.511,0.11021144963605287,0.11024809280521536,1.7973358580930165
and,uniform,10,50,456,1000,4.421,5.72,0.7864575396825386,31.419,0.6283800000000013,2.89,0.6485728101621983,0.0,0.0
pnd,uniform,10,50,456,1000,5.387,5.72,0.956522222222223,38.458,0.7691599999999992,5.901,0.22218695711953726,0.0,0.0
oracle,uniform,10,50,456,1000,5.732,5.72,1.0180210317460339,40.203,0.8040599999999979,4.582,0.2434771708857237,0.0,0.0
dcf_self_excl,uniform,10,50,789,1000,4.586,5.705,0.8185515873015851,33.212,0.6642400000000002,11.642,0.14924116890143374,0.0,0.0
ema_ad_low,uniform,10,50,789,1000,5.247,5.705,0.9355722222222225,37.646,0.7529200000000011,7.884,0.1361671837360803,0.0997174880245858,1.6121679411488474
consec_L2,uniform,10,50,789,1000,4.984,5.705,0.8889019841269843,35.943,0.7188600000000005,9.801,0.11220869690879003,0.10678359665408979,1.8566177448704684
and,uniform,10,50,789,1000,4.408,5.705,0.7864845238095225,31.057,0.6211400000000002,2.964,0.6476946016289264,0.0,0.0
pnd,uniform,10,50,789,1000,5.379,5.705,0.957917857142859,38.413,0.7682599999999988,5.93,0.2220414957265071,0.0,0.0
oracle,uniform,10,50,789,1000,5.695,5.705,1.0157464285714295,40.249,0.8049799999999995,4.606,0.24291017383351085,0.0,0.0
dcf_self_excl,uniform,10,50,1234,1000,4.538,5.693,0.8126841269841251,33.101,0.6620199999999994,11.61,0.1501585178027524,0.0,0.0
ema_ad_low,uniform,10,50,1234,1000,5.189,5.693,0.9265158730158725,37.806,0.7561199999999995,7.797,0.13362415815520973,0.09996253494345,1.5574170616057297
consec_L2,uniform,10,50,1234,1000,4.966,5.693,0.8874738095238094,36.041,0.7208200000000011,9.734,0.11235044355496941,0.10594801582376488,1.8867982491924231
and,uniform,10,50,1234,1000,4.353,5.693,0.7789329365079335,31.255,0.6251000000000017,2.858,0.653096256998409,0.0,0.0
pnd,uniform,10,50,1234,1000,5.357,5.693,0.9558464285714293,38.75,0.7749999999999996,5.807,0.2153698432102891,0.0,0.0
oracle,uniform,10,50,1234,1000,5.646,5.693,1.007580555555557,40.098,0.8019599999999999,4.628,0.24814660419229911,0.0,0.0
dcf_self_excl,uniform,10,100,42,1000,8.541,9.838,0.8684583333333274,63.56,0.6355999999999992,27.832,0.09525141183461168,0.0,0.0
ema_ad_low,uniform,10,100,42,1000,9.519,9.838,0.9681138888888852,71.003,0.7100300000000013,18.22,0.09758572256577357,0.1749608893374011,1.8924344858141695
consec_L2,uniform,10,100,42,1000,9.404,9.838,0.9564472222222181,70.189,0.701890000000002,18.892,0.08841013111098114,0.15968763706244557,1.6955803697631475
and,uniform,10,100,42,1000,8.954,9.838,0.9104416666666608,66.839,0.6683900000000009,12.037,0.4218703571189592,0.0,0.0
pnd,uniform,10,100,42,1000,9.771,9.838,0.9940416666666646,73.131,0.7313100000000009,10.299,0.19469074211150206,0.0,0.0
oracle,uniform,10,100,42,1000,9.868,9.838,1.0043055555555533,74.003,0.7400300000000014,7.073,0.23473407678202496,0.0,0.0
dcf_self_excl,uniform,10,100,123,1000,8.519,9.861,0.864224999999995,63.543,0.6354299999999995,27.923,0.09516347889786621,0.0,0.0
ema_ad_low,uniform,10,100,123,1000,9.508,9.861,0.9646400793650748,70.94,0.7093999999999991,18.246,0.09599927285576441,0.17794477726982014,1.8856135289153646
consec_L2,uniform,10,100,123,1000,9.432,9.861,0.9568416666666627,70.488,0.7048799999999997,19.086,0.08714458632270504,0.15948462528564428,1.7119112815755093
and,uniform,10,100,123,1000,8.947,9.861,0.907455555555549,66.632,0.6663200000000002,12.216,0.4243548719634685,0.0,0.0
pnd,uniform,10,100,123,1000,9.765,9.861,0.990978968253966,73.095,0.7309499999999994,10.567,0.19832469839849254,0.0,0.0
oracle,uniform,10,100,123,1000,9.849,9.861,0.9997067460317445,73.845,0.7384499999999993,7.167,0.23912551886758326,0.0,0.0
dcf_self_excl,uniform,10,100,456,1000,8.561,9.874,0.8672583333333275,63.252,0.6325199999999995,27.958,0.09486756206555128,0.0,0.0
ema_ad_low,uniform,10,100,456,1000,9.529,9.874,0.9655658730158695,70.565,0.7056500000000007,18.123,0.094825550027991,0.17752822006929359,1.8847037388740944
consec_L2,uniform,10,100,456,1000,9.463,9.874,0.9586746031745997,70.081,0.7008100000000005,19.029,0.0874306299429652,0.16251695206108469,1.6852910371555152
