method,ppdu_dist,N,W_eff,seed,visit,successes,oracle_successes,efficiency,useful_slots,W_eff_utilization,viable_slots_wasted,collision_rate,tau_rmse,false_trigger_rate
pnd,bimodal,20,20,123,1000,2.155,2.212,1.1094833333333325,14.068,0.7033999999999992,2.633,0.18466938861791837,0.0,0.0
oracle,bimodal,20,20,123,1000,2.274,2.212,1.1656999999999997,14.352,0.7175999999999987,2.159,0.23110343561667132,0.0,0.0
dcf_self_excl,bimodal,20,20,456,1000,1.874,2.263,0.9550833333333328,12.368,0.6184000000000023,4.481,0.12507810963546312,0.0,0.0
ema_ad_low,bimodal,20,20,456,1000,2.17,2.263,1.1057499999999987,13.84,0.6919999999999991,3.069,0.1553956744236159,0.031875774979017446,4.400477170052168
consec_L2,bimodal,20,20,456,1000,2.012,2.263,1.0256666666666656,13.168,0.6584000000000007,3.792,0.13294318671524621,0.03916756255973601,2.9657776725725227
and,bimodal,20,20,456,1000,1.078,2.263,0.5537499999999999,4.728,0.23639999999999892,0.388,0.8887197318204729,0.0,0.0
pnd,bimodal,20,20,456,1000,2.14,2.263,1.090749999999999,13.944,0.6971999999999987,2.681,0.18593227850580837,0.0,0.0
oracle,bimodal,20,20,456,1000,2.314,2.263,1.1776666666666658,14.656,0.7327999999999981,1.952,0.23322090376943355,0.0,0.0
dcf_self_excl,bimodal,20,20,789,1000,1.888,2.222,0.970649999999999,12.424,0.6212000000000021,4.463,0.1176826877371001,0.0,0.0
ema_ad_low,bimodal,20,20,789,1000,2.124,2.222,1.0788666666666658,13.936,0.6967999999999996,2.977,0.15813171387436106,0.030882309866446373,4.523862016578191
consec_L2,bimodal,20,20,789,1000,2.036,2.222,1.0439833333333317,13.4,0.6699999999999995,3.633,0.1244280761721944,0.03829518261421824,2.8546923678445757
and,bimodal,20,20,789,1000,1.13,2.222,0.5953666666666667,4.904,0.24519999999999925,0.367,0.8844255031733024,0.0,0.0
pnd,bimodal,20,20,789,1000,2.163,2.222,1.1047333333333333,14.1,0.705,2.603,0.19676566211566243,0.0,0.0
oracle,bimodal,20,20,789,1000,2.276,2.222,1.1765166666666667,14.528,0.7263999999999978,2.001,0.24210542904807641,0.0,0.0
dcf_self_excl,bimodal,20,20,1234,1000,1.859,2.244,0.9408166666666656,12.276,0.613800000000002,4.543,0.12145802694038052,0.0,0.0
ema_ad_low,bimodal,20,20,1234,1000,2.128,2.244,1.0715166666666658,13.944,0.6971999999999998,2.993,0.1555966931761052,0.0323693064506751,4.446988117927824
consec_L2,bimodal,20,20,1234,1000,1.993,2.244,1.0091499999999987,13.292,0.6646000000000005,3.662,0.12620501630722272,0.03850047986427364,2.794621867348339
and,bimodal,20,20,1234,1000,1.143,2.244,0.6006999999999998,4.956,0.24779999999999913,0.423,0.8812343366600777,0.0,0.0
pnd,bimodal,20,20,1234,1000,2.198,2.244,1.1073499999999994,14.088,0.7043999999999987,2.623,0.18560602045013833,0.0,0.0
oracle,bimodal,20,20,1234,1000,2.257,2.244,1.142733333333333,14.628,0.7313999999999987,1.999,0.2295625375441553,0.0,0.0
dcf_self_excl,bimodal,20,50,42,1000,4.554,5.408,0.8744226190476169,33.52,0.670399999999999,11.262,0.15319862474638074,0.0,0.0
ema_ad_low,bimodal,20,50,42,1000,5.178,5.408,0.9956170634920608,38.256,0.765119999999999,7.177,0.16581090139164112,0.030214515936238952,3.7471633396635844
consec_L2,bimodal,20,50,42,1000,4.926,5.408,0.946913492063491,36.6,0.7319999999999997,9.239,0.12433931474882233,0.03738808797273989,4.212310139994737
and,bimodal,20,50,42,1000,3.07,5.408,0.5912396825396838,20.152,0.40303999999999884,1.605,0.8488132528299247,0.0,0.0
pnd,bimodal,20,50,42,1000,5.258,5.408,1.0097634920634915,38.488,0.7697599999999986,5.771,0.23811959620542109,0.0,0.0
oracle,bimodal,20,50,42,1000,5.487,5.408,1.05695992063492,39.364,0.7872799999999982,5.085,0.24862092948486644,0.0,0.0
dcf_self_excl,bimodal,20,50,123,1000,4.567,5.449,0.8721123015873007,33.388,0.6677599999999996,11.382,0.15468837501779137,0.0,0.0
ema_ad_low,bimodal,20,50,123,1000,5.127,5.449,0.976948015873014,38.212,0.7642399999999989,7.211,0.1657480060718762,0.0295629484416346,3.8955253763166824
consec_L2,bimodal,20,50,123,1000,4.875,5.449,0.9305698412698388,36.572,0.7314399999999994,9.265,0.1229406990335601,0.03809697393574339,4.239327628408568
and,bimodal,20,50,123,1000,3.08,5.449,0.5903674603174613,20.488,0.4097599999999996,1.607,0.8465994253125645,0.0,0.0
pnd,bimodal,20,50,123,1000,5.287,5.449,1.0084996031746025,38.708,0.7741599999999982,5.662,0.23846413743677508,0.0,0.0
oracle,bimodal,20,50,123,1000,5.438,5.449,1.0396662698412695,39.312,0.7862399999999987,5.142,0.24872294367178455,0.0,0.0
dcf_self_excl,bimodal,20,50,456,1000,4.584,5.442,0.8757841269841242,33.432,0.66864,11.344,0.15458864226255697,0.0,0.0
ema_ad_low,bimodal,20,50,456,1000,5.219,5.442,0.995077777777776,38.052,0.7610399999999988,7.287,0.1671081128362911,0.03000737785933312,3.7706777223609547
consec_L2,bimodal,20,50,456,1000,4.903,5.442,0.93782738095238,36.38,0.7275999999999988,9.428,0.1256597606260216,0.03730353822765338,4.296369140260678
and,bimodal,20,50,456,1000,3.081,5.442,0.5911309523809539,20.38,0.4075999999999991,1.592,0.8478975572947967,0.0,0.0
pnd,bimodal,20,50,456,1000,5.232,5.442,0.999540873015873,38.632,0.7726399999999994,5.693,0.23991849289310987,0.0,0.0
oracle,bimodal,20,50,456,1000,5.486,5.442,1.0483464285714292,39.544,0.7908799999999979,4.927,0.24832053835408005,0.0,0.0
dcf_self_excl,bimodal,20,50,789,1000,4.572,5.445,0.8777940476190452,33.536,0.6707199999999989,11.288,0.15373681551976628,0.0,0.0
ema_ad_low,bimodal,20,50,789,1000,5.169,5.445,0.9875492063492042,38.236,0.7647199999999988,7.182,0.1651006813347365,0.029578564744167188,3.7000373359289056
consec_L2,bimodal,20,50,789,1000,4.918,5.445,0.9420531746031738,36.64,0.7327999999999987,9.169,0.12318257046779645,0.03711221680509686,4.201349798183517
and,bimodal,20,50,789,1000,3.106,5.445,0.595430952380953,20.568,0.41135999999999917,1.538,0.8478463533809796,0.0,0.0
pnd,bimodal,20,50,789,1000,5.257,5.445,1.004951190476189,38.596,0.7719199999999979,5.686,0.24022245036671405,0.0,0.0
oracle,bimodal,20,50,789,1000,5.512,5.445,1.0564194444444457,39.512,0.7902399999999985,4.953,0.2508136161921398,0.0,0.0
dcf_self_excl,bimodal,20,50,1234,1000,4.516,5.424,0.8676242063492042,33.328,0.6665599999999992,11.359,0.15785847961340962,0.0,0.0
ema_ad_low,bimodal,20,50,1234,1000,5.132,5.424,0.9839801587301577,38.152,0.763039999999999,7.235,0.16581260719124935,0.030005930004033367,3.8693722072910854
consec_L2,bimodal,20,50,1234,1000,4.918,5.424,0.9455603174603172,36.224,0.7244799999999996,9.509,0.12582137223271275,0.03780718301858843,4.231670678280912
and,bimodal,20,50,1234,1000,3.065,5.424,0.5883551587301598,20.676,0.413519999999999,1.535,0.8482901969417942,0.0,0.0
pnd,bimodal,20,50,1234,1000,5.305,5.424,1.0176984126984114,38.58,0.7715999999999986,5.783,0.23744269448998914,0.0,0.0
oracle,bimodal,20,50,1234,1000,5.404,5.424,1.0397249999999998,39.4,0.7879999999999976,5.004,0.25259513606233563,0.0,0.0
dcf_self_excl,bimodal,20,100,42,1000,8.742,10.657,0.8333308358308369,67.368,0.6736799999999978,23.99,0.16123255474617204,0.0,0.0
ema_ad_low,bimodal,20,100,42,1000,10.217,10.657,0.9732911338661324,78.332,0.7833199999999968,14.971,0.15077251986647167,0.037935766539562314,4.587430928226167
consec_L2,bimodal,20,100,42,1000,9.626,10.657,0.9170969294594299,74.84,0.7483999999999986,19.173,0.11581602242958822,0.04380304550301282,4.468835978006345
and,bimodal,20,100,42,1000,7.641,10.657,0.7284322705072714,57.172,0.5717199999999999,3.985,0.7583016590415157,0.0,0.0
pnd,bimodal,20,100,42,1000,10.46,10.657,0.9952168803418793,79.728,0.7972799999999972,10.743,0.25401791519445943,0.0,0.0
oracle,bimodal,20,100,42,1000,10.702,10.657,1.0194673104673098,81.0,0.8099999999999973,9.909,0.25615908333923587,0.0,0.0
dcf_self_excl,bimodal,20,100,123,1000,8.728,10.62,0.8349666625041637,67.664,0.6766399999999987,23.916,0.15875496547814297,0.0,0.0
ema_ad_low,bimodal,20,100,123,1000,10.109,10.62,0.9666608433233425,78.388,0.7838799999999968,14.913,0.15108867547597155,0.03711286690268507,4.75812040497639
consec_L2,bimodal,20,100,123,1000,9.662,10.62,0.9246292499167502,75.008,0.7500799999999973,19.051,0.11503879004224651,0.043608368848740635,4.481880085940437
and,bimodal,20,100,123,1000,7.712,10.62,0.7383753399378414,57.888,0.57888,3.926,0.7542521593556409,0.0,0.0
pnd,bimodal,20,100,123,1000,10.412,10.62,0.9947817932067916,80.04,0.8003999999999972,10.577,0.253497832077548,0.0,0.0
oracle,bimodal,20,100,123,1000,10.645,10.62,1.01866582167832,81.196,0.8119599999999959,9.674,0.25629780517785816,0.0,0.0
dcf_self_excl,bimodal,20,100,456,1000,8.76,10.714,0.8305547025686753,67.704,0.6770399999999991,23.775,0.16073822780741412,0.0,0.0
ema_ad_low,bimodal,20,100,456,1000,10.221,10.714,0.9672353146853147,77.772,0.7777199999999975,15.363,0.1531219429013561,0.03753154668507801,4.740227135297483
consec_L2,bimodal,20,100,456,1000,9.773,10.714,0.9253318960451308,74.86,0.7485999999999979,19.206,0.11493260310071032,0.0435478192359337,4.493378282086921
and,bimodal,20,100,456,1000,7.753,10.714,0.7348693089590169,57.404,0.5740400000000003,4.058,0.7538001850098511,0.0,0.0
pnd,bimodal,20,100,456,1000,10.413,10.714,0.9861852213146319,79.468,0.794679999999998,10.848,0.2586763156212078,0.0,0.0
oracle,bimodal,20,100,456,1000,10.703,10.714,1.0136233240615589,81.22,0.8121999999999966,9.645,0.2569384071591735,0.0,0.0
dcf_self_excl,bimodal,20,100,789,1000,8.762,10.72,0.8311224562202514,67.248,0.6724799999999991,24.196,0.15904806313855624,0.0,0.0
ema_ad_low,bimodal,20,100,789,1000,10.157,10.72,0.9614303846480309,78.06,0.7805999999999975,15.143,0.15280193404590903,0.03698260317504844,4.689104888530559
consec_L2,bimodal,20,100,789,1000,9.807,10.72,0.9286444368539961,75.228,0.752279999999997,18.911,0.11300658165130562,0.04407000753344278,4.3765796625977815
and,bimodal,20,100,789,1000,7.727,10.72,0.7318494092508814,58.02,0.5802000000000005,3.879,0.7545857697430745,0.0,0.0
pnd,bimodal,20,100,789,1000,10.381,10.72,0.9829417524468992,79.7,0.7969999999999978,10.715,0.2576058498104891,0.0,0.0
oracle,bimodal,20,100,789,1000,10.705,10.72,1.0138535729793074,81.084,0.8108399999999979,9.719,0.25803668801942703,0.0,0.0
dcf_self_excl,bimodal,20,100,1234,1000,8.648,10.622,0.8287639225970126,67.328,0.6732799999999993,23.926,0.16480583468196983,0.0,0.0
ema_ad_low,bimodal,20,100,1234,1000,10.111,10.622,0.9666496254562423,78.372,0.7837199999999985,14.948,0.15048952086747625,0.03666434813330582,4.711220790793829
consec_L2,bimodal,20,100,1234,1000,9.79,10.622,0.9361984613425788,75.072,0.7507199999999983,19.044,0.11186016901434576,0.04408351868589071,4.429707330763835
and,bimodal,20,100,1234,1000,7.686,10.622,0.7353259516627177,57.944,0.5794400000000007,3.783,0.7577912179135344,0.0,0.0
pnd,bimodal,20,100,1234,1000,10.413,10.622,0.9956067172206885,79.892,0.7989199999999964,10.547,0.2561548466416136,0.0,0.0
oracle,bimodal,20,100,1234,1000,10.57,10.622,1.011441550443021,81.08,0.8107999999999972,9.725,0.25831661310882487,0.0,0.0
dcf_self_excl,bimodal,20,200,42,1000,16.325,19.515,0.8367508126935002,129.588,0.6479400000000008,58.983,0.0971680160773491,0.0,0.0
ema_ad_low,bimodal,20,200,42,1000,19.087,19.515,0.9783612358101164,151.364,0.7568199999999973,31.582,0.12595953957291706,0.08379642638567678,4.276553755442052
consec_L2,bimodal,20,200,42,1000,18.632,19.515,0.9548295837633326,147.664,0.738319999999999,38.132,0.09993156792354359,0.08028955996080821,3.5362846475029723
and,bimodal,20,200,42,1000,16.841,19.515,0.8630927416580695,133.372,0.6668600000000009,19.138,0.5514420397905926,0.0,0.0
pnd,bimodal,20,200,42,1000,19.37,19.515,0.993060251117993,153.912,0.769559999999998,19.903,0.23801101310615674,0.0,0.0
oracle,bimodal,20,200,42,1000,19.533,19.515,1.0016580753353976,155.26,0.7762999999999971,16.439,0.2528397517714211,0.0,0.0
dcf_self_excl,bimodal,20,200,123,1000,16.4,19.5,0.8412881879944973,130.752,0.6537600000000007,58.045,0.09672076623782172,0.0,0.0
ema_ad_low,bimodal,20,200,123,1000,19.064,19.5,0.9779277624207601,151.904,0.7595199999999982,31.355,0.12806966230080816,0.0831250412040045,4.345414144600722
consec_L2,bimodal,20,200,123,1000,18.613,19.5,0.9545942656887341,147.772,0.7388599999999995,38.153,0.09992475743535538,0.08007914276972047,3.5322229244715286
and,bimodal,20,200,123,1000,16.9,19.5,0.8664662071846316,134.192,0.6709600000000001,18.838,0.5481883486709467,0.0,0.0
pnd,bimodal,20,200,123,1000,19.354,19.5,0.9931789123544172,154.376,0.7718799999999989,19.946,0.23793702376418557,0.0,0.0
oracle,bimodal,20,200,123,1000,19.519,19.5,1.0017419000933723,155.82,0.7790999999999992,16.243,0.2553401899408739,0.0,0.0
dcf_self_excl,bimodal,20,200,456,1000,16.43,19.565,0.8399791107671148,130.184,0.6509200000000013,58.558,0.09644024359966502,0.0,0.0
ema_ad_low,bimodal,20,200,456,1000,19.108,19.565,0.976770231338152,150.824,0.754119999999997,31.504,0.12963227433024624,0.08251353823217375,4.328058101682403
consec_L2,bimodal,20,200,456,1000,18.647,19.565,0.9530842320261472,147.012,0.7350599999999999,38.168,0.10004738476862492,0.08118339996307868,3.535651567715172
and,bimodal,20,200,456,1000,16.938,19.565,0.8655642070863446,132.88,0.6643999999999999,19.84,0.5439583811927319,0.0,0.0
pnd,bimodal,20,200,456,1000,19.366,19.565,0.9901283410732732,153.232,0.7661599999999981,20.081,0.23973800987418692,0.0,0.0
oracle,bimodal,20,200,456,1000,19.541,19.565,0.9993388802889588,154.708,0.7735399999999977,16.053,0.25523589667116664,0.0,0.0
dcf_self_excl,bimodal,20,200,789,1000,16.421,19.551,0.8404930770553859,129.804,0.6490200000000017,58.922,0.09606273758572394,0.0,0.0
ema_ad_low,bimodal,20,200,789,1000,19.112,19.551,0.977955194358448,150.88,0.7544000000000001,31.503,0.12876115118680642,0.08387476196532515,4.292420892972895
consec_L2,bimodal,20,200,789,1000,18.726,19.551,0.9579437693498485,147.768,0.7388399999999996,37.962,0.09790870725393098,0.08118052889358071,3.4609647505369767
and,bimodal,20,200,789,1000,17.019,19.551,0.8706631922944642,133.964,0.669820000000001,19.193,0.5445788200305737,0.0,0.0
pnd,bimodal,20,200,789,1000,19.4,19.551,0.9928821293429669,153.456,0.7672799999999991,20.026,0.23968227884410967,0.0,0.0
oracle,bimodal,20,200,789,1000,19.56,19.551,1.0013540419676639,154.664,0.7733199999999992,16.201,0.2546156902062141,0.0,0.0
dcf_self_excl,bimodal,20,200,1234,1000,16.291,19.515,0.8352930168558685,129.548,0.6477400000000016,58.832,0.09893308045965638,0.0,0.0
ema_ad_low,bimodal,20,200,1234,1000,19.081,19.515,0.9780671353629201,151.708,0.7585399999999975,31.239,0.12606012716884513,0.0837334579645978,4.279528784754691
consec_L2,bimodal,20,200,1234,1000,18.673,19.515,0.956856376848989,147.98,0.7398999999999999,37.813,0.09778255901400594,0.0810418637372903,3.4821647310632993
and,bimodal,20,200,1234,1000,16.885,19.515,0.8652116056071578,133.78,0.6689000000000008,19.279,0.547238373722947,0.0,0.0
pnd,bimodal,20,200,1234,1000,19.36,19.515,0.992480525455798,154.048,0.7702399999999987,19.76,0.23819331366405627,0.0,0.0
oracle,bimodal,20,200,1234,1000,19.517,19.515,1.000897901616788,155.42,0.7770999999999989,16.326,0.2538512223419924,0.0,0.0
dcf_self_excl,bimodal,30,20,42,1000,1.867,2.239,0.9568833333333326,12.42,0.6210000000000021,4.488,0.1184084289893117,0.0,0.0
ema_ad_low,bimodal,30,20,42,1000,2.11,2.239,1.0834999999999995,13.928,0.696400000000001,2.963,0.1647050460160758,0.018771298406371782,7.3453118973346925
consec_L2,bimodal,30,20,42,1000,2.021,2.239,1.0313833333333318,13.292,0.6646000000000002,3.703,0.1252660041755635,0.023950776349853733,4.470804146425471
and,bimodal,30,20,42,1000,0.527,2.239,0.2757833333333334,2.14,0.10700000000000078,0.122,0.9543430947320695,0.0,0.0
pnd,bimodal,30,20,42,1000,2.161,2.239,1.116316666666667,14.044,0.7022000000000008,2.695,0.184884329232859,0.0,0.0
oracle,bimodal,30,20,42,1000,2.248,2.239,1.1626999999999998,14.424,0.7211999999999981,2.168,0.22725642690642733,0.0,0.0
dcf_self_excl,bimodal,30,20,123,1000,1.847,2.202,0.9606333333333326,12.284,0.6142000000000017,4.583,0.11745231157731215,0.0,0.0
ema_ad_low,bimodal,30,20,123,1000,2.101,2.202,1.085383333333332,13.868,0.6933999999999989,2.992,0.160670920745921,0.019337735152313993,7.312520892506183
consec_L2,bimodal,30,20,123,1000,2.051,2.202,1.0555999999999996,13.284,0.6641999999999996,3.71,0.12790974907445551,0.024640669748888722,4.442783395852512
and,bimodal,30,20,123,1000,0.549,2.202,0.2862500000000001,2.244,0.1122000000000008,0.126,0.9517986535523346,0.0,0.0
pnd,bimodal,30,20,123,1000,2.161,2.202,1.1152833333333327,13.972,0.6986000000000003,2.706,0.18907117882117902,0.0,0.0
oracle,bimodal,30,20,123,1000,2.258,2.202,1.1669166666666662,14.576,0.7287999999999984,2.021,0.22765927960928012,0.0,0.0
dcf_self_excl,bimodal,30,20,456,1000,1.858,2.273,0.9292666666666666,12.224,0.6112000000000021,4.583,0.12254081025184024,0.0,0.0
ema_ad_low,bimodal,30,20,456,1000,2.159,2.273,1.0862333333333334,14.052,0.7025999999999981,2.829,0.16938446618740752,0.018555119194413983,6.970264471965941
consec_L2,bimodal,30,20,456,1000,2.032,2.273,1.0325333333333326,13.264,0.6632000000000018,3.738,0.12671134168119508,0.02410304624321281,4.469349808606426
and,bimodal,30,20,456,1000,0.496,2.273,0.2641166666666668,2.048,0.10240000000000074,0.119,0.9563630315762711,0.0,0.0
pnd,bimodal,30,20,456,1000,2.1,2.273,1.054566666666666,13.888,0.6944,2.754,0.19298751118162916,0.0,0.0
oracle,bimodal,30,20,456,1000,2.218,2.273,1.1186833333333333,14.544,0.7271999999999981,2.006,0.23479680172768444,0.0,0.0
dcf_self_excl,bimodal,30,20,789,1000,1.895,2.227,0.9753333333333329,12.332,0.6166000000000023,4.575,0.11698144910644952,0.0,0.0
ema_ad_low,bimodal,30,20,789,1000,2.141,2.227,1.1105833333333326,14.004,0.7001999999999993,2.801,0.1711136530136531,0.018783471859476628,7.089026237651238
consec_L2,bimodal,30,20,789,1000,2.005,2.227,1.0233333333333325,13.364,0.6682000000000003,3.64,0.1268272528125475,0.02379603825736427,4.357301900632045
and,bimodal,30,20,789,1000,0.522,2.227,0.2761666666666668,2.128,0.10640000000000072,0.126,0.9542517228686384,0.0,0.0
pnd,bimodal,30,20,789,1000,2.192,2.227,1.123416666666666,14.0,0.6999999999999997,2.665,0.19323855311355329,0.0,0.0
oracle,bimodal,30,20,789,1000,2.261,2.227,1.1597499999999998,14.268,0.7133999999999986,2.149,0.24496303141303183,0.0,0.0
dcf_self_excl,bimodal,30,20,1234,1000,1.877,2.297,0.9276499999999994,12.436,0.621800000000003,4.416,0.1172715508347867,0.0,0.0
ema_ad_low,bimodal,30,20,1234,1000,2.128,2.297,1.0619166666666653,13.952,0.6975999999999992,2.907,0.16226376744170873,0.01936946695018337,7.168339457601221
consec_L2,bimodal,30,20,1234,1000,2.003,2.297,0.9918999999999993,13.316,0.6658000000000011,3.714,0.12820966998687636,0.02455598478781307,4.460577086312385
and,bimodal,30,20,1234,1000,0.492,2.297,0.25358333333333355,1.992,0.0996000000000007,0.115,0.9567041285511908,0.0,0.0
pnd,bimodal,30,20,1234,1000,2.205,2.297,1.0939499999999989,14.076,0.7037999999999994,2.639,0.18975302475302502,0.0,0.0
oracle,bimodal,30,20,1234,1000,2.195,2.297,1.092183333333333,14.468,0.7233999999999978,2.122,0.2344313991563995,0.0,0.0
dcf_self_excl,bimodal,30,50,42,1000,4.557,5.372,0.8847218253968235,33.372,0.6674400000000001,11.434,0.14776871717138215,0.0,0.0
ema_ad_low,bimodal,30,50,42,1000,5.203,5.372,1.0106968253968247,38.404,0.7680799999999992,6.846,0.17972424661101016,0.01598667343970605,6.521072348384999
consec_L2,bimodal,30,50,42,1000,4.884,5.372,0.9441543650793639,36.232,0.7246399999999996,9.433,0.12982611355157514,0.02305036061735021,6.600394941150544
and,bimodal,30,50,42,1000,2.183,5.372,0.42783769841269786,12.996,0.25992,0.838,0.9162305862966982,0.0,0.0
pnd,bimodal,30,50,42,1000,5.274,5.372,1.0218976190476177,38.752,0.7750399999999982,5.572,0.24415298405492997,0.0,0.0
oracle,bimodal,30,50,42,1000,5.418,5.372,1.0516023809523805,39.168,0.7833599999999975,5.241,0.2494465821982576,0.0,0.0
dcf_self_excl,bimodal,30,50,123,1000,4.513,5.348,0.8826281746031723,33.3,0.6659999999999993,11.584,0.15017680506439013,0.0,0.0
ema_ad_low,bimodal,30,50,123,1000,5.167,5.348,1.0076964285714287,38.612,0.7722399999999985,6.75,0.17555776070089768,0.016346607465964946,6.416905032313644
consec_L2,bimodal,30,50,123,1000,4.922,5.348,0.9607142857142836,36.36,0.7271999999999981,9.421,0.1261125169684986,0.02295904336779181,6.6317478206512925
and,bimodal,30,50,123,1000,2.212,5.348,0.43270753968253883,13.312,0.2662399999999999,0.79,0.9165473243708296,0.0,0.0
pnd,bimodal,30,50,123,1000,5.237,5.348,1.0210039682539664,38.604,0.7720799999999991,5.65,0.24570408973442065,0.0,0.0
oracle,bimodal,30,50,123,1000,5.409,5.348,1.0545714285714283,39.324,0.786479999999998,5.078,0.24965730439446207,0.0,0.0
dcf_self_excl,bimodal,30,50,456,1000,4.558,5.482,0.8665269841269823,33.28,0.6655999999999993,11.529,0.15210185323104908,0.0,0.0
ema_ad_low,bimodal,30,50,456,1000,5.219,5.482,0.9973015873015864,38.468,0.7693599999999993,6.68,0.1875499558566816,0.01610921585848945,6.137312913146489
consec_L2,bimodal,30,50,456,1000,4.982,5.482,0.9481615079365061,36.424,0.7284799999999987,9.325,0.12666738756284532,0.02272029392723458,6.507144668656295
and,bimodal,30,50,456,1000,2.229,5.482,0.4269214285714278,13.388,0.26776,0.829,0.9145812153051773,0.0,0.0
pnd,bimodal,30,50,456,1000,5.238,5.482,0.9973099206349194,38.32,0.7663999999999994,5.759,0.24983075166487856,0.0,0.0
oracle,bimodal,30,50,456,1000,5.426,5.482,1.0355162698412699,39.28,0.7855999999999986,5.108,0.25369596846580267,0.0,0.0
dcf_self_excl,bimodal,30,50,789,1000,4.579,5.356,0.8895214285714256,33.292,0.6658399999999983,11.588,0.14850240040700705,0.0,0.0
ema_ad_low,bimodal,30,50,789,1000,5.238,5.356,1.014217857142857,38.232,0.7646399999999989,6.853,0.1857930748362076,0.01609882566930568,6.453038958974575
consec_L2,bimodal,30,50,789,1000,4.969,5.356,0.963319444444443,36.54,0.7307999999999985,9.274,0.12691616845575734,0.022656395675008587,6.474019426692853
and,bimodal,30,50,789,1000,2.237,5.356,0.43682420634920527,13.364,0.26727999999999996,0.792,0.9155543585140841,0.0,0.0
pnd,bimodal,30,50,789,1000,5.387,5.356,1.04357738095238,38.508,0.7701599999999986,5.682,0.24754061045052692,0.0,0.0
oracle,bimodal,30,50,789,1000,5.357,5.356,1.0364190476190465,39.02,0.7803999999999978,5.217,0.25503298021578535,0.0,0.0
dcf_self_excl,bimodal,30,50,1234,1000,4.53,5.408,0.8745130952380926,33.52,0.6703999999999993,11.381,0.14864990309459888,0.0,0.0
ema_ad_low,bimodal,30,50,1234,1000,5.18,5.408,1.0002821428571411,38.336,0.7667199999999992,6.876,0.1799285749484932,0.016238487910459967,6.407218449086449
consec_L2,bimodal,30,50,1234,1000,4.867,5.408,0.9416047619047602,36.308,0.7261599999999985,9.4,0.13015545675071707,0.022753936195859137,6.7802492674275125
and,bimodal,30,50,1234,1000,2.214,5.408,0.4296380952380943,13.136,0.2627199999999998,0.834,0.9153881053006491,0.0,0.0
pnd,bimodal,30,50,1234,1000,5.293,5.408,1.0213408730158728,38.636,0.7727199999999983,5.552,0.2462843059818129,0.0,0.0
oracle,bimodal,30,50,1234,1000,5.376,5.408,1.0401293650793633,39.248,0.7849599999999982,5.15,0.25364296052985363,0.0,0.0
dcf_self_excl,bimodal,30,100,42,1000,8.903,10.571,0.8564913794538797,67.964,0.6796399999999981,23.037,0.17183765239240803,0.0,0.0
ema_ad_low,bimodal,30,100,42,1000,10.265,10.571,0.9857640498390495,78.964,0.789639999999996,13.993,0.16827650718311804,0.017527037263297178,7.367526236117942
consec_L2,bimodal,30,100,42,1000,9.736,10.571,0.9360823745698756,74.672,0.7467199999999969,19.155,0.1213755128634167,0.02394970071892305,7.351107745585912
and,bimodal,30,100,42,1000,5.352,10.571,0.5153101703851706,38.304,0.38303999999999966,2.149,0.8831562670798779,0.0,0.0
pnd,bimodal,30,100,42,1000,10.369,10.571,0.9968686313686315,79.556,0.7955599999999966,10.476,0.27020630750142305,0.0,0.0
oracle,bimodal,30,100,42,1000,10.555,10.571,1.0149068861693848,80.74,0.8073999999999956,10.124,0.2562740231288199,0.0,0.0
dcf_self_excl,bimodal,30,100,123,1000,8.826,10.481,0.8575494727494735,67.992,0.6799199999999984,23.006,0.17279955824200405,0.0,0.0
ema_ad_low,bimodal,30,100,123,1000,10.219,10.481,0.990391025641024,79.012,0.7901199999999967,13.936,0.1664560951668047,0.017663356887268274,7.389202775567022
consec_L2,bimodal,30,100,123,1000,9.708,10.481,0.9422575813075817,75.024,0.7502399999999984,18.835,0.12155257471715412,0.023892613312701906,7.317973189493263
and,bimodal,30,100,123,1000,5.2,10.481,0.5047864746364745,38.088,0.38087999999999844,2.168,0.8854070342967088,0.0,0.0
pnd,bimodal,30,100,123,1000,10.383,10.481,1.0085993284493275,79.86,0.7985999999999973,10.353,0.26755561908088493,0.0,0.0
oracle,bimodal,30,100,123,1000,10.499,10.481,1.01922645132645,80.556,0.805559999999997,9.972,0.2647339700167037,0.0,0.0
dcf_self_excl,bimodal,30,100,456,1000,8.929,10.559,0.8605431568431571,67.788,0.6778799999999986,23.232,0.17162814951644448,0.0,0.0
ema_ad_low,bimodal,30,100,456,1000,10.217,10.559,0.9851178432678421,78.9,0.7889999999999957,14.004,0.16916686379864682,0.017820829351565662,7.118154492045168
consec_L2,bimodal,30,100,456,1000,9.823,10.559,0.9464667193917194,75.052,0.7505199999999983,18.863,0.12062513824614286,0.024199495125834934,7.163228038065565
and,bimodal,30,100,456,1000,5.355,10.559,0.5168681041181042,38.676,0.3867599999999988,2.075,0.8834465018439892,0.0,0.0
pnd,bimodal,30,100,456,1000,10.377,10.559,1.0012233127983123,79.516,0.7951599999999971,10.546,0.2692133044314179,0.0,0.0
oracle,bimodal,30,100,456,1000,10.682,10.559,1.0290849289599282,80.712,0.8071199999999978,10.022,0.2595228013171508,0.0,0.0
dcf_self_excl,bimodal,30,100,789,1000,8.933,10.581,0.8583590520590519,67.62,0.6762,23.289,0.1719602943965577,0.0,0.0
