access,w_eff,n_vis,eps_idle,eps_coll,T,rho
basic,105,10,0.48596,0.03304,0.61006,0.31123
basic,105,10,0.48596,0.05458,0.60841,0.30738
basic,105,10,0.48596,0.09016,0.60879,0.30557
basic,105,10,0.48596,0.14894,0.6024,0.30265
basic,105,10,0.48596,0.24604,0.60544,0.30328
basic,105,10,0.48596,0.40644,0.60297,0.31253
basic,105,10,0.48596,0.67142,0.60575,0.31796
basic,105,10,0.48596,1.10914,0.60759,0.30467
basic,105,10,0.48596,1.83223,0.6136,0.29004
basic,105,10,0.48596,3.02674,0.61817,0.28507
basic,105,10,0.48596,5.0,0.61324,0.28089
basic,105,10,0.69711,0.02,0.61768,0.38459
basic,105,10,0.69711,0.03304,0.61811,0.38658
basic,105,10,0.69711,0.05458,0.62059,0.37936
basic,105,10,0.69711,0.09016,0.62459,0.3716
basic,105,10,0.69711,0.14894,0.62459,0.3716
basic,105,10,0.69711,0.24604,0.62492,0.37104
basic,105,10,0.69711,0.40644,0.62617,0.37456
basic,105,10,0.69711,0.67142,0.62332,0.3641
basic,105,10,0.69711,1.10914,0.61821,0.35684
basic,105,10,0.69711,1.83223,0.61911,0.37581
basic,105,10,0.69711,3.02674,0.63068,0.3664
basic,105,10,0.69711,5.0,0.63068,0.36453
basic,105,10,1.0,0.02,0.56863,0.52881
basic,105,10,1.0,0.03304,0.56863,0.52881
basic,105,10,1.0,0.05458,0.57383,0.52353
basic,105,10,1.0,0.09016,0.57563,0.52287
basic,105,10,1.0,0.14894,0.57202,0.52613
basic,105,10,1.0,0.24604,0.57189,0.52374
basic,105,10,1.0,0.40644,0.56708,0.53048
basic,105,10,1.0,0.67142,0.56308,0.54028
basic,105,10,1.0,1.10914,0.56459,0.51494
basic,105,10,1.0,1.83223,0.56611,0.48305
basic,105,10,1.0,3.02674,0.57538,0.4527
basic,105,10,1.0,5.0,0.57717,0.44893
basic,105,20,0.08,0.02,0.64602,0.32378
basic,105,20,0.08,0.03304,0.64602,0.32378
basic,105,20,0.08,0.05458,0.64602,0.32378
basic,105,20,0.08,0.09016,0.64514,0.31709
basic,105,20,0.08,0.14894,0.64805,0.32118
basic,105,20,0.08,0.24604,0.65324,0.31218
basic,105,20,0.08,0.40644,0.65244,0.31398
basic,105,20,0.08,0.67142,0.64968,0.30436
basic,105,20,0.08,1.10914,0.65303,0.29409
basic,105,20,0.08,1.83223,0.65422,0.28922
basic,105,20,0.08,3.02674,0.65587,0.2853
basic,105,20,0.08,5.0,0.65659,0.28499
basic,105,20,0.11476,0.02,0.64222,0.32795
basic,105,20,0.11476,0.03304,0.64222,0.32795
basic,105,20,0.11476,0.05458,0.64222,0.32795
basic,105,20,0.11476,0.09016,0.64222,0.32795
basic,105,20,0.11476,0.14894,0.64222,0.32795
basic,105,20,0.11476,0.24604,0.64567,0.33004
basic,105,20,0.11476,0.40644,0.6507,0.32577
basic,105,20,0.11476,0.67142,0.65056,0.32507
basic,105,20,0.11476,1.10914,0.6539,0.3147
basic,105,20,0.11476,1.83223,0.65613,0.30166
basic,105,20,0.11476,3.02674,0.65844,0.3006
basic,105,20,0.11476,5.0,0.65916,0.30027
basic,105,20,0.16462,0.02,0.63103,0.338
basic,105,20,0.16462,0.03304,0.63103,0.338
basic,105,20,0.16462,0.05458,0.63103,0.338
basic,105,20,0.16462,0.09016,0.63325,0.33399
basic,105,20,0.16462,0.14894,0.63325,0.33399
basic,105,20,0.16462,0.24604,0.63495,0.32706
basic,105,20,0.16462,0.40644,0.639,0.32935
basic,105,20,0.16462,0.67142,0.64019,0.3294
basic,105,20,0.16462,1.10914,0.64505,0.31164
basic,105,20,0.16462,1.83223,0.64843,0.30179
basic,105,20,0.16462,3.02674,0.65046,0.30162
basic,105,20,0.16462,5.0,0.65117,0.30129
basic,105,20,0.23615,0.02,0.61913,0.35968
basic,105,20,0.23615,0.03304,0.61913,0.35968
basic,105,20,0.23615,0.05458,0.61913,0.35968
basic,105,20,0.23615,0.09016,0.61992,0.35727
basic,105,20,0.23615,0.14894,0.61825,0.35569
basic,105,20,0.23615,0.24604,0.6239,0.34628
basic,105,20,0.23615,0.40644,0.63163,0.33409
basic,105,20,0.23615,0.67142,0.63289,0.34065
basic,105,20,0.23615,1.10914,0.63714,0.33117
basic,105,20,0.23615,1.83223,0.63998,0.3224
basic,105,20,0.23615,3.02674,0.64122,0.32256
basic,105,20,0.23615,5.0,0.64194,0.3222
basic,105,20,0.33876,0.02,0.6141,0.37205
basic,105,20,0.33876,0.03304,0.61179,0.37209
basic,105,20,0.33876,0.05458,0.60813,0.3741
basic,105,20,0.33876,0.09016,0.60892,0.37361
basic,105,20,0.33876,0.14894,0.60551,0.37619
basic,105,20,0.33876,0.24604,0.60368,0.35126
basic,105,20,0.33876,0.40644,0.60571,0.35924
basic,105,20,0.33876,0.67142,0.60237,0.36475
basic,105,20,0.33876,1.10914,0.61322,0.35872
basic,105,20,0.33876,1.83223,0.61595,0.33158
basic,105,20,0.33876,3.02674,0.62451,0.33474
basic,105,20,0.33876,5.0,0.62602,0.33393
basic,105,20,0.48596,0.02,0.58589,0.43081
basic,105,20,0.48596,0.03304,0.58589,0.43081
basic,105,20,0.48596,0.05458,0.58605,0.4326
basic,105,20,0.48596,0.09016,0.5856,0.43057
basic,105,20,0.48596,0.14894,0.58448,0.42056
basic,105,20,0.48596,0.24604,0.58776,0.40586
basic,105,20,0.48596,0.40644,0.59078,0.37836
basic,105,20,0.48596,0.67142,0.60065,0.37618
basic,105,20,0.48596,1.10914,0.60365,0.36165
basic,105,20,0.48596,1.83223,0.59863,0.36134
basic,105,20,0.48596,3.02674,0.6069,0.3543
basic,105,20,0.48596,5.0,0.60752,0.35546
basic,105,20,0.69711,0.02,0.58227,0.51379
basic,105,20,0.69711,0.03304,0.58227,0.51379
basic,105,20,0.69711,0.05458,0.58071,0.49705
basic,105,20,0.69711,0.09016,0.58029,0.49618
basic,105,20,0.69711,0.14894,0.57646,0.50534
basic,105,20,0.69711,0.24604,0.57129,0.50283
basic,105,20,0.69711,0.40644,0.57054,0.50199
basic,105,20,0.69711,0.67142,0.57032,0.48928
basic,105,20,0.69711,1.10914,0.56898,0.46344
basic,105,20,0.69711,1.83223,0.5773,0.4759
basic,105,20,0.69711,3.02674,0.57103,0.46061
basic,105,20,0.69711,5.0,0.56775,0.45053
basic,105,20,1.0,0.02,0.5176,0.51828
basic,105,20,1.0,0.03304,0.51821,0.51239
basic,105,20,1.0,0.05458,0.51862,0.50854
basic,105,20,1.0,0.09016,0.52162,0.51789
basic,105,20,1.0,0.14894,0.51879,0.52673
basic,105,20,1.0,0.24604,0.5313,0.51836
basic,105,20,1.0,0.40644,0.53533,0.50147
basic,105,20,1.0,0.67142,0.54267,0.49833
basic,105,20,1.0,1.10914,0.5439,0.51515
basic,105,20,1.0,1.83223,0.53954,0.48401
basic,105,20,1.0,3.02674,0.55494,0.48427
basic,105,20,1.0,5.0,0.55398,0.48201
basic,105,50,0.08,0.02,0.5591,0.4109
basic,105,50,0.08,0.03304,0.5591,0.4109
basic,105,50,0.08,0.05458,0.55776,0.41451
basic,105,50,0.08,0.09016,0.55837,0.41407
basic,105,50,0.08,0.14894,0.54892,0.41803
basic,105,50,0.08,0.24604,0.55317,0.41403
basic,105,50,0.08,0.40644,0.55521,0.39031
basic,105,50,0.08,0.67142,0.55689,0.37299
basic,105,50,0.08,1.10914,0.56397,0.37476
basic,105,50,0.08,1.83223,0.5534,0.35528
basic,105,50,0.08,3.02674,0.53824,0.33021
basic,105,50,0.08,5.0,0.53903,0.32973
basic,105,50,0.11476,0.02,0.56303,0.42911
basic,105,50,0.11476,0.03304,0.56303,0.42911
basic,105,50,0.11476,0.05458,0.56303,0.42911
basic,105,50,0.11476,0.09016,0.55649,0.43158
basic,105,50,0.11476,0.14894,0.54827,0.43458
basic,105,50,0.11476,0.24604,0.54922,0.42831
basic,105,50,0.11476,0.40644,0.56125,0.41221
basic,105,50,0.11476,0.67142,0.55929,0.38985
basic,105,50,0.11476,1.10914,0.56476,0.39066
basic,105,50,0.11476,1.83223,0.5536,0.37225
basic,105,50,0.11476,3.02674,0.53757,0.34905
basic,105,50,0.11476,5.0,0.53837,0.34853
basic,105,50,0.16462,0.02,0.56998,0.45652
basic,105,50,0.16462,0.03304,0.57005,0.45767
basic,105,50,0.16462,0.05458,0.57005,0.45824
basic,105,50,0.16462,0.09016,0.57059,0.45781
basic,105,50,0.16462,0.14894,0.56681,0.46035
basic,105,50,0.16462,0.24604,0.5686,0.45676
basic,105,50,0.16462,0.40644,0.56075,0.43901
basic,105,50,0.16462,0.67142,0.55524,0.42803
basic,105,50,0.16462,1.10914,0.56229,0.40562
basic,105,50,0.16462,1.83223,0.55714,0.39723
basic,105,50,0.16462,3.02674,0.53889,0.37032
basic,105,50,0.16462,5.0,0.53968,0.36978
basic,105,50,0.23615,0.02,0.56148,0.47155
basic,105,50,0.23615,0.03304,0.55929,0.46696
basic,105,50,0.23615,0.05458,0.55983,0.46651
basic,105,50,0.23615,0.09016,0.55983,0.46651
basic,105,50,0.23615,0.14894,0.55784,0.47165
basic,105,50,0.23615,0.24604,0.5586,0.46756
basic,105,50,0.23615,0.40644,0.55849,0.44934
basic,105,50,0.23615,0.67142,0.56094,0.44178
basic,105,50,0.23615,1.10914,0.55263,0.4125
basic,105,50,0.23615,1.83223,0.54816,0.39749
basic,105,50,0.23615,3.02674,0.53317,0.37765
basic,105,50,0.23615,5.0,0.53397,0.37709
basic,105,50,0.33876,0.02,0.53932,0.49731
basic,105,50,0.33876,0.03304,0.53932,0.49731
basic,105,50,0.33876,0.05458,0.53932,0.49731
basic,105,50,0.33876,0.09016,0.53902,0.4907
basic,105,50,0.33876,0.14894,0.53694,0.48788
basic,105,50,0.33876,0.24604,0.53524,0.4779
basic,105,50,0.33876,0.40644,0.539,0.47057
basic,105,50,0.33876,0.67142,0.5464,0.45388
basic,105,50,0.33876,1.10914,0.54584,0.42884
basic,105,50,0.33876,1.83223,0.53938,0.40893
basic,105,50,0.33876,3.02674,0.5336,0.41069
basic,105,50,0.33876,5.0,0.53519,0.40947
basic,105,50,0.48596,0.02,0.51325,0.5249
basic,105,50,0.48596,0.03304,0.51325,0.5249
basic,105,50,0.48596,0.05458,0.51921,0.51415
basic,105,50,0.48596,0.09016,0.51741,0.5092
basic,105,50,0.48596,0.14894,0.527,0.51118
basic,105,50,0.48596,0.24604,0.52459,0.48568
basic,105,50,0.48596,0.40644,0.52716,0.46998
basic,105,50,0.48596,0.67142,0.51746,0.44602
basic,105,50,0.48596,1.10914,0.52348,0.45411
basic,105,50,0.48596,1.83223,0.51651,0.41609
basic,105,50,0.48596,3.02674,0.51295,0.40594
basic,105,50,0.48596,5.0,0.51716,0.40518
basic,105,50,0.69711,0.02,0.50683,0.54171
basic,105,50,0.69711,0.03304,0.50376,0.5399
basic,105,50,0.69711,0.05458,0.50535,0.5382
basic,105,50,0.69711,0.09016,0.50535,0.53704
basic,105,50,0.69711,0.14894,0.50314,0.52406
basic,105,50,0.69711,0.24604,0.50452,0.53146
basic,105,50,0.69711,0.40644,0.51037,0.5259
basic,105,50,0.69711,0.67142,0.52035,0.52057
basic,105,50,0.69711,1.10914,0.51348,0.5032
basic,105,50,0.69711,1.83223,0.5134,0.47797
basic,105,50,0.69711,3.02674,0.51154,0.42903
basic,105,50,0.69711,5.0,0.52324,0.43163
basic,105,50,1.0,0.02,0.45157,0.55286
basic,105,50,1.0,0.03304,0.45157,0.55286
basic,105,50,1.0,0.05458,0.45157,0.55286
basic,105,50,1.0,0.09016,0.45016,0.5634
basic,105,50,1.0,0.14894,0.45121,0.56576
basic,105,50,1.0,0.24604,0.45283,0.56273
basic,105,50,1.0,0.40644,0.46049,0.57508
basic,105,50,1.0,0.67142,0.47821,0.58054
basic,105,50,1.0,1.10914,0.4744,0.54843
basic,105,50,1.0,1.83223,0.48267,0.49294
basic,105,50,1.0,3.02674,0.4759,0.47172
basic,105,50,1.0,5.0,0.48676,0.47646
basic,210,5,0.08,0.02,0.66747,0.18178
basic,210,5,0.08,0.03304,0.66746,0.17968
basic,210,5,0.08,0.05458,0.66851,0.1794
basic,210,5,0.08,0.09016,0.6705,0.18004
basic,210,5,0.08,0.14894,0.67135,0.18552
basic,210,5,0.08,0.24604,0.67163,0.1797
basic,210,5,0.08,0.40644,0.67171,0.18063
basic,210,5,0.08,0.67142,0.6694,0.16642
basic,210,5,0.08,1.10914,0.67454,0.15153
basic,210,5,0.08,1.83223,0.67433,0.14469
basic,210,5,0.08,3.02674,0.66739,0.14734
basic,210,5,0.08,5.0,0.66739,0.14734
basic,210,5,0.11476,0.02,0.6669,0.19575
basic,210,5,0.11476,0.03304,0.66477,0.19975
basic,210,5,0.11476,0.05458,0.66517,0.19963
basic,210,5,0.11476,0.09016,0.66739,0.195
basic,210,5,0.11476,0.14894,0.66837,0.19041
basic,210,5,0.11476,0.24604,0.67446,0.19702
basic,210,5,0.11476,0.40644,0.67217,0.19882
basic,210,5,0.11476,0.67142,0.6695,0.19556
basic,210,5,0.11476,1.10914,0.67851,0.16012
basic,210,5,0.11476,1.83223,0.67699,0.15144
basic,210,5,0.11476,3.02674,0.67226,0.15615
basic,210,5,0.11476,5.0,0.67226,0.15615
basic,210,5,0.16462,0.02,0.66274,0.22935
basic,210,5,0.16462,0.03304,0.66274,0.22935
basic,210,5,0.16462,0.05458,0.66313,0.22921
basic,210,5,0.16462,0.09016,0.65998,0.23035
basic,210,5,0.16462,0.14894,0.66179,0.22461
basic,210,5,0.16462,0.24604,0.66133,0.22142
basic,210,5,0.16462,0.40644,0.66606,0.20737
basic,210,5,0.16462,0.67142,0.66957,0.21104
basic,210,5,0.16462,1.10914,0.67032,0.19042
basic,210,5,0.16462,1.83223,0.67798,0.16881
basic,210,5,0.16462,3.02674,0.67454,0.16484
basic,210,5,0.16462,5.0,0.67421,0.16344
basic,210,5,0.23615,0.02,0.66165,0.3085
basic,210,5,0.23615,0.03304,0.66058,0.30219
basic,210,5,0.23615,0.05458,0.66058,0.30219
basic,210,5,0.23615,0.09016,0.66314,0.29018
basic,210,5,0.23615,0.14894,0.66514,0.28261
basic,210,5,0.23615,0.24604,0.66041,0.28409
basic,210,5,0.23615,0.40644,0.65438,0.25673
basic,210,5,0.23615,0.67142,0.66358,0.24797
basic,210,5,0.23615,1.10914,0.66706,0.19956
basic,210,5,0.23615,1.83223,0.66562,0.17606
basic,210,5,0.23615,3.02674,0.66906,0.18277
basic,210,5,0.23615,5.0,0.66615,0.17967
basic,210,5,0.33876,0.02,0.65537,0.38444
basic,210,5,0.33876,0.03304,0.6537,0.37639
basic,210,5,0.33876,0.05458,0.65829,0.35771
basic,210,5,0.33876,0.09016,0.6591,0.34893
basic,210,5,0.33876,0.14894,0.65679,0.33333
basic,210,5,0.33876,0.24604,0.65882,0.33144
basic,210,5,0.33876,0.40644,0.65538,0.32442
basic,210,5,0.33876,0.67142,0.65514,0.32287
basic,210,5,0.33876,1.10914,0.65704,0.26906
basic,210,5,0.33876,1.83223,0.65939,0.22171
basic,210,5,0.33876,3.02674,0.66373,0.20017
basic,210,5,0.33876,5.0,0.66304,0.19187
basic,210,5,0.48596,0.02,0.64785,0.55396
basic,210,5,0.48596,0.03304,0.64666,0.54909
basic,210,5,0.48596,0.05458,0.64246,0.55064
basic,210,5,0.48596,0.09016,0.64526,0.52312
basic,210,5,0.48596,0.14894,0.64277,0.53211
basic,210,5,0.48596,0.24604,0.6498,0.50389
basic,210,5,0.48596,0.40644,0.65206,0.45749
basic,210,5,0.48596,0.67142,0.64717,0.44016
basic,210,5,0.48596,1.10914,0.64198,0.39157
basic,210,5,0.48596,1.83223,0.65465,0.39268
basic,210,5,0.48596,3.02674,0.6569,0.33802
basic,210,5,0.48596,5.0,0.65711,0.33393
basic,210,5,0.69711,0.02,0.60427,0.73182
basic,210,5,0.69711,0.03304,0.60458,0.71817
basic,210,5,0.69711,0.05458,0.60744,0.72352
basic,210,5,0.69711,0.09016,0.60879,0.7477
basic,210,5,0.69711,0.14894,0.61758,0.747
basic,210,5,0.69711,0.24604,0.61889,0.70587
basic,210,5,0.69711,0.40644,0.60002,0.60696
basic,210,5,0.69711,0.67142,0.63162,0.61188
basic,210,5,0.69711,1.10914,0.62244,0.57225
basic,210,5,0.69711,1.83223,0.63083,0.49912
basic,210,5,0.69711,3.02674,0.63853,0.45357
basic,210,5,0.69711,5.0,0.64552,0.4328
basic,210,5,1.0,0.02,0.55954,1.00474
basic,210,5,1.0,0.03304,0.56137,1.00694
basic,210,5,1.0,0.05458,0.55574,1.01602
basic,210,5,1.0,0.09016,0.55971,0.99536
basic,210,5,1.0,0.14894,0.55841,1.00962
basic,210,5,1.0,0.24604,0.56182,0.98956
basic,210,5,1.0,0.40644,0.55288,0.90763
basic,210,5,1.0,0.67142,0.56074,0.88145
basic,210,5,1.0,1.10914,0.58974,0.80895
basic,210,5,1.0,1.83223,0.59531,0.75347
basic,210,5,1.0,3.02674,0.6011,0.71393
basic,210,5,1.0,5.0,0.60662,0.64314
basic,210,10,0.08,0.02,0.66882,0.2187
basic,210,10,0.08,0.03304,0.66882,0.2187
basic,210,10,0.08,0.05458,0.66745,0.21658
basic,210,10,0.08,0.09016,0.66616,0.21197
basic,210,10,0.08,0.14894,0.66371,0.21424
basic,210,10,0.08,0.24604,0.6631,0.20969
basic,210,10,0.08,0.40644,0.66163,0.2038
basic,210,10,0.08,0.67142,0.66026,0.18574
basic,210,10,0.08,1.10914,0.66485,0.18138
basic,210,10,0.08,1.83223,0.65885,0.16086
basic,210,10,0.08,3.02674,0.66274,0.16174
basic,210,10,0.08,5.0,0.66136,0.14285
basic,210,10,0.11476,0.02,0.66689,0.2429
basic,210,10,0.11476,0.03304,0.66807,0.2371
basic,210,10,0.11476,0.05458,0.66798,0.24008
basic,210,10,0.11476,0.09016,0.66282,0.22954
basic,210,10,0.11476,0.14894,0.66479,0.22805
basic,210,10,0.11476,0.24604,0.66332,0.21891
basic,210,10,0.11476,0.40644,0.66075,0.20888
basic,210,10,0.11476,0.67142,0.65754,0.18931
basic,210,10,0.11476,1.10914,0.65656,0.19063
basic,210,10,0.11476,1.83223,0.65772,0.17851
basic,210,10,0.11476,3.02674,0.66048,0.17498
basic,210,10,0.11476,5.0,0.65992,0.15456
basic,210,10,0.16462,0.02,0.66895,0.25883
basic,210,10,0.16462,0.03304,0.67055,0.25672
basic,210,10,0.16462,0.05458,0.67055,0.25672
basic,210,10,0.16462,0.09016,0.67191,0.25417
basic,210,10,0.16462,0.14894,0.66499,0.2465
basic,210,10,0.16462,0.24604,0.66784,0.24426
basic,210,10,0.16462,0.40644,0.66758,0.23437
basic,210,10,0.16462,0.67142,0.6692,0.22173
basic,210,10,0.16462,1.10914,0.66524,0.21069
basic,210,10,0.16462,1.83223,0.65698,0.19036
basic,210,10,0.16462,3.02674,0.66179,0.18173
basic,210,10,0.16462,5.0,0.6609,0.17439
basic,210,10,0.23615,0.02,0.65033,0.31105
basic,210,10,0.23615,0.03304,0.65033,0.31105
basic,210,10,0.23615,0.05458,0.65033,0.30522
basic,210,10,0.23615,0.09016,0.65203,0.29171
basic,210,10,0.23615,0.14894,0.64551,0.27492
basic,210,10,0.23615,0.24604,0.64815,0.26929
basic,210,10,0.23615,0.40644,0.655,0.26473
basic,210,10,0.23615,0.67142,0.65882,0.25898
basic,210,10,0.23615,1.10914,0.66033,0.24221
basic,210,10,0.23615,1.83223,0.65852,0.21785
basic,210,10,0.23615,3.02674,0.66487,0.22098
basic,210,10,0.23615,5.0,0.66325,0.21922
basic,210,10,0.33876,0.02,0.63882,0.38583
basic,210,10,0.33876,0.03304,0.63811,0.38113
basic,210,10,0.33876,0.05458,0.63672,0.37611
basic,210,10,0.33876,0.09016,0.64083,0.3763
basic,210,10,0.33876,0.14894,0.63904,0.37194
basic,210,10,0.33876,0.24604,0.63601,0.35617
basic,210,10,0.33876,0.40644,0.64258,0.32599
basic,210,10,0.33876,0.67142,0.63783,0.31102
basic,210,10,0.33876,1.10914,0.65268,0.27396
basic,210,10,0.33876,1.83223,0.65284,0.2665
basic,210,10,0.33876,3.02674,0.64796,0.26954
basic,210,10,0.33876,5.0,0.64317,0.25607
basic,210,10,0.48596,0.02,0.61715,0.54688
basic,210,10,0.48596,0.03304,0.61525,0.53415
basic,210,10,0.48596,0.05458,0.62072,0.52317
basic,210,10,0.48596,0.09016,0.62487,0.5129
basic,210,10,0.48596,0.14894,0.62862,0.50372
basic,210,10,0.48596,0.24604,0.62471,0.49682
basic,210,10,0.48596,0.40644,0.63115,0.47535
basic,210,10,0.48596,0.67142,0.62044,0.40703
basic,210,10,0.48596,1.10914,0.63219,0.38031
basic,210,10,0.48596,1.83223,0.62748,0.32546
basic,210,10,0.48596,3.02674,0.64172,0.27293
basic,210,10,0.48596,5.0,0.64563,0.27567
basic,210,10,0.69711,0.02,0.56119,0.67498
basic,210,10,0.69711,0.03304,0.5587,0.68024
basic,210,10,0.69711,0.05458,0.55212,0.67322
basic,210,10,0.69711,0.09016,0.55625,0.64637
basic,210,10,0.69711,0.14894,0.57771,0.65598
basic,210,10,0.69711,0.24604,0.57831,0.639
basic,210,10,0.69711,0.40644,0.58525,0.62358
basic,210,10,0.69711,0.67142,0.59892,0.5763
basic,210,10,0.69711,1.10914,0.5773,0.50437
basic,210,10,0.69711,1.83223,0.59008,0.44726
basic,210,10,0.69711,3.02674,0.59537,0.37909
basic,210,10,0.69711,5.0,0.59643,0.34456
basic,210,10,1.0,0.02,0.51362,0.78738
basic,210,10,1.0,0.03304,0.51581,0.76819
basic,210,10,1.0,0.05458,0.51817,0.77983
basic,210,10,1.0,0.09016,0.52779,0.77656
basic,210,10,1.0,0.14894,0.53125,0.78166
basic,210,10,1.0,0.24604,0.51675,0.79072
basic,210,10,1.0,0.40644,0.52076,0.77877
basic,210,10,1.0,0.67142,0.55108,0.79512
basic,210,10,1.0,1.10914,0.56029,0.76466
basic,210,10,1.0,1.83223,0.5694,0.6214
basic,210,10,1.0,3.02674,0.56844,0.56979
basic,210,10,1.0,5.0,0.57873,0.53497
basic,210,20,0.08,0.02,0.64327,0.29803
basic,210,20,0.08,0.03304,0.6403,0.29378
basic,210,20,0.08,0.05458,0.64084,0.29524
basic,210,20,0.08,0.09016,0.63755,0.29512
basic,210,20,0.08,0.14894,0.63556,0.28344
basic,210,20,0.08,0.24604,0.6389,0.28048
basic,210,20,0.08,0.40644,0.64371,0.28388
basic,210,20,0.08,0.67142,0.63893,0.26344
basic,210,20,0.08,1.10914,0.65249,0.22179
basic,210,20,0.08,1.83223,0.64795,0.20049
basic,210,20,0.08,3.02674,0.64851,0.17827
basic,210,20,0.08,5.0,0.65035,0.17683
basic,210,20,0.11476,0.02,0.64363,0.3184
basic,210,20,0.11476,0.03304,0.64263,0.31177
basic,210,20,0.11476,0.05458,0.643,0.31071
basic,210,20,0.11476,0.09016,0.64308,0.31352
basic,210,20,0.11476,0.14894,0.6341,0.30929
basic,210,20,0.11476,0.24604,0.63511,0.29522
basic,210,20,0.11476,0.40644,0.64593,0.29623
basic,210,20,0.11476,0.67142,0.6428,0.2666
basic,210,20,0.11476,1.10914,0.64794,0.23632
basic,210,20,0.11476,1.83223,0.65256,0.22009
basic,210,20,0.11476,3.02674,0.64887,0.19529
basic,210,20,0.11476,5.0,0.65071,0.1938
basic,210,20,0.16462,0.02,0.61724,0.32715
basic,210,20,0.16462,0.03304,0.61815,0.32722
basic,210,20,0.16462,0.05458,0.61984,0.3271
basic,210,20,0.16462,0.09016,0.62478,0.32968
basic,210,20,0.16462,0.14894,0.62842,0.33156
basic,210,20,0.16462,0.24604,0.63198,0.32521
basic,210,20,0.16462,0.40644,0.63982,0.31611
basic,210,20,0.16462,0.67142,0.62907,0.29836
basic,210,20,0.16462,1.10914,0.65127,0.28539
basic,210,20,0.16462,1.83223,0.65043,0.23852
basic,210,20,0.16462,3.02674,0.6445,0.23972
basic,210,20,0.16462,5.0,0.64743,0.22371
basic,210,20,0.23615,0.02,0.63424,0.41766
basic,210,20,0.23615,0.03304,0.63583,0.41629
basic,210,20,0.23615,0.05458,0.63434,0.4158
basic,210,20,0.23615,0.09016,0.63392,0.41302
basic,210,20,0.23615,0.14894,0.63379,0.39154
basic,210,20,0.23615,0.24604,0.6291,0.37851
basic,210,20,0.23615,0.40644,0.62391,0.34519
basic,210,20,0.23615,0.67142,0.62375,0.32539
basic,210,20,0.23615,1.10914,0.63468,0.30829
basic,210,20,0.23615,1.83223,0.62063,0.26331
basic,210,20,0.23615,3.02674,0.62483,0.23978
basic,210,20,0.23615,5.0,0.62298,0.22843
basic,210,20,0.33876,0.02,0.61936,0.49998
basic,210,20,0.33876,0.03304,0.61971,0.49172
basic,210,20,0.33876,0.05458,0.6287,0.48276
basic,210,20,0.33876,0.09016,0.61998,0.4702
basic,210,20,0.33876,0.14894,0.61523,0.43971
basic,210,20,0.33876,0.24604,0.62063,0.42394
basic,210,20,0.33876,0.40644,0.62268,0.39218
basic,210,20,0.33876,0.67142,0.61962,0.37398
basic,210,20,0.33876,1.10914,0.6321,0.35241
basic,210,20,0.33876,1.83223,0.62612,0.30258
basic,210,20,0.33876,3.02674,0.63223,0.27292
basic,210,20,0.33876,5.0,0.6285,0.26022
basic,210,20,0.48596,0.02,0.56423,0.55936
basic,210,20,0.48596,0.03304,0.56239,0.56053
basic,210,20,0.48596,0.05458,0.56512,0.54226
basic,210,20,0.48596,0.09016,0.57374,0.55528
basic,210,20,0.48596,0.14894,0.57493,0.54518
basic,210,20,0.48596,0.24604,0.59113,0.55362
basic,210,20,0.48596,0.40644,0.59417,0.52219
basic,210,20,0.48596,0.67142,0.6028,0.46647
basic,210,20,0.48596,1.10914,0.61209,0.42161
basic,210,20,0.48596,1.83223,0.60579,0.3624
basic,210,20,0.48596,3.02674,0.61431,0.33979
basic,210,20,0.48596,5.0,0.61698,0.32966
basic,210,20,0.69711,0.02,0.53212,0.6575
basic,210,20,0.69711,0.03304,0.53163,0.67158
basic,210,20,0.69711,0.05458,0.5333,0.667
basic,210,20,0.69711,0.09016,0.54128,0.67055
basic,210,20,0.69711,0.14894,0.54357,0.6714
basic,210,20,0.69711,0.24604,0.54944,0.67446
basic,210,20,0.69711,0.40644,0.56487,0.61662
basic,210,20,0.69711,0.67142,0.58425,0.59235
basic,210,20,0.69711,1.10914,0.58967,0.56569
basic,210,20,0.69711,1.83223,0.58821,0.47413
basic,210,20,0.69711,3.02674,0.59514,0.43379
basic,210,20,0.69711,5.0,0.59034,0.3862
basic,210,20,1.0,0.02,0.48225,0.77267
basic,210,20,1.0,0.03304,0.4849,0.79485
basic,210,20,1.0,0.05458,0.48737,0.79554
basic,210,20,1.0,0.09016,0.48283,0.79645
basic,210,20,1.0,0.14894,0.48924,0.78587
basic,210,20,1.0,0.24604,0.50963,0.78499
basic,210,20,1.0,0.40644,0.50421,0.73645
basic,210,20,1.0,0.67142,0.50656,0.71001
basic,210,20,1.0,1.10914,0.49956,0.63808
basic,210,20,1.0,1.83223,0.543,0.60484
basic,210,20,1.0,3.02674,0.54115,0.50754
basic,210,20,1.0,5.0,0.55205,0.47434
basic,210,50,0.08,0.02,0.6124,0.48849
basic,210,50,0.08,0.03304,0.61161,0.4847
basic,210,50,0.08,0.05458,0.60107,0.45958
basic,210,50,0.08,0.09016,0.60563,0.46294
basic,210,50,0.08,0.14894,0.61745,0.4401
basic,210,50,0.08,0.24604,0.61479,0.42939
basic,210,50,0.08,0.40644,0.6201,0.42125
basic,210,50,0.08,0.67142,0.60741,0.38827
basic,210,50,0.08,1.10914,0.6212,0.35863
basic,210,50,0.08,1.83223,0.61248,0.32962
basic,210,50,0.08,3.02674,0.61229,0.29202
