access,w_eff,n_vis,eps_idle,eps_coll,T,rho
rts,420,20,0.69711,1.10914,0.70425,0.75206
rts,420,20,0.69711,1.83223,0.70394,0.58618
rts,420,20,0.69711,3.02674,0.70301,0.44186
rts,420,20,0.69711,5.0,0.69958,0.35921
rts,420,20,1.0,0.02,0.56123,1.09603
rts,420,20,1.0,0.03304,0.55695,1.1091
rts,420,20,1.0,0.05458,0.5799,1.08745
rts,420,20,1.0,0.09016,0.59913,1.09395
rts,420,20,1.0,0.14894,0.62574,1.11135
rts,420,20,1.0,0.24604,0.62134,1.11489
rts,420,20,1.0,0.40644,0.65071,1.08684
rts,420,20,1.0,0.67142,0.65911,1.04313
rts,420,20,1.0,1.10914,0.6726,0.96458
rts,420,20,1.0,1.83223,0.64911,0.82923
rts,420,20,1.0,3.02674,0.64455,0.65389
rts,420,20,1.0,5.0,0.63553,0.60049
rts,420,50,0.08,0.02,0.72414,0.41761
rts,420,50,0.08,0.03304,0.72288,0.40921
rts,420,50,0.08,0.05458,0.72572,0.39152
rts,420,50,0.08,0.09016,0.73019,0.39405
rts,420,50,0.08,0.14894,0.72513,0.36342
rts,420,50,0.08,0.24604,0.72579,0.32862
rts,420,50,0.08,0.40644,0.72587,0.28907
rts,420,50,0.08,0.67142,0.72349,0.21954
rts,420,50,0.08,1.10914,0.72269,0.17939
rts,420,50,0.08,1.83223,0.72075,0.14084
rts,420,50,0.08,3.02674,0.72042,0.12772
rts,420,50,0.08,5.0,0.72002,0.12201
rts,420,50,0.11476,0.02,0.72776,0.49263
rts,420,50,0.11476,0.03304,0.72936,0.48401
rts,420,50,0.11476,0.05458,0.72589,0.4807
rts,420,50,0.11476,0.09016,0.72697,0.44552
rts,420,50,0.11476,0.14894,0.72825,0.41366
rts,420,50,0.11476,0.24604,0.72698,0.37543
rts,420,50,0.11476,0.40644,0.72418,0.31691
rts,420,50,0.11476,0.67142,0.72494,0.264
rts,420,50,0.11476,1.10914,0.72243,0.19564
rts,420,50,0.11476,1.83223,0.71916,0.15591
rts,420,50,0.11476,3.02674,0.7201,0.13195
rts,420,50,0.11476,5.0,0.71853,0.12457
rts,420,50,0.16462,0.02,0.71969,0.56597
rts,420,50,0.16462,0.03304,0.72271,0.54828
rts,420,50,0.16462,0.05458,0.72566,0.54067
rts,420,50,0.16462,0.09016,0.72636,0.52836
rts,420,50,0.16462,0.14894,0.72481,0.48404
rts,420,50,0.16462,0.24604,0.72894,0.45384
rts,420,50,0.16462,0.40644,0.72579,0.38688
rts,420,50,0.16462,0.67142,0.72415,0.30766
rts,420,50,0.16462,1.10914,0.72449,0.23969
rts,420,50,0.16462,1.83223,0.71949,0.17176
rts,420,50,0.16462,3.02674,0.7202,0.16142
rts,420,50,0.16462,5.0,0.72048,0.14954
rts,420,50,0.23615,0.02,0.71679,0.64021
rts,420,50,0.23615,0.03304,0.71917,0.65202
rts,420,50,0.23615,0.05458,0.71842,0.63976
rts,420,50,0.23615,0.09016,0.71535,0.63462
rts,420,50,0.23615,0.14894,0.72337,0.61129
rts,420,50,0.23615,0.24604,0.72408,0.55934
rts,420,50,0.23615,0.40644,0.72914,0.48475
rts,420,50,0.23615,0.67142,0.72324,0.38664
rts,420,50,0.23615,1.10914,0.7248,0.2832
rts,420,50,0.23615,1.83223,0.72048,0.20554
rts,420,50,0.23615,3.02674,0.7184,0.16108
rts,420,50,0.23615,5.0,0.71564,0.14711
rts,420,50,0.33876,0.02,0.70354,0.74734
rts,420,50,0.33876,0.03304,0.70752,0.74431
rts,420,50,0.33876,0.05458,0.70894,0.75798
rts,420,50,0.33876,0.09016,0.71431,0.73946
rts,420,50,0.33876,0.14894,0.71528,0.71382
rts,420,50,0.33876,0.24604,0.71326,0.67248
rts,420,50,0.33876,0.40644,0.71849,0.60649
rts,420,50,0.33876,0.67142,0.72453,0.5273
rts,420,50,0.33876,1.10914,0.72182,0.37041
rts,420,50,0.33876,1.83223,0.72304,0.2582
rts,420,50,0.33876,3.02674,0.72055,0.20174
rts,420,50,0.33876,5.0,0.72139,0.1846
rts,420,50,0.48596,0.02,0.67437,0.85835
rts,420,50,0.48596,0.03304,0.67773,0.84822
rts,420,50,0.48596,0.05458,0.68315,0.8518
rts,420,50,0.48596,0.09016,0.6845,0.8279
rts,420,50,0.48596,0.14894,0.69584,0.81923
rts,420,50,0.48596,0.24604,0.70183,0.8034
rts,420,50,0.48596,0.40644,0.71304,0.74654
rts,420,50,0.48596,0.67142,0.71346,0.65876
rts,420,50,0.48596,1.10914,0.7134,0.53633
rts,420,50,0.48596,1.83223,0.72027,0.3429
rts,420,50,0.48596,3.02674,0.71764,0.2607
rts,420,50,0.48596,5.0,0.71756,0.2236
rts,420,50,0.69711,0.02,0.62363,0.9095
rts,420,50,0.69711,0.03304,0.6254,0.89945
rts,420,50,0.69711,0.05458,0.63578,0.90211
rts,420,50,0.69711,0.09016,0.64379,0.8968
rts,420,50,0.69711,0.14894,0.66113,0.91188
rts,420,50,0.69711,0.24604,0.67333,0.88791
rts,420,50,0.69711,0.40644,0.68533,0.86635
rts,420,50,0.69711,0.67142,0.69487,0.79648
rts,420,50,0.69711,1.10914,0.70408,0.67859
rts,420,50,0.69711,1.83223,0.70284,0.4826
rts,420,50,0.69711,3.02674,0.70208,0.35052
rts,420,50,0.69711,5.0,0.70072,0.33842
rts,420,50,1.0,0.02,0.54856,0.94262
rts,420,50,1.0,0.03304,0.53526,0.95509
rts,420,50,1.0,0.05458,0.56335,0.96899
rts,420,50,1.0,0.09016,0.58093,0.95799
rts,420,50,1.0,0.14894,0.60971,0.95729
rts,420,50,1.0,0.24604,0.62312,0.96462
rts,420,50,1.0,0.40644,0.6471,0.95716
rts,420,50,1.0,0.67142,0.66795,0.91753
rts,420,50,1.0,1.10914,0.6727,0.84437
rts,420,50,1.0,1.83223,0.66447,0.69409
rts,420,50,1.0,3.02674,0.6469,0.54289
rts,420,50,1.0,5.0,0.64648,0.50688
rts,840,5,0.08,0.02,0.72982,0.16991
rts,840,5,0.08,0.03304,0.72921,0.15844
rts,840,5,0.08,0.05458,0.72976,0.1491
rts,840,5,0.08,0.09016,0.73045,0.12994
rts,840,5,0.08,0.14894,0.72962,0.09974
rts,840,5,0.08,0.24604,0.72871,0.07599
rts,840,5,0.08,0.40644,0.72924,0.05038
rts,840,5,0.08,0.67142,0.72815,0.02756
rts,840,5,0.08,1.10914,0.72835,0.01795
rts,840,5,0.08,1.83223,0.72842,0.01551
rts,840,5,0.08,3.02674,0.7287,0.01505
rts,840,5,0.08,5.0,0.7287,0.01505
rts,840,5,0.11476,0.02,0.73072,0.31023
rts,840,5,0.11476,0.03304,0.72891,0.30279
rts,840,5,0.11476,0.05458,0.72869,0.29232
rts,840,5,0.11476,0.09016,0.72863,0.2226
rts,840,5,0.11476,0.14894,0.72831,0.19026
rts,840,5,0.11476,0.24604,0.72872,0.14063
rts,840,5,0.11476,0.40644,0.72986,0.08017
rts,840,5,0.11476,0.67142,0.72947,0.04096
rts,840,5,0.11476,1.10914,0.72847,0.0236
rts,840,5,0.11476,1.83223,0.72857,0.01827
rts,840,5,0.11476,3.02674,0.72859,0.0168
rts,840,5,0.11476,5.0,0.72859,0.0168
rts,840,5,0.16462,0.02,0.73192,0.61855
rts,840,5,0.16462,0.03304,0.73197,0.60444
rts,840,5,0.16462,0.05458,0.73249,0.56739
rts,840,5,0.16462,0.09016,0.73307,0.50518
rts,840,5,0.16462,0.14894,0.73123,0.41819
rts,840,5,0.16462,0.24604,0.72925,0.32249
rts,840,5,0.16462,0.40644,0.73048,0.18675
rts,840,5,0.16462,0.67142,0.72985,0.0829
rts,840,5,0.16462,1.10914,0.72894,0.03269
rts,840,5,0.16462,1.83223,0.7292,0.02605
rts,840,5,0.16462,3.02674,0.72921,0.01903
rts,840,5,0.16462,5.0,0.72921,0.01903
rts,840,5,0.23615,0.02,0.72755,1.08016
rts,840,5,0.23615,0.03304,0.73,1.08416
rts,840,5,0.23615,0.05458,0.73172,0.9953
rts,840,5,0.23615,0.09016,0.73209,0.95976
rts,840,5,0.23615,0.14894,0.72762,0.86611
rts,840,5,0.23615,0.24604,0.73287,0.76511
rts,840,5,0.23615,0.40644,0.73107,0.51083
rts,840,5,0.23615,0.67142,0.72861,0.24401
rts,840,5,0.23615,1.10914,0.73004,0.07521
rts,840,5,0.23615,1.83223,0.72833,0.03438
rts,840,5,0.23615,3.02674,0.72822,0.03083
rts,840,5,0.23615,5.0,0.72757,0.03019
rts,840,5,0.33876,0.02,0.70562,1.52999
rts,840,5,0.33876,0.03304,0.70988,1.48436
rts,840,5,0.33876,0.05458,0.71426,1.47027
rts,840,5,0.33876,0.09016,0.71716,1.47994
rts,840,5,0.33876,0.14894,0.71947,1.42232
rts,840,5,0.33876,0.24604,0.72449,1.31737
rts,840,5,0.33876,0.40644,0.72494,1.10715
rts,840,5,0.33876,0.67142,0.73037,0.82099
rts,840,5,0.33876,1.10914,0.73011,0.37256
rts,840,5,0.33876,1.83223,0.72944,0.10273
rts,840,5,0.33876,3.02674,0.72785,0.06427
rts,840,5,0.33876,5.0,0.72791,0.06008
rts,840,5,0.48596,0.02,0.65839,1.84877
rts,840,5,0.48596,0.03304,0.65824,1.85122
rts,840,5,0.48596,0.05458,0.66025,1.85787
rts,840,5,0.48596,0.09016,0.68142,1.83361
rts,840,5,0.48596,0.14894,0.68489,1.83489
rts,840,5,0.48596,0.24604,0.6951,1.78638
rts,840,5,0.48596,0.40644,0.70616,1.69142
rts,840,5,0.48596,0.67142,0.70992,1.48136
rts,840,5,0.48596,1.10914,0.71353,1.11229
rts,840,5,0.48596,1.83223,0.72074,0.5137
rts,840,5,0.48596,3.02674,0.72801,0.23763
rts,840,5,0.48596,5.0,0.72567,0.2325
rts,840,5,0.69711,0.02,0.56361,2.08162
rts,840,5,0.69711,0.03304,0.57712,2.08251
rts,840,5,0.69711,0.05458,0.57373,2.06033
rts,840,5,0.69711,0.09016,0.5932,2.07249
rts,840,5,0.69711,0.14894,0.61294,2.06825
rts,840,5,0.69711,0.24604,0.62895,2.0866
rts,840,5,0.69711,0.40644,0.64247,2.03021
rts,840,5,0.69711,0.67142,0.63891,1.95449
rts,840,5,0.69711,1.10914,0.63317,1.69931
rts,840,5,0.69711,1.83223,0.64837,1.36825
rts,840,5,0.69711,3.02674,0.67566,0.84577
rts,840,5,0.69711,5.0,0.68084,0.63366
rts,840,5,1.0,0.02,0.46274,2.17439
rts,840,5,1.0,0.03304,0.46306,2.17079
rts,840,5,1.0,0.05458,0.45254,2.15859
rts,840,5,1.0,0.09016,0.45823,2.14906
rts,840,5,1.0,0.14894,0.48392,2.18318
rts,840,5,1.0,0.24604,0.50144,2.17165
rts,840,5,1.0,0.40644,0.51025,2.17742
rts,840,5,1.0,0.67142,0.51204,2.13083
rts,840,5,1.0,1.10914,0.46685,1.97807
rts,840,5,1.0,1.83223,0.50308,1.85784
rts,840,5,1.0,3.02674,0.51628,1.58836
rts,840,5,1.0,5.0,0.55119,1.32427
rts,840,10,0.08,0.02,0.72969,0.22277
rts,840,10,0.08,0.03304,0.73023,0.20671
rts,840,10,0.08,0.05458,0.73105,0.20315
rts,840,10,0.08,0.09016,0.72849,0.18351
rts,840,10,0.08,0.14894,0.73059,0.14419
rts,840,10,0.08,0.24604,0.72958,0.10013
rts,840,10,0.08,0.40644,0.72707,0.05305
rts,840,10,0.08,0.67142,0.72844,0.04086
rts,840,10,0.08,1.10914,0.72822,0.02389
rts,840,10,0.08,1.83223,0.72713,0.01998
rts,840,10,0.08,3.02674,0.72723,0.01939
rts,840,10,0.08,5.0,0.72723,0.01939
rts,840,10,0.11476,0.02,0.72989,0.35452
rts,840,10,0.11476,0.03304,0.73244,0.3462
rts,840,10,0.11476,0.05458,0.731,0.32474
rts,840,10,0.11476,0.09016,0.72993,0.28379
rts,840,10,0.11476,0.14894,0.72991,0.2402
rts,840,10,0.11476,0.24604,0.73043,0.18203
rts,840,10,0.11476,0.40644,0.7285,0.10189
rts,840,10,0.11476,0.67142,0.72741,0.05308
rts,840,10,0.11476,1.10914,0.72832,0.03199
rts,840,10,0.11476,1.83223,0.72756,0.02237
rts,840,10,0.11476,3.02674,0.72779,0.02266
rts,840,10,0.11476,5.0,0.72779,0.02266
rts,840,10,0.16462,0.02,0.73068,0.57263
rts,840,10,0.16462,0.03304,0.73249,0.57993
rts,840,10,0.16462,0.05458,0.73138,0.55985
rts,840,10,0.16462,0.09016,0.73139,0.50796
rts,840,10,0.16462,0.14894,0.73144,0.44963
rts,840,10,0.16462,0.24604,0.72991,0.33781
rts,840,10,0.16462,0.40644,0.7283,0.23783
rts,840,10,0.16462,0.67142,0.72971,0.10727
rts,840,10,0.16462,1.10914,0.72858,0.05052
rts,840,10,0.16462,1.83223,0.72825,0.0331
rts,840,10,0.16462,3.02674,0.72812,0.02923
rts,840,10,0.16462,5.0,0.72812,0.02891
rts,840,10,0.23615,0.02,0.72309,0.87493
rts,840,10,0.23615,0.03304,0.7239,0.85642
rts,840,10,0.23615,0.05458,0.72415,0.83128
rts,840,10,0.23615,0.09016,0.72902,0.80682
rts,840,10,0.23615,0.14894,0.72871,0.75317
rts,840,10,0.23615,0.24604,0.72658,0.65685
rts,840,10,0.23615,0.40644,0.72971,0.49568
rts,840,10,0.23615,0.67142,0.73076,0.27582
rts,840,10,0.23615,1.10914,0.72755,0.09626
rts,840,10,0.23615,1.83223,0.72817,0.05509
rts,840,10,0.23615,3.02674,0.7267,0.04068
rts,840,10,0.23615,5.0,0.72676,0.04067
rts,840,10,0.33876,0.02,0.69671,1.15566
rts,840,10,0.33876,0.03304,0.69943,1.12785
rts,840,10,0.33876,0.05458,0.70371,1.11361
rts,840,10,0.33876,0.09016,0.71219,1.07972
rts,840,10,0.33876,0.14894,0.7136,1.08668
rts,840,10,0.33876,0.24604,0.72167,1.00165
rts,840,10,0.33876,0.40644,0.72635,0.87857
rts,840,10,0.33876,0.67142,0.7291,0.64945
rts,840,10,0.33876,1.10914,0.72598,0.29125
rts,840,10,0.33876,1.83223,0.72747,0.11325
rts,840,10,0.33876,3.02674,0.72876,0.07698
rts,840,10,0.33876,5.0,0.7288,0.0695
rts,840,10,0.48596,0.02,0.64328,1.33474
rts,840,10,0.48596,0.03304,0.64615,1.31526
rts,840,10,0.48596,0.05458,0.65791,1.34756
rts,840,10,0.48596,0.09016,0.67114,1.33046
rts,840,10,0.48596,0.14894,0.68784,1.31317
rts,840,10,0.48596,0.24604,0.6952,1.31062
rts,840,10,0.48596,0.40644,0.70883,1.21207
rts,840,10,0.48596,0.67142,0.71877,1.05482
rts,840,10,0.48596,1.10914,0.71893,0.78168
rts,840,10,0.48596,1.83223,0.71985,0.37054
rts,840,10,0.48596,3.02674,0.72147,0.22952
rts,840,10,0.48596,5.0,0.72376,0.1883
rts,840,10,0.69711,0.02,0.5564,1.44343
rts,840,10,0.69711,0.03304,0.5569,1.45661
rts,840,10,0.69711,0.05458,0.58635,1.45928
rts,840,10,0.69711,0.09016,0.60999,1.46278
rts,840,10,0.69711,0.14894,0.62768,1.49113
rts,840,10,0.69711,0.24604,0.64942,1.47572
rts,840,10,0.69711,0.40644,0.66714,1.44368
rts,840,10,0.69711,0.67142,0.66421,1.37659
rts,840,10,0.69711,1.10914,0.64678,1.18137
rts,840,10,0.69711,1.83223,0.65738,0.92079
rts,840,10,0.69711,3.02674,0.67293,0.63745
rts,840,10,0.69711,5.0,0.66811,0.52096
rts,840,10,1.0,0.02,0.44697,1.52464
rts,840,10,1.0,0.03304,0.45693,1.5199
rts,840,10,1.0,0.05458,0.48013,1.52761
rts,840,10,1.0,0.09016,0.50845,1.5488
rts,840,10,1.0,0.14894,0.53886,1.59032
rts,840,10,1.0,0.24604,0.56055,1.58977
rts,840,10,1.0,0.40644,0.56613,1.54816
rts,840,10,1.0,0.67142,0.55689,1.52569
rts,840,10,1.0,1.10914,0.51398,1.41098
rts,840,10,1.0,1.83223,0.52055,1.28096
rts,840,10,1.0,3.02674,0.51279,1.05485
rts,840,10,1.0,5.0,0.5351,0.94503
rts,840,20,0.08,0.02,0.73288,0.27697
rts,840,20,0.08,0.03304,0.73317,0.27268
rts,840,20,0.08,0.05458,0.73255,0.25209
rts,840,20,0.08,0.09016,0.72968,0.21663
rts,840,20,0.08,0.14894,0.7302,0.17846
rts,840,20,0.08,0.24604,0.73029,0.13947
rts,840,20,0.08,0.40644,0.7286,0.07967
rts,840,20,0.08,0.67142,0.73056,0.0532
rts,840,20,0.08,1.10914,0.72878,0.03901
rts,840,20,0.08,1.83223,0.7285,0.03252
rts,840,20,0.08,3.02674,0.72853,0.0305
rts,840,20,0.08,5.0,0.72855,0.03027
rts,840,20,0.11476,0.02,0.73493,0.41651
rts,840,20,0.11476,0.03304,0.73275,0.39117
rts,840,20,0.11476,0.05458,0.73404,0.37517
rts,840,20,0.11476,0.09016,0.73084,0.33704
rts,840,20,0.11476,0.14894,0.73346,0.27983
rts,840,20,0.11476,0.24604,0.73051,0.20859
rts,840,20,0.11476,0.40644,0.73032,0.13164
rts,840,20,0.11476,0.67142,0.72958,0.07208
rts,840,20,0.11476,1.10914,0.72951,0.04593
rts,840,20,0.11476,1.83223,0.7275,0.0345
rts,840,20,0.11476,3.02674,0.72804,0.03329
rts,840,20,0.11476,5.0,0.72861,0.03289
rts,840,20,0.16462,0.02,0.73181,0.5817
rts,840,20,0.16462,0.03304,0.73181,0.57667
rts,840,20,0.16462,0.05458,0.73137,0.54821
rts,840,20,0.16462,0.09016,0.73394,0.50353
rts,840,20,0.16462,0.14894,0.73198,0.46103
rts,840,20,0.16462,0.24604,0.73014,0.38403
rts,840,20,0.16462,0.40644,0.73198,0.25335
rts,840,20,0.16462,0.67142,0.73095,0.12847
rts,840,20,0.16462,1.10914,0.72621,0.06039
rts,840,20,0.16462,1.83223,0.72561,0.04195
rts,840,20,0.16462,3.02674,0.72551,0.0369
rts,840,20,0.16462,5.0,0.72589,0.03709
rts,840,20,0.23615,0.02,0.71778,0.77796
rts,840,20,0.23615,0.03304,0.71811,0.77841
rts,840,20,0.23615,0.05458,0.72252,0.74748
rts,840,20,0.23615,0.09016,0.72714,0.73322
rts,840,20,0.23615,0.14894,0.72918,0.68933
rts,840,20,0.23615,0.24604,0.73322,0.62599
rts,840,20,0.23615,0.40644,0.73313,0.46652
rts,840,20,0.23615,0.67142,0.73117,0.29717
rts,840,20,0.23615,1.10914,0.7301,0.11688
rts,840,20,0.23615,1.83223,0.72804,0.05529
rts,840,20,0.23615,3.02674,0.72667,0.04733
rts,840,20,0.23615,5.0,0.72629,0.04801
rts,840,20,0.33876,0.02,0.68765,0.95014
rts,840,20,0.33876,0.03304,0.68794,0.95419
rts,840,20,0.33876,0.05458,0.69475,0.94381
rts,840,20,0.33876,0.09016,0.70454,0.93167
rts,840,20,0.33876,0.14894,0.71135,0.89282
rts,840,20,0.33876,0.24604,0.7204,0.84346
rts,840,20,0.33876,0.40644,0.72572,0.74604
rts,840,20,0.33876,0.67142,0.73122,0.56886
rts,840,20,0.33876,1.10914,0.72957,0.30851
rts,840,20,0.33876,1.83223,0.72719,0.12764
rts,840,20,0.33876,3.02674,0.72937,0.08534
rts,840,20,0.33876,5.0,0.72946,0.07833
rts,840,20,0.48596,0.02,0.63347,1.07527
rts,840,20,0.48596,0.03304,0.63897,1.06927
rts,840,20,0.48596,0.05458,0.64496,1.06185
rts,840,20,0.48596,0.09016,0.67008,1.07829
rts,840,20,0.48596,0.14894,0.67998,1.06951
rts,840,20,0.48596,0.24604,0.69896,1.03456
rts,840,20,0.48596,0.40644,0.71141,0.97273
rts,840,20,0.48596,0.67142,0.72208,0.84352
rts,840,20,0.48596,1.10914,0.71849,0.62125
rts,840,20,0.48596,1.83223,0.72288,0.33905
rts,840,20,0.48596,3.02674,0.72256,0.20024
rts,840,20,0.48596,5.0,0.71898,0.17089
rts,840,20,0.69711,0.02,0.53962,1.13757
rts,840,20,0.69711,0.03304,0.56131,1.14647
rts,840,20,0.69711,0.05458,0.58115,1.16863
rts,840,20,0.69711,0.09016,0.60619,1.17436
rts,840,20,0.69711,0.14894,0.63621,1.17331
rts,840,20,0.69711,0.24604,0.65868,1.16675
rts,840,20,0.69711,0.40644,0.68412,1.13906
rts,840,20,0.69711,0.67142,0.69223,1.04205
rts,840,20,0.69711,1.10914,0.68149,0.91467
rts,840,20,0.69711,1.83223,0.67402,0.69209
rts,840,20,0.69711,3.02674,0.67129,0.47335
rts,840,20,0.69711,5.0,0.67091,0.40928
rts,840,20,1.0,0.02,0.43243,1.17597
rts,840,20,1.0,0.03304,0.4594,1.19457
rts,840,20,1.0,0.05458,0.4905,1.20183
rts,840,20,1.0,0.09016,0.52755,1.23343
rts,840,20,1.0,0.14894,0.56487,1.2427
rts,840,20,1.0,0.24604,0.60237,1.24798
rts,840,20,1.0,0.40644,0.62999,1.24068
rts,840,20,1.0,0.67142,0.61379,1.19886
rts,840,20,1.0,1.10914,0.58806,1.10625
rts,840,20,1.0,1.83223,0.5439,0.95935
rts,840,20,1.0,3.02674,0.52289,0.79247
rts,840,20,1.0,5.0,0.52552,0.73506
rts,840,50,0.08,0.02,0.73427,0.40906
rts,840,50,0.08,0.03304,0.73741,0.3972
rts,840,50,0.08,0.05458,0.73703,0.37252
rts,840,50,0.08,0.09016,0.73652,0.32319
rts,840,50,0.08,0.14894,0.73345,0.2953
rts,840,50,0.08,0.24604,0.73117,0.22757
rts,840,50,0.08,0.40644,0.73122,0.14859
rts,840,50,0.08,0.67142,0.72901,0.09778
rts,840,50,0.08,1.10914,0.73032,0.06969
rts,840,50,0.08,1.83223,0.73133,0.06137
rts,840,50,0.08,3.02674,0.72939,0.05548
rts,840,50,0.08,5.0,0.72939,0.05548
rts,840,50,0.11476,0.02,0.73399,0.50425
rts,840,50,0.11476,0.03304,0.7344,0.50674
rts,840,50,0.11476,0.05458,0.73574,0.48177
rts,840,50,0.11476,0.09016,0.73679,0.45395
rts,840,50,0.11476,0.14894,0.73423,0.39946
rts,840,50,0.11476,0.24604,0.73469,0.31481
rts,840,50,0.11476,0.40644,0.72958,0.22254
rts,840,50,0.11476,0.67142,0.73018,0.13071
rts,840,50,0.11476,1.10914,0.72851,0.0855
rts,840,50,0.11476,1.83223,0.72902,0.06303
rts,840,50,0.11476,3.02674,0.73034,0.05827
rts,840,50,0.11476,5.0,0.73003,0.05778
rts,840,50,0.16462,0.02,0.72815,0.64198
rts,840,50,0.16462,0.03304,0.73119,0.63163
rts,840,50,0.16462,0.05458,0.73122,0.62156
rts,840,50,0.16462,0.09016,0.73241,0.594
rts,840,50,0.16462,0.14894,0.73239,0.549
rts,840,50,0.16462,0.24604,0.73213,0.46202
rts,840,50,0.16462,0.40644,0.73529,0.34768
rts,840,50,0.16462,0.67142,0.73081,0.20421
rts,840,50,0.16462,1.10914,0.73035,0.1027
rts,840,50,0.16462,1.83223,0.73049,0.07684
rts,840,50,0.16462,3.02674,0.72954,0.07362
rts,840,50,0.16462,5.0,0.72885,0.07106
rts,840,50,0.23615,0.02,0.7073,0.76392
rts,840,50,0.23615,0.03304,0.71453,0.75471
rts,840,50,0.23615,0.05458,0.71537,0.74995
rts,840,50,0.23615,0.09016,0.71869,0.73949
rts,840,50,0.23615,0.14894,0.72588,0.70323
rts,840,50,0.23615,0.24604,0.73096,0.63422
rts,840,50,0.23615,0.40644,0.73217,0.53046
rts,840,50,0.23615,0.67142,0.73247,0.35039
rts,840,50,0.23615,1.10914,0.73094,0.19188
rts,840,50,0.23615,1.83223,0.73023,0.10319
rts,840,50,0.23615,3.02674,0.72881,0.08892
rts,840,50,0.23615,5.0,0.7301,0.08384
rts,840,50,0.33876,0.02,0.67436,0.87238
rts,840,50,0.33876,0.03304,0.67997,0.86253
rts,840,50,0.33876,0.05458,0.68804,0.86109
rts,840,50,0.33876,0.09016,0.69848,0.85766
rts,840,50,0.33876,0.14894,0.70614,0.83551
rts,840,50,0.33876,0.24604,0.71724,0.7858
rts,840,50,0.33876,0.40644,0.72323,0.69882
rts,840,50,0.33876,0.67142,0.72908,0.57104
rts,840,50,0.33876,1.10914,0.7292,0.34218
rts,840,50,0.33876,1.83223,0.7306,0.18215
rts,840,50,0.33876,3.02674,0.72924,0.14306
rts,840,50,0.33876,5.0,0.72986,0.12909
rts,840,50,0.48596,0.02,0.61153,0.91358
rts,840,50,0.48596,0.03304,0.61782,0.93539
rts,840,50,0.48596,0.05458,0.63415,0.94109
rts,840,50,0.48596,0.09016,0.66086,0.94153
rts,840,50,0.48596,0.14894,0.67454,0.93165
rts,840,50,0.48596,0.24604,0.69564,0.89864
rts,840,50,0.48596,0.40644,0.70998,0.84876
rts,840,50,0.48596,0.67142,0.71938,0.74546
rts,840,50,0.48596,1.10914,0.72212,0.55241
rts,840,50,0.48596,1.83223,0.72166,0.31544
rts,840,50,0.48596,3.02674,0.72369,0.20451
rts,840,50,0.48596,5.0,0.72272,0.20419
rts,840,50,0.69711,0.02,0.51977,0.96277
rts,840,50,0.69711,0.03304,0.54237,0.97493
rts,840,50,0.69711,0.05458,0.56737,0.9986
rts,840,50,0.69711,0.09016,0.60147,0.98816
rts,840,50,0.69711,0.14894,0.6323,0.99513
rts,840,50,0.69711,0.24604,0.65781,0.98234
rts,840,50,0.69711,0.40644,0.68444,0.96044
rts,840,50,0.69711,0.67142,0.70165,0.8915
rts,840,50,0.69711,1.10914,0.70642,0.7575
rts,840,50,0.69711,1.83223,0.69286,0.56153
rts,840,50,0.69711,3.02674,0.67907,0.37632
rts,840,50,0.69711,5.0,0.67345,0.36214
rts,840,50,1.0,0.02,0.43006,1.00162
rts,840,50,1.0,0.03304,0.45641,1.00542
rts,840,50,1.0,0.05458,0.49196,1.01933
rts,840,50,1.0,0.09016,0.52687,1.03042
rts,840,50,1.0,0.14894,0.56179,1.02786
rts,840,50,1.0,0.24604,0.61031,1.03784
rts,840,50,1.0,0.40644,0.64337,1.03386
rts,840,50,1.0,0.67142,0.66592,0.99415
rts,840,50,1.0,1.10914,0.65831,0.91546
rts,840,50,1.0,1.83223,0.61683,0.76803
rts,840,50,1.0,3.02674,0.55351,0.60938
rts,840,50,1.0,5.0,0.53287,0.57078
rts,1680,5,0.08,0.02,0.74134,0.44603
rts,1680,5,0.08,0.03304,0.74142,0.41489
rts,1680,5,0.08,0.05458,0.74031,0.3511
rts,1680,5,0.08,0.09016,0.73964,0.27075
rts,1680,5,0.08,0.14894,0.73733,0.19331
rts,1680,5,0.08,0.24604,0.73757,0.09458
rts,1680,5,0.08,0.40644,0.73675,0.02702
rts,1680,5,0.08,0.67142,0.73755,0.01079
rts,1680,5,0.08,1.10914,0.73709,0.00728
rts,1680,5,0.08,1.83223,0.73684,0.00691
rts,1680,5,0.08,3.02674,0.73673,0.00707
rts,1680,5,0.08,5.0,0.73673,0.00707
rts,1680,5,0.11476,0.02,0.74152,0.89372
rts,1680,5,0.11476,0.03304,0.74243,0.87856
rts,1680,5,0.11476,0.05458,0.74285,0.80249
rts,1680,5,0.11476,0.09016,0.74231,0.71705
rts,1680,5,0.11476,0.14894,0.7416,0.55875
rts,1680,5,0.11476,0.24604,0.73983,0.34798
rts,1680,5,0.11476,0.40644,0.73754,0.13235
rts,1680,5,0.11476,0.67142,0.73723,0.02513
rts,1680,5,0.11476,1.10914,0.7369,0.01054
rts,1680,5,0.11476,1.83223,0.73631,0.00854
rts,1680,5,0.11476,3.02674,0.73601,0.00796
rts,1680,5,0.11476,5.0,0.73601,0.00796
rts,1680,5,0.16462,0.02,0.73557,1.38764
rts,1680,5,0.16462,0.03304,0.73665,1.3574
rts,1680,5,0.16462,0.05458,0.73798,1.36278
rts,1680,5,0.16462,0.09016,0.74079,1.27827
rts,1680,5,0.16462,0.14894,0.74304,1.12006
