access,w_eff,n_vis,eps_idle,eps_coll,c_idle,c_coll,T,tau_cv,x_sd
rts,420,5,0.48596,0.9055,1.62573,2.47316,0.69154,0.1446,0.19394
rts,420,5,0.48596,1.56112,1.62573,4.76417,0.68035,0.22834,0.39368
rts,420,5,0.48596,2.69146,1.62573,14.75322,0.68691,0.26691,0.58117
rts,420,5,0.48596,4.64023,1.62573,103.56769,0.67258,0.30511,0.87239
rts,420,5,0.48596,8.0,1.62573,2980.95799,0.67223,0.31049,1.11898
rts,420,5,0.69711,0.02,2.00793,1.0202,0.58426,0.00718,0.00719
rts,420,5,0.69711,0.03448,2.00793,1.03508,0.5836,0.01155,0.01159
rts,420,5,0.69711,0.05945,2.00793,1.06125,0.60373,0.0198,0.01997
rts,420,5,0.69711,0.10249,2.00793,1.10793,0.61425,0.0373,0.03836
rts,420,5,0.69711,0.1767,2.00793,1.19327,0.61613,0.06479,0.06951
rts,420,5,0.69711,0.30464,2.00793,1.35613,0.62572,0.11578,0.14399
rts,420,5,0.69711,0.52521,2.00793,1.69082,0.64215,0.1644,0.23561
rts,420,5,0.69711,0.9055,2.00793,2.47316,0.63424,0.23913,0.43151
rts,420,5,0.69711,1.56112,2.00793,4.76417,0.61755,0.34416,0.7921
rts,420,5,0.69711,2.69146,2.00793,14.75322,0.61399,0.40763,1.10865
rts,420,5,0.69711,4.64023,2.00793,103.56769,0.62213,0.42661,1.3664
rts,420,5,0.69711,8.0,2.00793,2980.95799,0.6209,0.42649,1.60295
rts,420,5,1.0,0.02,2.71828,1.0202,0.45258,0.01004,0.01007
rts,420,5,1.0,0.03448,2.71828,1.03508,0.4563,0.01866,0.01876
rts,420,5,1.0,0.05945,2.71828,1.06125,0.46063,0.0368,0.03741
rts,420,5,1.0,0.10249,2.71828,1.10793,0.47928,0.06969,0.07345
rts,420,5,1.0,0.1767,2.71828,1.19327,0.53397,0.11176,0.12806
rts,420,5,1.0,0.30464,2.71828,1.35613,0.52558,0.18831,0.26232
rts,420,5,1.0,0.52521,2.71828,1.69082,0.51865,0.26991,0.51053
rts,420,5,1.0,0.9055,2.71828,2.47316,0.50819,0.35744,0.91517
rts,420,5,1.0,1.56112,2.71828,4.76417,0.49605,0.43232,1.34791
rts,420,5,1.0,2.69146,2.71828,14.75322,0.48596,0.49473,1.74471
rts,420,5,1.0,4.64023,2.71828,103.56769,0.47457,0.50635,1.96599
rts,420,5,1.0,8.0,2.71828,2980.95799,0.47498,0.51273,2.16291
rts,420,10,0.08,0.02,1.08329,1.0202,0.72076,0.00049,0.00048
rts,420,10,0.08,0.03448,1.08329,1.03508,0.72132,0.00087,0.00087
rts,420,10,0.08,0.05945,1.08329,1.06125,0.72002,0.00162,0.00159
rts,420,10,0.08,0.10249,1.08329,1.10793,0.72015,0.00277,0.00269
rts,420,10,0.08,0.1767,1.08329,1.19327,0.72031,0.00461,0.00441
rts,420,10,0.08,0.30464,1.08329,1.35613,0.71975,0.0089,0.00822
rts,420,10,0.08,0.52521,1.08329,1.69082,0.72217,0.01667,0.01469
rts,420,10,0.08,0.9055,1.08329,2.47316,0.71838,0.04051,0.0326
rts,420,10,0.08,1.56112,1.08329,4.76417,0.71721,0.08197,0.06154
rts,420,10,0.08,2.69146,1.08329,14.75322,0.7153,0.16935,0.13116
rts,420,10,0.08,4.64023,1.08329,103.56769,0.71325,0.23911,0.24278
rts,420,10,0.08,8.0,1.08329,2980.95799,0.71379,0.23836,0.28612
rts,420,10,0.11476,0.02,1.1216,1.0202,0.73492,0.00063,0.00063
rts,420,10,0.11476,0.03448,1.1216,1.03508,0.73412,0.00107,0.00106
rts,420,10,0.11476,0.05945,1.1216,1.06125,0.73372,0.0019,0.00187
rts,420,10,0.11476,0.10249,1.1216,1.10793,0.73297,0.00331,0.00322
rts,420,10,0.11476,0.1767,1.1216,1.19327,0.73387,0.00599,0.00572
rts,420,10,0.11476,0.30464,1.1216,1.35613,0.73597,0.01079,0.01
rts,420,10,0.11476,0.52521,1.1216,1.69082,0.73058,0.02292,0.02017
rts,420,10,0.11476,0.9055,1.1216,2.47316,0.72869,0.04709,0.03818
rts,420,10,0.11476,1.56112,1.1216,4.76417,0.73383,0.09164,0.06915
rts,420,10,0.11476,2.69146,1.1216,14.75322,0.73237,0.173,0.14043
rts,420,10,0.11476,4.64023,1.1216,103.56769,0.73067,0.23389,0.24745
rts,420,10,0.11476,8.0,1.1216,2980.95799,0.73157,0.24698,0.32574
rts,420,10,0.16462,0.02,1.17895,1.0202,0.73331,0.00097,0.00097
rts,420,10,0.16462,0.03448,1.17895,1.03508,0.73562,0.0017,0.00169
rts,420,10,0.16462,0.05945,1.17895,1.06125,0.73632,0.00294,0.0029
rts,420,10,0.16462,0.10249,1.17895,1.10793,0.73575,0.00512,0.005
rts,420,10,0.16462,0.1767,1.17895,1.19327,0.73505,0.00949,0.00909
rts,420,10,0.16462,0.30464,1.17895,1.35613,0.74031,0.01534,0.01422
rts,420,10,0.16462,0.52521,1.17895,1.69082,0.73867,0.02984,0.02619
rts,420,10,0.16462,0.9055,1.17895,2.47316,0.74179,0.05736,0.04635
rts,420,10,0.16462,1.56112,1.17895,4.76417,0.73752,0.13105,0.10006
rts,420,10,0.16462,2.69146,1.17895,14.75322,0.73346,0.23754,0.19705
rts,420,10,0.16462,4.64023,1.17895,103.56769,0.73708,0.31387,0.34738
rts,420,10,0.16462,8.0,1.17895,2980.95799,0.73658,0.32995,0.46626
rts,420,10,0.23615,0.02,1.26637,1.0202,0.72213,0.00171,0.0017
rts,420,10,0.23615,0.03448,1.26637,1.03508,0.72417,0.0029,0.00288
rts,420,10,0.23615,0.05945,1.26637,1.06125,0.72593,0.00493,0.00487
rts,420,10,0.23615,0.10249,1.26637,1.10793,0.73388,0.00798,0.00778
rts,420,10,0.23615,0.1767,1.26637,1.19327,0.73428,0.0138,0.01325
rts,420,10,0.23615,0.30464,1.26637,1.35613,0.73776,0.02352,0.02183
rts,420,10,0.23615,0.52521,1.26637,1.69082,0.73596,0.04564,0.04026
rts,420,10,0.23615,0.9055,1.26637,2.47316,0.74064,0.07901,0.06551
rts,420,10,0.23615,1.56112,1.26637,4.76417,0.73425,0.17424,0.13927
rts,420,10,0.23615,2.69146,1.26637,14.75322,0.72788,0.30043,0.27188
rts,420,10,0.23615,4.64023,1.26637,103.56769,0.72868,0.38877,0.46
rts,420,10,0.23615,8.0,1.26637,2980.95799,0.7259,0.40857,0.63245
rts,420,10,0.33876,0.02,1.40321,1.0202,0.70437,0.00272,0.00271
rts,420,10,0.33876,0.03448,1.40321,1.03508,0.70509,0.00488,0.00485
rts,420,10,0.33876,0.05945,1.40321,1.06125,0.71021,0.00779,0.00771
rts,420,10,0.33876,0.10249,1.40321,1.10793,0.70969,0.01412,0.0138
rts,420,10,0.33876,0.1767,1.40321,1.19327,0.71542,0.02271,0.02187
rts,420,10,0.33876,0.30464,1.40321,1.35613,0.72145,0.03837,0.03576
rts,420,10,0.33876,0.52521,1.40321,1.69082,0.72952,0.06872,0.06083
rts,420,10,0.33876,0.9055,1.40321,2.47316,0.72941,0.1236,0.10459
rts,420,10,0.33876,1.56112,1.40321,4.76417,0.7291,0.21814,0.18545
rts,420,10,0.33876,2.69146,1.40321,14.75322,0.71622,0.36545,0.37146
rts,420,10,0.33876,4.64023,1.40321,103.56769,0.71403,0.45943,0.61885
rts,420,10,0.33876,8.0,1.40321,2980.95799,0.70829,0.47678,0.84638
rts,420,10,0.48596,0.02,1.62573,1.0202,0.65378,0.00531,0.0053
rts,420,10,0.48596,0.03448,1.62573,1.03508,0.66477,0.00857,0.00852
rts,420,10,0.48596,0.05945,1.62573,1.06125,0.66919,0.01404,0.0139
rts,420,10,0.48596,0.10249,1.62573,1.10793,0.67177,0.0241,0.02364
rts,420,10,0.48596,0.1767,1.62573,1.19327,0.68187,0.03741,0.03595
rts,420,10,0.48596,0.30464,1.62573,1.35613,0.69679,0.05831,0.05468
rts,420,10,0.48596,0.52521,1.62573,1.69082,0.70638,0.10163,0.09064
rts,420,10,0.48596,0.9055,1.62573,2.47316,0.71049,0.1718,0.15356
rts,420,10,0.48596,1.56112,1.62573,4.76417,0.69294,0.32456,0.3348
rts,420,10,0.48596,2.69146,1.62573,14.75322,0.68835,0.45405,0.55374
rts,420,10,0.48596,4.64023,1.62573,103.56769,0.67555,0.57244,0.91742
rts,420,10,0.48596,8.0,1.62573,2980.95799,0.6781,0.58082,1.16504
rts,420,10,0.69711,0.02,2.00793,1.0202,0.58313,0.00905,0.00903
rts,420,10,0.69711,0.03448,2.00793,1.03508,0.59165,0.01453,0.01446
rts,420,10,0.69711,0.05945,2.00793,1.06125,0.59161,0.02555,0.02533
rts,420,10,0.69711,0.10249,2.00793,1.10793,0.61797,0.04135,0.04048
rts,420,10,0.69711,0.1767,2.00793,1.19327,0.62996,0.06963,0.06685
rts,420,10,0.69711,0.30464,2.00793,1.35613,0.6481,0.10178,0.0948
rts,420,10,0.69711,0.52521,2.00793,1.69082,0.66282,0.17131,0.16094
rts,420,10,0.69711,0.9055,2.00793,2.47316,0.66395,0.26761,0.25864
rts,420,10,0.69711,1.56112,2.00793,4.76417,0.65136,0.41505,0.47597
rts,420,10,0.69711,2.69146,2.00793,14.75322,0.62586,0.64112,0.9383
rts,420,10,0.69711,4.64023,2.00793,103.56769,0.62057,0.75541,1.33159
rts,420,10,0.69711,8.0,2.00793,2980.95799,0.61502,0.77682,1.62208
rts,420,10,1.0,0.02,2.71828,1.0202,0.49586,0.01259,0.01257
rts,420,10,1.0,0.03448,2.71828,1.03508,0.49946,0.02192,0.02187
rts,420,10,1.0,0.05945,2.71828,1.06125,0.52061,0.03874,0.03842
rts,420,10,1.0,0.10249,2.71828,1.10793,0.54185,0.0712,0.07038
rts,420,10,1.0,0.1767,2.71828,1.19327,0.561,0.12001,0.11762
rts,420,10,1.0,0.30464,2.71828,1.35613,0.57957,0.18645,0.18615
rts,420,10,1.0,0.52521,2.71828,1.69082,0.58505,0.29603,0.34973
rts,420,10,1.0,0.9055,2.71828,2.47316,0.57129,0.42693,0.64398
rts,420,10,1.0,1.56112,2.71828,4.76417,0.5512,0.62249,1.07989
rts,420,10,1.0,2.69146,2.71828,14.75322,0.50648,0.79687,1.58895
rts,420,10,1.0,4.64023,2.71828,103.56769,0.50315,0.90306,1.90746
rts,420,10,1.0,8.0,2.71828,2980.95799,0.50296,0.92711,2.105
rts,420,20,0.08,0.02,1.08329,1.0202,0.73415,0.00048,0.00048
rts,420,20,0.08,0.03448,1.08329,1.03508,0.73317,0.00088,0.00087
rts,420,20,0.08,0.05945,1.08329,1.06125,0.73284,0.00152,0.00148
rts,420,20,0.08,0.10249,1.08329,1.10793,0.73823,0.0026,0.0025
rts,420,20,0.08,0.1767,1.08329,1.19327,0.73587,0.00426,0.00399
rts,420,20,0.08,0.30464,1.08329,1.35613,0.73751,0.00834,0.00744
rts,420,20,0.08,0.52521,1.08329,1.69082,0.73688,0.01589,0.01309
rts,420,20,0.08,0.9055,1.08329,2.47316,0.73429,0.03812,0.02704
rts,420,20,0.08,1.56112,1.08329,4.76417,0.73096,0.09393,0.05498
rts,420,20,0.08,2.69146,1.08329,14.75322,0.73226,0.26437,0.12787
rts,420,20,0.08,4.64023,1.08329,103.56769,0.72393,0.46233,0.24929
rts,420,20,0.08,8.0,1.08329,2980.95799,0.72373,0.49164,0.29376
rts,420,20,0.11476,0.02,1.1216,1.0202,0.73938,0.00072,0.00072
rts,420,20,0.11476,0.03448,1.1216,1.03508,0.74199,0.00117,0.00115
rts,420,20,0.11476,0.05945,1.1216,1.06125,0.74269,0.00196,0.00192
rts,420,20,0.11476,0.10249,1.1216,1.10793,0.74226,0.00338,0.00325
rts,420,20,0.11476,0.1767,1.1216,1.19327,0.74259,0.00599,0.00561
rts,420,20,0.11476,0.30464,1.1216,1.35613,0.74223,0.01146,0.01017
rts,420,20,0.11476,0.52521,1.1216,1.69082,0.74342,0.02254,0.01835
rts,420,20,0.11476,0.9055,1.1216,2.47316,0.74065,0.05025,0.03565
rts,420,20,0.11476,1.56112,1.1216,4.76417,0.73714,0.13825,0.08054
rts,420,20,0.11476,2.69146,1.1216,14.75322,0.73167,0.32264,0.16355
rts,420,20,0.11476,4.64023,1.1216,103.56769,0.72661,0.56752,0.3195
rts,420,20,0.11476,8.0,1.1216,2980.95799,0.72882,0.59651,0.38774
rts,420,20,0.16462,0.02,1.17895,1.0202,0.7372,0.00102,0.00101
rts,420,20,0.16462,0.03448,1.17895,1.03508,0.73823,0.00175,0.00173
rts,420,20,0.16462,0.05945,1.17895,1.06125,0.74416,0.00275,0.0027
rts,420,20,0.16462,0.10249,1.17895,1.10793,0.74444,0.00487,0.00469
rts,420,20,0.16462,0.1767,1.17895,1.19327,0.74357,0.00908,0.00852
rts,420,20,0.16462,0.30464,1.17895,1.35613,0.74157,0.01616,0.01447
rts,420,20,0.16462,0.52521,1.17895,1.69082,0.74497,0.02997,0.02462
rts,420,20,0.16462,0.9055,1.17895,2.47316,0.743,0.06992,0.04906
rts,420,20,0.16462,1.56112,1.17895,4.76417,0.74358,0.15395,0.0921
rts,420,20,0.16462,2.69146,1.17895,14.75322,0.73234,0.40426,0.21326
rts,420,20,0.16462,4.64023,1.17895,103.56769,0.73619,0.63057,0.38311
rts,420,20,0.16462,8.0,1.17895,2980.95799,0.73676,0.65008,0.4749
rts,420,20,0.23615,0.02,1.26637,1.0202,0.72766,0.00164,0.00163
rts,420,20,0.23615,0.03448,1.26637,1.03508,0.73,0.00264,0.00261
rts,420,20,0.23615,0.05945,1.26637,1.06125,0.72506,0.00481,0.00472
rts,420,20,0.23615,0.10249,1.26637,1.10793,0.73611,0.00717,0.0069
rts,420,20,0.23615,0.1767,1.26637,1.19327,0.74052,0.01241,0.01168
rts,420,20,0.23615,0.30464,1.26637,1.35613,0.74025,0.02373,0.02129
rts,420,20,0.23615,0.52521,1.26637,1.69082,0.74394,0.04282,0.03493
rts,420,20,0.23615,0.9055,1.26637,2.47316,0.74782,0.08778,0.06222
rts,420,20,0.23615,1.56112,1.26637,4.76417,0.74235,0.21031,0.12327
rts,420,20,0.23615,2.69146,1.26637,14.75322,0.73037,0.48156,0.26589
rts,420,20,0.23615,4.64023,1.26637,103.56769,0.72565,0.73061,0.48757
rts,420,20,0.23615,8.0,1.26637,2980.95799,0.7206,0.79465,0.64683
rts,420,20,0.33876,0.02,1.40321,1.0202,0.69435,0.00277,0.00276
rts,420,20,0.33876,0.03448,1.40321,1.03508,0.69829,0.00482,0.00476
rts,420,20,0.33876,0.05945,1.40321,1.06125,0.70511,0.00754,0.00739
rts,420,20,0.33876,0.10249,1.40321,1.10793,0.70167,0.01351,0.01304
rts,420,20,0.33876,0.1767,1.40321,1.19327,0.7235,0.01983,0.01864
rts,420,20,0.33876,0.30464,1.40321,1.35613,0.72413,0.03641,0.03256
rts,420,20,0.33876,0.52521,1.40321,1.69082,0.72963,0.06169,0.05049
rts,420,20,0.33876,0.9055,1.40321,2.47316,0.73117,0.12377,0.08851
rts,420,20,0.33876,1.56112,1.40321,4.76417,0.72757,0.29675,0.18597
rts,420,20,0.33876,2.69146,1.40321,14.75322,0.71216,0.60526,0.38104
rts,420,20,0.33876,4.64023,1.40321,103.56769,0.70326,0.84996,0.65791
rts,420,20,0.33876,8.0,1.40321,2980.95799,0.70202,0.88518,0.84333
rts,420,20,0.48596,0.02,1.62573,1.0202,0.64739,0.0049,0.00487
rts,420,20,0.48596,0.03448,1.62573,1.03508,0.64796,0.00827,0.00818
rts,420,20,0.48596,0.05945,1.62573,1.06125,0.6652,0.01303,0.01277
rts,420,20,0.48596,0.10249,1.62573,1.10793,0.67251,0.02021,0.01951
rts,420,20,0.48596,0.1767,1.62573,1.19327,0.68136,0.03371,0.03156
rts,420,20,0.48596,0.30464,1.62573,1.35613,0.69826,0.05394,0.04739
rts,420,20,0.48596,0.52521,1.62573,1.69082,0.70951,0.0929,0.07558
rts,420,20,0.48596,0.9055,1.62573,2.47316,0.71572,0.17797,0.12976
rts,420,20,0.48596,1.56112,1.62573,4.76417,0.7067,0.3889,0.25805
rts,420,20,0.48596,2.69146,1.62573,14.75322,0.68471,0.72539,0.56437
rts,420,20,0.48596,4.64023,1.62573,103.56769,0.66836,0.97279,0.9017
rts,420,20,0.48596,8.0,1.62573,2980.95799,0.65866,1.02146,1.14069
rts,420,20,0.69711,0.02,2.00793,1.0202,0.56579,0.00882,0.00877
rts,420,20,0.69711,0.03448,2.00793,1.03508,0.57601,0.0144,0.01424
rts,420,20,0.69711,0.05945,2.00793,1.06125,0.60055,0.02238,0.022
rts,420,20,0.69711,0.10249,2.00793,1.10793,0.61592,0.03309,0.032
rts,420,20,0.69711,0.1767,2.00793,1.19327,0.63942,0.05244,0.04892
rts,420,20,0.69711,0.30464,2.00793,1.35613,0.66803,0.07888,0.06973
rts,420,20,0.69711,0.52521,2.00793,1.69082,0.67719,0.14067,0.11181
rts,420,20,0.69711,0.9055,2.00793,2.47316,0.68409,0.2707,0.19272
rts,420,20,0.69711,1.56112,2.00793,4.76417,0.66746,0.49404,0.35108
rts,420,20,0.69711,2.69146,2.00793,14.75322,0.63223,0.89341,0.75729
rts,420,20,0.69711,4.64023,2.00793,103.56769,0.61197,1.14555,1.15847
rts,420,20,0.69711,8.0,2.00793,2980.95799,0.60695,1.22056,1.43166
rts,420,20,1.0,0.02,2.71828,1.0202,0.47383,0.01391,0.01384
rts,420,20,1.0,0.03448,2.71828,1.03508,0.49573,0.02289,0.0227
rts,420,20,1.0,0.05945,2.71828,1.06125,0.5099,0.03518,0.03453
rts,420,20,1.0,0.10249,2.71828,1.10793,0.5419,0.05577,0.05375
rts,420,20,1.0,0.1767,2.71828,1.19327,0.57531,0.08436,0.07745
rts,420,20,1.0,0.30464,2.71828,1.35613,0.60622,0.13149,0.11229
rts,420,20,1.0,0.52521,2.71828,1.69082,0.62706,0.23325,0.19294
rts,420,20,1.0,0.9055,2.71828,2.47316,0.62729,0.3894,0.3417
rts,420,20,1.0,1.56112,2.71828,4.76417,0.59094,0.67426,0.74753
rts,420,20,1.0,2.69146,2.71828,14.75322,0.52236,1.11276,1.32149
rts,420,20,1.0,4.64023,2.71828,103.56769,0.4928,1.3589,1.67918
rts,420,20,1.0,8.0,2.71828,2980.95799,0.48187,1.40211,1.87943
rts,420,50,0.08,0.02,1.08329,1.0202,0.74883,0.00051,0.00051
rts,420,50,0.08,0.03448,1.08329,1.03508,0.74964,0.00087,0.00085
rts,420,50,0.08,0.05945,1.08329,1.06125,0.75046,0.00158,0.00154
rts,420,50,0.08,0.10249,1.08329,1.10793,0.75112,0.0025,0.00239
rts,420,50,0.08,0.1767,1.08329,1.19327,0.75119,0.00472,0.00436
rts,420,50,0.08,0.30464,1.08329,1.35613,0.75369,0.00885,0.00771
rts,420,50,0.08,0.52521,1.08329,1.69082,0.75039,0.01798,0.01412
rts,420,50,0.08,0.9055,1.08329,2.47316,0.74515,0.04847,0.03157
rts,420,50,0.08,1.56112,1.08329,4.76417,0.74211,0.1311,0.06367
rts,420,50,0.08,2.69146,1.08329,14.75322,0.73458,0.44408,0.14181
rts,420,50,0.08,4.64023,1.08329,103.56769,0.72231,1.06603,0.28394
rts,420,50,0.08,8.0,1.08329,2980.95799,0.72116,1.10118,0.3041
rts,420,50,0.11476,0.02,1.1216,1.0202,0.74931,0.00064,0.00064
rts,420,50,0.11476,0.03448,1.1216,1.03508,0.7506,0.00111,0.0011
rts,420,50,0.11476,0.05945,1.1216,1.06125,0.75104,0.00202,0.00197
rts,420,50,0.11476,0.10249,1.1216,1.10793,0.74911,0.00357,0.00341
rts,420,50,0.11476,0.1767,1.1216,1.19327,0.74964,0.006,0.00554
rts,420,50,0.11476,0.30464,1.1216,1.35613,0.75227,0.01175,0.01021
rts,420,50,0.11476,0.52521,1.1216,1.69082,0.74977,0.02309,0.01807
rts,420,50,0.11476,0.9055,1.1216,2.47316,0.75033,0.05505,0.03613
rts,420,50,0.11476,1.56112,1.1216,4.76417,0.7461,0.14724,0.07055
rts,420,50,0.11476,2.69146,1.1216,14.75322,0.73442,0.50534,0.16418
rts,420,50,0.11476,4.64023,1.1216,103.56769,0.72408,1.27072,0.34946
rts,420,50,0.11476,8.0,1.1216,2980.95799,0.72549,1.28806,0.37107
rts,420,50,0.16462,0.02,1.17895,1.0202,0.73698,0.00104,0.00103
rts,420,50,0.16462,0.03448,1.17895,1.03508,0.73917,0.00171,0.00169
rts,420,50,0.16462,0.05945,1.17895,1.06125,0.74227,0.00288,0.0028
rts,420,50,0.16462,0.10249,1.17895,1.10793,0.74424,0.00468,0.00447
rts,420,50,0.16462,0.1767,1.17895,1.19327,0.74441,0.00843,0.00779
rts,420,50,0.16462,0.30464,1.17895,1.35613,0.74627,0.0156,0.01359
rts,420,50,0.16462,0.52521,1.17895,1.69082,0.75165,0.02922,0.02298
rts,420,50,0.16462,0.9055,1.17895,2.47316,0.7557,0.06194,0.03997
rts,420,50,0.16462,1.56112,1.17895,4.76417,0.74865,0.18321,0.08667
rts,420,50,0.16462,2.69146,1.17895,14.75322,0.73717,0.59568,0.19424
rts,420,50,0.16462,4.64023,1.17895,103.56769,0.7252,1.31658,0.38787
rts,420,50,0.16462,8.0,1.17895,2980.95799,0.72289,1.41976,0.4552
rts,420,50,0.23615,0.02,1.26637,1.0202,0.72457,0.0014,0.00139
rts,420,50,0.23615,0.03448,1.26637,1.03508,0.72595,0.00241,0.00238
rts,420,50,0.23615,0.05945,1.26637,1.06125,0.73416,0.00378,0.00369
rts,420,50,0.23615,0.10249,1.26637,1.10793,0.73023,0.00699,0.00668
rts,420,50,0.23615,0.1767,1.26637,1.19327,0.73339,0.0123,0.01135
rts,420,50,0.23615,0.30464,1.26637,1.35613,0.73808,0.0212,0.01847
rts,420,50,0.23615,0.52521,1.26637,1.69082,0.74187,0.03767,0.02971
rts,420,50,0.23615,0.9055,1.26637,2.47316,0.7514,0.07639,0.04985
rts,420,50,0.23615,1.56112,1.26637,4.76417,0.7489,0.21226,0.09646
rts,420,50,0.23615,2.69146,1.26637,14.75322,0.73447,0.69354,0.24244
rts,420,50,0.23615,4.64023,1.26637,103.56769,0.71438,1.506,0.4819
rts,420,50,0.23615,8.0,1.26637,2980.95799,0.70907,1.58593,0.57666
rts,420,50,0.33876,0.02,1.40321,1.0202,0.69867,0.00224,0.00222
rts,420,50,0.33876,0.03448,1.40321,1.03508,0.70893,0.0035,0.00345
rts,420,50,0.33876,0.05945,1.40321,1.06125,0.70399,0.00599,0.00584
rts,420,50,0.33876,0.10249,1.40321,1.10793,0.71672,0.00971,0.00928
rts,420,50,0.33876,0.1767,1.40321,1.19327,0.71974,0.01567,0.01449
rts,420,50,0.33876,0.30464,1.40321,1.35613,0.72429,0.02859,0.02487
rts,420,50,0.33876,0.52521,1.40321,1.69082,0.73412,0.0503,0.0393
rts,420,50,0.33876,0.9055,1.40321,2.47316,0.74223,0.09919,0.06442
rts,420,50,0.33876,1.56112,1.40321,4.76417,0.73898,0.2701,0.12681
rts,420,50,0.33876,2.69146,1.40321,14.75322,0.71717,0.80349,0.3019
rts,420,50,0.33876,4.64023,1.40321,103.56769,0.6875,1.56191,0.61466
rts,420,50,0.33876,8.0,1.40321,2980.95799,0.68139,1.7175,0.75811
rts,420,50,0.48596,0.02,1.62573,1.0202,0.65715,0.00349,0.00346
rts,420,50,0.48596,0.03448,1.62573,1.03508,0.65538,0.00623,0.00614
rts,420,50,0.48596,0.05945,1.62573,1.06125,0.66029,0.01024,0.00998
rts,420,50,0.48596,0.10249,1.62573,1.10793,0.67799,0.01542,0.01471
rts,420,50,0.48596,0.1767,1.62573,1.19327,0.69252,0.02339,0.02164
rts,420,50,0.48596,0.30464,1.62573,1.35613,0.70762,0.03871,0.03355
rts,420,50,0.48596,0.52521,1.62573,1.69082,0.71353,0.06797,0.05274
rts,420,50,0.48596,0.9055,1.62573,2.47316,0.72607,0.13273,0.08346
rts,420,50,0.48596,1.56112,1.62573,4.76417,0.7214,0.36544,0.17722
rts,420,50,0.48596,2.69146,1.62573,14.75322,0.69665,0.94219,0.40395
rts,420,50,0.48596,4.64023,1.62573,103.56769,0.64802,1.69358,0.82454
rts,420,50,0.48596,8.0,1.62573,2980.95799,0.65293,1.79993,0.96993
rts,420,50,0.69711,0.02,2.00793,1.0202,0.58074,0.00602,0.00598
rts,420,50,0.69711,0.03448,2.00793,1.03508,0.58909,0.00991,0.00978
rts,420,50,0.69711,0.05945,2.00793,1.06125,0.61133,0.01484,0.01448
rts,420,50,0.69711,0.10249,2.00793,1.10793,0.62253,0.02435,0.02326
rts,420,50,0.69711,0.1767,2.00793,1.19327,0.64729,0.0355,0.03281
rts,420,50,0.69711,0.30464,2.00793,1.35613,0.66325,0.05676,0.04914
rts,420,50,0.69711,0.52521,2.00793,1.69082,0.69695,0.09123,0.06926
rts,420,50,0.69711,0.9055,2.00793,2.47316,0.69727,0.19262,0.11859
rts,420,50,0.69711,1.56112,2.00793,4.76417,0.69418,0.47928,0.22803
rts,420,50,0.69711,2.69146,2.00793,14.75322,0.63513,1.16034,0.56598
rts,420,50,0.69711,4.64023,2.00793,103.56769,0.60312,1.9038,0.99231
rts,420,50,0.69711,8.0,2.00793,2980.95799,0.59147,2.03427,1.15652
rts,420,50,1.0,0.02,2.71828,1.0202,0.49375,0.00943,0.00936
rts,420,50,1.0,0.03448,2.71828,1.03508,0.51396,0.01481,0.01461
rts,420,50,1.0,0.05945,2.71828,1.06125,0.52838,0.02444,0.02385
rts,420,50,1.0,0.10249,2.71828,1.10793,0.54352,0.03853,0.03682
rts,420,50,1.0,0.1767,2.71828,1.19327,0.58072,0.05609,0.05158
rts,420,50,1.0,0.30464,2.71828,1.35613,0.62578,0.08212,0.07008
rts,420,50,1.0,0.52521,2.71828,1.69082,0.64581,0.13883,0.10348
rts,420,50,1.0,0.9055,2.71828,2.47316,0.66628,0.27787,0.16488
rts,420,50,1.0,1.56112,2.71828,4.76417,0.63396,0.72276,0.43989
rts,420,50,1.0,2.69146,2.71828,14.75322,0.55452,1.41565,0.97793
rts,420,50,1.0,4.64023,2.71828,103.56769,0.49641,2.07805,1.37937
rts,420,50,1.0,8.0,2.71828,2980.95799,0.50599,2.16102,1.49927
rts,840,5,0.08,0.02,1.08329,1.0202,0.745,0.00076,0.00075
rts,840,5,0.08,0.03448,1.08329,1.03508,0.74928,0.00124,0.00123
rts,840,5,0.08,0.05945,1.08329,1.06125,0.74776,0.00227,0.00226
rts,840,5,0.08,0.10249,1.08329,1.10793,0.74885,0.00379,0.00377
rts,840,5,0.08,0.1767,1.08329,1.19327,0.74789,0.00675,0.00668
rts,840,5,0.08,0.30464,1.08329,1.35613,0.74936,0.01191,0.01173
rts,840,5,0.08,0.52521,1.08329,1.69082,0.74879,0.02201,0.02164
rts,840,5,0.08,0.9055,1.08329,2.47316,0.74916,0.04015,0.04042
rts,840,5,0.08,1.56112,1.08329,4.76417,0.74767,0.07219,0.07875
rts,840,5,0.08,2.69146,1.08329,14.75322,0.74716,0.10391,0.14368
rts,840,5,0.08,4.64023,1.08329,103.56769,0.74647,0.11547,0.23673
rts,840,5,0.08,8.0,1.08329,2980.95799,0.7479,0.11663,0.32822
rts,840,5,0.11476,0.02,1.1216,1.0202,0.7472,0.00115,0.00115
rts,840,5,0.11476,0.03448,1.1216,1.03508,0.74783,0.00211,0.00211
rts,840,5,0.11476,0.05945,1.1216,1.06125,0.74912,0.00344,0.00343
rts,840,5,0.11476,0.10249,1.1216,1.10793,0.7518,0.00569,0.00566
rts,840,5,0.11476,0.1767,1.1216,1.19327,0.75129,0.00996,0.00989
rts,840,5,0.11476,0.30464,1.1216,1.35613,0.75356,0.01808,0.01782
