n_vis,n_nat,w_eff,access,alpha,candidate,c_idle,c_coll,seed,visits,A_vis,A_nat,coll_air,idle_slots,oh_air,epochs,n_idle,n_coll,n_solo_vis,n_solo_nat,tau_cv_sum,tau_cv_cnt
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,127,30,5069.0,4584.0,15213,334,0,772,334,251,90,97,103.78845001062848,726
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,128,30,4904.0,4380.0,15572,344,0,783,344,263,82,94,128.45435701069314,747
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,129,30,4615.0,4684.0,15574,327,0,752,327,254,73,98,124.96999704650838,711
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,130,30,4164.0,4943.0,15744,349,0,784,349,264,69,102,110.77320458639387,731
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,131,30,4954.0,4106.0,15804,336,0,765,336,262,81,86,116.43826267546187,716
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,132,30,6161.0,3820.0,14885,334,0,767,334,249,100,84,95.70886402404294,716
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,133,30,4956.0,4404.0,15505,335,0,758,335,246,81,96,142.1115811135082,710
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,134,30,5732.0,5130.0,14026,312,0,747,312,231,94,110,116.44292116233947,704
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,135,30,5059.0,4285.0,15519,337,0,764,337,250,82,95,116.43409122548606,723
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,136,30,4990.0,4512.0,15361,337,0,766,337,255,82,92,102.14210545277562,719
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,137,30,5568.0,4335.0,14973,324,0,747,324,241,88,94,103.53920000218636,704
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,138,30,5342.0,4575.0,14952,331,0,770,331,252,89,98,118.14808010184593,713
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,139,30,4889.0,4108.0,15861,342,0,772,342,260,81,89,122.96415448596161,729
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,140,30,5591.0,4621.0,14656,332,0,755,332,235,90,98,106.30819422097788,709
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,141,30,4843.0,4541.0,15475,341,0,787,341,268,83,95,116.08363733938776,740
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,142,30,5185.0,4585.0,15103,327,0,765,327,250,87,101,107.66106834597176,721
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,143,30,4508.0,4745.0,15603,344,0,778,344,256,77,101,122.90031327558296,732
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,144,30,4862.0,4492.0,15507,339,0,767,339,260,75,93,115.15560833022356,732
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,145,30,5384.0,4270.0,15199,347,0,789,347,256,93,93,107.47692203139385,740
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,146,30,4789.0,4989.0,15076,346,0,783,346,249,81,107,120.84641476341623,735
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,147,30,5159.0,3975.0,15719,347,0,783,347,265,88,83,126.13146128272699,735
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,148,30,5358.0,4569.0,14940,333,0,765,333,247,90,95,119.1629266882399,717
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,149,30,5458.0,4539.0,14873,330,0,764,330,248,88,98,117.63829147700928,720
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,150,30,5375.0,4175.0,15309,341,0,776,341,256,90,89,117.49628321820748,728
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,151,30,5388.0,4694.0,14771,347,0,791,347,253,90,101,108.22593719973683,745
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,152,30,5413.0,4231.0,15224,332,0,757,332,249,88,88,122.55149434721649,707
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,153,30,5000.0,4480.0,15403,317,0,749,317,249,89,94,127.18054704965563,712
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,154,30,5603.0,4707.0,14557,333,0,770,333,244,91,102,93.04910216858288,729
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,155,30,5465.0,4192.0,15210,333,0,764,333,251,89,91,133.41836362977716,717
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,156,30,4953.0,4186.0,15730,331,0,764,331,261,84,88,127.72247018688836,723
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,157,30,4895.0,4910.0,15068,327,0,749,327,244,75,103,122.84718019228748,699
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,158,30,5608.0,4706.0,14559,327,0,750,327,234,87,102,118.44508618056429,706
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,159,30,5620.0,4377.0,14867,336,0,774,336,252,91,95,127.12070865970402,724
20,20,840,basic,0.05,equilibrium_ratio,2.414648384909773,2.186741907589465,160,30,6094.0,4384.0,14406,316,0,747,316,231,103,97,95.23448695438871,702
20,20,840,basic,0.1,current,1.2,1.2,101,30,1367.0,10134.0,13177,522,0,1019,522,263,21,213,5.127711487319899,973
20,20,840,basic,0.1,current,1.2,1.2,102,30,1945.0,9109.0,13619,527,0,1018,527,270,31,190,7.059575941348081,980
20,20,840,basic,0.1,current,1.2,1.2,103,30,1795.0,9814.0,13073,518,0,1007,518,257,27,205,7.176765339175902,966
20,20,840,basic,0.1,current,1.2,1.2,104,30,1508.0,10092.0,13070,530,0,1022,530,260,24,208,13.73984755881912,973
20,20,840,basic,0.1,current,1.2,1.2,105,30,1358.0,9942.0,13368,532,0,1025,532,267,22,204,12.913951498589919,979
20,20,840,basic,0.1,current,1.2,1.2,106,30,1263.0,10098.0,13344,495,0,985,495,259,21,210,8.96987358080273,947
20,20,840,basic,0.1,current,1.2,1.2,107,30,959.0,9491.0,14212,538,0,1032,538,278,16,200,10.83750189858856,986
20,20,840,basic,0.1,current,1.2,1.2,108,30,1975.0,9530.0,13179,516,0,1015,516,269,33,197,4.164521081582083,958
20,20,840,basic,0.1,current,1.2,1.2,109,30,1442.0,9894.0,13333,531,0,1028,531,267,26,204,8.364646243978564,979
20,20,840,basic,0.1,current,1.2,1.2,110,30,1455.0,9605.0,13625,515,0,1010,515,271,23,201,7.0147335841430385,962
20,20,840,basic,0.1,current,1.2,1.2,111,30,1889.0,9064.0,13727,520,0,1012,520,272,30,190,8.009230522063636,969
20,20,840,basic,0.1,current,1.2,1.2,112,30,968.0,10189.0,13520,523,0,1016,523,266,17,210,10.717788958550925,967
20,20,840,basic,0.1,current,1.2,1.2,113,30,1595.0,9379.0,13693,533,0,1021,533,265,24,199,9.76161418410468,974
20,20,840,basic,0.1,current,1.2,1.2,114,30,1187.0,9502.0,13968,543,0,1041,543,282,20,196,9.373978845751907,984
20,20,840,basic,0.1,current,1.2,1.2,115,30,1917.0,9342.0,13420,521,0,1015,521,271,29,194,8.116001854540361,968
20,20,840,basic,0.1,current,1.2,1.2,116,30,2024.0,9132.0,13528,516,0,1013,516,267,36,194,11.186033893329878,955
20,20,840,basic,0.1,current,1.2,1.2,117,30,1553.0,9415.0,13724,508,0,1005,508,272,29,196,10.723790767763612,966
20,20,840,basic,0.1,current,1.2,1.2,118,30,1662.0,9821.0,13202,515,0,1009,515,264,26,204,7.4862515673726895,971
20,20,840,basic,0.1,current,1.2,1.2,119,30,1103.0,9560.0,14006,531,0,1030,531,278,19,202,10.01648455721352,979
20,20,840,basic,0.1,current,1.2,1.2,120,30,1661.0,9061.0,13933,545,0,1039,545,278,26,190,13.056854808770485,991
20,20,840,basic,0.1,current,1.2,1.2,121,30,1484.0,9283.0,13885,548,0,1040,548,272,24,196,10.03350050469098,984
20,20,840,basic,0.1,current,1.2,1.2,122,30,1118.0,10115.0,13442,525,0,1020,525,267,18,210,9.041843389906942,976
20,20,840,basic,0.1,current,1.2,1.2,123,30,1318.0,9659.0,13694,529,0,1019,529,268,24,198,13.448737229215823,983
20,20,840,basic,0.1,current,1.2,1.2,124,30,1650.0,9405.0,13607,538,0,1032,538,270,27,197,6.808548939574937,968
20,20,840,basic,0.1,current,1.2,1.2,125,30,1344.0,8615.0,14710,531,0,1020,531,289,21,179,7.554252292766843,976
20,20,840,basic,0.1,current,1.2,1.2,126,30,1575.0,9097.0,14011,517,0,1009,517,278,23,191,6.992211989677184,959
20,20,840,basic,0.1,current,1.2,1.2,127,30,1206.0,10056.0,13409,529,0,1027,529,267,22,209,8.779140364138309,976
20,20,840,basic,0.1,current,1.2,1.2,128,30,1891.0,9637.0,13127,545,0,1038,545,265,29,199,7.060854745545023,993
20,20,840,basic,0.1,current,1.2,1.2,129,30,1093.0,9129.0,14448,530,0,1023,530,284,19,190,12.989540998875134,971
20,20,840,basic,0.1,current,1.2,1.2,130,30,1410.0,9625.0,13629,536,0,1035,536,278,24,197,10.192013876342696,975
20,20,840,basic,0.1,current,1.2,1.2,131,30,1784.0,9269.0,13620,527,0,1019,527,271,28,193,10.154131931102395,978
20,20,840,basic,0.1,current,1.2,1.2,132,30,1471.0,9216.0,13971,542,0,1037,542,278,24,193,12.056947870792246,975
20,20,840,basic,0.1,current,1.2,1.2,133,30,1618.0,9751.0,13298,533,0,1022,533,260,26,203,11.94259212325003,973
20,20,840,basic,0.1,current,1.2,1.2,134,30,1003.0,8824.0,14815,558,0,1056,558,298,17,183,8.468106779123831,985
20,20,840,basic,0.1,current,1.2,1.2,135,30,1327.0,9870.0,13478,525,0,1022,525,271,21,205,8.049254174443032,972
20,20,840,basic,0.1,current,1.2,1.2,136,30,1800.0,8841.0,14025,534,0,1024,534,276,30,184,10.828384228076347,979
20,20,840,basic,0.1,current,1.2,1.2,137,30,1600.0,9968.0,13127,505,0,996,505,260,24,207,9.41452641805842,949
20,20,840,basic,0.1,current,1.2,1.2,138,30,1293.0,9731.0,13649,527,0,1024,527,270,20,207,8.940388541856324,959
20,20,840,basic,0.1,current,1.2,1.2,139,30,1886.0,9143.0,13648,523,0,1019,523,274,31,191,10.495989725053823,959
20,20,840,basic,0.1,current,1.2,1.2,140,30,1379.0,9632.0,13664,525,0,1018,525,270,23,200,9.476420107468288,962
20,20,840,basic,0.1,current,1.2,1.2,141,30,1170.0,9845.0,13648,537,0,1034,537,271,21,205,11.303183661623848,992
20,20,840,basic,0.1,current,1.2,1.2,142,30,2013.0,9168.0,13488,531,0,1021,531,269,29,192,9.01474918080505,972
20,20,840,basic,0.1,current,1.2,1.2,143,30,1090.0,10384.0,13221,505,0,995,505,256,18,216,9.099262420626138,960
20,20,840,basic,0.1,current,1.2,1.2,144,30,1644.0,9491.0,13540,525,0,1016,525,266,26,199,8.197676326411106,965
20,20,840,basic,0.1,current,1.2,1.2,145,30,1643.0,9331.0,13700,526,0,1016,526,268,26,196,11.939405404130092,976
20,20,840,basic,0.1,current,1.2,1.2,146,30,1470.0,8933.0,14263,534,0,1032,534,286,25,187,11.258147175773143,989
20,20,840,basic,0.1,current,1.2,1.2,147,30,2016.0,9066.0,13608,510,0,1001,510,269,33,189,9.52150247118761,958
20,20,840,basic,0.1,current,1.2,1.2,148,30,1099.0,9094.0,14478,529,0,1022,529,283,17,193,8.666202786744158,969
20,20,840,basic,0.1,current,1.2,1.2,149,30,1461.0,9672.0,13572,495,0,992,495,271,23,203,5.939229299611783,952
20,20,840,basic,0.1,current,1.2,1.2,150,30,1067.0,9417.0,14185,531,0,1026,531,282,17,196,11.800817622165042,980
20,20,840,basic,0.1,current,1.2,1.2,151,30,1675.0,9140.0,13855,530,0,1028,530,275,31,192,10.074605293282955,975
20,20,840,basic,0.1,current,1.2,1.2,152,30,2252.0,9189.0,13242,517,0,1010,517,263,36,194,7.30045132678246,945
20,20,840,basic,0.1,current,1.2,1.2,153,30,1258.0,8596.0,14810,536,0,1034,536,299,21,178,14.741379206366002,979
20,20,840,basic,0.1,current,1.2,1.2,154,30,1669.0,10082.0,12950,499,0,993,499,255,30,209,10.943857611992,949
20,20,840,basic,0.1,current,1.2,1.2,155,30,1366.0,9733.0,13567,534,0,1030,534,267,22,207,9.453012230330227,976
20,20,840,basic,0.1,current,1.2,1.2,156,30,1862.0,8852.0,13952,534,0,1024,534,275,30,185,9.23436132650008,986
20,20,840,basic,0.1,current,1.2,1.2,157,30,1963.0,9858.0,12854,525,0,1015,525,256,30,204,6.880495363559127,985
20,20,840,basic,0.1,current,1.2,1.2,158,30,1744.0,9457.0,13492,507,0,1001,507,265,29,200,10.532318841529705,947
20,20,840,basic,0.1,current,1.2,1.2,159,30,1758.0,9911.0,13018,513,0,1006,513,258,28,207,10.187053471272579,949
20,20,840,basic,0.1,current,1.2,1.2,160,30,1804.0,9647.0,13255,494,0,986,494,264,29,199,7.929401655341494,932
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,101,30,6005.0,4125.0,14785,285,0,700,285,233,94,88,3.776398270907775,657
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,102,30,5336.0,3741.0,15845,278,0,700,278,259,86,77,4.219039429342492,652
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,103,30,5136.0,3876.0,15899,289,0,714,289,257,84,84,4.26277846608893,665
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,104,30,5138.0,3566.0,16218,278,0,700,278,257,87,78,4.203918234930535,651
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,105,30,5714.0,4193.0,15010,283,0,711,283,243,93,92,3.5625206415507074,657
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,106,30,5273.0,3919.0,15727,281,0,701,281,242,90,88,4.152613694859569,654
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,107,30,5551.0,3470.0,15889,290,0,720,290,258,97,75,4.453460311994991,666
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,108,30,6393.0,4397.0,14128,282,0,709,282,233,100,94,3.560211250327612,660
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,109,30,6092.0,3953.0,14875,280,0,707,280,241,100,86,3.340945438963597,660
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,110,30,6081.0,4242.0,14596,281,0,717,281,239,108,89,3.7163011891838047,669
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,111,30,6023.0,3629.0,15266,282,0,701,282,246,93,80,3.910952530671971,654
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,112,30,5923.0,3694.0,15297,286,0,710,286,245,99,80,4.52433914398676,657
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,113,30,6001.0,3624.0,15290,285,0,715,285,254,99,77,4.0756647881995836,666
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,114,30,6312.0,3826.0,14776,286,0,709,286,236,102,85,3.5120392802569036,652
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,115,30,6475.0,4044.0,14402,279,0,709,279,238,105,87,3.3849586528121582,661
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,116,30,5829.0,4060.0,15034,277,0,706,277,240,99,90,4.003313379327419,655
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,117,30,6076.0,3878.0,14967,279,0,707,279,240,103,85,3.8271540695516357,659
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,118,30,5681.0,3194.0,16043,282,0,709,282,262,97,68,4.530659320613808,659
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,119,30,4763.0,3729.0,16428,280,0,698,280,257,78,83,4.900443952052617,649
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,120,30,5784.0,3886.0,15242,288,0,699,288,236,90,85,4.697375315570976,649
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,121,30,5890.0,4566.0,14463,281,0,705,281,232,93,99,3.7790813112758523,656
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,122,30,6705.0,3173.0,15045,277,0,694,277,241,108,68,3.7177233017117013,651
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,123,30,5375.0,4332.0,15215,278,0,706,278,245,88,95,4.574607135969415,662
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,124,30,5686.0,3325.0,15900,289,0,708,289,255,92,72,3.8389319507565336,657
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,125,30,6012.0,3922.0,14986,280,0,706,280,240,100,86,3.826556688732188,662
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,126,30,5402.0,4590.0,14920,288,0,719,288,244,89,98,3.9612604299967953,664
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,127,30,6299.0,3568.0,15052,281,0,708,281,249,102,76,3.6575972885506167,668
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,128,30,6344.0,4043.0,14524,289,0,714,289,231,104,90,3.373160912447348,651
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,129,30,5336.0,3493.0,16088,283,0,705,283,255,92,75,4.573911160262306,658
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,130,30,5301.0,4337.0,15275,287,0,720,287,245,95,93,4.220521281270292,671
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,131,30,5927.0,4101.0,14893,279,0,700,279,237,97,87,3.6178368835891836,652
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,132,30,6476.0,3551.0,14894,279,0,701,279,243,102,77,4.241397289583984,650
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,133,30,6045.0,3150.0,15726,279,0,690,279,247,96,68,3.7348908807588392,648
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,134,30,5214.0,4241.0,15466,279,0,702,279,247,86,90,4.394705639555464,654
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,135,30,6105.0,3723.0,15091,281,0,704,281,246,98,79,3.6015125264727805,665
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,136,30,6164.0,3700.0,15062,274,0,690,274,240,95,81,4.186852875612003,642
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,137,30,7140.0,4476.0,13307,277,0,702,277,219,111,95,3.2196679410873963,650
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,138,30,5413.0,4468.0,15040,279,0,707,279,245,89,94,3.813826042809316,657
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,139,30,6163.0,4075.0,14680,282,0,700,282,234,97,87,3.7723467467711025,647
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,140,30,5054.0,4253.0,15608,285,0,705,285,243,84,93,4.456551231300218,664
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,141,30,5274.0,3238.0,16408,280,0,711,280,267,93,71,4.286612549175052,662
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,142,30,5570.0,4727.0,14623,280,0,708,280,239,89,100,4.143526940284477,650
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,143,30,5243.0,3671.0,16000,286,0,715,286,259,89,81,3.932096534104001,657
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,144,30,5253.0,3530.0,16129,288,0,713,288,262,86,77,4.594938367416736,666
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,145,30,5731.0,4372.0,14816,281,0,701,281,234,92,94,4.1032436822407075,646
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,146,30,6272.0,3282.0,15361,285,0,710,285,253,104,68,4.28775532850369,656
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,147,30,5456.0,4035.0,15426,283,0,706,283,246,91,86,4.475464124893258,662
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,148,30,5758.0,4042.0,15108,292,0,717,292,248,92,85,4.52431067206014,675
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,149,30,6342.0,3565.0,15016,277,0,688,277,238,98,75,3.457859984465832,649
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,150,30,5866.0,3857.0,15197,280,0,712,280,247,100,85,3.808377336718837,663
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,151,30,5323.0,3535.0,16050,292,0,718,292,263,87,76,4.325608536485949,661
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,152,30,5669.0,3640.0,15605,286,0,702,286,243,94,79,4.001016290592353,645
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,153,30,5350.0,4126.0,15447,277,0,703,277,248,88,90,4.162878904868388,659
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,154,30,5294.0,3240.0,16377,289,0,720,289,264,95,72,4.316875095510765,664
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,155,30,6800.0,3514.0,14598,288,0,713,288,239,113,73,4.4563737056705115,667
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,156,30,5666.0,3726.0,15530,278,0,708,278,248,97,85,3.9272668992905504,656
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,157,30,5069.0,4629.0,15218,284,0,708,284,242,84,98,4.731333397339828,654
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,158,30,6055.0,4325.0,14549,271,0,687,271,228,98,90,3.3163013634851017,649
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,159,30,5810.0,3564.0,15538,288,0,715,288,252,99,76,4.2067125582136615,659
20,20,840,basic,0.1,analytic,1.7623826407286587,1.0512710963760241,160,30,5656.0,4053.0,15213,278,0,717,278,250,100,89,4.5364275845921656,666
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,101,30,4239.0,6253.0,14310,398,0,857,398,263,69,127,6.539559474336185,816
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,102,30,5196.0,6497.0,13114,393,0,853,393,240,85,135,4.592492575297978,809
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,103,30,4125.0,6293.0,14385,397,0,850,397,258,65,130,6.790260502866863,808
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,104,30,4674.0,6443.0,13695,388,0,847,388,252,74,133,6.364264429980242,792
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,105,30,4625.0,5539.0,14638,398,0,855,398,267,78,112,5.071517329996056,815
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,106,30,4361.0,6013.0,14441,385,0,837,385,260,68,124,5.326935433408057,790
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,107,30,4811.0,6261.0,13735,393,0,849,393,247,76,133,5.845451259517046,801
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,108,30,4511.0,6387.0,13906,396,0,861,396,253,76,136,5.586214520528687,812
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,109,30,4409.0,7000.0,13409,382,0,848,382,249,72,145,5.383567332125359,804
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,110,30,4738.0,6625.0,13444,393,0,859,393,245,83,138,5.687824644597225,811
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,111,30,5162.0,6441.0,13208,389,0,850,389,244,83,134,4.581860452077318,802
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,112,30,3876.0,7061.0,13871,392,0,855,392,252,66,145,6.256282839679532,808
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,113,30,5096.0,5641.0,14054,409,0,877,409,265,85,118,4.70721181053557,833
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,114,30,4102.0,6423.0,14276,399,0,847,399,248,65,135,6.4501274619033975,820
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,115,30,4814.0,6248.0,13750,388,0,848,388,251,79,130,5.5285738459210085,808
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,116,30,4543.0,5621.0,14636,400,0,868,400,270,77,121,6.800531707683222,820
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,117,30,4576.0,5879.0,14338,407,0,871,407,265,73,126,6.529205019937692,821
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,118,30,4019.0,6433.0,14350,398,0,864,398,262,71,133,7.287749344022163,815
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,119,30,4631.0,6387.0,13781,401,0,870,401,258,78,133,5.788411589589286,809
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,120,30,3918.0,5907.0,14966,409,0,865,409,264,68,124,8.234684488696233,822
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,121,30,4450.0,6373.0,13973,404,0,867,404,260,73,130,6.445361281323413,826
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,122,30,4565.0,5931.0,14305,399,0,852,399,256,74,123,7.360431247420445,808
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,123,30,3862.0,5824.0,15108,406,0,868,406,275,65,122,7.264028107162762,820
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,124,30,4202.0,5556.0,15038,404,0,860,404,269,73,114,5.188148975871396,815
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,125,30,4201.0,6502.0,14104,393,0,851,393,257,67,134,5.64994274821915,816
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,126,30,4309.0,5928.0,14559,404,0,862,404,264,71,123,5.781138340173552,819
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,127,30,4799.0,6220.0,13785,396,0,867,396,257,84,130,5.583101865491526,818
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,128,30,4955.0,6219.0,13638,388,0,856,388,250,85,133,6.203907581584502,812
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,129,30,4040.0,5341.0,15411,408,0,871,408,280,70,113,7.390572146436566,830
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,130,30,4732.0,6705.0,13365,398,0,869,398,254,77,140,4.469435260984692,829
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,131,30,4580.0,6024.0,14208,388,0,837,388,252,72,125,5.941000275490151,793
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,132,30,5492.0,6255.0,13072,381,0,844,381,236,95,132,5.287572738469833,799
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,133,30,4278.0,5933.0,14597,392,0,849,392,262,68,127,7.269266256590514,804
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,134,30,4255.0,6434.0,14116,395,0,859,395,261,71,132,5.695562254200353,817
20,20,840,basic,0.1,oracle,1.4092547238427402,1.0886027574077382,135,30,4774.0,6743.0,13295,388,0,845,388,239,77,141,4.696369929498322,803
