method,churn,N_visitor,N_native,W_eff,seed,visit,efficiency,util_v,util_n,collision_rate,tau0_mean
cold_nv,0.0,10,0,50,42,19,0.7391304347826086,0.5319999999999999,0.0,0.18783993783993785,0.1
cold_nv,0.0,10,0,50,42,20,1.105263157894737,0.588,0.0,0.14873737373737375,0.1
cold_nv,0.0,10,0,50,42,21,1.0555555555555556,0.46799999999999997,0.0,0.2111111111111111,0.1
cold_nv,0.0,10,0,50,42,22,1.1578947368421053,0.632,0.0,0.16713286713286712,0.1
cold_nv,0.0,10,0,50,42,23,0.7619047619047619,0.44000000000000006,0.0,0.2376479076479076,0.1
cold_nv,0.0,10,0,50,42,24,1.0,0.4800000000000001,0.0,0.25555555555555554,0.1
cold_nv,0.0,10,0,50,42,25,0.9375,0.4680000000000001,0.0,0.23166666666666663,0.1
cold_nv,0.0,10,0,50,42,26,0.8,0.388,0.0,0.3561111111111111,0.1
cold_nv,0.0,10,0,50,42,27,0.9473684210526315,0.5599999999999999,0.0,0.21484848484848484,0.1
cold_nv,0.0,10,0,50,42,28,0.6666666666666666,0.368,0.0,0.22706293706293706,0.1
cold_nv,0.0,10,0,50,42,29,1.0,0.616,0.0,0.11487179487179486,0.1
cold_high,0.0,10,0,50,42,0,0.17647058823529413,0.068,0.0,0.8933333333333333,0.5
cold_high,0.0,10,0,50,42,1,0.29411764705882354,0.1,0.0,0.7449999999999999,0.5
cold_high,0.0,10,0,50,42,2,0.3333333333333333,0.1,0.0,0.8099999999999999,0.5
cold_high,0.0,10,0,50,42,3,0.0,0.0,0.0,1.0,0.5
cold_high,0.0,10,0,50,42,4,0.14285714285714285,0.028000000000000004,0.0,0.9199999999999999,0.5
cold_high,0.0,10,0,50,42,5,0.09523809523809523,0.06,0.0,0.9266666666666667,0.5
cold_high,0.0,10,0,50,42,6,0.14285714285714285,0.06,0.0,0.7190476190476189,0.5
cold_high,0.0,10,0,50,42,7,0.0,0.0,0.0,0.925,0.5
cold_high,0.0,10,0,50,42,8,0.2,0.036,0.0,0.8980952380952381,0.5
cold_high,0.0,10,0,50,42,9,0.1,0.028000000000000004,0.0,0.8476190476190476,0.5
cold_high,0.0,10,0,50,42,10,0.18181818181818182,0.036,0.0,0.9,0.5
