method,ppdu_dist,N,W_eff,seed,visit,successes,oracle_successes,efficiency,viable_slots_wasted,collision_rate,tau_rmse,false_trigger_rate
self_excl_only,uniform,20,20,456,1000,1.142,1.552,0.8271666666666666,4.317,0.03516008574758575,0.0,0.0
ema_fixed_low,uniform,20,20,456,1000,1.108,1.552,0.7980000000000003,4.357,0.027531925019425002,0.18463106431669826,1.2648357781107789
ema_fixed_high,uniform,20,20,456,1000,1.196,1.552,0.8651666666666665,3.823,0.03533627206127209,0.17331101457597978,1.5521952256077258
ema_adaptive,uniform,20,20,456,1000,1.152,1.552,0.8286666666666667,4.195,0.030582725607725576,0.1792207359404803,1.2137777902652909
consec_L2,uniform,20,20,456,1000,1.217,1.552,0.8833333333333333,3.468,0.03304587495837496,0.1658436611281911,1.0071960664335666
consec_L4,uniform,20,20,456,1000,1.186,1.552,0.8608333333333332,4.172,0.02986353923853923,0.1781303319128218,0.3395978341103341
oracle,uniform,20,20,789,1000,1.575,1.539,1.1354999999999997,1.086,0.18427816072816083,0.0,0.0
mfg_no_excl,uniform,20,20,789,1000,1.171,1.539,0.8576666666666667,1.077,0.1859396686646689,0.0,0.0
self_excl_only,uniform,20,20,789,1000,1.12,1.539,0.8105000000000002,4.02,0.03372668303918302,0.0,0.0
ema_fixed_low,uniform,20,20,789,1000,1.129,1.539,0.8223333333333334,4.348,0.027345504495504474,0.17997473725988486,1.2466507478632476
ema_fixed_high,uniform,20,20,789,1000,1.175,1.539,0.8511666666666666,3.729,0.031967184204684196,0.16961346469230845,1.4681086177711193
ema_adaptive,uniform,20,20,789,1000,1.155,1.539,0.8325,4.118,0.031043586968586934,0.17450399589539728,1.2366109543234545
consec_L2,uniform,20,20,789,1000,1.227,1.539,0.8933333333333334,3.531,0.03561312576312577,0.1696990881520082,0.9887506701631701
consec_L4,uniform,20,20,789,1000,1.165,1.539,0.8463333333333335,4.122,0.029355876068376044,0.1799919630470717,0.3589735236985239
oracle,uniform,20,20,1234,1000,1.554,1.546,1.1095000000000002,1.053,0.17672182539682535,0.0,0.0
mfg_no_excl,uniform,20,20,1234,1000,1.189,1.546,0.8651666666666666,1.198,0.18394606782106795,0.0,0.0
self_excl_only,uniform,20,20,1234,1000,1.102,1.546,0.7929999999999999,4.319,0.03192629176379175,0.0,0.0
ema_fixed_low,uniform,20,20,1234,1000,1.133,1.546,0.8198333333333336,4.302,0.026395838883338858,0.18497558090186272,1.237054771617273
ema_fixed_high,uniform,20,20,1234,1000,1.193,1.546,0.8664999999999999,3.628,0.03025003468753468,0.170721349920141,1.4195002344877337
ema_adaptive,uniform,20,20,1234,1000,1.154,1.546,0.8346666666666669,4.015,0.028276529026529006,0.18130794043643006,1.2343889735264746
consec_L2,uniform,20,20,1234,1000,1.214,1.546,0.887,3.595,0.03685023032523034,0.1660100539529089,1.0601554209679211
consec_L4,uniform,20,20,1234,1000,1.156,1.546,0.8358333333333335,3.962,0.026399035686535673,0.17765789854739475,0.3413071345321347
oracle,uniform,20,50,42,1000,2.697,2.748,1.0622999999999991,2.238,0.22095857166139676,0.0,0.0
mfg_no_excl,uniform,20,50,42,1000,2.399,2.748,0.9414833333333307,2.177,0.2236888135686123,0.0,0.0
self_excl_only,uniform,20,50,42,1000,2.292,2.748,0.8989666666666647,4.858,0.12168814543841494,0.0,0.0
ema_fixed_low,uniform,20,50,42,1000,2.171,2.748,0.8529333333333321,6.642,0.0756144887921691,0.11357175099579975,2.7016968231776106
ema_fixed_high,uniform,20,50,42,1000,2.325,2.748,0.9185166666666644,5.624,0.08725319616092612,0.10761098236175158,4.67088224966987
ema_adaptive,uniform,20,50,42,1000,2.191,2.748,0.8675333333333319,6.327,0.07805923075100255,0.11492545496181589,2.5177428023708273
consec_L2,uniform,20,50,42,1000,2.291,2.748,0.9024999999999981,5.523,0.08756426132918729,0.102737332453611,2.109274010471139
consec_L4,uniform,20,50,42,1000,2.189,2.748,0.8614666666666654,6.303,0.07648536055924948,0.11374263187926899,0.7644587676351409
oracle,uniform,20,50,123,1000,2.701,2.679,1.0897666666666652,2.184,0.2139699653631542,0.0,0.0
mfg_no_excl,uniform,20,50,123,1000,2.362,2.679,0.9512666666666637,2.182,0.2288944582292492,0.0,0.0
self_excl_only,uniform,20,50,123,1000,2.26,2.679,0.9051333333333315,5.092,0.12664255481532635,0.0,0.0
ema_fixed_low,uniform,20,50,123,1000,2.129,2.679,0.8502666666666646,6.584,0.07828477346232353,0.11451696335527906,2.773674777275667
ema_fixed_high,uniform,20,50,123,1000,2.269,2.679,0.9040166666666642,5.608,0.08683154721958804,0.10838908148905693,4.852883856845095
ema_adaptive,uniform,20,50,123,1000,2.154,2.679,0.8637499999999987,6.615,0.08229994622441479,0.11577129885162077,2.6680650271633284
consec_L2,uniform,20,50,123,1000,2.287,2.679,0.9161666666666644,5.687,0.08910630454431354,0.1045285669392839,2.132307141301075
consec_L4,uniform,20,50,123,1000,2.172,2.679,0.867116666666665,6.417,0.07872486406484694,0.11497717002647159,0.7118893137328892
oracle,uniform,20,50,456,1000,2.728,2.685,1.0918333333333332,2.178,0.2149610450136379,0.0,0.0
mfg_no_excl,uniform,20,50,456,1000,2.381,2.685,0.9616999999999968,2.283,0.22121167060064145,0.0,0.0
self_excl_only,uniform,20,50,456,1000,2.279,2.685,0.9093833333333315,4.892,0.12873767794884927,0.0,0.0
ema_fixed_low,uniform,20,50,456,1000,2.193,2.685,0.8770833333333312,6.76,0.07859952661178435,0.11379556195793997,2.7284809176753217
ema_fixed_high,uniform,20,50,456,1000,2.292,2.685,0.9213166666666648,5.829,0.0913961285099194,0.10844622861666353,4.952435178216731
ema_adaptive,uniform,20,50,456,1000,2.229,2.685,0.8899499999999991,6.305,0.07510689486428307,0.11319038575510387,2.463474940162464
consec_L2,uniform,20,50,456,1000,2.293,2.685,0.922499999999998,5.641,0.08949115153844561,0.10694378373229538,1.947857113566725
consec_L4,uniform,20,50,456,1000,2.225,2.685,0.8946333333333316,6.371,0.07308500503284585,0.11293502788222311,0.7410002575260449
oracle,uniform,20,50,789,1000,2.743,2.751,1.073833333333332,2.113,0.21972669312627519,0.0,0.0
mfg_no_excl,uniform,20,50,789,1000,2.388,2.751,0.9377833333333303,2.192,0.22402827665540545,0.0,0.0
self_excl_only,uniform,20,50,789,1000,2.288,2.751,0.8984333333333305,4.773,0.12036603990227657,0.0,0.0
ema_fixed_low,uniform,20,50,789,1000,2.16,2.751,0.8443666666666652,6.53,0.07625099467071135,0.11302148566137231,2.7249047947125784
ema_fixed_high,uniform,20,50,789,1000,2.278,2.751,0.8944833333333306,5.798,0.08936918002416776,0.10947175283742322,4.94756067281816
ema_adaptive,uniform,20,50,789,1000,2.171,2.751,0.8554499999999979,6.395,0.07688502057584123,0.11486858281789133,2.4414762031947235
consec_L2,uniform,20,50,789,1000,2.337,2.751,0.9139833333333314,5.54,0.0912040839928759,0.10302097704662962,2.0799649447281365
consec_L4,uniform,20,50,789,1000,2.21,2.751,0.8657666666666642,6.282,0.07740366933043816,0.11229731683304191,0.6874667736282875
oracle,uniform,20,50,1234,1000,2.716,2.704,1.0804833333333312,2.177,0.2225950220015622,0.0,0.0
mfg_no_excl,uniform,20,50,1234,1000,2.387,2.704,0.953933333333331,2.351,0.22189536754095573,0.0,0.0
self_excl_only,uniform,20,50,1234,1000,2.269,2.704,0.8987333333333322,4.871,0.11892068666242783,0.0,0.0
ema_fixed_low,uniform,20,50,1234,1000,2.176,2.704,0.8581999999999985,6.623,0.0748835034869781,0.11745128102258097,2.7251770061217306
ema_fixed_high,uniform,20,50,1234,1000,2.276,2.704,0.9071166666666649,5.771,0.09076923020089539,0.11122073509194257,4.702972128814936
ema_adaptive,uniform,20,50,1234,1000,2.17,2.704,0.857583333333332,6.663,0.0802391014480638,0.11267060324892442,2.6511191017935536
consec_L2,uniform,20,50,1234,1000,2.291,2.704,0.907649999999999,5.678,0.08767909177487668,0.10804644740538835,2.0431419501646673
consec_L4,uniform,20,50,1234,1000,2.224,2.704,0.8865666666666645,6.545,0.07523050158843199,0.11022431381206092,0.8166570893843944
oracle,uniform,20,100,42,1000,4.749,4.771,1.0288452380952373,4.232,0.23386646699494582,0.0,0.0
mfg_no_excl,uniform,20,100,42,1000,4.406,4.771,0.9553678571428567,4.131,0.24490065464696203,0.0,0.0
self_excl_only,uniform,20,100,42,1000,4.328,4.771,0.9411654761904746,6.538,0.18272637824435173,0.0,0.0
ema_fixed_low,uniform,20,100,42,1000,4.091,4.771,0.8891595238095235,11.014,0.08661983845124031,0.08418339785921176,4.810552343549778
ema_fixed_high,uniform,20,100,42,1000,4.328,4.771,0.9410749999999992,9.437,0.10899780377381271,0.07668112529828577,6.482899247866959
ema_adaptive,uniform,20,100,42,1000,4.155,4.771,0.9020666666666658,10.859,0.08615641208218917,0.08078160496871445,4.64781762934117
consec_L2,uniform,20,100,42,1000,4.272,4.771,0.92905,9.353,0.10774128638715248,0.07637943448297566,3.2279642028199818
consec_L4,uniform,20,100,42,1000,4.16,4.771,0.9018499999999988,11.281,0.08226959626498113,0.08180874615509523,1.3889535702139588
oracle,uniform,20,100,123,1000,4.764,4.734,1.0459067460317446,4.153,0.2465756101234778,0.0,0.0
mfg_no_excl,uniform,20,100,123,1000,4.401,4.734,0.9682876984126981,4.116,0.24411734915389363,0.0,0.0
self_excl_only,uniform,20,100,123,1000,4.336,4.734,0.9528269841269823,6.485,0.18169036448178247,0.0,0.0
ema_fixed_low,uniform,20,100,123,1000,4.115,4.734,0.9046698412698403,10.905,0.08632222890028446,0.0817340776073635,4.834876917158978
ema_fixed_high,uniform,20,100,123,1000,4.253,4.734,0.9341916666666646,9.277,0.11096723061049713,0.07768989496825217,6.391194818000293
ema_adaptive,uniform,20,100,123,1000,4.146,4.734,0.9118968253968236,10.926,0.08950062964600823,0.08083523923208989,4.866956674986302
consec_L2,uniform,20,100,123,1000,4.29,4.734,0.9423746031746024,9.58,0.1055528455796728,0.07393775305764445,3.3602863143817454
consec_L4,uniform,20,100,123,1000,4.132,4.734,0.9068071428571418,11.272,0.0849988259342292,0.08159627106411717,1.3678471875068268
oracle,uniform,20,100,456,1000,4.79,4.777,1.0390162698412702,4.04,0.23747269150301706,0.0,0.0
mfg_no_excl,uniform,20,100,456,1000,4.426,4.777,0.9617158730158712,4.28,0.244947310816218,0.0,0.0
self_excl_only,uniform,20,100,456,1000,4.389,4.777,0.9513841269841256,6.843,0.18145098888299355,0.0,0.0
ema_fixed_low,uniform,20,100,456,1000,4.165,4.777,0.9035448412698402,11.156,0.08423417415641506,0.08434662749925333,4.8850274482809
ema_fixed_high,uniform,20,100,456,1000,4.3,4.777,0.9328563492063483,9.236,0.11243347256613959,0.07496761672246534,6.468765313569857
ema_adaptive,uniform,20,100,456,1000,4.212,4.777,0.9119488095238091,10.678,0.08568593068646946,0.08094515640555924,4.582909064544375
consec_L2,uniform,20,100,456,1000,4.314,4.777,0.9353277777777762,9.519,0.1084813214599698,0.0743976628954686,3.2366893870428175
consec_L4,uniform,20,100,456,1000,4.165,4.777,0.9055234126984104,11.221,0.08295127788153232,0.08150154111918231,1.3771987889499817
oracle,uniform,20,100,789,1000,4.785,4.81,1.0314611111111105,4.005,0.24151881533150052,0.0,0.0
mfg_no_excl,uniform,20,100,789,1000,4.437,4.81,0.9593158730158711,4.127,0.24061586569161297,0.0,0.0
self_excl_only,uniform,20,100,789,1000,4.367,4.81,0.9400261904761893,6.433,0.1755683632415254,0.0,0.0
ema_fixed_low,uniform,20,100,789,1000,4.133,4.81,0.8935492063492046,10.862,0.0854887941670474,0.08459517879440642,4.732516381483803
ema_fixed_high,uniform,20,100,789,1000,4.346,4.81,0.9377837301587285,9.203,0.10748569230379651,0.07479289368276534,6.5296115013204155
ema_adaptive,uniform,20,100,789,1000,4.135,4.81,0.8915531746031725,10.792,0.09068700794989704,0.07961014674054047,4.645389693360706
consec_L2,uniform,20,100,789,1000,4.259,4.81,0.9202611111111104,9.239,0.11087221286932485,0.07253410321319238,3.258747803793585
consec_L4,uniform,20,100,789,1000,4.181,4.81,0.9026773809523798,11.248,0.0835560528490659,0.08311501298775498,1.363263865613512
oracle,uniform,20,100,1234,1000,4.755,4.696,1.0495845238095225,4.039,0.23713642508756597,0.0,0.0
mfg_no_excl,uniform,20,100,1234,1000,4.422,4.696,0.9761142857142844,4.273,0.2448647585733397,0.0,0.0
self_excl_only,uniform,20,100,1234,1000,4.33,4.696,0.9561654761904755,6.595,0.17494110517980085,0.0,0.0
ema_fixed_low,uniform,20,100,1234,1000,4.161,4.696,0.9180869047619039,10.875,0.08691560305918959,0.08292754237827413,4.880861479173024
ema_fixed_high,uniform,20,100,1234,1000,4.311,4.696,0.9514047619047592,9.605,0.10933530030110976,0.07651746793818792,6.321958762133604
ema_adaptive,uniform,20,100,1234,1000,4.184,4.696,0.9225619047619035,10.757,0.09031534495350568,0.08112394308436763,4.725219755950806
consec_L2,uniform,20,100,1234,1000,4.314,4.696,0.9528404761904756,9.353,0.10591657123514195,0.07477304580883135,3.283920212439198
consec_L4,uniform,20,100,1234,1000,4.226,4.696,0.9321857142857116,11.337,0.08121167386105003,0.08331434596152365,1.4028046419150828
oracle,uniform,20,200,42,1000,8.786,8.804,1.0114290681540687,8.021,0.24678626052668212,0.0,0.0
mfg_no_excl,uniform,20,200,42,1000,8.52,8.804,0.980579886779888,7.951,0.25230824712294,0.0,0.0
self_excl_only,uniform,20,200,42,1000,8.493,8.804,0.9775245032745041,10.402,0.213857467054534,0.0,0.0
ema_fixed_low,uniform,20,200,42,1000,8.155,8.804,0.9402652347652363,18.519,0.09335764444983251,0.06633414923988103,6.995751015361562
ema_fixed_high,uniform,20,200,42,1000,8.286,8.804,0.9541330475080483,16.866,0.114031719095853,0.0634368155826746,7.475442310494092
ema_adaptive,uniform,20,200,42,1000,8.178,8.804,0.941050929625931,18.556,0.0946907575183359,0.06575546290600541,6.949560306211512
consec_L2,uniform,20,200,42,1000,8.287,8.804,0.9532042957042973,17.173,0.10911135654575647,0.062328913906494435,4.16066314096564
consec_L4,uniform,20,200,42,1000,8.008,8.804,0.9214340159840176,21.464,0.07566351377435733,0.06942397252148141,2.160072213065032
oracle,uniform,20,200,123,1000,8.809,8.808,1.0130819957819965,7.705,0.2501792793932713,0.0,0.0
mfg_no_excl,uniform,20,200,123,1000,8.45,8.808,0.9723576451326453,7.857,0.25785722070683426,0.0,0.0
self_excl_only,uniform,20,200,123,1000,8.474,8.808,0.9753933122433132,10.114,0.21902761640582039,0.0,0.0
ema_fixed_low,uniform,20,200,123,1000,8.1,8.808,0.9318336052836079,18.471,0.09261235274617892,0.06626417457759196,6.978608643918503
ema_fixed_high,uniform,20,200,123,1000,8.224,8.808,0.9460538600288623,16.812,0.11632188967587369,0.06413991529045705,7.478281217371575
ema_adaptive,uniform,20,200,123,1000,8.118,8.808,0.9337578532578559,18.399,0.09776203511027082,0.06651031355744903,7.032914595291713
consec_L2,uniform,20,200,123,1000,8.229,8.808,0.9478185092685105,17.333,0.10761799677583689,0.061627656058635016,4.145188479286378
consec_L4,uniform,20,200,123,1000,7.988,8.808,0.919048293373297,21.882,0.07695892188965621,0.0710383931817969,2.1500846414038546
oracle,uniform,20,200,456,1000,8.861,8.894,1.009529989454989,7.831,0.24877725621156316,0.0,0.0
mfg_no_excl,uniform,20,200,456,1000,8.591,8.894,0.978682184482184,8.199,0.2567667789632413,0.0,0.0
self_excl_only,uniform,20,200,456,1000,8.56,8.894,0.9734350899100905,10.517,0.21586914053639564,0.0,0.0
ema_fixed_low,uniform,20,200,456,1000,8.236,8.894,0.9377647602397617,18.705,0.09531201737780491,0.06352479451964299,7.157529964078297
ema_fixed_high,uniform,20,200,456,1000,8.288,8.894,0.9432771450771469,16.93,0.11836678590448885,0.06321513644675453,7.562561530155853
ema_adaptive,uniform,20,200,456,1000,8.234,8.894,0.9374906149406156,18.521,0.09244030287168857,0.06532352411112145,6.885589971020663
consec_L2,uniform,20,200,456,1000,8.325,8.894,0.9475795482295487,17.557,0.10909676998414691,0.06332264895507571,4.149809659072251
consec_L4,uniform,20,200,456,1000,8.089,8.894,0.9207562520812528,21.594,0.07590887055136776,0.06901052681336707,2.1240006156979185
oracle,uniform,20,200,789,1000,8.869,8.84,1.0170490065490065,7.752,0.25096440456169194,0.0,0.0
mfg_no_excl,uniform,20,200,789,1000,8.538,8.84,0.9795941475191486,8.02,0.24824890454688764,0.0,0.0
self_excl_only,uniform,20,200,789,1000,8.546,8.84,0.978669172494174,9.961,0.21481488364458803,0.0,0.0
ema_fixed_low,uniform,20,200,789,1000,8.164,8.84,0.9359098540348562,18.464,0.09661518366968669,0.06451500352491424,7.057698300243022
ema_fixed_high,uniform,20,200,789,1000,8.391,8.84,0.9619394938394946,16.791,0.11288282772081927,0.0634721763081477,7.345324661292558
ema_adaptive,uniform,20,200,789,1000,8.176,8.84,0.9377178710178721,18.767,0.09499451820499716,0.06520867977245287,7.003544111046538
consec_L2,uniform,20,200,789,1000,8.309,8.84,0.9517897352647373,16.95,0.10777829003624106,0.06109300890002166,4.086554292033049
consec_L4,uniform,20,200,789,1000,8.075,8.84,0.9262511460761479,21.923,0.07634738762119835,0.06868044463455723,2.143481542736012
oracle,uniform,20,200,1234,1000,8.851,8.798,1.0197868242868247,7.741,0.25002415525072114,0.0,0.0
mfg_no_excl,uniform,20,200,1234,1000,8.49,8.798,0.9782416250416255,8.024,0.25202125465545705,0.0,0.0
self_excl_only,uniform,20,200,1234,1000,8.493,8.798,0.9772199578199582,10.301,0.21028505791433624,0.0,0.0
ema_fixed_low,uniform,20,200,1234,1000,8.126,8.798,0.9350676490176517,18.401,0.0936561339979597,0.06797436560524614,6.894579401964424
ema_fixed_high,uniform,20,200,1234,1000,8.269,8.798,0.9525232794982812,16.721,0.1153047605204818,0.06256806974669248,7.498833013085847
ema_adaptive,uniform,20,200,1234,1000,8.226,8.798,0.9476428044178065,18.785,0.09471252401654302,0.06728040841929363,7.043753992061281
consec_L2,uniform,20,200,1234,1000,8.274,8.798,0.9536420107670124,17.153,0.11085476861137568,0.06066169527880613,4.1632336073892775
consec_L4,uniform,20,200,1234,1000,8.116,8.798,0.93524881784882,21.907,0.07577181759564024,0.07141081406603708,2.1010535492009654
oracle,uniform,30,20,42,1000,1.605,1.61,1.1175000000000002,1.176,0.193355860805861,0.0,0.0
mfg_no_excl,uniform,30,20,42,1000,1.158,1.61,0.8138333333333336,1.169,0.1977213217338219,0.0,0.0
self_excl_only,uniform,30,20,42,1000,1.114,1.61,0.7761666666666669,4.335,0.034494323731823734,0.0,0.0
ema_fixed_low,uniform,30,20,42,1000,1.107,1.61,0.7683333333333334,4.426,0.02908964230214229,0.12861016187569513,1.4154071803196808
ema_fixed_high,uniform,30,20,42,1000,1.176,1.61,0.8141666666666667,3.899,0.03384345376845376,0.12211528146377305,1.6267619616494606
ema_adaptive,uniform,30,20,42,1000,1.178,1.61,0.8185000000000001,4.172,0.030892511655011636,0.12474628160248323,1.381198545898546
consec_L2,uniform,30,20,42,1000,1.206,1.61,0.8398333333333338,3.883,0.037825251137751176,0.12153067292518176,1.093744165556666
consec_L4,uniform,30,20,42,1000,1.15,1.61,0.8036666666666668,4.331,0.02805149572649572,0.12952223530301668,0.41541785991786
oracle,uniform,30,20,123,1000,1.617,1.589,1.1501666666666663,1.221,0.18986620046620062,0.0,0.0
mfg_no_excl,uniform,30,20,123,1000,1.181,1.589,0.8395000000000001,1.197,0.19068529248529262,0.0,0.0
self_excl_only,uniform,30,20,123,1000,1.124,1.589,0.7963333333333334,4.575,0.031670890220890195,0.0,0.0
ema_fixed_low,uniform,30,20,123,1000,1.123,1.589,0.8045000000000004,4.586,0.029567871017870995,0.13670372256319024,1.4694426559551566
ema_fixed_high,uniform,30,20,123,1000,1.194,1.589,0.8450000000000001,4.135,0.035936833999334006,0.130280493159962,1.7913786269286278
ema_adaptive,uniform,30,20,123,1000,1.185,1.589,0.8375000000000001,4.297,0.029873573648573654,0.12802199698213082,1.5020248126873121
consec_L2,uniform,30,20,123,1000,1.246,1.589,0.8835000000000001,3.991,0.035179095904095924,0.12554639823978636,1.1840406399156398
consec_L4,uniform,30,20,123,1000,1.181,1.589,0.8433333333333336,4.287,0.027007721445221428,0.12953088840066132,0.4325999042624044
oracle,uniform,30,20,456,1000,1.636,1.604,1.153666666666667,1.246,0.18676354756354743,0.0,0.0
mfg_no_excl,uniform,30,20,456,1000,1.203,1.604,0.8553333333333336,1.168,0.18345510461760456,0.0,0.0
self_excl_only,uniform,30,20,456,1000,1.142,1.604,0.8086666666666669,4.469,0.03466329365079364,0.0,0.0
ema_fixed_low,uniform,30,20,456,1000,1.13,1.604,0.8003333333333335,4.596,0.03110766733266733,0.13172829611502068,1.4326721875346875
ema_fixed_high,uniform,30,20,456,1000,1.215,1.604,0.8583333333333336,4.017,0.03484779526029528,0.12226209266816612,1.7833920593295587
ema_adaptive,uniform,30,20,456,1000,1.168,1.604,0.8243333333333334,4.213,0.033691297591297575,0.12406508515783252,1.498939663114663
consec_L2,uniform,30,20,456,1000,1.23,1.604,0.8743333333333339,3.646,0.03769919247419249,0.11906817498750592,1.1957893315018318
consec_L4,uniform,30,20,456,1000,1.181,1.604,0.8341666666666668,4.344,0.02928008796758794,0.12790853111117134,0.41842451437451433
oracle,uniform,30,20,789,1000,1.636,1.582,1.1679999999999995,1.29,0.20257654567654562,0.0,0.0
mfg_no_excl,uniform,30,20,789,1000,1.205,1.582,0.8651666666666669,1.179,0.18663843933843935,0.0,0.0
self_excl_only,uniform,30,20,789,1000,1.141,1.582,0.8170000000000003,4.361,0.02962427572427572,0.0,0.0
ema_fixed_low,uniform,30,20,789,1000,1.136,1.582,0.8130000000000003,4.409,0.026304362304362297,0.12480508378672119,1.4590767607392612
ema_fixed_high,uniform,30,20,789,1000,1.224,1.582,0.8718333333333335,3.912,0.034777849927849935,0.12031431867316524,1.6859846250971255
ema_adaptive,uniform,30,20,789,1000,1.201,1.582,0.8625,4.004,0.03777263153513156,0.12395447168402388,1.3931092990342997
consec_L2,uniform,30,20,789,1000,1.234,1.582,0.8846666666666668,3.96,0.038059693084693105,0.12187132209243011,1.1855183774558768
consec_L4,uniform,30,20,789,1000,1.166,1.582,0.8431666666666667,4.164,0.03030784077034078,0.1263415118257058,0.41462885309135333
oracle,uniform,30,20,1234,1000,1.633,1.632,1.1319999999999995,1.154,0.20244610389610404,0.0,0.0
mfg_no_excl,uniform,30,20,1234,1000,1.182,1.632,0.8246666666666668,1.161,0.18239877344877364,0.0,0.0
self_excl_only,uniform,30,20,1234,1000,1.138,1.632,0.7933333333333332,4.385,0.035572090409590404,0.0,0.0
ema_fixed_low,uniform,30,20,1234,1000,1.128,1.632,0.7816666666666667,4.482,0.024685185647685647,0.13205159455426602,1.39110613969364
ema_fixed_high,uniform,30,20,1234,1000,1.219,1.632,0.8485000000000008,4.046,0.02954824758574758,0.12765008349638046,1.6333824481074481
ema_adaptive,uniform,30,20,1234,1000,1.198,1.632,0.8299999999999997,4.325,0.03357939282939283,0.12921661179547658,1.5090824661449662
consec_L2,uniform,30,20,1234,1000,1.269,1.632,0.8846666666666666,3.561,0.030935095460095444,0.12464536648807113,1.0658000111000117
consec_L4,uniform,30,20,1234,1000,1.159,1.632,0.8036666666666666,4.333,0.02710282911532911,0.13044798548838538,0.4264241785991784
oracle,uniform,30,50,42,1000,2.752,2.717,1.0916999999999988,2.343,0.2217996780721859,0.0,0.0
mfg_no_excl,uniform,30,50,42,1000,2.346,2.717,0.9253833333333301,2.278,0.23120725883593543,0.0,0.0
self_excl_only,uniform,30,50,42,1000,2.263,2.717,0.8898833333333313,5.093,0.11819957887285365,0.0,0.0
ema_fixed_low,uniform,30,50,42,1000,2.169,2.717,0.8515166666666659,7.048,0.07297457838501158,0.08604032062320596,3.5164583138504195
ema_fixed_high,uniform,30,50,42,1000,2.24,2.717,0.884449999999998,6.132,0.09169084322566508,0.0788928141011109,6.416152370058215
ema_adaptive,uniform,30,50,42,1000,2.221,2.717,0.8777833333333313,6.432,0.07485926011801858,0.08136813500737392,3.750054031381497
consec_L2,uniform,30,50,42,1000,2.297,2.717,0.9054166666666642,5.982,0.08870495843747757,0.07812296278920863,2.789455038025505
consec_L4,uniform,30,50,42,1000,2.238,2.717,0.884333333333331,6.754,0.07068269612956521,0.08303015828503511,0.9673680041379277
oracle,uniform,30,50,123,1000,2.778,2.683,1.115316666666667,2.461,0.2219258349067813,0.0,0.0
mfg_no_excl,uniform,30,50,123,1000,2.36,2.683,0.9538333333333308,2.326,0.2356242114223927,0.0,0.0
self_excl_only,uniform,30,50,123,1000,2.232,2.683,0.8989666666666649,5.163,0.12471089681866597,0.0,0.0
ema_fixed_low,uniform,30,50,123,1000,2.151,2.683,0.8687833333333321,7.16,0.07645056671770113,0.08436567266430339,3.9519026838739215
ema_fixed_high,uniform,30,50,123,1000,2.253,2.683,0.9107833333333318,5.942,0.09037887616240052,0.08070912169735557,6.676430188152698
ema_adaptive,uniform,30,50,123,1000,2.232,2.683,0.9003833333333316,6.537,0.07895175628806307,0.08301207356813838,3.9688792746169628
consec_L2,uniform,30,50,123,1000,2.374,2.683,0.9510333333333321,6.051,0.08288483155284934,0.07953764789402952,2.7119649337754494
consec_L4,uniform,30,50,123,1000,2.25,2.683,0.9059333333333323,6.871,0.07805389976443104,0.083228729115043,0.9001455858072274
oracle,uniform,30,50,456,1000,2.806,2.754,1.1037166666666665,2.391,0.22721343279183853,0.0,0.0
mfg_no_excl,uniform,30,50,456,1000,2.41,2.754,0.9476666666666637,2.296,0.2249819009550822,0.0,0.0
self_excl_only,uniform,30,50,456,1000,2.281,2.754,0.9018166666666642,5.255,0.12503727064895326,0.0,0.0
ema_fixed_low,uniform,30,50,456,1000,2.185,2.754,0.8584666666666646,6.66,0.06983134346320416,0.08542891449060828,3.285119105813414
ema_fixed_high,uniform,30,50,456,1000,2.303,2.754,0.9055166666666646,6.237,0.09301431516330731,0.07838391908567342,7.04847591081209
ema_adaptive,uniform,30,50,456,1000,2.229,2.754,0.8775999999999979,6.466,0.07748691993443704,0.08128393066138728,3.9012201227696774
consec_L2,uniform,30,50,456,1000,2.33,2.754,0.915066666666665,5.917,0.09372069198736682,0.07454596761684705,2.824264677314862
consec_L4,uniform,30,50,456,1000,2.25,2.754,0.886133333333331,6.407,0.07476240367553104,0.0798875499537982,0.9592531667159591
oracle,uniform,30,50,789,1000,2.77,2.783,1.067266666666666,2.328,0.225297147108138,0.0,0.0
mfg_no_excl,uniform,30,50,789,1000,2.43,2.783,0.9379166666666642,2.343,0.22647582613464984,0.0,0.0
self_excl_only,uniform,30,50,789,1000,2.302,2.783,0.8857166666666649,5.313,0.12444281565723289,0.0,0.0
ema_fixed_low,uniform,30,50,789,1000,2.187,2.783,0.8398999999999979,6.865,0.07526366838522919,0.08606563964482111,3.4930359287743014
ema_fixed_high,uniform,30,50,789,1000,2.286,2.783,0.8815833333333315,6.028,0.08946642047081714,0.07798826536857448,6.80496445746761
ema_adaptive,uniform,30,50,789,1000,2.223,2.783,0.8557333333333311,6.634,0.07864114024389655,0.08085167213438607,4.072347668772749
consec_L2,uniform,30,50,789,1000,2.287,2.783,0.8850499999999972,5.919,0.08709082317581736,0.0775295270753921,2.6157024042573367
consec_L4,uniform,30,50,789,1000,2.196,2.783,0.848216666666665,6.817,0.07644605980345556,0.08206868207744096,0.9480809575277621
oracle,uniform,30,50,1234,1000,2.793,2.742,1.1094999999999988,2.374,0.22310810467482314,0.0,0.0
mfg_no_excl,uniform,30,50,1234,1000,2.407,2.742,0.9508833333333319,2.322,0.21606492164526192,0.0,0.0
self_excl_only,uniform,30,50,1234,1000,2.339,2.742,0.9241499999999981,5.18,0.11813119592237807,0.0,0.0
