access,w_eff,n_vis,n_nat,alpha,c0,c_med,c_lo,c_hi,T,rho,J
rts,420,50,10,0.25,1.05,1.1811205896881027,1.1266739567172652,1.2479788742209743,0.7267195767195767,0.48691521432619284,-0.4486941273512808
rts,420,50,10,0.25,1.2,1.1939347207298305,1.1326005239300183,1.2801394968594129,0.7264434523809524,0.48902923533774406,-0.4475199618055102
rts,420,50,10,0.25,2.5,1.1872538635564869,1.079851582790753,1.2507921781856703,0.7242493386243387,0.4805074972931962,-0.45690971947666104
rts,420,50,10,0.5,1.05,1.2380949832200026,1.1442565302173857,1.3408112760659716,0.7266534391534392,0.5075179332170451,-0.5492989914498948
rts,420,50,10,0.5,1.2,1.2236963549834303,1.1376030441054152,1.2952556310617196,0.7219708994708994,0.5209394823239677,-0.5384016069972705
rts,420,50,10,0.5,2.5,1.2134646140807412,1.1728131757460896,1.3075083572932862,0.7261739417989418,0.5202789331610584,-0.5334250811755956
rts,420,50,10,1.0,1.05,1.2927767823251557,1.2319368123165175,1.3953930061679307,0.723558201058201,0.5723669273105377,-0.634910406351173
rts,420,50,10,1.0,1.2,1.3002012176605575,1.2418728618624846,1.3754901803657358,0.7257953042328041,0.5741051092985665,-0.6284487455007494
rts,420,50,10,1.0,2.5,1.324720607828358,1.2429752141446144,1.4184673976848245,0.7227843915343914,0.5786502856078155,-0.6239156555267261
rts,420,50,20,0.25,1.05,1.2769757356572047,1.1474779317479231,1.3827271368196716,0.6570089285714286,0.5147715116912341,-0.5302923425416418
rts,420,50,20,0.25,1.2,1.2657219015245182,1.1664648006046205,1.383727050080552,0.6559540343915344,0.509084836030544,-0.5356182709300494
rts,420,50,20,0.25,2.5,1.2754662053886572,1.1680646891867166,1.3865164438056086,0.6589947089947089,0.5126702737066521,-0.5286366526071866
rts,420,50,20,0.5,1.05,1.3452038545355458,1.2434823417417802,1.3993282440861885,0.658915343915344,0.5444027692839076,-0.602032296526298
rts,420,50,20,0.5,1.2,1.3579008323704431,1.2355436502797017,1.4844126184549635,0.6582324735449735,0.5545408913918792,-0.5920198718816843
rts,420,50,20,0.5,2.5,1.3331957053365593,1.251903752819787,1.4344191175467647,0.6586805555555556,0.5517266873836278,-0.5943521271423606
rts,420,50,20,1.0,1.05,1.4755370541433193,1.4015296132270116,1.6288662328768886,0.6609259259259259,0.6142647101923163,-0.6516033748532863
rts,420,50,20,1.0,1.2,1.482803858625125,1.369582300067642,1.5896762635532533,0.6563244047619047,0.6014998535020313,-0.6794984519666777
rts,420,50,20,1.0,2.5,1.4827482961838747,1.4037516645565846,1.6030455118868017,0.6578488756613756,0.6237861994780634,-0.6415145818851851
rts,1680,5,0,0.25,1.05,1.0718197262801836,1.065188447254972,1.07944703240022,0.7577839781746031,1.0,-0.27735692317247224
rts,1680,5,0,0.25,1.2,1.0736159704678658,1.063489623470841,1.0814246628715523,0.7587437996031747,1.0,-0.27609110849924917
rts,1680,5,0,0.25,2.5,1.0721078164687934,1.0629694609523899,1.081070060138653,0.7578592096560847,1.0,-0.27725764983142814
rts,1680,5,0,0.5,1.05,1.081087301784047,1.07181678562382,1.0888220394374517,0.7556518683862435,1.0,-0.28017450041398767
rts,1680,5,0,0.5,1.2,1.0798199054033875,1.0718992985677758,1.088465823592676,0.7567782738095238,1.0,-0.2786849696249384
rts,1680,5,0,0.5,2.5,1.0792628905276134,1.0722193402292153,1.0905638908089283,0.7574198082010583,1.0,-0.2778376109635555
rts,1680,5,0,1.0,1.05,1.094247724372888,1.081920473454425,1.1054910496213266,0.7544957010582011,1.0,-0.2817056985264483
rts,1680,5,0,1.0,1.2,1.091110225292787,1.08230158647097,1.102986470724822,0.7524710648148147,1.0,-0.2843927351717421
rts,1680,5,0,1.0,2.5,1.0941175936779985,1.0872673645771092,1.1067285684213362,0.7543212632275133,1.0,-0.28193692316879265
rts,1680,5,5,0.25,1.05,1.1481142623490765,1.1350581502812975,1.1741895895187788,0.7627223875661375,0.9764851074183021,-0.2710027169830333
rts,1680,5,5,0.25,1.2,1.1475412690842093,1.1225445921722226,1.173507456540648,0.7633151455026455,0.9809013268658147,-0.2701772607011275
rts,1680,5,5,0.25,2.5,1.1556566490929647,1.1365754551507616,1.1715590258780804,0.762459904100529,0.965301258250533,-0.27151714471102395
rts,1680,5,5,0.5,1.05,1.162533261748833,1.14367181587347,1.1838317323987995,0.7620271164021163,1.027357204783898,-0.2721373596279834
rts,1680,5,5,0.5,1.2,1.1625735591759472,1.1432315778177518,1.1924729361333803,0.7620076884920635,1.0121252589207153,-0.2718712628734844
rts,1680,5,5,0.5,2.5,1.1605734195567536,1.1434760272607516,1.1802080735838791,0.7615670469576719,1.0171092408094546,-0.2725209621885615
rts,1680,5,5,1.0,1.05,1.175594849249856,1.1580963273830696,1.1970708925951552,0.7570196759259259,1.0925969889682081,-0.2862084507443891
rts,1680,5,5,1.0,1.2,1.1808828705427072,1.1593023855756042,1.2018077523588517,0.758343253968254,1.1019438657184766,-0.28604285948751795
rts,1680,5,5,1.0,2.5,1.1816799045146569,1.1657278475097432,1.201567640995522,0.7585701884920635,1.0879228607127212,-0.2834214228929616
rts,1680,5,10,0.25,1.05,1.193086196037871,1.1757010590616448,1.2194760002241256,0.7398276289682539,1.2372183478358845,-0.3126659937921073
rts,1680,5,10,0.25,1.2,1.1959145293836713,1.1758297071218198,1.2154085560960841,0.7411222718253968,1.2324519776517489,-0.3105104998591617
rts,1680,5,10,0.25,2.5,1.1944114964572665,1.1695449033943786,1.2256168679116055,0.7405956514550264,1.2389176864225573,-0.31177498000102344
rts,1680,5,10,0.5,1.05,1.207568743141287,1.1897424537139705,1.2368174167993324,0.7405439814814816,1.2921311503739383,-0.3332132805381975
rts,1680,5,10,0.5,1.2,1.2102319244749333,1.1972772367370317,1.2302959067285992,0.7409308862433862,1.294273284081986,-0.3331168669416752
rts,1680,5,10,0.5,2.5,1.2082427134907472,1.1884728951390204,1.2351377890429245,0.7404414682539682,1.2991315873144902,-0.3347510983938783
rts,1680,5,10,1.0,1.05,1.233421994311914,1.2042401624713417,1.2574059220696179,0.7380282738095237,1.4115543968873088,-0.42258537825191733
rts,1680,5,10,1.0,1.2,1.2315043238221233,1.2125596472377635,1.263117872700196,0.7380964781746032,1.4122510421097931,-0.4228333593256948
rts,1680,5,10,1.0,2.5,1.2449561440439683,1.2170950083661145,1.3049340829315434,0.7384255125661375,1.4082506097111718,-0.4204373570262832
rts,1680,5,20,0.25,1.05,1.2862526034945994,1.246468121918068,1.3211364100030312,0.6910305059523809,1.9141800877000723,-0.47496548284291373
rts,1680,5,20,0.25,1.2,1.2829349265413044,1.255275969705648,1.3214645246299621,0.6923809523809524,1.9072987828593237,-0.4718472111296548
rts,1680,5,20,0.25,2.5,1.2797479786295902,1.2442856373892979,1.3129370767145332,0.6915294312169312,1.8906974052158187,-0.4702745421808566
rts,1680,5,20,0.5,1.05,1.292095130065921,1.25934605708931,1.3298349148402009,0.6902314814814815,2.0202728492765947,-0.6179962853518037
rts,1680,5,20,0.5,1.2,1.2866821743779107,1.2427653343485967,1.3237708850181942,0.6922023809523811,2.0226615709088898,-0.6159766283571741
rts,1680,5,20,0.5,2.5,1.291901407774493,1.2651927537278738,1.347847298019541,0.6920750661375662,2.035504621651884,-0.620639197991901
rts,1680,5,20,1.0,1.05,1.3358526087412619,1.2909621934552724,1.3655344093151673,0.6904931382275133,2.2108364717341122,-0.999786688709013
rts,1680,5,20,1.0,1.2,1.3269745965473763,1.2872339388867085,1.36543475738455,0.6893299437830688,2.224698510236939,-1.0114296411824308
rts,1680,5,20,1.0,2.5,1.3295224154254772,1.294859093797895,1.382352173666095,0.6913231646825397,2.2108702275813257,-0.9986095598457541
rts,1680,20,0,0.25,1.05,1.0556008313756138,1.0498865131358848,1.0627343432839396,0.7659713955026456,1.0,-0.26661045262464245
rts,1680,20,0,0.25,1.2,1.054488728717174,1.0504664793987735,1.0608028659834188,0.76482101521164,1.0,-0.26811343957376765
rts,1680,20,0,0.25,2.5,1.0560739499421419,1.0511391469063027,1.0627375091937659,0.7653815310846562,1.0,-0.26738083603779483
rts,1680,20,0,0.5,1.05,1.0621194977243402,1.0523948610975482,1.067390926732413,0.7641426917989419,1.0,-0.26900073788450124
rts,1680,20,0,0.5,1.2,1.0609155695894303,1.0563304916655154,1.0681417707417369,0.7644601521164022,1.0,-0.2685853777753819
rts,1680,20,0,0.5,2.5,1.0613845272513316,1.055400998606524,1.069715211958418,0.765162037037037,1.0,-0.26766765446452323
rts,1680,20,0,1.0,1.05,1.0751960047823563,1.0626174461102595,1.0806267261491995,0.76234375,1.0,-0.27135770953192606
rts,1680,20,0,1.0,1.2,1.0732870629134097,1.0656882013808404,1.081155516975472,0.762743468915344,1.0,-0.27083351797154953
rts,1680,20,0,1.0,2.5,1.0727545792030937,1.0631159114038355,1.0819242075250464,0.7620072751322752,1.0,-0.27179917592338315
rts,1680,20,5,0.25,1.05,1.1114828622082793,1.0957280873499298,1.1277822820385106,0.7648412698412699,0.619314526603501,-0.3254812246807883
rts,1680,20,5,0.25,1.2,1.1130223290970207,1.095734022133646,1.1203491318310497,0.7643882275132275,0.6196720133933485,-0.3259355709042405
rts,1680,20,5,0.25,2.5,1.1101311442257642,1.0942029225658163,1.1344763001779778,0.7646378968253967,0.6235842162062532,-0.3241129760008072
rts,1680,20,5,0.5,1.05,1.1234652480566443,1.1029341921994027,1.1437774782764398,0.7636292989417989,0.650855110533977,-0.36189429695314523
rts,1680,20,5,0.5,1.2,1.1162270474218814,1.107256575193227,1.1336351603494017,0.7624871858465608,0.6537545890107873,-0.3614919551050768
rts,1680,20,5,0.5,2.5,1.1183626805743019,1.1036390110718615,1.1427489658538144,0.7633676421957672,0.6471190039387695,-0.3647259565626769
rts,1680,20,5,1.0,1.05,1.135143423848725,1.1219438432965168,1.157944284003978,0.7615170304232803,0.7040769545346187,-0.39555082821274
rts,1680,20,5,1.0,1.2,1.1409499475777982,1.1195555167900184,1.1553073516606989,0.7615306712962963,0.7024459605492428,-0.39716574936443566
rts,1680,20,5,1.0,2.5,1.136272533688417,1.1245757781774828,1.150830806881219,0.7611276455026456,0.7053224943193751,-0.39482511043290647
rts,1680,20,10,0.25,1.05,1.141463615665539,1.122498134377217,1.166207647775436,0.7433320932539683,0.6225078543107829,-0.3527811423713198
rts,1680,20,10,0.25,1.2,1.1411875518312855,1.1242027118600646,1.1643966428964858,0.7420205026455026,0.6280859172654758,-0.3524528634253544
rts,1680,20,10,0.25,2.5,1.1394716770684112,1.1203414167248638,1.1742941746043496,0.7425719246031747,0.6274716610619221,-0.3519377732115272
rts,1680,20,10,0.5,1.05,1.1532740236264694,1.1317458837335546,1.1826819636036365,0.7410809358465608,0.6674922434409324,-0.38134537403856444
rts,1680,20,10,0.5,1.2,1.150266131446995,1.1275061494877963,1.168156485171462,0.7426339285714286,0.6607881908630442,-0.3833833793620228
rts,1680,20,10,0.5,2.5,1.1498732386356862,1.133780295921587,1.170163194288435,0.740511326058201,0.6654246583767156,-0.3833731568953741
rts,1680,20,10,1.0,1.05,1.175112602785786,1.1617787939332773,1.2004790925580617,0.7403807043650793,0.7272895760158603,-0.40198878403949967
rts,1680,20,10,1.0,1.2,1.1731520352978102,1.1559722555220624,1.193171824990069,0.7404236937830687,0.7290747781930541,-0.4003754106384323
rts,1680,20,10,1.0,2.5,1.1716440990799613,1.1540583825674753,1.1936384970615475,0.740334408068783,0.7322389170398549,-0.39777803528618394
rts,1680,20,20,0.25,1.05,1.2068468341526128,1.1784515880860953,1.2397260059928674,0.6948578042328043,0.7837262150701415,-0.378894931032714
rts,1680,20,20,0.25,1.2,1.2034897979264985,1.1809102943482879,1.2239665721965525,0.6950372023809525,0.7866367072101651,-0.3781885568051603
rts,1680,20,20,0.25,2.5,1.2076262672874196,1.1787199299281066,1.2333043014884217,0.6951566633597883,0.7709380152751795,-0.38053719884281395
rts,1680,20,20,0.5,1.05,1.2249216549506319,1.1958762014657127,1.2616420973756644,0.6963731812169313,0.8303303642480957,-0.37915486760830686
rts,1680,20,20,0.5,1.2,1.2120536325560967,1.1930748231461876,1.2404027491621972,0.6945593584656086,0.8249885220962586,-0.3829838001381214
rts,1680,20,20,0.5,2.5,1.2255475923252668,1.2038765627328987,1.2459774227294877,0.6964942956349206,0.8274990043566341,-0.37962189003469343
rts,1680,20,20,1.0,1.05,1.2556623647419798,1.224692219530583,1.2823551442704013,0.6937161044973544,0.9111969121448485,-0.37434077705916535
rts,1680,20,20,1.0,1.2,1.2425963238303357,1.2175947506191567,1.278514504649747,0.6934139384920636,0.9163957643960116,-0.37375064786288836
rts,1680,20,20,1.0,2.5,1.2551667860119018,1.2289237346786077,1.2853414298308414,0.6942964616402115,0.9186482373376919,-0.37205609287309105
rts,1680,50,0,0.25,1.05,1.042492500569229,1.0355993989714027,1.0491614606774429,0.7732882771164021,1.0,-0.25710336703668774
rts,1680,50,0,0.25,1.2,1.0432504857311296,1.039934883709702,1.048864010766722,0.772906746031746,1.0,-0.2575968766996833
rts,1680,50,0,0.25,2.5,1.0427135218604038,1.0380273709047874,1.04867178562439,0.7733936838624338,1.0,-0.2569670665575276
rts,1680,50,0,0.5,1.05,1.047219439870547,1.0416291065600132,1.0525998545164528,0.7729939649470899,1.0,-0.25748403773814194
rts,1680,50,0,0.5,1.2,1.0486543772991972,1.043215949574954,1.0539330578625759,0.7725057870370371,1.0,-0.25811577892821586
rts,1680,50,0,0.5,2.5,1.0468270135669995,1.0412244252192937,1.0535620827903127,0.7718969080687831,1.0,-0.2589042766454628
rts,1680,50,0,1.0,1.05,1.0589493711721518,1.0509293090739769,1.0672175910359838,0.7703720238095239,1.0,-0.2608817330081512
rts,1680,50,0,1.0,1.2,1.0584703796769777,1.0527017099860336,1.0668700044802266,0.7699764384920634,1.0,-0.2613953639635341
rts,1680,50,0,1.0,2.5,1.058626968354293,1.0557187978369502,1.0655992000101242,0.7701120205026456,1.0,-0.2612192935435
rts,1680,50,5,0.25,1.05,1.0784962681059405,1.0709468871362475,1.0949411323138032,0.7675223214285715,0.5611235626834303,-0.34805501271995537
rts,1680,50,5,0.25,1.2,1.0821596869156744,1.0718639834768997,1.09651314766195,0.7679427083333333,0.5604342372841455,-0.3478629538105548
rts,1680,50,5,0.25,2.5,1.0812678016024861,1.0684996626510899,1.093590161153972,0.7679559358465609,0.5535951004526507,-0.35143826831115343
rts,1680,50,5,0.5,1.05,1.0863361981950197,1.0689597754390439,1.0983741520727353,0.7670093419312171,0.5905527577882972,-0.40396079569128585
rts,1680,50,5,0.5,1.2,1.0864182773751843,1.0721750201124371,1.0987207618377328,0.7667489252645502,0.5926269891960134,-0.4024598186520266
rts,1680,50,5,0.5,2.5,1.0859134947190359,1.0709331026909967,1.1005025613270636,0.7674855324074074,0.590777106029575,-0.4031401684743859
rts,1680,50,5,1.0,1.05,1.100676116230701,1.088335867383694,1.1129424179335585,0.7636545138888889,0.6379103186713341,-0.47174180946362054
rts,1680,50,5,1.0,1.2,1.100886597553954,1.0864685244573855,1.116924300148968,0.7646614583333333,0.6406135800751847,-0.4666398596727379
rts,1680,50,5,1.0,2.5,1.1022967672604258,1.0905283593867945,1.1189664776530064,0.7639525462962963,0.6362486289910976,-0.47370357424995113
rts,1680,50,10,0.25,1.05,1.1030554841676699,1.0859607761493966,1.1271348237944216,0.7432944775132274,0.5103480469764891,-0.4097816332063966
rts,1680,50,10,0.25,1.2,1.1007023263209723,1.0882440996202791,1.1230795094994355,0.7444895006613755,0.5106498995413186,-0.40797640412257136
rts,1680,50,10,0.25,2.5,1.0989968554659104,1.0883366548883375,1.1215866253970417,0.7447077546296296,0.5079476056812847,-0.4094733048420319
rts,1680,50,10,0.5,1.05,1.1149360847836598,1.0956313427309985,1.1327913435188983,0.744708167989418,0.5415058114001992,-0.48289354633997217
rts,1680,50,10,0.5,1.2,1.1105693136363741,1.0953680713344136,1.1328454640096057,0.7445882936507937,0.5373504969172495,-0.4878093653358479
rts,1680,50,10,0.5,2.5,1.11254858577793,1.090192134167124,1.1275463850270118,0.7449764384920634,0.542179138943562,-0.4817718962059224
rts,1680,50,10,1.0,1.05,1.1292579663214501,1.1173891564855056,1.1476904177234668,0.742830687830688,0.5957480531215059,-0.5655463190209795
rts,1680,50,10,1.0,1.2,1.1328876652191537,1.1147897632773909,1.1538854543044437,0.7426364087301587,0.5902374806492361,-0.5755205131829593
rts,1680,50,10,1.0,2.5,1.1299218353419802,1.1175883158203705,1.1465351147528426,0.7428877314814816,0.591323047257516,-0.5732479412441055
rts,1680,50,20,0.25,1.05,1.1382953776749987,1.1248046569149137,1.1587863341246423,0.6971564980158731,0.5512505167716677,-0.4494200522637752
rts,1680,50,20,0.25,1.2,1.1390400990458565,1.1234047270665517,1.165709963115175,0.6966526124338625,0.5553767871618135,-0.44793629831731996
rts,1680,50,20,0.25,2.5,1.139793406001516,1.1122677145432862,1.1644858379294962,0.6973086144179894,0.5501024279327581,-0.44982380621819745
rts,1680,50,20,0.5,1.05,1.157921428006789,1.1456256645226888,1.1723682037937952,0.6981431878306879,0.5908603853549127,-0.4977613981688681
rts,1680,50,20,0.5,1.2,1.1528783272055332,1.1315207536647636,1.184174205067847,0.6982485945767195,0.5875284743225041,-0.5006019630459014
rts,1680,50,20,0.5,2.5,1.1580007171965834,1.138696678946032,1.1786591108625237,0.6974991732804233,0.5877283047448588,-0.5014950288041251
rts,1680,50,20,1.0,1.05,1.1834711377727274,1.1574945901633416,1.1995093760196234,0.6972602513227514,0.655302843117704,-0.5392361611547637
rts,1680,50,20,1.0,1.2,1.1835971082588155,1.166875376901851,1.203592481494967,0.6987466931216932,0.6448369805328381,-0.5509753392953755
rts,1680,50,20,1.0,2.5,1.1796325175541356,1.164319351528627,1.199401494202095,0.6978505291005291,0.6531590992282507,-0.5411705696684679
basic,210,5,0,0.25,1.05,1.4799117912388637,1.3986725110079592,1.534057217443557,0.6444742063492063,1.0,-0.43932047858420403
basic,210,5,0,0.25,1.2,1.4597072404729503,1.4096518670539686,1.540997235768873,0.6509556878306878,1.0,-0.42931370693869475
basic,210,5,0,0.25,2.5,1.4686927345438008,1.4192564575365079,1.5573468444158063,0.6369543650793651,1.0,-0.45105726635403093
basic,210,5,0,0.5,1.05,1.5437160995148358,1.4717715835473706,1.653494650429717,0.6301223544973545,1.0,-0.4618412649656923
basic,210,5,0,0.5,1.2,1.5384692439079797,1.4732299018229256,1.6325932607100069,0.631087962962963,1.0,-0.46031002367958435
basic,210,5,0,0.5,2.5,1.5552519849619064,1.4950054357112033,1.6295087781156554,0.6300760582010582,1.0,-0.46191473958024615
basic,210,5,0,1.0,1.05,1.748052212175532,1.6133601054792883,1.8390045465631812,0.6060383597883597,1.0,-0.5008119949353902
basic,210,5,0,1.0,1.2,1.7247619284676565,1.6516589150764094,1.8385071426556947,0.6125066137566137,1.0,-0.490195538651571
basic,210,5,0,1.0,2.5,1.7418451609882255,1.6467948358914501,1.8570303837239783,0.5975992063492063,1.0,-0.5148349732279885
basic,210,5,5,0.25,1.05,2.460392581782944,2.0865228667126368,3.0334374533648707,0.6094675925925926,0.9384268389021005,-0.49617916469647555
basic,210,5,5,0.25,1.2,2.525348516152828,2.244858359326499,2.9739145270958978,0.6164318783068783,0.9230186301268729,-0.4854116971738284
basic,210,5,5,0.25,2.5,2.6997145752119573,2.257692342887604,3.011855847780922,0.5867625661375662,0.9353569338336324,-0.5342514924622168
basic,210,5,5,0.5,1.05,2.857673048212683,2.5010277543952455,3.2533020106928983,0.5937962962962963,0.9640991114669127,-0.5218873137927543
basic,210,5,5,0.5,1.2,2.7875651417712204,2.3081101341689845,3.224873639456258,0.5879960317460318,0.9855328160396432,-0.5311412638754007
basic,210,5,5,0.5,2.5,2.9044848722949137,2.6417109538266472,3.6409544332047643,0.5683234126984127,0.9892674471621333,-0.5651228518629757
basic,210,5,5,1.0,1.05,3.5344108619706187,3.196354957918116,4.0,0.5574007936507936,1.0173785678649911,-0.5847675884419294
basic,210,5,5,1.0,1.2,3.5546285100307347,3.212790385508045,3.9758940671642233,0.5581580687830687,1.0183643728632783,-0.5834442386773488
basic,210,5,5,1.0,2.5,3.7813851670850784,3.37492226673495,4.0,0.5451984126984127,1.033805978376044,-0.6077108613428769
basic,210,5,10,0.25,1.05,3.378803937875298,2.841275112634308,3.801084742371986,0.5538789682539682,0.9858323636018546,-0.5908599857308182
basic,210,5,10,0.25,1.2,3.246975230326804,2.5991985786351557,3.902513791599299,0.5666269841269841,0.9927836384651919,-0.5680671816128334
basic,210,5,10,0.25,2.5,3.680987632715283,2.8207794365422374,4.0,0.5354960317460318,0.9917871805806371,-0.6245788016339948
basic,210,5,10,0.5,1.05,3.7312011021540723,3.0509602118666983,4.0,0.5475297619047619,1.0163499206288238,-0.6024699660209977
basic,210,5,10,0.5,1.2,3.72062183093299,3.073370381504496,4.0,0.5371362433862433,1.0024359894566308,-0.6215064643848586
basic,210,5,10,0.5,2.5,3.890741705100888,3.188305547100789,4.0,0.5203835978835979,0.9633290042098929,-0.653886946404992
basic,210,5,10,1.0,1.05,4.0,3.69270276595133,4.0,0.5338095238095238,1.0187163325971083,-0.6280600559964413
basic,210,5,10,1.0,1.2,3.9627262865364603,3.5837186631387485,4.0,0.5384589947089947,1.0767170401822537,-0.6245076013139454
basic,210,5,10,1.0,2.5,4.0,3.7354406480742806,4.0,0.5248478835978836,1.0410862867078763,-0.6462680479141513
basic,210,5,20,0.25,1.05,4.0,3.8883867761772293,4.0,0.43683201058201065,0.8000651660452194,-0.8406457477250233
basic,210,5,20,0.25,1.2,4.0,3.860711542705074,4.0,0.4439153439153439,0.8103495090996092,-0.8231768338830686
basic,210,5,20,0.25,2.5,4.0,3.8786133062319776,4.0,0.44158399470899473,0.8516853666808025,-0.8238301495948888
basic,210,5,20,0.5,1.05,4.0,3.8816157756674183,4.0,0.43576719576719575,0.8003252215675923,-0.8554530423094926
basic,210,5,20,0.5,1.2,4.0,3.9037762782000724,4.0,0.45189814814814816,0.7981602623126715,-0.8197113810373889
basic,210,5,20,0.5,2.5,4.0,3.8568252120249453,4.0,0.43078042328042326,0.8237413387417677,-0.8609551318561933
basic,210,5,20,1.0,1.05,4.0,3.935131743056129,4.0,0.45138227513227513,0.8514551639821667,-0.8213000347627436
basic,210,5,20,1.0,1.2,4.0,3.9214108665197336,4.0,0.4431845238095238,0.8186512420696138,-0.8538079206656783
basic,210,5,20,1.0,2.5,4.0,3.800598851569284,4.0,0.43033730158730155,0.8007743809839213,-0.8925481497004965
basic,210,20,0,0.25,1.05,1.2361285864807747,1.1649867306254569,1.316969196512658,0.6976521164021164,1.0,-0.36003470103264595
basic,210,20,0,0.25,1.2,1.2380223770249785,1.1056749887773203,1.2969790789310587,0.7069742063492064,1.0,-0.34676109699125457
basic,210,20,0,0.25,2.5,1.2403738112198694,1.1190412695928398,1.3156551032408283,0.7172850529100528,1.0,-0.3322819540564721
basic,210,20,0,0.5,1.05,1.2782184767909759,1.1641353386000826,1.3399706373424782,0.7016765873015873,1.0,-0.3542826829616191
basic,210,20,0,0.5,1.2,1.2798714177268953,1.151287614509285,1.36736157514514,0.6870205026455026,1.0,-0.37539114347074704
basic,210,20,0,0.5,2.5,1.2823405999382271,1.2098979797857594,1.3668069597511205,0.6844576719576719,1.0,-0.379128474065351
basic,210,20,0,1.0,1.05,1.3870931393870856,1.270015082269063,1.4679058433719219,0.6509060846560847,1.0,-0.4293899103816031
basic,210,20,0,1.0,1.2,1.3907509374475087,1.3071777287489947,1.4438888334837214,0.6519708994708995,1.0,-0.4277553507648976
basic,210,20,0,1.0,2.5,1.3854199580030393,1.2910618734400132,1.4925034473486607,0.6504861111111111,1.0,-0.43003533235496144
basic,210,20,5,0.25,1.05,1.6307854409159996,1.4545610193443792,1.8937546019860207,0.6571560846560848,0.6371362186176664,-0.47063252137276335
basic,210,20,5,0.25,1.2,1.6780235869748323,1.4961448802711201,1.8444094025558748,0.6528604497354497,0.6199989139566499,-0.4835218543522216
basic,210,20,5,0.25,2.5,1.6533298055660381,1.5310170304642878,1.8329937431135896,0.6452777777777777,0.6529461082690152,-0.48349893404827426
basic,210,20,5,0.5,1.05,1.798345902375984,1.4798814258189472,1.9811195559669785,0.6378736772486772,0.6764055177950548,-0.5260408532074369
basic,210,20,5,0.5,1.2,1.7623642125377683,1.524855795365578,2.013399165010242,0.6353108465608465,0.6625052882829005,-0.538400331461088
basic,210,20,5,0.5,2.5,1.8500832529074187,1.7291705294331376,2.074181405972409,0.6145767195767196,0.6687867615320444,-0.5677401357706771
basic,210,20,5,1.0,1.05,2.1702010215031526,1.7830797138998375,2.4275422885720546,0.5827976190476191,0.7048796076097568,-0.6622251459501853
basic,210,20,5,1.0,1.2,2.174366645810842,1.7423802581587575,2.3754200952295403,0.5974107142857142,0.6969557676726709,-0.6454955047739626
basic,210,20,5,1.0,2.5,2.344887824798203,1.9041649747673324,2.5836405360504835,0.5644246031746032,0.7334973470592151,-0.6680058778423206
basic,210,20,10,0.25,1.05,1.9244330167310393,1.7063024037635541,2.2444310717709515,0.5763525132275132,0.5412626442953646,-0.6452389549959268
basic,210,20,10,0.25,1.2,1.945929300785099,1.6694645429908805,2.1664923235277906,0.5686937830687832,0.5452285488521055,-0.6563889478519973
basic,210,20,10,0.25,2.5,1.91686574405625,1.631504214389552,2.144778720000935,0.5739583333333333,0.5838079639049867,-0.6276087588916087
basic,210,20,10,0.5,1.05,2.091915391499483,1.8514709363775212,2.3574158662966287,0.5616997354497354,0.5744203263068131,-0.7304641346607886
basic,210,20,10,0.5,1.2,2.090044566254285,1.7294098355726817,2.357448755171429,0.5587830687830687,0.5649990070096133,-0.7449752290112192
basic,210,20,10,0.5,2.5,2.1600596295853514,1.98637442125749,2.3879093186666402,0.5615046296296297,0.6045263037325586,-0.703795786431327
basic,210,20,10,1.0,1.05,2.5270145529027737,2.11495391214387,2.8390178914247697,0.5324305555555555,0.6360048325401654,-0.8351035056079568
basic,210,20,10,1.0,1.2,2.528223177182441,2.144702955751829,2.95112255786181,0.5453439153439154,0.624342005947283,-0.8282333190506755
basic,210,20,10,1.0,2.5,2.6744005819544947,2.21966459212089,3.120690064195523,0.5215873015873016,0.645682615878033,-0.8422386688629675
basic,210,20,20,0.25,1.05,2.815125784344872,2.270769442693934,3.3889467113543286,0.4345138888888889,0.4792512204754173,-0.9687785936642161
basic,210,20,20,0.25,1.2,2.7759338415251706,2.123856333625163,3.386244725502498,0.44007605820105816,0.518848147036156,-0.9284389532488972
basic,210,20,20,0.25,2.5,2.938465172109475,2.5564797334948737,3.579294771088891,0.4227248677248678,0.5829273489562521,-0.9338507994622451
basic,210,20,20,0.5,1.05,2.869971780636858,2.5358423719070875,3.7074611159314,0.43316137566137564,0.5608926593189756,-1.0038174257006764
basic,210,20,20,0.5,1.2,3.0686126466206103,2.607217241508792,4.0,0.4364550264550265,0.5322993578009371,-1.0278661165390781
basic,210,20,20,0.5,2.5,3.498721261342017,2.978466232059159,3.94729318901588,0.40633928571428574,0.5729369042966473,-1.055679972901706
basic,210,20,20,1.0,1.05,3.8805782921257337,3.2931041821759828,4.0,0.4107308201058201,0.5657415786294774,-1.2142817470697869
basic,210,20,20,1.0,1.2,3.9378565029759267,3.239648534251311,4.0,0.402609126984127,0.5738368370809646,-1.2182695628960873
basic,210,20,20,1.0,2.5,3.8449996291520625,3.3816810318101953,4.0,0.3989980158730159,0.58464909908013,-1.2068923577628146
basic,210,50,0,0.25,1.05,1.0648654307007615,1.02,1.1588466494422525,0.7359722222222222,1.0,-0.30656290251138457
basic,210,50,0,0.25,1.2,1.0711940471616455,1.02,1.1090300108178324,0.7306977513227514,1.0,-0.31375537761853367
