access,w_eff,n_vis,n_nat,alpha,c0,c_med,c_lo,c_hi,T,rho,J
basic,1680,20,10,0.5,1.2,1.1882111710455647,1.1757109384022941,1.2191544674253039,0.5973404431216931,0.6438122642891965,-0.6122213008295715
basic,1680,20,10,0.5,2.5,1.1916767629568938,1.1744726637655356,1.2190129240596863,0.5956783234126984,0.6415155366559534,-0.6165877994161586
basic,1680,20,10,1.0,1.05,1.2255872002227797,1.1989506698940173,1.2455548613174587,0.576317791005291,0.704132299854478,-0.6741489826619174
basic,1680,20,10,1.0,1.2,1.2321255627661674,1.200431400820839,1.262296251530045,0.5784321263227513,0.6998641178199062,-0.6747896066351619
basic,1680,20,10,1.0,2.5,1.230005935479892,1.1971624839788872,1.2603090122327678,0.580943287037037,0.7071948150204418,-0.663129118033938
basic,1680,20,20,0.25,1.05,1.3214194350168182,1.285906306477696,1.3793921751416203,0.4683486276455026,0.7380139965044029,-0.7816147986309809
basic,1680,20,20,0.25,1.2,1.3243963944755133,1.2737920426997806,1.3461920425383285,0.46786789021164027,0.7426774880749294,-0.7816948889074062
basic,1680,20,20,0.25,2.5,1.3247899091620008,1.2929244720887514,1.3556431823568893,0.4716765873015873,0.7523584515043594,-0.7717028196164689
basic,1680,20,20,0.5,1.05,1.3492819698655572,1.29469168835846,1.4046635526711413,0.4679294808201058,0.7920974179815676,-0.7865986968289108
basic,1680,20,20,0.5,1.2,1.353197629292405,1.3110552783665792,1.4084764593003924,0.46793568121693124,0.7959088294085038,-0.7854781673488377
basic,1680,20,20,0.5,2.5,1.3524718901505035,1.3267935628068706,1.4020990759310008,0.4667480985449735,0.8082883675274314,-0.7846152356137076
basic,1680,20,20,1.0,1.05,1.422660579692235,1.3852088562615146,1.4628956178887584,0.45856894841269846,0.8768998192574674,-0.796900733167511
basic,1680,20,20,1.0,1.2,1.4202870878613925,1.3762177587088293,1.4726706486902394,0.45480241402116395,0.8781094701487939,-0.8047880525839295
basic,1680,20,20,1.0,2.5,1.4274713177723104,1.388899515133359,1.4977183401044116,0.45747313161375663,0.8927417259450383,-0.7949098335287356
basic,1680,50,0,0.25,1.05,1.0468066112880114,1.0395760998639216,1.0546791650973717,0.7126740244708994,1.0,-0.3387311517908163
basic,1680,50,0,0.25,1.2,1.0477526947450193,1.0407904943872284,1.0520307439505812,0.7159970238095238,1.0,-0.33407926872073973
basic,1680,50,0,0.25,2.5,1.0477066567518665,1.0431003293409846,1.0523319342976514,0.7138781415343916,1.0,-0.3370430013282547
basic,1680,50,0,0.5,1.05,1.0540997521317887,1.0488564043262742,1.06066868281039,0.6934982638888889,1.0,-0.3660065426350146
basic,1680,50,0,0.5,1.2,1.0541390725735074,1.0487383334112454,1.058915743441365,0.6963872354497355,1.0,-0.3618494005930555
basic,1680,50,0,0.5,2.5,1.0544187025740377,1.0491930590825085,1.0584337012998917,0.6948429232804232,1.0,-0.36406946862983475
basic,1680,50,0,1.0,1.05,1.06926257283581,1.064334384656018,1.0792542511707646,0.6647763723544974,1.0,-0.40830457705550066
basic,1680,50,0,1.0,1.2,1.0694569184406464,1.0586003763997094,1.0772830521077026,0.6663012566137566,1.0,-0.40601337345751226
basic,1680,50,0,1.0,2.5,1.069224182627904,1.0573431555798893,1.0803184602066553,0.6629038525132275,1.0,-0.4111253181462667
basic,1680,50,5,0.25,1.05,1.0871177031630754,1.0780773811810869,1.1053807344027582,0.6835610945767195,0.5494390994779689,-0.4700967704108836
basic,1680,50,5,0.25,1.2,1.0876225885836133,1.0732247431517734,1.1031283947277022,0.6905543154761905,0.5485627855098176,-0.4603967610182322
basic,1680,50,5,0.25,2.5,1.0888521557798412,1.0795817724184933,1.104495881514876,0.6868373842592592,0.5548344834704559,-0.4624131321399019
basic,1680,50,5,0.5,1.05,1.0980073059733413,1.0846012750938998,1.1154184075239113,0.673340773809524,0.5794482705859573,-0.5443864502995251
basic,1680,50,5,0.5,1.2,1.0993211141010615,1.0857807650677784,1.1137556834107467,0.6739876818783067,0.575308677643318,-0.5473642048532715
basic,1680,50,5,0.5,2.5,1.0998318550943142,1.088935721206268,1.1184206502168048,0.6772904265873017,0.5779251709729735,-0.5399775184656039
basic,1680,50,5,1.0,1.05,1.12485195730211,1.10733904498717,1.1479579996168223,0.6540492724867725,0.6262235295711353,-0.643641422769206
basic,1680,50,5,1.0,1.2,1.1232487984701605,1.1057970205923116,1.1332832958849561,0.6551955191798942,0.6238338776849032,-0.645483984245712
basic,1680,50,5,1.0,2.5,1.117175280164603,1.1087669396335535,1.1330248071998232,0.6555373677248678,0.6292652065070996,-0.6368565076733743
basic,1680,50,10,0.25,1.05,1.1263584511460851,1.1075784062878358,1.139227547825507,0.617139136904762,0.4977500900144494,-0.6043421515297938
basic,1680,50,10,0.25,1.2,1.122728147285669,1.0987536000620455,1.1440736499255901,0.6121263227513228,0.4929574444619922,-0.6158963990460821
basic,1680,50,10,0.25,2.5,1.1220280642010336,1.1142694078604396,1.1411966248403194,0.6130729166666666,0.4906971436927721,-0.615981824709605
basic,1680,50,10,0.5,1.05,1.1396831738747633,1.1194365952956067,1.1626263382438444,0.6062136243386244,0.5283614919802041,-0.7040286255800271
basic,1680,50,10,0.5,1.2,1.1388577360360794,1.1208846935447039,1.1565058012419274,0.6026025132275131,0.5212858012789386,-0.7186954788913482
basic,1680,50,10,0.5,2.5,1.1382443106668871,1.1186374722022914,1.1489485099367482,0.606904761904762,0.5274118563696409,-0.704038481236117
basic,1680,50,10,1.0,1.05,1.1613151748006514,1.144755186618697,1.1972740887295958,0.591938244047619,0.5829327558600927,-0.8156111833672288
basic,1680,50,10,1.0,1.2,1.16535684509864,1.1353404986887823,1.1861443592768168,0.5875830853174603,0.5732672845516982,-0.8413221486175271
basic,1680,50,10,1.0,2.5,1.1629503573369848,1.1433515307147808,1.1749196146871461,0.5892654596560846,0.5797516089128776,-0.8260730506973477
basic,1680,50,20,0.25,1.05,1.2188120953676935,1.1889617149592209,1.2549429528569713,0.48104290674603173,0.5341517640267307,-0.8301046607423799
basic,1680,50,20,0.25,1.2,1.2211842161538873,1.1912832483765134,1.2609896132289706,0.47907283399470896,0.5332701776915734,-0.8347270751685396
basic,1680,50,20,0.25,2.5,1.2170561784209655,1.195242966220827,1.2533674123630922,0.4780539021164021,0.5416561870494018,-0.8320119915954078
basic,1680,50,20,0.5,1.05,1.2516158569747895,1.2052607741889882,1.2853864069530536,0.4749859457671957,0.5676792781462163,-0.9047605307011516
basic,1680,50,20,0.5,1.2,1.2432924868328732,1.213724675186292,1.2900221882601084,0.47325768849206346,0.5661213870433386,-0.9099654501780485
basic,1680,50,20,0.5,2.5,1.2421157219863725,1.211509892784864,1.2780899898172753,0.4758316798941798,0.5747913429141739,-0.8960096276652578
basic,1680,50,20,1.0,1.05,1.2984644665778775,1.2395067756710088,1.3394572330442311,0.46347759589947096,0.6351532525384398,-0.9750124259572835
basic,1680,50,20,1.0,1.2,1.2969187893276877,1.2599034520670225,1.3359205422078086,0.46772321428571423,0.6345618379710262,-0.9667403015539305
basic,1680,50,20,1.0,2.5,1.2959216247579415,1.2552599095284704,1.3413325348473737,0.465770916005291,0.6357916402914786,-0.9691656229567528
