access,w_eff,n_vis,n_nat,eps,T,rho,idle,solo_vis,solo_self,coll_vis,coll_txv,coll_self
basic,420,20,20,0.13294,0.45746,0.27748,0.50178,0.025685,0.001058,0.025204,0.001361,0.001539
basic,420,20,20,0.16975,0.45395,0.29482,0.500484,0.027692,0.000968,0.027014,0.001443,0.001356
basic,420,20,20,0.21677,0.46483,0.32241,0.499367,0.030985,0.001169,0.031765,0.0017,0.001462
basic,420,20,20,0.2768,0.46247,0.35953,0.496894,0.034711,0.001578,0.036683,0.002017,0.001676
basic,420,20,20,0.35345,0.45735,0.40596,0.493841,0.039459,0.001402,0.045468,0.002534,0.002604
basic,420,20,20,0.45134,0.46139,0.4671,0.48931,0.046019,0.002342,0.056302,0.003314,0.004378
basic,420,20,20,0.57633,0.44492,0.50309,0.487328,0.049136,0.002483,0.077377,0.004872,0.005483
basic,420,20,20,0.73594,0.43198,0.61809,0.479936,0.059871,0.003648,0.099034,0.006754,0.007189
basic,420,20,20,0.93975,0.42202,0.72069,0.467826,0.073826,0.003123,0.126352,0.010505,0.010929
basic,420,20,20,1.2,0.39071,0.85912,0.458946,0.083275,0.002799,0.157103,0.014964,0.016095
basic,420,50,0,0.05,0.77516,1.0,0.814758,0.16332,0.003288,0.021922,0.000908,0.000897
basic,420,50,0,0.06385,0.7705,1.0,0.790713,0.182061,0.003675,0.027226,0.001151,0.001281
basic,420,50,0,0.08153,0.74733,1.0,0.771227,0.193156,0.003464,0.035617,0.001516,0.001519
basic,420,50,0,0.10411,0.73998,1.0,0.748536,0.208821,0.004125,0.042642,0.001864,0.002062
basic,420,50,0,0.13294,0.70557,1.0,0.725796,0.217892,0.004444,0.056312,0.002484,0.002695
basic,420,50,0,0.16975,0.69277,1.0,0.692289,0.239877,0.003872,0.067834,0.003041,0.00363
basic,420,50,0,0.21677,0.65717,1.0,0.664721,0.248519,0.005306,0.08676,0.004026,0.004776
basic,420,50,0,0.2768,0.62255,1.0,0.627507,0.262622,0.005138,0.109871,0.005187,0.005731
basic,420,50,0,0.35345,0.57925,1.0,0.596936,0.267666,0.004639,0.135398,0.006678,0.006257
basic,420,50,0,0.45134,0.54666,1.0,0.562801,0.274351,0.006932,0.162848,0.008168,0.0094
basic,420,50,0,0.57633,0.49631,1.0,0.534959,0.269043,0.006004,0.195997,0.010279,0.010882
basic,420,50,0,0.73594,0.47903,1.0,0.502836,0.278558,0.007967,0.218607,0.012074,0.011612
basic,420,50,0,0.93975,0.42405,1.0,0.479094,0.261905,0.005372,0.259001,0.01565,0.014082
basic,420,50,0,1.2,0.37887,1.0,0.453816,0.251195,0.00586,0.294988,0.020922,0.019738
basic,420,50,5,0.05,0.71867,0.40962,0.637277,0.085252,0.001995,0.043355,0.001087,0.000844
basic,420,50,5,0.06385,0.7103,0.43049,0.638846,0.088831,0.002071,0.045259,0.001125,0.001151
basic,420,50,5,0.08153,0.7152,0.46218,0.629225,0.098631,0.003008,0.049315,0.001254,0.00095
basic,420,50,5,0.10411,0.70388,0.49455,0.619225,0.108387,0.002192,0.055208,0.00145,0.000974
basic,420,50,5,0.13294,0.69438,0.5364,0.616341,0.116341,0.002403,0.063308,0.001748,0.002154
basic,420,50,5,0.16975,0.67476,0.59184,0.608411,0.12901,0.003096,0.074826,0.002179,0.001806
basic,420,50,5,0.21677,0.6692,0.63872,0.5889,0.146976,0.002983,0.082799,0.002542,0.002893
basic,420,50,5,0.2768,0.6432,0.67348,0.571823,0.157354,0.003617,0.098144,0.003216,0.002665
basic,420,50,5,0.35345,0.61277,0.70483,0.560079,0.163853,0.004071,0.116783,0.004213,0.004866
basic,420,50,5,0.45134,0.57979,0.74434,0.544769,0.172898,0.003665,0.134045,0.005312,0.004398
basic,420,50,5,0.57633,0.53828,0.77657,0.534174,0.172661,0.003912,0.157231,0.006735,0.006411
basic,420,50,5,0.73594,0.51465,0.78826,0.509468,0.182409,0.003536,0.176249,0.008282,0.008328
basic,420,50,5,0.93975,0.46178,0.84353,0.505079,0.178006,0.003189,0.202693,0.010265,0.01193
basic,420,50,5,1.2,0.40992,0.84612,0.496611,0.166482,0.00419,0.230807,0.013422,0.013802
basic,420,50,10,0.05,0.62124,0.35314,0.557541,0.069103,0.001632,0.048608,0.001134,0.00127
basic,420,50,10,0.06385,0.62131,0.36388,0.555131,0.072598,0.002001,0.049763,0.001179,0.001092
basic,420,50,10,0.08153,0.62932,0.39165,0.550489,0.079472,0.002308,0.051874,0.001237,0.001846
basic,420,50,10,0.10411,0.61595,0.39924,0.548721,0.079429,0.00168,0.059828,0.001454,0.00196
basic,420,50,10,0.13294,0.61094,0.42148,0.544108,0.084914,0.002547,0.06595,0.00163,0.002642
basic,420,50,10,0.16975,0.61528,0.45387,0.538551,0.093988,0.002219,0.073241,0.001874,0.002412
basic,420,50,10,0.21677,0.59067,0.4893,0.535937,0.099316,0.002051,0.083496,0.002201,0.001953
basic,420,50,10,0.2768,0.57655,0.55241,0.528981,0.112114,0.002407,0.099178,0.00281,0.00371
basic,420,50,10,0.35345,0.56281,0.59321,0.513258,0.123948,0.003367,0.112058,0.00335,0.003051
basic,420,50,10,0.45134,0.53541,0.63474,0.506389,0.130063,0.002707,0.132229,0.004338,0.004332
basic,420,50,10,0.57633,0.50902,0.68181,0.493741,0.139957,0.002707,0.157776,0.005668,0.006428
basic,420,50,10,0.73594,0.50333,0.72502,0.476276,0.149157,0.003944,0.174973,0.006829,0.006693
basic,420,50,10,0.93975,0.46085,0.76901,0.468098,0.151043,0.003804,0.19546,0.008587,0.008957
basic,420,50,10,1.2,0.42002,0.77072,0.457558,0.145424,0.003059,0.228524,0.011886,0.016059
basic,420,50,20,0.05,0.4767,0.37112,0.4872,0.053041,0.001024,0.049457,0.001139,0.001126
basic,420,50,20,0.06385,0.47375,0.37285,0.486958,0.05381,0.000822,0.05114,0.001191,0.001027
basic,420,50,20,0.08153,0.47166,0.3794,0.48625,0.055104,0.000618,0.053868,0.001265,0.001751
basic,420,50,20,0.10411,0.47043,0.38639,0.486815,0.056551,0.001236,0.055315,0.001288,0.001133
basic,420,50,20,0.13294,0.4684,0.40796,0.486113,0.05906,0.001549,0.057718,0.00139,0.001342
basic,420,50,20,0.16975,0.45491,0.40985,0.487539,0.058671,0.001246,0.069055,0.001664,0.001765
basic,420,50,20,0.21677,0.45562,0.44154,0.483871,0.06294,0.001156,0.074919,0.00179,0.001996
basic,420,50,20,0.2768,0.45928,0.47831,0.47569,0.069626,0.000433,0.081971,0.002044,0.002707
basic,420,50,20,0.35345,0.4516,0.51912,0.473782,0.07648,0.000762,0.091601,0.002346,0.001741
basic,420,50,20,0.45134,0.43857,0.53366,0.468719,0.077898,0.001667,0.106123,0.002831,0.002667
basic,420,50,20,0.57633,0.42585,0.59544,0.462564,0.084672,0.001254,0.119316,0.003417,0.003305
basic,420,50,20,0.73594,0.41199,0.63236,0.455693,0.092939,0.001754,0.153145,0.004702,0.004559
basic,420,50,20,0.93975,0.39608,0.65254,0.448272,0.094424,0.001204,0.167048,0.005747,0.006865
basic,420,50,20,1.2,0.36317,0.67842,0.443166,0.093878,0.001484,0.197155,0.008114,0.007421
basic,1680,5,0,0.05,0.71839,1.0,0.827886,0.139894,0.028373,0.03222,0.013791,0.013607
basic,1680,5,0,0.06385,0.68945,1.0,0.795524,0.158546,0.03167,0.04593,0.020016,0.019682
basic,1680,5,0,0.08153,0.65041,1.0,0.759864,0.175374,0.034319,0.064763,0.028648,0.028208
basic,1680,5,0,0.10411,0.62056,1.0,0.718302,0.195616,0.039123,0.086082,0.038674,0.040284
basic,1680,5,0,0.13294,0.57611,1.0,0.67629,0.209909,0.042018,0.113801,0.052101,0.05138
basic,1680,5,0,0.16975,0.53556,1.0,0.630287,0.224793,0.046426,0.14492,0.067525,0.06574
basic,1680,5,0,0.21677,0.51628,1.0,0.581084,0.245172,0.048947,0.173744,0.083021,0.082916
basic,1680,5,0,0.2768,0.45925,1.0,0.536031,0.244299,0.047433,0.21967,0.107363,0.106887
basic,1680,5,0,0.35345,0.41333,1.0,0.487941,0.246291,0.050354,0.265768,0.135248,0.138237
basic,1680,5,0,0.45134,0.38728,1.0,0.439325,0.254138,0.051271,0.306537,0.160884,0.160901
basic,1680,5,0,0.57633,0.31164,1.0,0.387149,0.227669,0.045042,0.385183,0.220814,0.218821
basic,1680,5,0,0.73594,0.23215,1.0,0.335549,0.188815,0.037433,0.475636,0.287381,0.285821
basic,1680,5,0,0.93975,0.16372,1.0,0.286197,0.141883,0.02769,0.571919,0.345699,0.345434
basic,1680,5,0,1.2,0.16936,1.0,0.239083,0.161008,0.032122,0.599909,0.35551,0.358082
basic,1680,5,5,0.05,0.77851,0.18119,0.704462,0.018075,0.004121,0.007455,0.001655,0.001652
basic,1680,5,5,0.06385,0.77142,0.30271,0.6963,0.031117,0.006076,0.01281,0.002977,0.003022
basic,1680,5,5,0.08153,0.75562,0.47858,0.682416,0.051016,0.010515,0.021732,0.0056,0.00596
basic,1680,5,5,0.10411,0.7348,0.65666,0.659435,0.074982,0.015682,0.034512,0.009998,0.010361
basic,1680,5,5,0.13294,0.7026,0.83074,0.631637,0.099384,0.02026,0.053617,0.017441,0.017345
basic,1680,5,5,0.16975,0.65789,0.98915,0.601271,0.124067,0.025557,0.07866,0.027873,0.028377
basic,1680,5,5,0.21677,0.62459,1.11354,0.560206,0.149643,0.029804,0.10771,0.041278,0.040892
basic,1680,5,5,0.2768,0.5708,1.22795,0.528309,0.165925,0.03128,0.141763,0.058961,0.058771
basic,1680,5,5,0.35345,0.51148,1.31549,0.491371,0.175678,0.035537,0.186505,0.08206,0.082856
basic,1680,5,5,0.45134,0.46926,1.39252,0.454609,0.187104,0.037379,0.226329,0.10494,0.102
basic,1680,5,5,0.57633,0.38696,1.44972,0.414908,0.178038,0.036039,0.295934,0.154805,0.157901
basic,1680,5,5,0.73594,0.31606,1.4591,0.361966,0.163855,0.033867,0.371457,0.213124,0.221364
basic,1680,5,5,0.93975,0.21678,1.40767,0.312752,0.120741,0.024262,0.478747,0.300801,0.298773
basic,1680,5,5,1.2,0.20642,1.50695,0.276966,0.13103,0.028402,0.514201,0.304784,0.310958
basic,1680,5,10,0.05,0.67043,0.09346,0.630786,0.006489,0.001241,0.003875,0.000794,0.000865
basic,1680,5,10,0.06385,0.67285,0.15029,0.628704,0.010562,0.002052,0.005452,0.001132,0.001197
basic,1680,5,10,0.08153,0.66769,0.22918,0.625981,0.016279,0.003521,0.009506,0.002074,0.00254
basic,1680,5,10,0.10411,0.65951,0.38287,0.615248,0.027834,0.005803,0.016368,0.003734,0.004062
basic,1680,5,10,0.13294,0.65057,0.61757,0.60055,0.046342,0.009387,0.029683,0.007526,0.007421
basic,1680,5,10,0.16975,0.63392,0.91166,0.577713,0.072944,0.014671,0.046317,0.013156,0.01296
basic,1680,5,10,0.21677,0.60517,1.16171,0.550311,0.096976,0.018631,0.072201,0.023196,0.022552
basic,1680,5,10,0.2768,0.5633,1.39845,0.520635,0.118784,0.024877,0.104094,0.037722,0.038002
basic,1680,5,10,0.35345,0.51823,1.56863,0.488303,0.135811,0.027229,0.141637,0.056637,0.057778
basic,1680,5,10,0.45134,0.47361,1.74268,0.454413,0.149516,0.029552,0.186788,0.080957,0.07991
basic,1680,5,10,0.57633,0.41712,1.86723,0.416004,0.15602,0.031102,0.243265,0.117055,0.116047
basic,1680,5,10,0.73594,0.32838,1.88861,0.365308,0.141988,0.028889,0.33004,0.183267,0.183383
basic,1680,5,10,0.93975,0.23825,1.83339,0.318074,0.112472,0.023793,0.429526,0.26855,0.26868
basic,1680,5,10,1.2,0.21871,1.98067,0.273848,0.120391,0.023397,0.482064,0.28495,0.285321
basic,1680,5,20,0.05,0.49054,0.08212,0.556049,0.002941,0.000471,0.002222,0.000444,0.000449
basic,1680,5,20,0.06385,0.49068,0.09615,0.555108,0.00342,0.00054,0.002768,0.000558,0.000563
basic,1680,5,20,0.08153,0.49317,0.11502,0.554499,0.004148,0.001014,0.00381,0.000771,0.000721
basic,1680,5,20,0.10411,0.49124,0.16237,0.5516,0.005949,0.00134,0.005086,0.001035,0.001022
basic,1680,5,20,0.13294,0.49351,0.25799,0.549979,0.009544,0.001804,0.008357,0.001708,0.001667
basic,1680,5,20,0.16975,0.48749,0.4825,0.547872,0.01775,0.003255,0.014657,0.003116,0.003047
basic,1680,5,20,0.21677,0.48922,0.78629,0.535022,0.029995,0.005532,0.026074,0.006119,0.006061
basic,1680,5,20,0.2768,0.48217,1.20924,0.520561,0.048848,0.009265,0.045717,0.012238,0.012193
basic,1680,5,20,0.35345,0.46499,1.6911,0.500081,0.070824,0.014485,0.072858,0.022888,0.02227
basic,1680,5,20,0.45134,0.44339,2.10865,0.474955,0.090635,0.018443,0.102608,0.03705,0.036535
basic,1680,5,20,0.57633,0.40447,2.44348,0.44785,0.104301,0.021583,0.144899,0.060254,0.063132
basic,1680,5,20,0.73594,0.36137,2.62453,0.41001,0.110943,0.020988,0.202127,0.096427,0.094342
basic,1680,5,20,0.93975,0.27991,2.61266,0.364109,0.097165,0.018153,0.293934,0.175201,0.177056
basic,1680,5,20,1.2,0.24119,2.8514,0.313321,0.103502,0.01961,0.37184,0.210256,0.208345
basic,1680,20,0,0.05,0.7036,1.0,0.789088,0.165845,0.008048,0.045066,0.00498,0.004783
basic,1680,20,0,0.06385,0.67758,1.0,0.755189,0.185423,0.008847,0.059388,0.006768,0.007442
basic,1680,20,0,0.08153,0.64562,1.0,0.717283,0.203288,0.010646,0.079429,0.009108,0.009433
basic,1680,20,0,0.10411,0.60666,1.0,0.679628,0.217032,0.010154,0.10334,0.012075,0.012282
basic,1680,20,0,0.13294,0.57922,1.0,0.638707,0.234431,0.011249,0.126862,0.015161,0.015122
basic,1680,20,0,0.16975,0.54729,1.0,0.599364,0.247243,0.010698,0.153393,0.018643,0.018936
basic,1680,20,0,0.21677,0.51815,1.0,0.561969,0.257587,0.013444,0.180444,0.02216,0.023064
basic,1680,20,0,0.2768,0.48987,1.0,0.525311,0.265169,0.013042,0.20952,0.026446,0.024638
basic,1680,20,0,0.35345,0.47399,1.0,0.48867,0.277968,0.01304,0.233362,0.030239,0.028146
basic,1680,20,0,0.45134,0.44961,1.0,0.458027,0.280314,0.014695,0.261659,0.035086,0.036814
basic,1680,20,0,0.57633,0.41937,1.0,0.42646,0.279015,0.013647,0.294525,0.042968,0.042399
basic,1680,20,0,0.73594,0.36454,1.0,0.39566,0.260807,0.013196,0.343534,0.063132,0.064708
basic,1680,20,0,0.93975,0.29265,1.0,0.351542,0.232844,0.011574,0.415613,0.115332,0.113613
basic,1680,20,0,1.2,0.22406,1.0,0.294654,0.199782,0.00982,0.505565,0.1491,0.152046
basic,1680,20,5,0.05,0.76282,0.28516,0.682368,0.048405,0.002261,0.021051,0.001262,0.001165
basic,1680,20,5,0.06385,0.74731,0.37891,0.667146,0.068048,0.003383,0.030068,0.00198,0.001764
basic,1680,20,5,0.08153,0.72578,0.47426,0.649029,0.088908,0.004117,0.04224,0.003107,0.003024
basic,1680,20,5,0.10411,0.69047,0.56465,0.625923,0.109463,0.006086,0.06135,0.005,0.004937
basic,1680,20,5,0.13294,0.66099,0.6384,0.595037,0.13106,0.007456,0.081948,0.007148,0.006868
basic,1680,20,5,0.16975,0.62485,0.71775,0.567313,0.151901,0.008084,0.105739,0.010038,0.010144
basic,1680,20,5,0.21677,0.58507,0.78805,0.539957,0.169239,0.008627,0.13459,0.013488,0.012829
basic,1680,20,5,0.2768,0.54387,0.84679,0.514403,0.183427,0.00897,0.163832,0.017279,0.016103
basic,1680,20,5,0.35345,0.5234,0.90107,0.483993,0.20134,0.010585,0.18904,0.020746,0.02117
basic,1680,20,5,0.45134,0.48169,0.94903,0.465918,0.206301,0.010752,0.221627,0.025303,0.024849
basic,1680,20,5,0.57633,0.44462,0.97889,0.445329,0.208486,0.00944,0.251022,0.031096,0.032698
basic,1680,20,5,0.73594,0.39717,1.00882,0.416804,0.20672,0.010326,0.29242,0.049188,0.04905
basic,1680,20,5,0.93975,0.32602,1.03088,0.376034,0.192787,0.009016,0.359657,0.094819,0.094738
basic,1680,20,5,1.2,0.24825,1.02391,0.323416,0.163826,0.008965,0.444932,0.127909,0.128854
basic,1680,20,10,0.05,0.6689,0.16437,0.619614,0.023641,0.001044,0.01448,0.000766,0.00063
basic,1680,20,10,0.06385,0.66188,0.21766,0.613979,0.031604,0.001692,0.018894,0.001055,0.000906
basic,1680,20,10,0.08153,0.65248,0.30241,0.604874,0.044792,0.002216,0.027883,0.001618,0.001777
basic,1680,20,10,0.10411,0.64196,0.39364,0.589456,0.061082,0.002904,0.040003,0.002511,0.002398
basic,1680,20,10,0.13294,0.62522,0.50474,0.570718,0.081018,0.003942,0.056007,0.003984,0.003989
basic,1680,20,10,0.16975,0.58814,0.62085,0.549985,0.100578,0.005376,0.08171,0.006441,0.006797
basic,1680,20,10,0.21677,0.57231,0.72966,0.524192,0.124582,0.005513,0.103708,0.008994,0.00864
basic,1680,20,10,0.2768,0.54271,0.80797,0.498451,0.14177,0.00776,0.134039,0.012401,0.013071
basic,1680,20,10,0.35345,0.52102,0.9082,0.473729,0.162787,0.008044,0.159937,0.015663,0.014917
basic,1680,20,10,0.45134,0.49105,0.96943,0.452953,0.174396,0.008054,0.192248,0.019616,0.020134
basic,1680,20,10,0.57633,0.45075,1.03169,0.435219,0.179859,0.008626,0.226608,0.02585,0.025025
basic,1680,20,10,0.73594,0.40997,1.07793,0.41075,0.183072,0.009028,0.266075,0.037687,0.037673
basic,1680,20,10,0.93975,0.3349,1.10464,0.372919,0.170511,0.00921,0.335234,0.074717,0.073933
basic,1680,20,10,1.2,0.25937,1.11028,0.322447,0.149697,0.006628,0.420901,0.116142,0.120401
basic,1680,20,20,0.05,0.49512,0.12256,0.550401,0.011319,0.000342,0.008353,0.000427,0.000502
basic,1680,20,20,0.06385,0.49748,0.14008,0.549083,0.013096,0.000803,0.011055,0.00057,0.000619
basic,1680,20,20,0.08153,0.4969,0.16964,0.546753,0.016182,0.000786,0.014009,0.000737,0.000855
basic,1680,20,20,0.10411,0.49172,0.22653,0.541883,0.021218,0.0008,0.019877,0.001059,0.001341
basic,1680,20,20,0.13294,0.49158,0.31811,0.536941,0.030354,0.001656,0.027786,0.001564,0.001824
basic,1680,20,20,0.16975,0.49291,0.45087,0.527518,0.045088,0.002153,0.037837,0.002273,0.002574
basic,1680,20,20,0.21677,0.48647,0.60061,0.514883,0.061554,0.003111,0.056238,0.003696,0.003604
basic,1680,20,20,0.2768,0.47593,0.73929,0.496858,0.078776,0.004445,0.077185,0.005643,0.004966
basic,1680,20,20,0.35345,0.45171,0.87866,0.481988,0.094439,0.004622,0.103481,0.008375,0.008667
basic,1680,20,20,0.45134,0.43344,1.00155,0.463045,0.109027,0.005424,0.132377,0.011509,0.010602
basic,1680,20,20,0.57633,0.41911,1.12111,0.444405,0.125726,0.006294,0.162941,0.01527,0.015282
basic,1680,20,20,0.73594,0.39081,1.22099,0.426483,0.134801,0.006531,0.201666,0.022148,0.020941
basic,1680,20,20,0.93975,0.34408,1.26437,0.399452,0.133726,0.006414,0.25076,0.043096,0.042875
basic,1680,20,20,1.2,0.27332,1.30515,0.349926,0.12618,0.00645,0.341875,0.084493,0.084928
basic,1680,50,0,0.05,0.70389,1.0,0.749707,0.195047,0.003955,0.055245,0.002459,0.002546
basic,1680,50,0,0.06385,0.66649,1.0,0.715872,0.210089,0.00453,0.074039,0.003368,0.00347
basic,1680,50,0,0.08153,0.62692,1.0,0.679376,0.223862,0.004253,0.096762,0.00447,0.004383
basic,1680,50,0,0.10411,0.60698,1.0,0.64013,0.244327,0.005179,0.115543,0.005477,0.005814
basic,1680,50,0,0.13294,0.57386,1.0,0.603776,0.254107,0.005094,0.142118,0.006857,0.006538
basic,1680,50,0,0.16975,0.54254,1.0,0.565613,0.266173,0.005297,0.168214,0.008264,0.008867
basic,1680,50,0,0.21677,0.5196,1.0,0.530871,0.276275,0.005913,0.192853,0.009598,0.010307
basic,1680,50,0,0.2768,0.50092,1.0,0.498793,0.28565,0.006516,0.215556,0.01089,0.010792
basic,1680,50,0,0.35345,0.47774,1.0,0.470964,0.289223,0.005359,0.239814,0.012413,0.013031
basic,1680,50,0,0.45134,0.44965,1.0,0.447859,0.286062,0.005836,0.266079,0.014168,0.012871
basic,1680,50,0,0.57633,0.42771,1.0,0.429802,0.283116,0.006371,0.287082,0.016049,0.015746
basic,1680,50,0,0.73594,0.40913,1.0,0.408932,0.282509,0.006092,0.308558,0.019566,0.018949
basic,1680,50,0,0.93975,0.35664,1.0,0.384361,0.263456,0.00549,0.352182,0.039136,0.039231
basic,1680,50,0,1.2,0.29228,1.0,0.345922,0.235127,0.005101,0.418951,0.064513,0.072098
basic,1680,50,5,0.05,0.73838,0.39291,0.657677,0.081534,0.001617,0.03684,0.000975,0.001274
basic,1680,50,5,0.06385,0.72494,0.45996,0.639553,0.100356,0.001727,0.047334,0.001342,0.001483
basic,1680,50,5,0.08153,0.68904,0.52494,0.619429,0.117824,0.002664,0.065572,0.002036,0.002293
basic,1680,50,5,0.10411,0.66823,0.60641,0.593439,0.142908,0.002595,0.081869,0.002778,0.00319
basic,1680,50,5,0.13294,0.62783,0.65856,0.567777,0.158474,0.003237,0.106884,0.003922,0.003678
basic,1680,50,5,0.16975,0.59917,0.70974,0.539974,0.176294,0.003735,0.131476,0.005059,0.00483
basic,1680,50,5,0.21677,0.56634,0.76255,0.51697,0.191265,0.004014,0.155259,0.006291,0.005721
basic,1680,50,5,0.2768,0.53513,0.80576,0.493531,0.204671,0.004206,0.181155,0.007699,0.006979
basic,1680,50,5,0.35345,0.50386,0.8386,0.475105,0.211433,0.004057,0.206002,0.008958,0.007879
basic,1680,50,5,0.45134,0.48084,0.8637,0.456312,0.218319,0.004357,0.22935,0.010333,0.009627
basic,1680,50,5,0.57633,0.45053,0.89251,0.442238,0.219967,0.004023,0.252039,0.012008,0.012726
basic,1680,50,5,0.73594,0.42595,0.91185,0.42678,0.220137,0.004014,0.27606,0.015453,0.013914
basic,1680,50,5,0.93975,0.37656,0.92848,0.409006,0.209525,0.003402,0.313274,0.025831,0.025674
basic,1680,50,5,1.2,0.30288,0.94296,0.376189,0.189725,0.003484,0.375073,0.058201,0.057539
basic,1680,50,10,0.05,0.65303,0.2505,0.602145,0.046868,0.001033,0.029588,0.000676,0.000632
basic,1680,50,10,0.06385,0.65168,0.31147,0.591818,0.059923,0.001289,0.035796,0.000862,0.000874
basic,1680,50,10,0.08153,0.63914,0.38322,0.580519,0.075908,0.001803,0.046923,0.00121,0.001301
basic,1680,50,10,0.10411,0.62368,0.45,0.562954,0.092627,0.0021,0.062845,0.001746,0.001858
basic,1680,50,10,0.13294,0.60074,0.52814,0.545149,0.110972,0.002152,0.082076,0.002515,0.002075
basic,1680,50,10,0.16975,0.57838,0.60561,0.520911,0.132695,0.00286,0.104677,0.003452,0.00308
basic,1680,50,10,0.21677,0.55222,0.66997,0.499677,0.148068,0.003201,0.132268,0.004638,0.004581
basic,1680,50,10,0.2768,0.52552,0.72984,0.478603,0.163542,0.003333,0.155288,0.005826,0.006447
basic,1680,50,10,0.35345,0.49928,0.77747,0.459118,0.175774,0.003357,0.183311,0.007061,0.006517
basic,1680,50,10,0.45134,0.47769,0.83053,0.441016,0.187554,0.003714,0.212161,0.008523,0.008781
basic,1680,50,10,0.57633,0.45283,0.86393,0.430219,0.19134,0.003773,0.234459,0.009974,0.010349
basic,1680,50,10,0.73594,0.42935,0.89354,0.415154,0.196602,0.003946,0.259443,0.012304,0.013192
basic,1680,50,10,0.93975,0.38551,0.91814,0.398475,0.19159,0.003833,0.29608,0.022353,0.022526
basic,1680,50,10,1.2,0.31776,0.93398,0.367053,0.177292,0.00385,0.353927,0.048059,0.04883
basic,1680,50,20,0.05,0.4936,0.18737,0.541452,0.025211,0.000401,0.021175,0.000446,0.000661
basic,1680,50,20,0.06385,0.49505,0.20123,0.537308,0.027614,0.000622,0.024888,0.00053,0.000598
basic,1680,50,20,0.08153,0.49683,0.25571,0.532972,0.035608,0.000802,0.029341,0.000647,0.000802
basic,1680,50,20,0.10411,0.48233,0.30809,0.529405,0.042923,0.00074,0.038556,0.000882,0.000937
basic,1680,50,20,0.13294,0.48693,0.37992,0.520279,0.054621,0.001121,0.04945,0.001194,0.001248
basic,1680,50,20,0.16975,0.48334,0.47889,0.509877,0.071542,0.001294,0.065336,0.001698,0.001769
basic,1680,50,20,0.21677,0.47816,0.55822,0.494133,0.086332,0.001498,0.083585,0.002338,0.002136
basic,1680,50,20,0.2768,0.46567,0.64999,0.478385,0.102501,0.001805,0.102559,0.003124,0.003377
basic,1680,50,20,0.35345,0.44834,0.72324,0.4635,0.115814,0.002355,0.128811,0.004154,0.004281
basic,1680,50,20,0.45134,0.43449,0.79712,0.448766,0.130131,0.002856,0.153975,0.005366,0.005327
basic,1680,50,20,0.57633,0.41962,0.86071,0.434507,0.142104,0.002284,0.182139,0.006641,0.006952
basic,1680,50,20,0.73594,0.39371,0.89439,0.424368,0.143628,0.003048,0.21362,0.008675,0.009073
basic,1680,50,20,0.93975,0.36181,0.92678,0.410579,0.143383,0.002354,0.250644,0.014134,0.013978
basic,1680,50,20,1.2,0.31108,0.96465,0.388236,0.140159,0.002431,0.299645,0.032723,0.033754
