init,N,W_eff,seed,efficiency,W_eff_utilization,collision_rate,oracle_successes
oracle,50,20,123,1.0734333333333335,0.75855,nan,2.403
optimal,50,20,123,0.9871166666666666,0.7105,0.17984293206793206,2.403
rand_u01,50,20,123,0.3016166666666667,0.11964999999999998,0.9381137353659414,2.403
rand_u2N,50,20,123,0.9758166666666666,0.7056,0.20617845218506983,2.403
high,50,20,123,0.43766666666666665,0.20789999999999997,0.895841691315221,2.403
low,50,20,123,0.9575999999999999,0.66575,0.419837055999556,2.403
oracle,50,20,456,1.0585,0.75805,nan,2.452
optimal,50,20,456,0.9857166666666667,0.7167,0.17749424048174045,2.452
rand_u01,50,20,456,0.31648333333333334,0.1319,0.937911159592042,2.452
rand_u2N,50,20,456,0.9709666666666666,0.7039500000000001,0.20670173853923854,2.452
high,50,20,456,0.41451666666666664,0.2051,0.8982567270148154,2.452
low,50,20,456,0.9351333333333333,0.6690499999999999,0.4215810092685093,2.452
oracle,50,20,789,1.0651666666666668,0.7582000000000001,nan,2.426
optimal,50,20,789,0.9645833333333332,0.7038,0.18631962065712065,2.426
rand_u01,50,20,789,0.3083333333333333,0.12475,0.9376685035552683,2.426
rand_u2N,50,20,789,0.9512499999999999,0.7056999999999999,0.21025054112554115,2.426
high,50,20,789,0.4309166666666666,0.21234999999999996,0.8971764882992825,2.426
low,50,20,789,0.9255,0.65975,0.4262292055167055,2.426
oracle,50,20,1234,1.0941166666666668,0.75665,nan,2.393
optimal,50,20,1234,0.9732666666666666,0.70355,0.17851108197358195,2.393
rand_u01,50,20,1234,0.3105666666666666,0.12359999999999996,0.9382402758189523,2.393
rand_u2N,50,20,1234,1.0014666666666665,0.7091,0.20808370795870795,2.393
high,50,20,1234,0.4187333333333333,0.1993,0.8947515149882798,2.393
low,50,20,1234,0.9328333333333333,0.6654500000000001,0.4293840931943873,2.393
oracle,50,50,42,1.0339904761904763,0.78928,nan,5.653
optimal,50,50,42,0.9910047619047618,0.77276,0.241563585574056,5.653
rand_u01,50,50,42,0.2105769841269841,0.1429,0.9633642993296697,5.653
rand_u2N,50,50,42,0.9671706349206349,0.76006,0.2875637574817039,5.653
high,50,50,42,0.6129892857142857,0.46384000000000003,0.7881627281270849,5.653
low,50,50,42,0.9755865079365079,0.76924,0.24765000813602456,5.653
oracle,50,50,123,1.032771031746032,0.796,nan,5.622
optimal,50,50,123,0.9785365079365079,0.7676400000000001,0.24886018773470345,5.622
rand_u01,50,50,123,0.21802738095238094,0.14640000000000003,0.9600832586482824,5.622
rand_u2N,50,50,123,0.9834718253968253,0.7607,0.28632482333014175,5.622
high,50,50,123,0.6181615079365079,0.46522,0.7848597300044783,5.622
low,50,50,123,0.9858710317460319,0.76852,0.24712915692388565,5.622
oracle,50,50,456,1.018525396825397,0.7918999999999999,nan,5.734
optimal,50,50,456,0.9708460317460317,0.7678400000000001,0.25041000154358983,5.734
rand_u01,50,50,456,0.21233134920634922,0.15046000000000004,0.9628412784581644,5.734
rand_u2N,50,50,456,0.9573662698412698,0.76168,0.2843048979048552,5.734
high,50,50,456,0.5996313492063492,0.46708000000000005,0.7892287381334,5.734
low,50,50,456,0.9675,0.76646,0.25012688350331497,5.734
oracle,50,50,789,1.019999603174603,0.79268,nan,5.685
optimal,50,50,789,0.9723071428571429,0.76334,0.2537236754008597,5.685
rand_u01,50,50,789,0.21114444444444444,0.1448,0.9619614139676744,5.685
rand_u2N,50,50,789,0.9601765873015873,0.7567200000000001,0.28689878726382934,5.685
high,50,50,789,0.6192202380952381,0.4625,0.7836952227525172,5.685
low,50,50,789,0.9729341269841271,0.7671800000000001,0.2483374432724733,5.685
oracle,50,50,1234,1.031529365079365,0.7982400000000001,nan,5.65
optimal,50,50,1234,0.9758007936507936,0.7647999999999999,0.249880112208083,5.65
rand_u01,50,50,1234,0.21276349206349207,0.14138000000000003,0.9609482680529868,5.65
rand_u2N,50,50,1234,0.9757634920634921,0.75866,0.2843903520794014,5.65
high,50,50,1234,0.6182238095238094,0.46648,0.7866051064711929,5.65
low,50,50,1234,0.9831067460317461,0.76752,0.24542300657075078,5.65
oracle,50,100,42,1.0154162434787435,0.80401,nan,11.136
optimal,50,100,42,0.9789223803973804,0.78774,0.2749348615774938,11.136
rand_u01,50,100,42,0.1944242798867799,0.14679000000000003,0.952566551673377,11.136
rand_u2N,50,100,42,0.9731534007659006,0.7817999999999999,0.3002780481732104,11.136
high,50,100,42,0.7881043276168275,0.6275799999999999,0.6374658867662998,11.136
low,50,100,42,0.9727039335664336,0.77973,0.22032227440289615,11.136
oracle,50,100,123,1.0069012848262848,0.80855,nan,11.098
optimal,50,100,123,0.9790137917637918,0.78693,0.2771963568648286,11.098
rand_u01,50,100,123,0.21510905067155067,0.16125000000000003,0.9443850704719371,11.098
rand_u2N,50,100,123,0.9714179376179376,0.7826200000000001,0.2974552979878188,11.098
high,50,100,123,0.7878563894438895,0.62873,0.6371910239454864,11.098
low,50,100,123,0.9698743645243644,0.78231,0.21893581564950892,11.098
oracle,50,100,456,1.0082723307738013,0.80606,nan,11.201
optimal,50,100,456,0.9791183436661377,0.78715,0.2767920015178746,11.201
rand_u01,50,100,456,0.20678297021605846,0.15636000000000003,0.9499261987755493,11.201
rand_u2N,50,100,456,0.9636997398842987,0.78117,0.3018728770445007,11.201
high,50,100,456,0.7765929644701702,0.62715,0.6390358246600781,11.201
low,50,100,456,0.9701182921653511,0.78395,0.21846199623141946,11.201
oracle,50,100,789,1.0101346583971582,0.8036099999999999,nan,11.155
optimal,50,100,789,0.97071602009102,0.7814300000000001,0.2820423363708872,11.155
rand_u01,50,100,789,0.20364787296037298,0.15460000000000002,0.9502771122405969,11.155
rand_u2N,50,100,789,0.9663969183594183,0.77976,0.3009613421881191,11.155
high,50,100,789,0.78330931984682,0.62573,0.6395332042777407,11.155
low,50,100,789,0.9711951048951049,0.7836900000000001,0.2163760777834504,11.155
oracle,50,100,1234,1.0094045093795094,0.80626,nan,11.148
optimal,50,100,1234,0.9745472791097791,0.7871600000000001,0.2776804277392325,11.148
rand_u01,50,100,1234,0.20534767732267734,0.15359000000000003,0.9481352000367255,11.148
rand_u2N,50,100,1234,0.9741203463203464,0.7810499999999999,0.3013795908149575,11.148
high,50,100,1234,0.7877237443112444,0.6302300000000001,0.6384274509179504,11.148
low,50,100,1234,0.9703975621600621,0.78299,0.21784041029088527,11.148
oracle,50,200,42,1.0056187117903443,0.8124349999999999,nan,22.05
optimal,50,200,42,0.9785908638223154,0.795,0.2937943442203221,22.05
rand_u01,50,200,42,0.23330011100891532,0.182905,0.9178231280682282,22.05
rand_u2N,50,200,42,0.9785802848784803,0.794235,0.30282203200348146,22.05
high,50,200,42,0.8830909164817993,0.71651,0.5055150623865211,22.05
low,50,200,42,0.9678992179250265,0.785705,0.23868903966662447,22.05
oracle,50,200,123,1.0084681584483366,0.8130649999999999,nan,21.884
optimal,50,200,123,0.9838884996120238,0.79704,0.2928167003937732,21.884
rand_u01,50,200,123,0.250853861218717,0.19709,0.9072978386434731,21.884
rand_u2N,50,200,123,0.9823916822519112,0.7944349999999999,0.30269019588888296,21.884
high,50,200,123,0.890328181764517,0.7157049999999999,0.5042980535268585,21.884
low,50,200,123,0.9728933102833288,0.7856949999999999,0.23775907534280669,21.884
oracle,50,200,456,0.9996386758601923,0.812905,nan,22.14
optimal,50,200,456,0.9812824887417463,0.7969700000000001,0.2905906981857901,22.14
rand_u01,50,200,456,0.24389436812062468,0.19284500000000002,0.9123995422660366,22.14
rand_u2N,50,200,456,0.9712789498203397,0.7931299999999999,0.3048858094613764,22.14
high,50,200,456,0.8742449114589713,0.71567,0.5070963291707147,22.14
low,50,200,456,0.9644199046485787,0.78686,0.23661726251048987,22.14
oracle,50,200,789,1.004543224850958,0.811885,nan,22.041
optimal,50,200,789,0.9790796164332818,0.795395,0.2941011645079481,22.041
rand_u01,50,200,789,0.2500263471654453,0.19771500000000003,0.9111466259876766,22.041
rand_u2N,50,200,789,0.97372895077353,0.794005,0.3042838719029859,22.041
high,50,200,789,0.8823528318869078,0.715145,0.5058941024459614,22.041
low,50,200,789,0.9702620101231583,0.7878399999999999,0.2368221517944472,22.041
oracle,50,200,1234,1.00082169858459,0.81326,nan,22.066
optimal,50,200,1234,0.9803140367903236,0.79725,0.29062906272841915,22.066
rand_u01,50,200,1234,0.24408264752108738,0.19069999999999998,0.912708382380683,22.066
rand_u2N,50,200,1234,0.9758449573558885,0.79369,0.3040673329839639,22.066
high,50,200,1234,0.8837236582336391,0.7180899999999999,0.5049404178968695,22.066
low,50,200,1234,0.9683249074579842,0.78612,0.23708812016305972,22.066
