c_coll,c_idle,N,W_eff,seed,efficiency
1.0,3.0,50,100,42,0.3932397713397711
1.0,5.0,50,100,42,0.32516735764235793
1.2,1.2,50,100,42,0.9782827228327231
1.2,1.5,50,100,42,0.9523594003218989
1.2,2.0,50,100,42,0.8926024378399385
1.2,3.0,50,100,42,0.8074839826839839
1.2,5.0,50,100,42,0.7099770049395063
1.5,1.2,50,100,42,0.9634853341103351
1.5,1.5,50,100,42,0.9669322954822954
1.5,2.0,50,100,42,0.9426979631479628
1.5,3.0,50,100,42,0.874900903263404
1.5,5.0,50,100,42,0.7330490412365422
2.0,1.2,50,100,42,0.9290751817626806
2.0,1.5,50,100,42,0.9595041902541898
2.0,2.0,50,100,42,0.9409359806859804
2.0,3.0,50,100,42,0.8614448704073703
2.0,5.0,50,100,42,0.699307932345433
3.0,1.2,50,100,42,0.903496432733933
3.0,1.5,50,100,42,0.9342940864690849
3.0,2.0,50,100,42,0.9088775474525476
3.0,3.0,50,100,42,0.7982542180042183
3.0,5.0,50,100,42,0.6304884768009766
-1.0,-1.0,50,100,123,1.0
1.0,1.2,50,100,123,0.9062673035298027
1.0,1.5,50,100,123,0.7277383158508158
1.0,2.0,50,100,123,0.5565608918858921
1.0,3.0,50,100,123,0.4029438825063827
1.0,5.0,50,100,123,0.3140261890886897
1.2,1.2,50,100,123,0.9848709484959478
1.2,1.5,50,100,123,0.9477866008990997
1.2,2.0,50,100,123,0.891267703130204
1.2,3.0,50,100,123,0.8140711177711195
1.2,5.0,50,100,123,0.6980975649350663
1.5,1.2,50,100,123,0.9609289849039836
1.5,1.5,50,100,123,0.9688236027861027
1.5,2.0,50,100,123,0.9399467574092576
1.5,3.0,50,100,123,0.8835599331224335
1.5,5.0,50,100,123,0.750971037296038
2.0,1.2,50,100,123,0.9342060037185024
2.0,1.5,50,100,123,0.9462683344433342
2.0,2.0,50,100,123,0.9395119505494508
2.0,3.0,50,100,123,0.8761972152847152
2.0,5.0,50,100,123,0.6928105991230991
3.0,1.2,50,100,123,0.9049928640803634
3.0,1.5,50,100,123,0.9318238164613147
3.0,2.0,50,100,123,0.9134525363525364
3.0,3.0,50,100,123,0.8122367535242535
3.0,5.0,50,100,123,0.6350576964701976
-1.0,-1.0,50,100,456,1.0
1.0,1.2,50,100,456,0.9024173178945244
1.0,1.5,50,100,456,0.7260873954476902
1.0,2.0,50,100,456,0.5517752613399666
1.0,3.0,50,100,456,0.37742953582365346
1.0,5.0,50,100,456,0.3185207203743973
1.2,1.2,50,100,456,0.9733393336238922
1.2,1.5,50,100,456,0.9535527332961158
1.2,2.0,50,100,456,0.8934483880498596
1.2,3.0,50,100,456,0.8022288537442953
1.2,5.0,50,100,456,0.6973512206747512
1.5,1.2,50,100,456,0.9604493579133272
1.5,1.5,50,100,456,0.954827786429257
1.5,2.0,50,100,456,0.9338071505292089
1.5,3.0,50,100,456,0.8669185906413851
1.5,5.0,50,100,456,0.7451203029813325
2.0,1.2,50,100,456,0.9353280516052578
2.0,1.5,50,100,456,0.9485698980757802
2.0,2.0,50,100,456,0.9372674574608391
2.0,3.0,50,100,456,0.8583473381193975
2.0,5.0,50,100,456,0.7123610888294719
3.0,1.2,50,100,456,0.8967484625668447
3.0,1.5,50,100,456,0.9188790938636521
3.0,2.0,50,100,456,0.9121563829960888
3.0,3.0,50,100,456,0.802558906126553
3.0,5.0,50,100,456,0.6036895304042361
-1.0,-1.0,50,100,789,1.0
1.0,1.2,50,100,789,0.9090347125097118
1.0,1.5,50,100,789,0.7306706557331549
1.0,2.0,50,100,789,0.5531157828282823
1.0,3.0,50,100,789,0.4131202894327889
1.0,5.0,50,100,789,0.31334963092463136
1.2,1.2,50,100,789,0.9742195152070154
1.2,1.5,50,100,789,0.9428637501387498
1.2,2.0,50,100,789,0.8989525724275738
1.2,3.0,50,100,789,0.8205295218670223
1.2,5.0,50,100,789,0.6905077450327463
1.5,1.2,50,100,789,0.9597920634920627
1.5,1.5,50,100,789,0.9579412143412145
1.5,2.0,50,100,789,0.9312595016095018
1.5,3.0,50,100,789,0.8759625624375632
1.5,5.0,50,100,789,0.7539857545232556
2.0,1.2,50,100,789,0.9422785173160156
2.0,1.5,50,100,789,0.9482854367854369
2.0,2.0,50,100,789,0.9411418192918192
2.0,3.0,50,100,789,0.8668171717171712
2.0,5.0,50,100,789,0.6926390775890771
3.0,1.2,50,100,789,0.9046922841047842
3.0,1.5,50,100,789,0.9312211233211232
3.0,2.0,50,100,789,0.8995858558108544
3.0,3.0,50,100,789,0.7965341283716278
3.0,5.0,50,100,789,0.6282638070263069
-1.0,-1.0,50,100,1234,1.0
1.0,1.2,50,100,1234,0.9101475996226001
1.0,1.5,50,100,1234,0.7376474345099349
1.0,2.0,50,100,1234,0.5500489621489626
1.0,3.0,50,100,1234,0.4064982337107333
1.0,5.0,50,100,1234,0.3147774808524811
1.2,1.2,50,100,1234,0.9775627622377606
1.2,1.5,50,100,1234,0.9468127858252852
1.2,2.0,50,100,1234,0.8976265762015782
1.2,3.0,50,100,1234,0.8095248931623942
1.2,5.0,50,100,1234,0.6937241688866693
1.5,1.2,50,100,1234,0.9690068792318787
1.5,1.5,50,100,1234,0.9633609987234988
1.5,2.0,50,100,1234,0.9356150765900769
1.5,3.0,50,100,1234,0.8695725940725937
1.5,5.0,50,100,1234,0.7483047605172617
2.0,1.2,50,100,1234,0.9384826701076692
2.0,1.5,50,100,1234,0.9572956696081673
2.0,2.0,50,100,1234,0.936805376567876
2.0,3.0,50,100,1234,0.878129603729604
2.0,5.0,50,100,1234,0.694951619214119
3.0,1.2,50,100,1234,0.9049997197247199
3.0,1.5,50,100,1234,0.9300869269619269
3.0,2.0,50,100,1234,0.9130813838938846
3.0,3.0,50,100,1234,0.8127451714951713
3.0,5.0,50,100,1234,0.6188198523698529
-1.0,-1.0,50,200,42,1.0
1.0,1.2,50,200,42,0.8017571526808361
1.0,1.5,50,200,42,0.5166162614503339
1.0,2.0,50,200,42,0.352955393363179
1.0,3.0,50,200,42,0.21416729979849825
1.0,5.0,50,200,42,0.22931392921844582
1.2,1.2,50,200,42,0.980688769127202
1.2,1.5,50,200,42,0.9450514314969741
1.2,2.0,50,200,42,0.8835565659480453
1.2,3.0,50,200,42,0.7916660064874631
1.2,5.0,50,200,42,0.661820906135122
1.5,1.2,50,200,42,0.9680053971309314
1.5,1.5,50,200,42,0.9636411680806293
1.5,2.0,50,200,42,0.9344136829138658
1.5,3.0,50,200,42,0.8522457319282623
1.5,5.0,50,200,42,0.6174932217919018
2.0,1.2,50,200,42,0.9397634645550522
2.0,1.5,50,200,42,0.9572302100355182
2.0,2.0,50,200,42,0.9358565793070657
2.0,3.0,50,200,42,0.7940051409474529
2.0,5.0,50,200,42,0.5286576597955518
3.0,1.2,50,200,42,0.9051020228786667
3.0,1.5,50,200,42,0.932347004222312
3.0,2.0,50,200,42,0.8707377749129471
3.0,3.0,50,200,42,0.6406006377583271
3.0,5.0,50,200,42,0.41491706286640573
-1.0,-1.0,50,200,123,1.0
1.0,1.2,50,200,123,0.8003096439777093
1.0,1.5,50,200,123,0.5279101775396842
1.0,2.0,50,200,123,0.3641183778366168
1.0,3.0,50,200,123,0.2203386375992643
1.0,5.0,50,200,123,0.2250215217987159
1.2,1.2,50,200,123,0.98833350518569
1.2,1.5,50,200,123,0.9497176048141897
1.2,2.0,50,200,123,0.8840338720806311
1.2,3.0,50,200,123,0.8026411593344969
1.2,5.0,50,200,123,0.6667627420963127
1.5,1.2,50,200,123,0.9709295422101794
1.5,1.5,50,200,123,0.9721305912528453
1.5,2.0,50,200,123,0.9397278133535448
1.5,3.0,50,200,123,0.8613064929193137
1.5,5.0,50,200,123,0.6354421393068774
2.0,1.2,50,200,123,0.9444602914818249
2.0,1.5,50,200,123,0.9576008140101763
2.0,2.0,50,200,123,0.9385118202909163
2.0,3.0,50,200,123,0.8041705481294749
2.0,5.0,50,200,123,0.5185332066535044
3.0,1.2,50,200,123,0.9128254237361806
3.0,1.5,50,200,123,0.9383707202709529
3.0,2.0,50,200,123,0.8765114143407333
3.0,3.0,50,200,123,0.656375100750239
3.0,5.0,50,200,123,0.4208019400309854
-1.0,-1.0,50,200,456,1.0
1.0,1.2,50,200,456,0.790928830069639
1.0,1.5,50,200,456,0.5265123126236619
1.0,2.0,50,200,456,0.3507521635424251
1.0,3.0,50,200,456,0.20521248380790183
1.0,5.0,50,200,456,0.2267745098915283
1.2,1.2,50,200,456,0.9755512450937026
1.2,1.5,50,200,456,0.9406452902558767
1.2,2.0,50,200,456,0.8812256091111551
1.2,3.0,50,200,456,0.7871139670053365
1.2,5.0,50,200,456,0.6479574648028866
1.5,1.2,50,200,456,0.9684985899100862
1.5,1.5,50,200,456,0.9578256602022825
1.5,2.0,50,200,456,0.9288728488672798
1.5,3.0,50,200,456,0.8485958795477581
1.5,5.0,50,200,456,0.6372282122937819
2.0,1.2,50,200,456,0.94180290391187
2.0,1.5,50,200,456,0.9533544868329434
2.0,2.0,50,200,456,0.9264542844010816
2.0,3.0,50,200,456,0.7859283291183984
2.0,5.0,50,200,456,0.5360080369592277
3.0,1.2,50,200,456,0.9014733949186472
3.0,1.5,50,200,456,0.9248256988461286
3.0,2.0,50,200,456,0.8615608212301397
3.0,3.0,50,200,456,0.6501100656596518
3.0,5.0,50,200,456,0.39879510833291054
-1.0,-1.0,50,200,789,1.0
1.0,1.2,50,200,789,0.8002974302739934
1.0,1.5,50,200,789,0.5350354706720467
1.0,2.0,50,200,789,0.3539011769793448
1.0,3.0,50,200,789,0.2261128930775681
1.0,5.0,50,200,789,0.22296215616263826
1.2,1.2,50,200,789,0.98042509390546
1.2,1.5,50,200,789,0.9421995702240011
1.2,2.0,50,200,789,0.8865723227267057
1.2,3.0,50,200,789,0.7975681874516357
1.2,5.0,50,200,789,0.6496958645441148
1.5,1.2,50,200,789,0.9682714169872629
1.5,1.5,50,200,789,0.9612739401494521
1.5,2.0,50,200,789,0.9286823125031846
1.5,3.0,50,200,789,0.8589924517241287
1.5,5.0,50,200,789,0.6419503385331815
2.0,1.2,50,200,789,0.9459628065216116
2.0,1.5,50,200,789,0.9574223427078448
2.0,2.0,50,200,789,0.9357001060578493
2.0,3.0,50,200,789,0.7954310507784141
2.0,5.0,50,200,789,0.5281948623783654
3.0,1.2,50,200,789,0.9082182020438408
3.0,1.5,50,200,789,0.9341496209873387
3.0,2.0,50,200,789,0.8576255650364611
3.0,3.0,50,200,789,0.653162378947237
3.0,5.0,50,200,789,0.4146514636444401
-1.0,-1.0,50,200,1234,1.0
1.0,1.2,50,200,1234,0.8021049325071936
1.0,1.5,50,200,1234,0.5408302469467595
1.0,2.0,50,200,1234,0.35201017971738197
1.0,3.0,50,200,1234,0.2187916277020267
1.0,5.0,50,200,1234,0.22040098205851608
1.2,1.2,50,200,1234,0.9798383075139151
1.2,1.5,50,200,1234,0.9435048652380975
1.2,2.0,50,200,1234,0.8852476795788377
1.2,3.0,50,200,1234,0.7929289483097595
1.2,5.0,50,200,1234,0.6477812481684454
1.5,1.2,50,200,1234,0.968643729250399
1.5,1.5,50,200,1234,0.9630023009008264
1.5,2.0,50,200,1234,0.9296171491388079
1.5,3.0,50,200,1234,0.8432250822190238
1.5,5.0,50,200,1234,0.6339505812410975
2.0,1.2,50,200,1234,0.9407278853098378
2.0,1.5,50,200,1234,0.9585362221024927
2.0,2.0,50,200,1234,0.9286199006499829
2.0,3.0,50,200,1234,0.8017535851703949
2.0,5.0,50,200,1234,0.522455489022489
3.0,1.2,50,200,1234,0.9082877511253998
3.0,1.5,50,200,1234,0.9300122485044502
3.0,2.0,50,200,1234,0.8753130028164441
3.0,3.0,50,200,1234,0.6598567125070303
3.0,5.0,50,200,1234,0.4132624044618228
