access,w_eff,n_vis,n_nat,c_idle,c_coll,T,rho,tau_cv
basic,420,5,10,1.0,1.02,0.63101,0.0859,0.00026
basic,420,5,10,1.0,1.05,0.63144,0.08301,0.00064
basic,420,5,10,1.0,1.1,0.62846,0.07873,0.00123
basic,420,5,10,1.0,1.15,0.62981,0.07655,0.00179
basic,420,5,10,1.0,1.2,0.63066,0.0745,0.00231
basic,420,5,10,1.0,1.3,0.62945,0.06908,0.00289
basic,420,5,10,1.0,1.4,0.63357,0.06867,0.00361
basic,420,5,10,1.0,1.55,0.63437,0.06131,0.00418
basic,420,5,10,1.0,1.7,0.63308,0.05664,0.00476
basic,420,5,10,1.0,1.85,0.63221,0.05337,0.00591
basic,420,5,10,1.0,2.0,0.63261,0.0531,0.00653
basic,420,5,10,1.2,1.02,0.63295,0.24628,0.0005
basic,420,5,10,1.2,1.05,0.63209,0.23733,0.0013
basic,420,5,10,1.2,1.1,0.63221,0.22392,0.00247
basic,420,5,10,1.2,1.15,0.63622,0.21745,0.00377
basic,420,5,10,1.2,1.2,0.63328,0.20892,0.005
basic,420,5,10,1.2,1.3,0.6376,0.19693,0.00656
basic,420,5,10,1.2,1.4,0.6412,0.16598,0.00812
basic,420,5,10,1.2,1.55,0.63445,0.15823,0.00932
basic,420,5,10,1.2,1.7,0.63305,0.13811,0.01072
basic,420,5,10,1.2,1.85,0.63188,0.12209,0.0134
basic,420,5,10,1.2,2.0,0.63024,0.11949,0.01518
basic,420,5,10,1.4,1.02,0.61287,0.60654,0.0009
basic,420,5,10,1.4,1.05,0.61428,0.56711,0.0024
basic,420,5,10,1.4,1.1,0.61548,0.5528,0.00454
basic,420,5,10,1.4,1.15,0.61565,0.51425,0.00668
basic,420,5,10,1.4,1.2,0.62541,0.4849,0.00824
basic,420,5,10,1.4,1.3,0.61975,0.44786,0.01258
basic,420,5,10,1.4,1.4,0.62069,0.40259,0.01641
basic,420,5,10,1.4,1.55,0.6235,0.37911,0.02067
basic,420,5,10,1.4,1.7,0.62506,0.35074,0.0243
basic,420,5,10,1.4,1.85,0.63045,0.32731,0.02589
basic,420,5,10,1.4,2.0,0.63315,0.32629,0.02916
basic,420,5,10,1.6,1.02,0.59053,0.91553,0.00127
basic,420,5,10,1.6,1.05,0.59281,0.92464,0.00307
basic,420,5,10,1.6,1.1,0.59129,0.91032,0.00614
basic,420,5,10,1.6,1.15,0.59794,0.87532,0.00898
basic,420,5,10,1.6,1.2,0.59477,0.84299,0.01179
basic,420,5,10,1.6,1.3,0.60042,0.8092,0.01768
basic,420,5,10,1.6,1.4,0.60779,0.78621,0.02242
basic,420,5,10,1.6,1.55,0.60986,0.74855,0.02811
basic,420,5,10,1.6,1.7,0.6058,0.68517,0.03565
basic,420,5,10,1.6,1.85,0.60883,0.62258,0.0405
basic,420,5,10,1.6,2.0,0.6085,0.58819,0.04752
basic,420,5,10,1.8,1.02,0.56433,1.16544,0.00144
basic,420,5,10,1.8,1.05,0.56671,1.15983,0.00361
basic,420,5,10,1.8,1.1,0.56369,1.11271,0.00749
basic,420,5,10,1.8,1.15,0.56764,1.13576,0.01055
basic,420,5,10,1.8,1.2,0.5685,1.11596,0.01451
basic,420,5,10,1.8,1.3,0.56729,1.06151,0.02121
basic,420,5,10,1.8,1.4,0.58228,1.0523,0.02799
basic,420,5,10,1.8,1.55,0.57611,0.97283,0.03705
basic,420,5,10,1.8,1.7,0.57836,0.95003,0.04663
basic,420,5,10,1.8,1.85,0.58947,0.91621,0.05234
basic,420,5,10,1.8,2.0,0.59918,0.88189,0.05669
basic,420,5,10,2.0,1.02,0.53594,1.31162,0.00167
basic,420,5,10,2.0,1.05,0.53922,1.30913,0.00409
basic,420,5,10,2.0,1.1,0.54038,1.30907,0.00825
basic,420,5,10,2.0,1.15,0.53915,1.3064,0.01251
basic,420,5,10,2.0,1.2,0.54148,1.29105,0.01662
basic,420,5,10,2.0,1.3,0.54843,1.24892,0.02388
basic,420,5,10,2.0,1.4,0.55567,1.21563,0.03025
basic,420,5,10,2.0,1.55,0.55598,1.18144,0.0398
basic,420,5,10,2.0,1.7,0.55869,1.15662,0.05194
basic,420,5,10,2.0,1.85,0.55643,1.12501,0.05924
basic,420,5,10,2.0,2.0,0.56379,1.11711,0.06823
basic,420,5,10,2.4,1.02,0.49408,1.4932,0.00189
basic,420,5,10,2.4,1.05,0.486,1.49148,0.00494
basic,420,5,10,2.4,1.1,0.49927,1.48799,0.00965
basic,420,5,10,2.4,1.15,0.49696,1.47619,0.0149
basic,420,5,10,2.4,1.2,0.50202,1.43169,0.01923
basic,420,5,10,2.4,1.3,0.50011,1.3934,0.02813
basic,420,5,10,2.4,1.4,0.50756,1.40586,0.0365
basic,420,5,10,2.4,1.55,0.51096,1.42907,0.04833
basic,420,5,10,2.4,1.7,0.51996,1.42112,0.0589
basic,420,5,10,2.4,1.85,0.51023,1.37077,0.07213
basic,420,5,10,2.4,2.0,0.51049,1.35885,0.08339
basic,420,10,10,1.0,1.02,0.63839,0.11796,0.00038
basic,420,10,10,1.0,1.05,0.63865,0.11281,0.00096
basic,420,10,10,1.0,1.1,0.64016,0.10512,0.00191
basic,420,10,10,1.0,1.15,0.64,0.10143,0.00277
basic,420,10,10,1.0,1.2,0.63773,0.09356,0.0037
basic,420,10,10,1.0,1.3,0.63751,0.08987,0.00531
basic,420,10,10,1.0,1.4,0.63759,0.08499,0.0066
basic,420,10,10,1.0,1.55,0.63712,0.07974,0.00875
basic,420,10,10,1.0,1.7,0.63569,0.07348,0.01097
basic,420,10,10,1.0,1.85,0.63745,0.06974,0.01264
basic,420,10,10,1.0,2.0,0.64027,0.06684,0.01372
basic,420,10,10,1.2,1.02,0.62731,0.29844,0.00074
basic,420,10,10,1.2,1.05,0.62571,0.28294,0.00176
basic,420,10,10,1.2,1.1,0.62931,0.27457,0.00353
basic,420,10,10,1.2,1.15,0.63047,0.26154,0.00503
basic,420,10,10,1.2,1.2,0.62844,0.25405,0.00688
basic,420,10,10,1.2,1.3,0.63093,0.24745,0.00922
basic,420,10,10,1.2,1.4,0.62722,0.22456,0.01199
basic,420,10,10,1.2,1.55,0.62466,0.19603,0.01616
basic,420,10,10,1.2,1.7,0.62398,0.18088,0.01878
basic,420,10,10,1.2,1.85,0.62805,0.16986,0.021
basic,420,10,10,1.2,2.0,0.62758,0.16422,0.02269
basic,420,10,10,1.4,1.02,0.60625,0.55972,0.00105
basic,420,10,10,1.4,1.05,0.60394,0.54868,0.00269
basic,420,10,10,1.4,1.1,0.60711,0.52927,0.00516
basic,420,10,10,1.4,1.15,0.61115,0.52376,0.00783
basic,420,10,10,1.4,1.2,0.60979,0.50668,0.01059
basic,420,10,10,1.4,1.3,0.60806,0.49026,0.01488
basic,420,10,10,1.4,1.4,0.61814,0.47276,0.01929
basic,420,10,10,1.4,1.55,0.61611,0.43087,0.02491
basic,420,10,10,1.4,1.7,0.61295,0.39919,0.03368
basic,420,10,10,1.4,1.85,0.61409,0.36375,0.03786
basic,420,10,10,1.4,2.0,0.61798,0.33911,0.04282
basic,420,10,10,1.6,1.02,0.57636,0.79242,0.00132
basic,420,10,10,1.6,1.05,0.57744,0.7936,0.00318
basic,420,10,10,1.6,1.1,0.58187,0.76619,0.00665
basic,420,10,10,1.6,1.15,0.58479,0.75957,0.00978
basic,420,10,10,1.6,1.2,0.57541,0.72911,0.01366
basic,420,10,10,1.6,1.3,0.58397,0.71834,0.01932
basic,420,10,10,1.6,1.4,0.59036,0.67914,0.02531
basic,420,10,10,1.6,1.55,0.58282,0.65497,0.0353
basic,420,10,10,1.6,1.7,0.59214,0.62516,0.042
basic,420,10,10,1.6,1.85,0.59522,0.58495,0.05293
basic,420,10,10,1.6,2.0,0.59703,0.55942,0.0568
basic,420,10,10,1.8,1.02,0.54473,0.91104,0.00159
basic,420,10,10,1.8,1.05,0.54232,0.90861,0.004
basic,420,10,10,1.8,1.1,0.54601,0.89993,0.00777
basic,420,10,10,1.8,1.15,0.54785,0.89604,0.01144
basic,420,10,10,1.8,1.2,0.54488,0.88612,0.01544
basic,420,10,10,1.8,1.3,0.54987,0.85637,0.02303
basic,420,10,10,1.8,1.4,0.55397,0.82687,0.03058
basic,420,10,10,1.8,1.55,0.55939,0.82169,0.04152
basic,420,10,10,1.8,1.7,0.55969,0.77995,0.05079
basic,420,10,10,1.8,1.85,0.56828,0.76681,0.06197
basic,420,10,10,1.8,2.0,0.56858,0.72078,0.07118
basic,420,10,10,2.0,1.02,0.50968,0.9926,0.00177
basic,420,10,10,2.0,1.05,0.5103,0.99442,0.00446
basic,420,10,10,2.0,1.1,0.51244,0.97855,0.0088
basic,420,10,10,2.0,1.15,0.51156,0.96742,0.01343
basic,420,10,10,2.0,1.2,0.52333,0.98051,0.01726
basic,420,10,10,2.0,1.3,0.5273,0.96567,0.02624
basic,420,10,10,2.0,1.4,0.53044,0.94788,0.03439
basic,420,10,10,2.0,1.55,0.53349,0.94357,0.04557
basic,420,10,10,2.0,1.7,0.54073,0.91145,0.05663
basic,420,10,10,2.0,1.85,0.53381,0.86568,0.07091
basic,420,10,10,2.0,2.0,0.5425,0.86459,0.08272
basic,420,10,10,2.4,1.02,0.46249,1.08911,0.00212
basic,420,10,10,2.4,1.05,0.46765,1.06977,0.00526
basic,420,10,10,2.4,1.1,0.46796,1.08705,0.01045
basic,420,10,10,2.4,1.15,0.47087,1.08271,0.01563
basic,420,10,10,2.4,1.2,0.47783,1.09247,0.02051
basic,420,10,10,2.4,1.3,0.48554,1.08216,0.02994
basic,420,10,10,2.4,1.4,0.47712,1.07439,0.03926
basic,420,10,10,2.4,1.55,0.49223,1.06738,0.05446
basic,420,10,10,2.4,1.7,0.49647,1.03924,0.0686
basic,420,10,10,2.4,1.85,0.50298,1.04451,0.07976
basic,420,10,10,2.4,2.0,0.49326,1.00571,0.09364
basic,420,20,10,1.0,1.02,0.62775,0.16179,0.00055
basic,420,20,10,1.0,1.05,0.62932,0.15342,0.00143
basic,420,20,10,1.0,1.1,0.62974,0.15176,0.00268
basic,420,20,10,1.0,1.15,0.63017,0.14171,0.00397
basic,420,20,10,1.0,1.2,0.63045,0.13356,0.00542
basic,420,20,10,1.0,1.3,0.62754,0.1244,0.00744
basic,420,20,10,1.0,1.4,0.62885,0.12011,0.00956
basic,420,20,10,1.0,1.55,0.62725,0.11241,0.01308
basic,420,20,10,1.0,1.7,0.63125,0.10641,0.01614
basic,420,20,10,1.0,1.85,0.63329,0.10328,0.01829
basic,420,20,10,1.0,2.0,0.63292,0.09779,0.02029
basic,420,20,10,1.2,1.02,0.62367,0.37454,0.00081
basic,420,20,10,1.2,1.05,0.62089,0.36125,0.00207
basic,420,20,10,1.2,1.1,0.62156,0.34907,0.0041
basic,420,20,10,1.2,1.15,0.62011,0.3351,0.00597
basic,420,20,10,1.2,1.2,0.62345,0.32701,0.00798
basic,420,20,10,1.2,1.3,0.62209,0.2943,0.0124
basic,420,20,10,1.2,1.4,0.6188,0.27064,0.01609
basic,420,20,10,1.2,1.55,0.62847,0.25864,0.02041
basic,420,20,10,1.2,1.7,0.62384,0.243,0.02679
basic,420,20,10,1.2,1.85,0.62635,0.21751,0.03038
basic,420,20,10,1.2,2.0,0.6293,0.21574,0.03373
basic,420,20,10,1.4,1.02,0.58092,0.58268,0.00109
basic,420,20,10,1.4,1.05,0.58786,0.5694,0.00277
basic,420,20,10,1.4,1.1,0.5902,0.56195,0.00556
basic,420,20,10,1.4,1.15,0.58964,0.55642,0.00815
basic,420,20,10,1.4,1.2,0.59246,0.55833,0.01075
basic,420,20,10,1.4,1.3,0.59322,0.51345,0.01648
basic,420,20,10,1.4,1.4,0.60187,0.48791,0.02186
basic,420,20,10,1.4,1.55,0.59698,0.45969,0.02981
basic,420,20,10,1.4,1.7,0.60698,0.43788,0.03534
basic,420,20,10,1.4,1.85,0.60618,0.41102,0.04578
basic,420,20,10,1.4,2.0,0.60796,0.38341,0.05136
basic,420,20,10,1.6,1.02,0.54676,0.72755,0.00131
basic,420,20,10,1.6,1.05,0.55025,0.71968,0.00323
basic,420,20,10,1.6,1.1,0.55187,0.70095,0.00666
basic,420,20,10,1.6,1.15,0.55218,0.70222,0.0099
basic,420,20,10,1.6,1.2,0.5628,0.68168,0.0126
basic,420,20,10,1.6,1.3,0.55732,0.66797,0.02033
basic,420,20,10,1.6,1.4,0.56499,0.64021,0.02657
basic,420,20,10,1.6,1.55,0.56815,0.63441,0.03565
basic,420,20,10,1.6,1.7,0.57427,0.59689,0.04575
basic,420,20,10,1.6,1.85,0.58014,0.57517,0.05543
basic,420,20,10,1.6,2.0,0.58014,0.55642,0.06507
basic,420,20,10,1.8,1.02,0.52336,0.7985,0.00147
basic,420,20,10,1.8,1.05,0.51986,0.80586,0.00376
basic,420,20,10,1.8,1.1,0.52126,0.79165,0.00753
basic,420,20,10,1.8,1.15,0.52197,0.77551,0.01115
basic,420,20,10,1.8,1.2,0.52331,0.76103,0.01528
basic,420,20,10,1.8,1.3,0.5286,0.76135,0.0229
basic,420,20,10,1.8,1.4,0.53547,0.73746,0.02979
basic,420,20,10,1.8,1.55,0.54295,0.72571,0.04012
basic,420,20,10,1.8,1.7,0.54428,0.71017,0.05244
basic,420,20,10,1.8,1.85,0.5458,0.69473,0.06294
basic,420,20,10,1.8,2.0,0.55059,0.66785,0.07303
basic,420,20,10,2.0,1.02,0.49035,0.8476,0.00172
basic,420,20,10,2.0,1.05,0.48297,0.84986,0.0043
basic,420,20,10,2.0,1.1,0.49111,0.82732,0.00838
basic,420,20,10,2.0,1.15,0.49125,0.8369,0.01292
basic,420,20,10,2.0,1.2,0.50097,0.83001,0.0165
basic,420,20,10,2.0,1.3,0.50465,0.82073,0.02428
basic,420,20,10,2.0,1.4,0.50365,0.78865,0.03296
basic,420,20,10,2.0,1.55,0.51961,0.78979,0.0436
basic,420,20,10,2.0,1.7,0.51882,0.77869,0.0584
basic,420,20,10,2.0,1.85,0.51992,0.76119,0.06854
basic,420,20,10,2.0,2.0,0.52622,0.74357,0.08029
basic,420,20,10,2.4,1.02,0.4351,0.89226,0.00204
basic,420,20,10,2.4,1.05,0.44115,0.89334,0.00504
basic,420,20,10,2.4,1.1,0.44222,0.90412,0.00999
basic,420,20,10,2.4,1.15,0.44484,0.8797,0.01501
basic,420,20,10,2.4,1.2,0.44778,0.89182,0.01988
basic,420,20,10,2.4,1.3,0.45372,0.88054,0.02895
basic,420,20,10,2.4,1.4,0.45862,0.88941,0.03934
basic,420,20,10,2.4,1.55,0.46125,0.8791,0.05386
basic,420,20,10,2.4,1.7,0.46767,0.85613,0.06698
basic,420,20,10,2.4,1.85,0.47744,0.83332,0.08094
basic,420,20,10,2.4,2.0,0.4858,0.84501,0.09527
basic,420,50,10,1.0,1.02,0.62468,0.3013,0.00061
basic,420,50,10,1.0,1.05,0.6254,0.2952,0.0015
basic,420,50,10,1.0,1.1,0.62153,0.27759,0.00309
basic,420,50,10,1.0,1.15,0.62791,0.2772,0.0046
basic,420,50,10,1.0,1.2,0.63254,0.26921,0.00569
basic,420,50,10,1.0,1.3,0.62694,0.24459,0.00915
basic,420,50,10,1.0,1.4,0.63179,0.23228,0.01149
basic,420,50,10,1.0,1.55,0.63338,0.22412,0.01567
basic,420,50,10,1.0,1.7,0.63779,0.21234,0.01943
basic,420,50,10,1.0,1.85,0.63528,0.19787,0.02351
basic,420,50,10,1.0,2.0,0.63051,0.18768,0.02811
basic,420,50,10,1.2,1.02,0.59807,0.50354,0.00083
basic,420,50,10,1.2,1.05,0.60702,0.51053,0.00208
basic,420,50,10,1.2,1.1,0.59837,0.48319,0.00415
basic,420,50,10,1.2,1.15,0.59979,0.48025,0.00621
basic,420,50,10,1.2,1.2,0.60934,0.45786,0.00818
basic,420,50,10,1.2,1.3,0.6062,0.43894,0.01255
basic,420,50,10,1.2,1.4,0.60331,0.41454,0.01695
basic,420,50,10,1.2,1.55,0.60986,0.39832,0.02299
basic,420,50,10,1.2,1.7,0.61908,0.38105,0.02857
basic,420,50,10,1.2,1.85,0.61451,0.35478,0.03526
basic,420,50,10,1.2,2.0,0.61412,0.33962,0.04062
basic,420,50,10,1.4,1.02,0.55692,0.65062,0.00097
basic,420,50,10,1.4,1.05,0.55201,0.65641,0.00251
basic,420,50,10,1.4,1.1,0.55543,0.63536,0.00508
basic,420,50,10,1.4,1.15,0.55357,0.63876,0.00768
basic,420,50,10,1.4,1.2,0.56439,0.61407,0.00998
basic,420,50,10,1.4,1.3,0.5667,0.5952,0.01524
basic,420,50,10,1.4,1.4,0.57206,0.56977,0.02062
basic,420,50,10,1.4,1.55,0.57601,0.55281,0.02763
basic,420,50,10,1.4,1.7,0.58594,0.5308,0.03548
basic,420,50,10,1.4,1.85,0.58083,0.50925,0.04389
basic,420,50,10,1.4,2.0,0.58342,0.4899,0.0536
basic,420,50,10,1.6,1.02,0.51541,0.72436,0.00117
basic,420,50,10,1.6,1.05,0.51903,0.71808,0.00297
basic,420,50,10,1.6,1.1,0.51933,0.69746,0.00602
basic,420,50,10,1.6,1.15,0.52194,0.70484,0.00888
basic,420,50,10,1.6,1.2,0.52197,0.69516,0.01182
basic,420,50,10,1.6,1.3,0.53748,0.68779,0.01773
basic,420,50,10,1.6,1.4,0.53332,0.66988,0.02406
basic,420,50,10,1.6,1.55,0.54297,0.64537,0.03248
basic,420,50,10,1.6,1.7,0.54721,0.62475,0.04165
basic,420,50,10,1.6,1.85,0.55122,0.61714,0.05022
basic,420,50,10,1.6,2.0,0.56215,0.59244,0.05734
basic,420,50,10,1.8,1.02,0.47611,0.7706,0.00132
basic,420,50,10,1.8,1.05,0.48065,0.76476,0.00338
basic,420,50,10,1.8,1.1,0.48404,0.76412,0.00661
basic,420,50,10,1.8,1.15,0.49053,0.75397,0.00982
basic,420,50,10,1.8,1.2,0.48612,0.75006,0.01309
basic,420,50,10,1.8,1.3,0.49217,0.73757,0.02
basic,420,50,10,1.8,1.4,0.50549,0.72886,0.02568
basic,420,50,10,1.8,1.55,0.50604,0.70759,0.0358
basic,420,50,10,1.8,1.7,0.52019,0.69888,0.04541
basic,420,50,10,1.8,1.85,0.52885,0.67001,0.05461
basic,420,50,10,1.8,2.0,0.53199,0.64828,0.06385
basic,420,50,10,2.0,1.02,0.44918,0.79919,0.00145
basic,420,50,10,2.0,1.05,0.45599,0.80211,0.00357
basic,420,50,10,2.0,1.1,0.45983,0.79913,0.00704
basic,420,50,10,2.0,1.15,0.4525,0.77925,0.01083
basic,420,50,10,2.0,1.2,0.46323,0.78401,0.01448
basic,420,50,10,2.0,1.3,0.47266,0.77642,0.02127
basic,420,50,10,2.0,1.4,0.48331,0.76673,0.02845
basic,420,50,10,2.0,1.55,0.48067,0.75457,0.03904
basic,420,50,10,2.0,1.7,0.48339,0.73213,0.05063
basic,420,50,10,2.0,1.85,0.5026,0.72841,0.06068
basic,420,50,10,2.0,2.0,0.49195,0.70424,0.07094
basic,420,50,10,2.4,1.02,0.39647,0.82546,0.00174
basic,420,50,10,2.4,1.05,0.39644,0.82883,0.0043
basic,420,50,10,2.4,1.1,0.39407,0.81818,0.00867
basic,420,50,10,2.4,1.15,0.40919,0.83368,0.01284
basic,420,50,10,2.4,1.2,0.4231,0.81998,0.01667
basic,420,50,10,2.4,1.3,0.42475,0.82201,0.0245
basic,420,50,10,2.4,1.4,0.43213,0.81144,0.0325
basic,420,50,10,2.4,1.55,0.44761,0.8108,0.04454
basic,420,50,10,2.4,1.7,0.44823,0.7862,0.05672
basic,420,50,10,2.4,1.85,0.4558,0.78639,0.06834
basic,420,50,10,2.4,2.0,0.46123,0.7641,0.07903
basic,1680,5,10,1.0,1.02,0.67599,0.0242,0.00032
basic,1680,5,10,1.0,1.05,0.67717,0.02006,0.00078
basic,1680,5,10,1.0,1.1,0.67682,0.01488,0.00145
basic,1680,5,10,1.0,1.15,0.67755,0.01409,0.0018
basic,1680,5,10,1.0,1.2,0.67714,0.01205,0.00165
basic,1680,5,10,1.0,1.3,0.676,0.0096,0.00139
basic,1680,5,10,1.0,1.4,0.67573,0.0084,0.00097
basic,1680,5,10,1.0,1.55,0.67602,0.0076,0.00081
basic,1680,5,10,1.0,1.7,0.67658,0.00731,0.00075
basic,1680,5,10,1.0,1.85,0.67745,0.00676,0.00069
basic,1680,5,10,1.0,2.0,0.67742,0.00671,0.00069
basic,1680,5,10,1.2,1.02,0.59358,1.21953,0.00207
basic,1680,5,10,1.2,1.05,0.60103,1.17974,0.00517
basic,1680,5,10,1.2,1.1,0.60579,1.1184,0.00995
basic,1680,5,10,1.2,1.15,0.61724,1.0388,0.01446
basic,1680,5,10,1.2,1.2,0.62507,0.95725,0.01817
basic,1680,5,10,1.2,1.3,0.63373,0.82152,0.02732
basic,1680,5,10,1.2,1.4,0.64237,0.68631,0.03202
basic,1680,5,10,1.2,1.55,0.6515,0.51911,0.04044
basic,1680,5,10,1.2,1.7,0.6573,0.37117,0.04419
basic,1680,5,10,1.2,1.85,0.66351,0.26088,0.04558
basic,1680,5,10,1.2,2.0,0.66837,0.1859,0.0415
basic,1680,5,10,1.4,1.02,0.46283,1.68501,0.00353
basic,1680,5,10,1.4,1.05,0.46688,1.68956,0.00884
basic,1680,5,10,1.4,1.1,0.48477,1.6731,0.01639
basic,1680,5,10,1.4,1.15,0.49815,1.66942,0.02388
basic,1680,5,10,1.4,1.2,0.5104,1.63852,0.0304
basic,1680,5,10,1.4,1.3,0.51846,1.60296,0.04427
basic,1680,5,10,1.4,1.4,0.52602,1.55764,0.0562
basic,1680,5,10,1.4,1.55,0.54711,1.47204,0.07007
basic,1680,5,10,1.4,1.7,0.55995,1.38594,0.08303
basic,1680,5,10,1.4,1.85,0.56631,1.31659,0.09575
basic,1680,5,10,1.4,2.0,0.57605,1.22858,0.10684
basic,1680,5,10,1.6,1.02,0.37285,1.82485,0.00497
basic,1680,5,10,1.6,1.05,0.38648,1.82744,0.01224
basic,1680,5,10,1.6,1.1,0.39787,1.84659,0.02407
basic,1680,5,10,1.6,1.15,0.41381,1.87461,0.033
basic,1680,5,10,1.6,1.2,0.42931,1.86443,0.04242
basic,1680,5,10,1.6,1.3,0.44329,1.83387,0.06016
basic,1680,5,10,1.6,1.4,0.44826,1.8299,0.07715
basic,1680,5,10,1.6,1.55,0.45871,1.76486,0.09722
basic,1680,5,10,1.6,1.7,0.46888,1.72475,0.11248
basic,1680,5,10,1.6,1.85,0.47793,1.66937,0.12902
basic,1680,5,10,1.6,2.0,0.48295,1.62039,0.14275
basic,1680,5,10,1.8,1.02,0.31563,1.8847,0.00612
basic,1680,5,10,1.8,1.05,0.32811,1.92252,0.0149
basic,1680,5,10,1.8,1.1,0.3398,1.92782,0.03012
basic,1680,5,10,1.8,1.15,0.35272,1.96725,0.04302
basic,1680,5,10,1.8,1.2,0.36631,1.95685,0.05575
basic,1680,5,10,1.8,1.3,0.37826,1.98242,0.07889
basic,1680,5,10,1.8,1.4,0.38844,1.94974,0.09619
basic,1680,5,10,1.8,1.55,0.3979,1.90926,0.11913
basic,1680,5,10,1.8,1.7,0.40495,1.8828,0.1423
basic,1680,5,10,1.8,1.85,0.41323,1.84889,0.15794
basic,1680,5,10,1.8,2.0,0.41029,1.80301,0.17417
basic,1680,5,10,2.0,1.02,0.27625,1.9276,0.00661
basic,1680,5,10,2.0,1.05,0.29278,1.95586,0.01639
basic,1680,5,10,2.0,1.1,0.29926,1.96728,0.03506
basic,1680,5,10,2.0,1.15,0.31099,1.99799,0.05119
basic,1680,5,10,2.0,1.2,0.32114,2.01201,0.06553
basic,1680,5,10,2.0,1.3,0.33391,2.03613,0.08962
basic,1680,5,10,2.0,1.4,0.34043,2.01136,0.11657
basic,1680,5,10,2.0,1.55,0.35382,2.01808,0.13975
basic,1680,5,10,2.0,1.7,0.35389,1.97719,0.16527
basic,1680,5,10,2.0,1.85,0.35626,1.94446,0.18388
basic,1680,5,10,2.0,2.0,0.36557,1.92434,0.19251
basic,1680,5,10,2.4,1.02,0.22822,1.9349,0.0084
basic,1680,5,10,2.4,1.05,0.24417,2.01237,0.01809
basic,1680,5,10,2.4,1.1,0.25877,2.04324,0.03407
basic,1680,5,10,2.4,1.15,0.26392,2.03799,0.05408
basic,1680,5,10,2.4,1.2,0.2651,2.04246,0.07783
basic,1680,5,10,2.4,1.3,0.27102,2.05006,0.11536
basic,1680,5,10,2.4,1.4,0.27983,2.07119,0.14122
basic,1680,5,10,2.4,1.55,0.28018,2.01263,0.17856
basic,1680,5,10,2.4,1.7,0.28822,2.04505,0.19942
basic,1680,5,10,2.4,1.85,0.29068,2.03396,0.22492
basic,1680,5,10,2.4,2.0,0.28428,2.00868,0.24711
basic,1680,10,10,1.0,1.02,0.67282,0.03546,0.00049
basic,1680,10,10,1.0,1.05,0.67473,0.03051,0.00107
basic,1680,10,10,1.0,1.1,0.67494,0.02364,0.00204
basic,1680,10,10,1.0,1.15,0.67512,0.01929,0.00288
basic,1680,10,10,1.0,1.2,0.67588,0.0169,0.0031
basic,1680,10,10,1.0,1.3,0.67682,0.01491,0.00235
basic,1680,10,10,1.0,1.4,0.67716,0.01319,0.00192
basic,1680,10,10,1.0,1.55,0.67645,0.01163,0.00144
basic,1680,10,10,1.0,1.7,0.67631,0.01123,0.00123
basic,1680,10,10,1.0,1.85,0.67612,0.01054,0.00117
basic,1680,10,10,1.0,2.0,0.67654,0.01025,0.00119
basic,1680,10,10,1.2,1.02,0.57018,0.91747,0.00206
basic,1680,10,10,1.2,1.05,0.57118,0.87766,0.00518
basic,1680,10,10,1.2,1.1,0.58732,0.85191,0.00985
basic,1680,10,10,1.2,1.15,0.59911,0.80929,0.01396
basic,1680,10,10,1.2,1.2,0.6065,0.75502,0.01872
basic,1680,10,10,1.2,1.3,0.61762,0.65289,0.02682
basic,1680,10,10,1.2,1.4,0.62852,0.57386,0.03385
basic,1680,10,10,1.2,1.55,0.64356,0.45509,0.04169
basic,1680,10,10,1.2,1.7,0.65275,0.3358,0.04885
basic,1680,10,10,1.2,1.85,0.65893,0.25143,0.05189
basic,1680,10,10,1.2,2.0,0.6637,0.18936,0.05562
basic,1680,10,10,1.4,1.02,0.43727,1.18762,0.00363
basic,1680,10,10,1.4,1.05,0.44735,1.18695,0.00866
basic,1680,10,10,1.4,1.1,0.46617,1.18149,0.01631
basic,1680,10,10,1.4,1.15,0.48172,1.1688,0.02374
basic,1680,10,10,1.4,1.2,0.49395,1.16626,0.03039
basic,1680,10,10,1.4,1.3,0.51633,1.14281,0.04232
basic,1680,10,10,1.4,1.4,0.5306,1.10247,0.05426
basic,1680,10,10,1.4,1.55,0.54316,1.03898,0.07258
basic,1680,10,10,1.4,1.7,0.55673,0.98049,0.08777
basic,1680,10,10,1.4,1.85,0.57066,0.92336,0.10247
basic,1680,10,10,1.4,2.0,0.57557,0.86629,0.11635
basic,1680,10,10,1.6,1.02,0.35338,1.27775,0.00511
basic,1680,10,10,1.6,1.05,0.3661,1.28028,0.01226
basic,1680,10,10,1.6,1.1,0.38465,1.29921,0.02295
basic,1680,10,10,1.6,1.15,0.40461,1.30916,0.03281
basic,1680,10,10,1.6,1.2,0.4218,1.3078,0.04123
basic,1680,10,10,1.6,1.3,0.44205,1.29749,0.05842
basic,1680,10,10,1.6,1.4,0.45471,1.28644,0.0747
basic,1680,10,10,1.6,1.55,0.47185,1.24688,0.09762
basic,1680,10,10,1.6,1.7,0.48085,1.21172,0.11969
basic,1680,10,10,1.6,1.85,0.49643,1.17976,0.13771
basic,1680,10,10,1.6,2.0,0.50204,1.13662,0.15767
basic,1680,10,10,1.8,1.02,0.30449,1.32515,0.00639
basic,1680,10,10,1.8,1.05,0.31033,1.33876,0.01585
basic,1680,10,10,1.8,1.1,0.33664,1.37104,0.02905
