method,ppdu_dist,N,W_eff,seed,visit,successes,oracle_successes,efficiency,viable_slots_wasted,collision_rate,tau_rmse,false_trigger_rate
consec_L4,uniform,10,200,1234,1000,7.695,8.221,0.9386591269841297,20.606,0.06491855983403642,0.15132646313300518,0.9787207042332372
dcf_self_excl,uniform,10,200,1234,1000,7.458,8.221,0.9110690476190509,23.488,0.10809750035106794,0.0,0.0
oracle,uniform,20,20,42,1000,1.54,1.568,1.0891666666666666,1.133,0.18459433621933627,0.0,0.0
mfg_no_excl,uniform,20,20,42,1000,0.823,1.568,0.5873333333333336,5.05,0.4585822122322127,0.0,0.0
self_excl_only,uniform,20,20,42,1000,1.127,1.568,0.8048333333333336,4.138,0.03139625652125651,0.0,0.0
ema_fixed_low,uniform,20,20,42,1000,1.116,1.568,0.7855000000000001,4.324,0.02867400932400931,0.17868003662045762,1.2612131354756364
ema_fixed_high,uniform,20,20,42,1000,1.167,1.568,0.8254999999999999,3.915,0.03599166250416254,0.17807800233800108,1.3905814518814512
ema_adaptive,uniform,20,20,42,1000,1.16,1.568,0.8251666666666667,4.079,0.03165921162171162,0.17743166781377556,1.2035287531912537
ema_ad_low,uniform,20,20,42,1000,1.204,1.568,0.8556666666666669,3.758,0.0310975552225552,0.17062927655579094,1.17024261988012
ema_ad_med,uniform,20,20,42,1000,1.167,1.568,0.8341666666666666,3.847,0.028687093462093426,0.17102826201378635,1.1673800310800306
ema_no_coll,uniform,20,20,42,1000,1.183,1.568,0.8435000000000001,3.819,0.03769857364857366,0.17642731861183444,1.1747167082917076
consec_L2,uniform,20,20,42,1000,1.226,1.568,0.8740000000000001,3.599,0.03543035853035855,0.16833424622718082,0.9815672480297472
consec_L4,uniform,20,20,42,1000,1.173,1.568,0.8369999999999997,3.914,0.028869382006882,0.16762624620244368,0.36484830724830725
dcf_self_excl,uniform,20,20,42,1000,1.105,1.568,0.7881666666666669,4.293,0.025351071151071134,0.0,0.0
oracle,uniform,20,20,123,1000,1.548,1.561,1.0908333333333338,1.023,0.17479556832056845,0.0,0.0
mfg_no_excl,uniform,20,20,123,1000,0.855,1.561,0.6034999999999999,4.983,0.4697266705516704,0.0,0.0
self_excl_only,uniform,20,20,123,1000,1.124,1.561,0.7981666666666668,4.189,0.04063847125097129,0.0,0.0
ema_fixed_low,uniform,20,20,123,1000,1.109,1.561,0.7865000000000001,4.44,0.02978709068709067,0.1845122160092687,1.2893038295038286
ema_fixed_high,uniform,20,20,123,1000,1.202,1.561,0.8563333333333333,3.817,0.030626524864024847,0.17339533635247512,1.4970817987567981
ema_adaptive,uniform,20,20,123,1000,1.148,1.561,0.813,3.985,0.029065449827949816,0.1756627686228965,1.1775975455100454
ema_ad_low,uniform,20,20,123,1000,1.171,1.561,0.8301666666666668,3.917,0.03980055083805085,0.17537749932871574,1.2287235736485735
ema_ad_med,uniform,20,20,123,1000,1.194,1.561,0.8513333333333333,3.97,0.033915521978021966,0.17776269122804692,1.198318145743145
ema_no_coll,uniform,20,20,123,1000,1.197,1.561,0.8491666666666665,3.78,0.039901358363858386,0.17482126702217565,1.1528751970251978
consec_L2,uniform,20,20,123,1000,1.212,1.561,0.8674999999999998,3.792,0.03962903207903211,0.17028650502715315,1.0701932206682216
consec_L4,uniform,20,20,123,1000,1.154,1.561,0.8204999999999999,4.049,0.02950255855255854,0.1733073759613998,0.37339069680319664
dcf_self_excl,uniform,20,20,123,1000,1.118,1.561,0.7978333333333335,4.227,0.025968656343656322,0.0,0.0
oracle,uniform,20,20,456,1000,1.595,1.552,1.1495,1.056,0.19259819624819638,0.0,0.0
mfg_no_excl,uniform,20,20,456,1000,0.813,1.552,0.5861666666666667,5.246,0.4533427683427684,0.0,0.0
self_excl_only,uniform,20,20,456,1000,1.119,1.552,0.8083333333333331,4.265,0.0373146978021978,0.0,0.0
ema_fixed_low,uniform,20,20,456,1000,1.124,1.552,0.81,4.15,0.024448691586191586,0.17623839792468618,1.2061421578421594
ema_fixed_high,uniform,20,20,456,1000,1.187,1.552,0.8583333333333333,3.841,0.03567521922521923,0.16890500572021727,1.559426523476524
ema_adaptive,uniform,20,20,456,1000,1.163,1.552,0.8353333333333332,4.11,0.02910069097569095,0.17140573188417804,1.3456281565656565
ema_ad_low,uniform,20,20,456,1000,1.183,1.552,0.8508333333333331,3.732,0.03229844044844044,0.17027688400027735,1.1798854936729928
ema_ad_med,uniform,20,20,456,1000,1.184,1.552,0.8588333333333333,3.81,0.031109362859362836,0.17371975856197658,1.1681594794094787
ema_no_coll,uniform,20,20,456,1000,1.207,1.552,0.8705000000000002,3.694,0.03771970806970808,0.1708377429743252,1.1740462870462864
consec_L2,uniform,20,20,456,1000,1.221,1.552,0.8811666666666669,3.706,0.03770276390276395,0.17007636409208163,1.0566417249417257
consec_L4,uniform,20,20,456,1000,1.166,1.552,0.8345000000000001,4.136,0.029886437173937158,0.17179543573417694,0.36140791292041285
dcf_self_excl,uniform,20,20,456,1000,1.133,1.552,0.8186666666666667,4.241,0.030657153957153942,0.0,0.0
oracle,uniform,20,20,789,1000,1.554,1.539,1.1241666666666668,1.047,0.1886778860028861,0.0,0.0
mfg_no_excl,uniform,20,20,789,1000,0.834,1.539,0.6035000000000001,5.135,0.47375162198912246,0.0,0.0
self_excl_only,uniform,20,20,789,1000,1.137,1.539,0.8165000000000001,4.246,0.029826137751137734,0.0,0.0
ema_fixed_low,uniform,20,20,789,1000,1.116,1.539,0.8075000000000001,4.194,0.028823602786102766,0.1780454887575726,1.216372281884782
ema_fixed_high,uniform,20,20,789,1000,1.183,1.539,0.8616666666666667,3.877,0.036896478521478523,0.176203022671051,1.484399733599734
ema_adaptive,uniform,20,20,789,1000,1.153,1.539,0.8356666666666667,3.877,0.030178017815517807,0.1745575238503901,1.1899433608058607
ema_ad_low,uniform,20,20,789,1000,1.181,1.539,0.8578333333333331,3.762,0.03190480352980352,0.17643339538371094,1.1735487734487748
ema_ad_med,uniform,20,20,789,1000,1.172,1.539,0.8501666666666667,3.988,0.029992260517260498,0.1749643642330672,1.1527855991230989
ema_no_coll,uniform,20,20,789,1000,1.196,1.539,0.8685,3.753,0.0339286949161949,0.177751283596486,1.1754727106227103
consec_L2,uniform,20,20,789,1000,1.233,1.539,0.8885000000000001,3.669,0.039212253024753084,0.16888093453427788,1.0201093808968813
consec_L4,uniform,20,20,789,1000,1.168,1.539,0.849666666666667,4.017,0.02680622155622153,0.1790981886708706,0.3845463397713397
dcf_self_excl,uniform,20,20,789,1000,1.108,1.539,0.8081666666666668,4.371,0.029224841824841804,0.0,0.0
oracle,uniform,20,20,1234,1000,1.52,1.546,1.0900000000000003,1.11,0.18640455932955932,0.0,0.0
mfg_no_excl,uniform,20,20,1234,1000,0.799,1.546,0.5778333333333335,5.233,0.4695570831945834,0.0,0.0
self_excl_only,uniform,20,20,1234,1000,1.122,1.546,0.8105000000000002,4.157,0.03422388583638582,0.0,0.0
ema_fixed_low,uniform,20,20,1234,1000,1.123,1.546,0.8143333333333335,4.072,0.025349712787212764,0.17859523636307356,1.283981686369187
ema_fixed_high,uniform,20,20,1234,1000,1.18,1.546,0.8528333333333333,3.619,0.0349218378843379,0.16595598146531515,1.47597946914197
ema_adaptive,uniform,20,20,1234,1000,1.143,1.546,0.8343333333333334,3.946,0.029493198468198454,0.17178195162456822,1.2398964826839831
ema_ad_low,uniform,20,20,1234,1000,1.16,1.546,0.8395,3.868,0.03820015262515265,0.17326295552259247,1.2148715922965931
ema_ad_med,uniform,20,20,1234,1000,1.163,1.546,0.8428333333333333,3.72,0.03325421939171939,0.1757979145011031,1.2140280899655904
ema_no_coll,uniform,20,20,1234,1000,1.183,1.546,0.8526666666666665,3.708,0.03998148101898105,0.17295953721536475,1.1579462107337106
consec_L2,uniform,20,20,1234,1000,1.209,1.546,0.8773333333333331,3.632,0.037705749805749804,0.1702397929741828,0.9814142884892884
consec_L4,uniform,20,20,1234,1000,1.172,1.546,0.851,3.913,0.02909110195360194,0.1770277215899026,0.35713007548007547
dcf_self_excl,uniform,20,20,1234,1000,1.124,1.546,0.8141666666666667,4.157,0.02693915112665112,0.0,0.0
oracle,uniform,20,50,42,1000,2.747,2.748,1.0823833333333328,2.244,0.2182188233395434,0.0,0.0
mfg_no_excl,uniform,20,50,42,1000,2.039,2.748,0.8012333333333317,5.412,0.39368629175637637,0.0,0.0
self_excl_only,uniform,20,50,42,1000,2.313,2.748,0.9070833333333317,4.883,0.1199054015858585,0.0,0.0
ema_fixed_low,uniform,20,50,42,1000,2.131,2.748,0.8391499999999982,6.866,0.07890265342774758,0.1201221165352183,2.7215150080668913
ema_fixed_high,uniform,20,50,42,1000,2.226,2.748,0.8734166666666656,5.711,0.09214940304966354,0.10809801429846455,4.85320846522641
ema_adaptive,uniform,20,50,42,1000,2.184,2.748,0.8582833333333318,6.736,0.07543288241434579,0.11550257762619698,2.6095908767598477
ema_ad_low,uniform,20,50,42,1000,2.301,2.748,0.9035833333333317,5.148,0.11417659628536483,0.10389138265504382,1.8568261121558205
ema_ad_med,uniform,20,50,42,1000,2.224,2.748,0.8725666666666656,5.369,0.09720028358963285,0.10760686916048114,1.976319301174663
ema_no_coll,uniform,20,50,42,1000,2.316,2.748,0.9090333333333308,4.783,0.12673390810256155,0.10211473267943279,1.771048827746041
consec_L2,uniform,20,50,42,1000,2.283,2.748,0.8991499999999982,5.663,0.09182556425316812,0.10456317807414565,2.0837451599606065
consec_L4,uniform,20,50,42,1000,2.159,2.748,0.8492666666666651,6.603,0.08046152819722928,0.1165614920122761,0.7738605835875741
dcf_self_excl,uniform,20,50,42,1000,2.19,2.748,0.857299999999999,6.683,0.09146087305191952,0.0,0.0
oracle,uniform,20,50,123,1000,2.72,2.679,1.0891499999999987,2.272,0.21584460196180494,0.0,0.0
mfg_no_excl,uniform,20,50,123,1000,2.048,2.679,0.8243833333333321,5.431,0.39969682293200093,0.0,0.0
self_excl_only,uniform,20,50,123,1000,2.283,2.679,0.9153333333333311,4.698,0.13346413803774512,0.0,0.0
ema_fixed_low,uniform,20,50,123,1000,2.146,2.679,0.8575499999999988,7.052,0.0738548726871557,0.12152003001463073,2.82511754958418
ema_fixed_high,uniform,20,50,123,1000,2.209,2.679,0.8863833333333319,5.765,0.09239362002854866,0.1076003620258258,4.93238347781864
ema_adaptive,uniform,20,50,123,1000,2.192,2.679,0.8816166666666647,6.638,0.08060179743406114,0.11316870827361825,2.5586826540327205
ema_ad_low,uniform,20,50,123,1000,2.258,2.679,0.9030499999999982,5.169,0.10669290394829017,0.10891430901214713,1.8724100329493212
ema_ad_med,uniform,20,50,123,1000,2.225,2.679,0.8890666666666643,5.296,0.10729071469524973,0.1070570243133288,2.067539570713373
ema_no_coll,uniform,20,50,123,1000,2.355,2.679,0.9451166666666637,4.758,0.1254093259022205,0.10341185852796074,1.6308544131770486
consec_L2,uniform,20,50,123,1000,2.249,2.679,0.9045333333333316,5.444,0.09165892005909204,0.10507812262229584,1.9929648200003753
consec_L4,uniform,20,50,123,1000,2.176,2.679,0.8694333333333322,6.386,0.0777787860352374,0.11123252668074679,0.7480785010825616
dcf_self_excl,uniform,20,50,123,1000,2.16,2.679,0.8675333333333316,6.8,0.09662160959909637,0.0,0.0
oracle,uniform,20,50,456,1000,2.717,2.685,1.0904666666666663,2.056,0.21739177747347246,0.0,0.0
mfg_no_excl,uniform,20,50,456,1000,2.075,2.685,0.8290666666666658,5.548,0.3927371998647488,0.0,0.0
self_excl_only,uniform,20,50,456,1000,2.27,2.685,0.908716666666665,4.861,0.12533630882006683,0.0,0.0
ema_fixed_low,uniform,20,50,456,1000,2.197,2.685,0.8831333333333315,6.777,0.07574582466895582,0.11810868586248434,2.5704510154068747
ema_fixed_high,uniform,20,50,456,1000,2.272,2.685,0.9120333333333315,5.801,0.08870513938476723,0.10913742617264739,4.886407124009743
ema_adaptive,uniform,20,50,456,1000,2.227,2.685,0.8851666666666647,6.453,0.07284145184764837,0.11554259062330145,2.4936533655843083
ema_ad_low,uniform,20,50,456,1000,2.321,2.685,0.9269833333333307,5.125,0.11360046557890167,0.10442941446984039,1.7970442993589397
ema_ad_med,uniform,20,50,456,1000,2.299,2.685,0.9213833333333328,5.516,0.09370905507061586,0.10534971434885017,2.1523991181402393
ema_no_coll,uniform,20,50,456,1000,2.331,2.685,0.9336999999999985,4.849,0.12537094613333033,0.10493575540634696,1.6092073809059895
consec_L2,uniform,20,50,456,1000,2.307,2.685,0.9283333333333311,5.763,0.09468265905973042,0.10641061451649456,2.1345076890096255
consec_L4,uniform,20,50,456,1000,2.232,2.685,0.8942833333333321,6.152,0.07976489724933122,0.11238123498036251,0.7282723218016784
dcf_self_excl,uniform,20,50,456,1000,2.177,2.685,0.8718499999999982,6.71,0.09633149528890056,0.0,0.0
oracle,uniform,20,50,789,1000,2.704,2.751,1.0626666666666649,2.163,0.22515429619400212,0.0,0.0
mfg_no_excl,uniform,20,50,789,1000,2.052,2.751,0.802749999999999,5.564,0.39948322337544057,0.0,0.0
self_excl_only,uniform,20,50,789,1000,2.279,2.751,0.8947666666666649,4.7,0.12219965804666927,0.0,0.0
ema_fixed_low,uniform,20,50,789,1000,2.166,2.751,0.8458999999999982,6.765,0.07538816216105557,0.11855606130626585,2.644027311033599
ema_fixed_high,uniform,20,50,789,1000,2.283,2.751,0.8917666666666646,5.683,0.09055411725114774,0.10952103378790765,4.6657162900070155
ema_adaptive,uniform,20,50,789,1000,2.202,2.751,0.860133333333332,6.353,0.07907321632060516,0.11310301796885205,2.546900587769362
ema_ad_low,uniform,20,50,789,1000,2.289,2.751,0.8962999999999979,5.076,0.11062747668568132,0.10538181103795824,1.8163033820668488
ema_ad_med,uniform,20,50,789,1000,2.31,2.751,0.9045333333333313,5.547,0.0986471487854807,0.10745012402541376,2.063852681706984
ema_no_coll,uniform,20,50,789,1000,2.331,2.751,0.9129666666666651,4.913,0.12356158488671122,0.10514557134449115,1.7139878311027676
consec_L2,uniform,20,50,789,1000,2.303,2.751,0.8986333333333314,5.542,0.09146271271901034,0.10506478472731902,1.9609472043793794
consec_L4,uniform,20,50,789,1000,2.232,2.751,0.8733499999999987,6.529,0.0754835537403739,0.11354635156529369,0.6791759449022284
dcf_self_excl,uniform,20,50,789,1000,2.19,2.751,0.8508999999999989,6.73,0.09102798914391648,0.0,0.0
oracle,uniform,20,50,1234,1000,2.685,2.704,1.0637333333333323,2.147,0.21545385177258228,0.0,0.0
mfg_no_excl,uniform,20,50,1234,1000,2.016,2.704,0.7994666666666654,5.535,0.3965066252269333,0.0,0.0
self_excl_only,uniform,20,50,1234,1000,2.26,2.704,0.8992999999999985,4.771,0.11856311799528468,0.0,0.0
ema_fixed_low,uniform,20,50,1234,1000,2.132,2.704,0.8491499999999992,6.372,0.07884271429661413,0.11457778721196255,2.596608794455727
ema_fixed_high,uniform,20,50,1234,1000,2.27,2.704,0.902833333333332,5.799,0.08585264141298128,0.11337440153983089,4.530005520200946
ema_adaptive,uniform,20,50,1234,1000,2.223,2.704,0.8811833333333319,6.421,0.07688550417659175,0.11200769314210694,2.4726237582718613
ema_ad_low,uniform,20,50,1234,1000,2.255,2.704,0.8919833333333321,5.142,0.11171821225543169,0.110355917631611,1.804257267527757
ema_ad_med,uniform,20,50,1234,1000,2.274,2.704,0.9035499999999984,5.578,0.09753026195727035,0.11251436267006924,2.0119027063228834
ema_no_coll,uniform,20,50,1234,1000,2.286,2.704,0.9068499999999979,4.728,0.12771695923024004,0.10782157228088282,1.4609715478148677
consec_L2,uniform,20,50,1234,1000,2.294,2.704,0.9070999999999982,5.764,0.08966757923380658,0.10580053833880897,1.9709840640008283
consec_L4,uniform,20,50,1234,1000,2.2,2.704,0.871383333333332,6.482,0.07662252308636583,0.11561373037570014,0.7697439637452304
dcf_self_excl,uniform,20,50,1234,1000,2.184,2.704,0.8695166666666655,6.611,0.09434899183019878,0.0,0.0
oracle,uniform,20,100,42,1000,4.793,4.771,1.0420333333333327,4.062,0.23772162419575418,0.0,0.0
mfg_no_excl,uniform,20,100,42,1000,4.173,4.771,0.9026797619047606,7.306,0.34770509444081193,0.0,0.0
self_excl_only,uniform,20,100,42,1000,4.371,4.771,0.9491976190476185,6.741,0.17406810369127146,0.0,0.0
ema_fixed_low,uniform,20,100,42,1000,4.096,4.771,0.8890476190476179,11.059,0.089273441330753,0.08143269964267341,4.973130512875654
ema_fixed_high,uniform,20,100,42,1000,4.298,4.771,0.931007142857142,9.153,0.11164783932339535,0.07529567327111528,6.485730256443277
ema_adaptive,uniform,20,100,42,1000,4.152,4.771,0.9015107142857135,11.227,0.08914275905642163,0.08240368550397768,4.88093750454596
ema_ad_low,uniform,20,100,42,1000,4.305,4.771,0.9356083333333329,7.411,0.1438100777394045,0.07167065342324361,2.6613694763478564
ema_ad_med,uniform,20,100,42,1000,4.247,4.771,0.9230738095238084,8.794,0.11493142318131729,0.07854604830733954,3.3649992649794074
ema_no_coll,uniform,20,100,42,1000,4.396,4.771,0.9559392857142844,6.895,0.17349932895024597,0.07014428533248492,2.29668598829626
consec_L2,uniform,20,100,42,1000,4.288,4.771,0.9303666666666657,9.275,0.10717580413070585,0.07406198274460449,3.2198086418061003
consec_L4,uniform,20,100,42,1000,4.133,4.771,0.8968892857142852,11.214,0.08773147533775788,0.08132719504817239,1.430166836243242
dcf_self_excl,uniform,20,100,42,1000,4.14,4.771,0.8980154761904747,11.305,0.1291308120490396,0.0,0.0
oracle,uniform,20,100,123,1000,4.735,4.734,1.0407158730158719,4.201,0.23954060630488538,0.0,0.0
mfg_no_excl,uniform,20,100,123,1000,4.106,4.734,0.9003880952380935,7.214,0.3471809565732563,0.0,0.0
self_excl_only,uniform,20,100,123,1000,4.35,4.734,0.9550301587301562,6.697,0.178931365005024,0.0,0.0
ema_fixed_low,uniform,20,100,123,1000,4.135,4.734,0.9077912698412688,11.097,0.08716585422199388,0.08345882826462696,4.921056838557341
ema_fixed_high,uniform,20,100,123,1000,4.237,4.734,0.9289876984126972,9.389,0.1090440747832893,0.07743584956070543,6.426143162566604
ema_adaptive,uniform,20,100,123,1000,4.177,4.734,0.9167313492063477,10.925,0.08902517748915122,0.08020873782102948,4.732045114289395
ema_ad_low,uniform,20,100,123,1000,4.272,4.734,0.9359353174603168,8.005,0.13822552800770932,0.07515640393619294,2.8234459665723444
ema_ad_med,uniform,20,100,123,1000,4.256,4.734,0.9346242063492055,9.037,0.12096361717523141,0.0789592350250369,3.571217135154232
ema_no_coll,uniform,20,100,123,1000,4.379,4.734,0.9628067460317442,6.957,0.1663012196870873,0.07163296373908946,2.1518386186842644
consec_L2,uniform,20,100,123,1000,4.236,4.734,0.9289480158730147,9.197,0.10839678507140275,0.07456115869900834,3.242770394031674
consec_L4,uniform,20,100,123,1000,4.115,4.734,0.9020321428571411,11.075,0.0852937147627953,0.08166383582531281,1.3865114365095128
dcf_self_excl,uniform,20,100,123,1000,4.11,4.734,0.902856349206348,11.347,0.13197613455594534,0.0,0.0
oracle,uniform,20,100,456,1000,4.783,4.777,1.0360531746031736,4.067,0.23688057907243812,0.0,0.0
mfg_no_excl,uniform,20,100,456,1000,4.156,4.777,0.9005126984126972,7.624,0.34303821617326447,0.0,0.0
self_excl_only,uniform,20,100,456,1000,4.378,4.777,0.951228174603173,6.834,0.17569698376136267,0.0,0.0
ema_fixed_low,uniform,20,100,456,1000,4.184,4.777,0.9093376984126975,11.253,0.08625646169309414,0.08123493715565373,5.04596255848797
ema_fixed_high,uniform,20,100,456,1000,4.267,4.777,0.9246158730158711,9.401,0.11035304392677221,0.07640775722567303,6.464609606905443
ema_adaptive,uniform,20,100,456,1000,4.222,4.777,0.914515079365079,10.92,0.08614226114111283,0.08077444166000777,4.712688215554018
ema_ad_low,uniform,20,100,456,1000,4.369,4.777,0.9451603174603156,7.949,0.14210423213904647,0.0749713717607529,2.710999602517472
ema_ad_med,uniform,20,100,456,1000,4.306,4.777,0.9328333333333318,8.707,0.1118030199489414,0.07650951179254356,3.4610996213488123
ema_no_coll,uniform,20,100,456,1000,4.386,4.777,0.9490646825396815,6.88,0.16582909821877573,0.07086855698664596,2.1471573852279273
consec_L2,uniform,20,100,456,1000,4.288,4.777,0.9309230158730145,9.471,0.1100891449437261,0.0739728184953014,3.2392706393544697
consec_L4,uniform,20,100,456,1000,4.195,4.777,0.9107182539682538,11.144,0.08212670225163128,0.08070795952703279,1.3560715182983514
dcf_self_excl,uniform,20,100,456,1000,4.146,4.777,0.9019940476190447,11.54,0.13152060295958945,0.0,0.0
oracle,uniform,20,100,789,1000,4.846,4.81,1.0458345238095237,4.099,0.23626098548898541,0.0,0.0
mfg_no_excl,uniform,20,100,789,1000,4.142,4.81,0.8926797619047605,7.247,0.3458191710759086,0.0,0.0
self_excl_only,uniform,20,100,789,1000,4.343,4.81,0.937601190476189,6.409,0.17799326478171817,0.0,0.0
ema_fixed_low,uniform,20,100,789,1000,4.163,4.81,0.8974202380952374,11.163,0.088385454089317,0.08137462229106203,4.948903821823112
ema_fixed_high,uniform,20,100,789,1000,4.296,4.81,0.9265142857142842,9.257,0.10928813726782349,0.07621915876857104,6.3347803319900935
ema_adaptive,uniform,20,100,789,1000,4.162,4.81,0.8958123015872999,11.057,0.09099612455125662,0.08135957439201762,4.723619312849644
ema_ad_low,uniform,20,100,789,1000,4.319,4.81,0.9309373015873016,7.655,0.14127768944282,0.07323260758949432,2.678488634226673
ema_ad_med,uniform,20,100,789,1000,4.332,4.81,0.9360126984126976,8.821,0.11963032970985324,0.07722297343825307,3.386958854131219
ema_no_coll,uniform,20,100,789,1000,4.381,4.81,0.9430873015873,6.974,0.16925339229074327,0.06813541817016158,2.1971439991538886
consec_L2,uniform,20,100,789,1000,4.267,4.81,0.9185142857142848,9.236,0.10855316580392443,0.07239539951342995,3.2421850117667796
consec_L4,uniform,20,100,789,1000,4.193,4.81,0.9060047619047611,11.183,0.08361964336432202,0.08401541592309608,1.3853444428682864
dcf_self_excl,uniform,20,100,789,1000,4.133,4.81,0.8924103174603157,11.587,0.13173857330933378,0.0,0.0
oracle,uniform,20,100,1234,1000,4.744,4.696,1.0466059523809519,4.011,0.23917119345368798,0.0,0.0
mfg_no_excl,uniform,20,100,1234,1000,4.12,4.696,0.9098797619047607,7.496,0.3474886806621211,0.0,0.0
self_excl_only,uniform,20,100,1234,1000,4.348,4.696,0.9580071428571415,6.542,0.17273677511034016,0.0,0.0
ema_fixed_low,uniform,20,100,1234,1000,4.123,4.696,0.909557142857142,11.15,0.08671236820118623,0.0863792083049831,4.681885340738803
ema_fixed_high,uniform,20,100,1234,1000,4.273,4.696,0.9410999999999982,9.228,0.11236907785377513,0.07545518421870007,6.358047386908033
ema_adaptive,uniform,20,100,1234,1000,4.199,4.696,0.9253821428571413,10.922,0.08710412609449363,0.08557479946998778,4.584889240382079
ema_ad_low,uniform,20,100,1234,1000,4.311,4.696,0.9489488095238082,7.857,0.13941776021212368,0.07476297244567084,2.7884166062138873
ema_ad_med,uniform,20,100,1234,1000,4.273,4.696,0.9426190476190468,8.943,0.11449531026522987,0.0788449762077895,3.4531355774542023
ema_no_coll,uniform,20,100,1234,1000,4.305,4.696,0.9495166666666661,6.639,0.17271500592656505,0.06615150817115147,2.1068789997246204
consec_L2,uniform,20,100,1234,1000,4.276,4.696,0.9455440476190471,9.538,0.10961902311966257,0.07466860064433549,3.244823212159924
consec_L4,uniform,20,100,1234,1000,4.177,4.696,0.9226583333333325,11.358,0.0836134238848408,0.08196846168841136,1.3555754238489286
dcf_self_excl,uniform,20,100,1234,1000,4.116,4.696,0.9121988095238083,11.308,0.13333579370685064,0.0,0.0
oracle,uniform,20,200,42,1000,8.879,8.804,1.0228697718947724,7.993,0.25049890956443044,0.0,0.0
mfg_no_excl,uniform,20,200,42,1000,8.256,8.804,0.9500286713286737,10.708,0.30355813544196686,0.0,0.0
self_excl_only,uniform,20,200,42,1000,8.469,8.804,0.9736319541569561,10.033,0.21217964176575616,0.0,0.0
ema_fixed_low,uniform,20,200,42,1000,8.128,8.804,0.9340652486402501,18.381,0.09574399857234257,0.06533796423771464,7.131637988270397
ema_fixed_high,uniform,20,200,42,1000,8.284,8.804,0.953051015651018,16.687,0.11512410192210513,0.06317823955944997,7.511159289029512
ema_adaptive,uniform,20,200,42,1000,8.212,8.804,0.9450206043956074,18.808,0.09603311395337974,0.06508986900596198,7.108108830932455
ema_ad_low,uniform,20,200,42,1000,8.421,8.804,0.9692922743922758,13.487,0.1448923536180317,0.06261098410223712,3.9518413688226026
ema_ad_med,uniform,20,200,42,1000,8.234,8.804,0.9477081196581212,15.512,0.12215875985486245,0.06475100197801191,5.3126891893484265
ema_no_coll,uniform,20,200,42,1000,8.47,8.804,0.9751094239094257,11.688,0.18359570454913912,0.05500249841896916,2.950369693926593
consec_L2,uniform,20,200,42,1000,8.255,8.804,0.9498061632811655,17.355,0.10880738951620016,0.06356653372579633,4.139647145902078
consec_L4,uniform,20,200,42,1000,7.996,8.804,0.9201265567765597,21.684,0.07654724463594417,0.06996240709086712,2.1432799582405777
dcf_self_excl,uniform,20,200,42,1000,7.848,8.804,0.9038391441891462,22.635,0.15197499300024664,0.0,0.0
oracle,uniform,20,200,123,1000,8.793,8.808,1.0118166777666788,7.714,0.24875572071432717,0.0,0.0
mfg_no_excl,uniform,20,200,123,1000,8.194,8.808,0.941950982350984,11.073,0.32104424297879475,0.0,0.0
self_excl_only,uniform,20,200,123,1000,8.45,8.808,0.972530239205241,10.217,0.21868361302622294,0.0,0.0
ema_fixed_low,uniform,20,200,123,1000,8.143,8.808,0.9381402819402845,18.361,0.0937356621330861,0.06529899135921907,7.038238434744991
ema_fixed_high,uniform,20,200,123,1000,8.197,8.808,0.9429925213675232,16.878,0.11814898092682616,0.06293847986514899,7.581452584818862
ema_adaptive,uniform,20,200,123,1000,8.164,8.808,0.9395773421023441,18.513,0.09522273717244006,0.06439184355085315,7.140315504255857
ema_ad_low,uniform,20,200,123,1000,8.286,8.808,0.9531089660339689,13.803,0.1442594090968142,0.06274725411160065,4.151589248755416
ema_ad_med,uniform,20,200,123,1000,8.257,8.808,0.9507215478965495,15.933,0.12094832190370683,0.0639987055224775,5.539850269333703
ema_no_coll,uniform,20,200,123,1000,8.39,8.808,0.9661236041736058,11.711,0.17907038295625327,0.05820674824829355,2.753437092959528
consec_L2,uniform,20,200,123,1000,8.23,8.808,0.9477424075924102,17.341,0.10959634701974569,0.061823693559090814,4.153165765340147
consec_L4,uniform,20,200,123,1000,7.979,8.808,0.9177243478743503,21.658,0.07584918456038216,0.06889500442941222,2.1716620800863757
dcf_self_excl,uniform,20,200,123,1000,7.812,8.808,0.8999929154179173,22.327,0.14961822781492437,0.0,0.0
oracle,uniform,20,200,456,1000,8.881,8.894,1.011739829614829,7.761,0.2510488677635834,0.0,0.0
mfg_no_excl,uniform,20,200,456,1000,8.289,8.894,0.9438173631923643,10.744,0.3056197726302123,0.0,0.0
self_excl_only,uniform,20,200,456,1000,8.578,8.894,0.9753533327783326,10.242,0.21479907776927995,0.0,0.0
ema_fixed_low,uniform,20,200,456,1000,8.237,8.894,0.9375564990564996,18.612,0.09523944261474729,0.06415356345990905,7.228659012989275
ema_fixed_high,uniform,20,200,456,1000,8.282,8.894,0.9436419330669337,16.807,0.11630831784122096,0.06290028031386281,7.5412547052111325
ema_adaptive,uniform,20,200,456,1000,8.283,8.894,0.9434600260850264,18.297,0.09353662574691093,0.06616641773790119,6.871310249737685
ema_ad_low,uniform,20,200,456,1000,8.422,8.894,0.9576180597180599,13.732,0.14875197158379683,0.05959346193727647,4.097157894765743
ema_ad_med,uniform,20,200,456,1000,8.37,8.894,0.9528985042735054,15.71,0.11616390078969771,0.06423655231527668,5.29949192686878
