method,ppdu_dist,N,W_eff,seed,visit,successes,oracle_successes,efficiency,viable_slots_wasted,collision_rate,tau_rmse,false_trigger_rate
ema_no_coll,homo,30,20,1234,1000,0.941,0.949,0.892,0.875,0.18903333333333347,0.004687922784846519,7.2735
consec_L2,homo,30,20,1234,1000,0.903,0.949,0.859,1.179,0.13518333333333324,0.00879274281865739,2.9805
consec_L4,homo,30,20,1234,1000,0.899,0.949,0.855,1.201,0.12988333333333332,0.00883794697835184,0.472
dcf_self_excl,homo,30,20,1234,1000,0.896,0.949,0.851,1.287,0.1298499999999999,0.0,0.0
oracle,homo,30,50,42,1000,2.634,2.62,1.046499999999997,2.568,0.24368388942928387,0.0,0.0
mfg_no_excl,homo,30,50,42,1000,2.631,2.62,1.0451666666666635,2.454,0.23675777022255315,0.0,0.0
self_excl_only,homo,30,50,42,1000,2.642,2.62,1.0464999999999967,2.582,0.23665510364342104,0.0,0.0
ema_fixed_low,homo,30,50,42,1000,2.472,2.62,0.9781666666666629,4.186,0.13734758849767395,0.013144749875491003,7.490342769475108
ema_fixed_high,homo,30,50,42,1000,2.513,2.62,0.998333333333329,3.842,0.15760872346607627,0.012505790519995763,12.810920443445445
ema_adaptive,homo,30,50,42,1000,2.462,2.62,0.9766666666666625,4.14,0.14333717177215646,0.013047656120092952,9.05723681304506
ema_ad_low,homo,30,50,42,1000,2.62,2.62,1.040666666666663,2.858,0.20520214149885185,0.005878589859720512,5.490927880964067
ema_ad_med,homo,30,50,42,1000,2.607,2.62,1.0339999999999967,3.082,0.17568138675050438,0.008593724639827481,6.191083503751152
ema_no_coll,homo,30,50,42,1000,2.6,2.62,1.0306666666666633,2.639,0.24151784894242273,0.0044115460520899544,4.867892137639625
consec_L2,homo,30,50,42,1000,2.495,2.62,0.9893333333333297,3.926,0.1624033281901836,0.013250699082619423,5.702553460798829
consec_L4,homo,30,50,42,1000,2.467,2.62,0.9788333333333289,4.315,0.13757752344093793,0.013663524818545042,1.6079259146578893
dcf_self_excl,homo,30,50,42,1000,2.304,2.62,0.9144999999999954,5.159,0.15644126905086655,0.0,0.0
oracle,homo,30,50,123,1000,2.646,2.63,1.044999999999997,2.446,0.23109122772652171,0.0,0.0
mfg_no_excl,homo,30,50,123,1000,2.628,2.63,1.0391666666666632,2.501,0.24465500716603633,0.0,0.0
self_excl_only,homo,30,50,123,1000,2.623,2.63,1.035499999999997,2.508,0.2423251260521381,0.0,0.0
ema_fixed_low,homo,30,50,123,1000,2.504,2.63,0.9911666666666619,4.178,0.13697853971364074,0.012883737911826584,7.621112638941297
ema_fixed_high,homo,30,50,123,1000,2.511,2.63,0.9916666666666621,3.81,0.159240655822132,0.01251592758374575,12.706262899577428
ema_adaptive,homo,30,50,123,1000,2.491,2.63,0.9831666666666623,4.017,0.14696491771472442,0.013050542211045563,8.69444934171436
ema_ad_low,homo,30,50,123,1000,2.602,2.63,1.0268333333333297,2.906,0.20029517010766998,0.005926054224438754,5.5166155955155975
ema_ad_med,homo,30,50,123,1000,2.567,2.63,1.0146666666666628,3.204,0.18583055924553588,0.008937487660410217,6.376779924968396
ema_no_coll,homo,30,50,123,1000,2.61,2.63,1.0328333333333295,2.594,0.2413506885185675,0.0044869866911186156,4.67599508690484
consec_L2,homo,30,50,123,1000,2.529,2.63,0.9979999999999962,3.793,0.16103319960912849,0.013200392776926275,5.503384444601669
consec_L4,homo,30,50,123,1000,2.485,2.63,0.9821666666666627,4.264,0.13799866941194372,0.013708342305343688,1.6756359121915232
dcf_self_excl,homo,30,50,123,1000,2.243,2.63,0.8853333333333279,5.257,0.16325668362854898,0.0,0.0
oracle,homo,30,50,456,1000,2.649,2.645,1.04233333333333,2.457,0.23232302517743683,0.0,0.0
mfg_no_excl,homo,30,50,456,1000,2.595,2.645,1.0211666666666623,2.652,0.23956317373716748,0.0,0.0
self_excl_only,homo,30,50,456,1000,2.608,2.645,1.0248333333333295,2.612,0.24151098582789735,0.0,0.0
ema_fixed_low,homo,30,50,456,1000,2.489,2.645,0.9798333333333289,4.219,0.13820536219456525,0.013206620032906272,7.648842483544152
ema_fixed_high,homo,30,50,456,1000,2.487,2.645,0.9764999999999956,3.87,0.16180150598025994,0.012513642420579132,12.776415603548504
ema_adaptive,homo,30,50,456,1000,2.515,2.645,0.9856666666666626,4.072,0.1397189007883804,0.012966165887960849,8.759545888006937
ema_ad_low,homo,30,50,456,1000,2.641,2.645,1.0384999999999973,2.716,0.2132864925923747,0.005976821501538799,4.9555465681377475
ema_ad_med,homo,30,50,456,1000,2.559,2.645,1.0069999999999952,3.235,0.18192214605999438,0.008747316652304413,6.629735512732888
ema_no_coll,homo,30,50,456,1000,2.613,2.645,1.0261666666666633,2.592,0.23771823334044678,0.0044274461470856456,4.6618604063678015
consec_L2,homo,30,50,456,1000,2.518,2.645,0.9904999999999953,3.746,0.15587010398871845,0.013000640252680478,5.453372967065616
consec_L4,homo,30,50,456,1000,2.5,2.645,0.9809999999999958,4.009,0.13535886318535592,0.0135382589522951,1.4910527770006343
dcf_self_excl,homo,30,50,456,1000,2.249,2.645,0.8838333333333279,5.213,0.16471799620658004,0.0,0.0
oracle,homo,30,50,789,1000,2.633,2.61,1.0469999999999973,2.477,0.24207302260003485,0.0,0.0
mfg_no_excl,homo,30,50,789,1000,2.638,2.61,1.0504999999999962,2.499,0.2360579251158198,0.0,0.0
self_excl_only,homo,30,50,789,1000,2.623,2.61,1.0449999999999962,2.541,0.2395346738229089,0.0,0.0
ema_fixed_low,homo,30,50,789,1000,2.499,2.61,0.9961666666666616,4.175,0.13737566558398626,0.013218816898217732,7.450833568714565
ema_fixed_high,homo,30,50,789,1000,2.529,2.61,1.0069999999999961,3.627,0.16124874771341507,0.012291974159964608,12.10120414521409
ema_adaptive,homo,30,50,789,1000,2.502,2.61,0.9969999999999954,4.136,0.14559155157707804,0.013015491343465907,8.723188568672473
ema_ad_low,homo,30,50,789,1000,2.612,2.61,1.0394999999999965,2.751,0.21923854429883818,0.00597451627604049,5.322377187028658
ema_ad_med,homo,30,50,789,1000,2.595,2.61,1.0324999999999966,3.181,0.17857361971533783,0.008725865714579477,6.316220776295428
ema_no_coll,homo,30,50,789,1000,2.632,2.61,1.0468333333333306,2.509,0.23281335960221375,0.004463019471313186,4.458229347282408
consec_L2,homo,30,50,789,1000,2.526,2.61,1.0064999999999953,3.774,0.1558689317562384,0.012888031532631313,5.441091968291432
consec_L4,homo,30,50,789,1000,2.51,2.61,0.9999999999999953,4.18,0.14173959346467113,0.013858080996149552,1.5448005893659142
dcf_self_excl,homo,30,50,789,1000,2.291,2.61,0.9118333333333282,5.097,0.15309067553103933,0.0,0.0
oracle,homo,30,50,1234,1000,2.62,2.634,1.036666666666663,2.544,0.24103765592422682,0.0,0.0
mfg_no_excl,homo,30,50,1234,1000,2.682,2.634,1.0593333333333308,2.436,0.2286958291708289,0.0,0.0
self_excl_only,homo,30,50,1234,1000,2.63,2.634,1.0369999999999968,2.563,0.23435282604822047,0.0,0.0
ema_fixed_low,homo,30,50,1234,1000,2.495,2.634,0.985166666666662,4.044,0.13809591288484505,0.013052798030989505,7.2658595471479
ema_fixed_high,homo,30,50,1234,1000,2.527,2.634,0.9974999999999958,3.708,0.15917567673554517,0.012421724672004643,12.09512157843016
ema_adaptive,homo,30,50,1234,1000,2.542,2.634,1.0049999999999966,3.918,0.13716223392190904,0.012777077298709454,8.226869054702606
ema_ad_low,homo,30,50,1234,1000,2.602,2.634,1.0294999999999959,2.831,0.207450175186011,0.00595753141813955,5.341054983264931
ema_ad_med,homo,30,50,1234,1000,2.586,2.634,1.0188333333333297,3.148,0.17874249541308354,0.008512567382809037,6.518170180391511
ema_no_coll,homo,30,50,1234,1000,2.608,2.634,1.029666666666663,2.521,0.2409192026411838,0.004499660699345189,4.260607717686515
consec_L2,homo,30,50,1234,1000,2.491,2.634,0.9864999999999956,3.827,0.16032127150884887,0.012982610384273053,5.712112015272313
consec_L4,homo,30,50,1234,1000,2.496,2.634,0.9853333333333286,4.246,0.13503247797953724,0.013650423939723825,1.697054396506486
dcf_self_excl,homo,30,50,1234,1000,2.285,2.634,0.9013333333333281,5.076,0.1583472590876617,0.0,0.0
oracle,homo,30,100,42,1000,5.592,5.579,1.010866666666675,5.451,0.24943808923715116,0.0,0.0
mfg_no_excl,homo,30,100,42,1000,5.601,5.579,1.0127333333333417,5.275,0.24780695448016363,0.0,0.0
self_excl_only,homo,30,100,42,1000,5.603,5.579,1.0133666666666747,5.331,0.24778983898584828,0.0,0.0
ema_fixed_low,homo,30,100,42,1000,5.32,5.579,0.9609833333333404,9.89,0.11744698033546384,0.017125441936417338,11.736013319425606
ema_fixed_high,homo,30,100,42,1000,5.386,5.579,0.973750000000007,8.929,0.14355445332731995,0.015729012903132493,13.931548897020495
ema_adaptive,homo,30,100,42,1000,5.318,5.579,0.9613333333333394,10.126,0.117120003586009,0.01707114968633651,11.69847218265642
ema_ad_low,homo,30,100,42,1000,5.56,5.579,1.0048000000000086,6.565,0.1912878872025632,0.008568753996207516,6.322841891432989
ema_ad_med,homo,30,100,42,1000,5.487,5.579,0.9922166666666741,7.862,0.15195009719233157,0.012500585618744293,8.190535072367009
ema_no_coll,homo,30,100,42,1000,5.586,5.579,1.0098333333333411,5.733,0.23627044471174719,0.005549877823969954,4.688467079564771
consec_L2,homo,30,100,42,1000,5.35,5.579,0.9673333333333405,9.328,0.13932736599313203,0.016686466317176418,7.242342787545085
consec_L4,homo,30,100,42,1000,5.257,5.579,0.9499833333333388,11.191,0.10387316467037148,0.018854249206922424,3.182621457186851
dcf_self_excl,homo,30,100,42,1000,5.005,5.579,0.9047333333333387,12.144,0.16859053777802352,0.0,0.0
oracle,homo,30,100,123,1000,5.588,5.587,1.008116666666674,5.312,0.253352137225662,0.0,0.0
mfg_no_excl,homo,30,100,123,1000,5.582,5.587,1.0072666666666739,5.374,0.25530628515902065,0.0,0.0
self_excl_only,homo,30,100,123,1000,5.599,5.587,1.0104833333333414,5.382,0.25202527394299734,0.0,0.0
ema_fixed_low,homo,30,100,123,1000,5.315,5.587,0.9589833333333411,10.007,0.11837194499097517,0.01689908212708436,11.888961987981792
ema_fixed_high,homo,30,100,123,1000,5.387,5.587,0.9721333333333412,8.869,0.1465374239089829,0.015615060859837037,13.773236714771818
ema_adaptive,homo,30,100,123,1000,5.299,5.587,0.9558500000000066,10.223,0.12067774152813912,0.017369475911000493,11.635579679472478
ema_ad_low,homo,30,100,123,1000,5.568,5.587,1.0045000000000075,6.511,0.18908888764596327,0.0086599267921892,6.205292958650688
ema_ad_med,homo,30,100,123,1000,5.46,5.587,0.9853500000000079,7.827,0.15851840758981822,0.012726215374858112,8.347986582030645
ema_no_coll,homo,30,100,123,1000,5.579,5.587,1.006583333333341,5.608,0.2361871678761508,0.005536582452417414,4.37843558164213
consec_L2,homo,30,100,123,1000,5.359,5.587,0.9668333333333402,9.32,0.1376625120168441,0.01641990277290443,7.254086506503471
consec_L4,homo,30,100,123,1000,5.256,5.587,0.9485166666666727,11.1,0.10429199431930908,0.018805863390481677,3.19164188341413
dcf_self_excl,homo,30,100,123,1000,4.993,5.587,0.9010666666666718,12.291,0.17076783176655447,0.0,0.0
oracle,homo,30,100,456,1000,5.607,5.605,1.0090166666666742,5.27,0.2530627822413704,0.0,0.0
mfg_no_excl,homo,30,100,456,1000,5.581,5.605,1.0043833333333407,5.374,0.2524697689810427,0.0,0.0
self_excl_only,homo,30,100,456,1000,5.578,5.605,1.0034000000000078,5.465,0.24886092028344114,0.0,0.0
ema_fixed_low,homo,30,100,456,1000,5.32,5.605,0.9576500000000072,10.021,0.1137113556668953,0.017073775867188907,11.92244049008105
ema_fixed_high,homo,30,100,456,1000,5.371,5.605,0.9664500000000075,8.894,0.14606230695386951,0.015525216569999022,13.835915956248517
ema_adaptive,homo,30,100,456,1000,5.337,5.605,0.95983333333334,9.771,0.11624824571152756,0.017171062104971577,11.2123740087412
ema_ad_low,homo,30,100,456,1000,5.56,5.605,1.0001166666666743,6.43,0.19639209275349548,0.008908835427544635,5.858098292970133
ema_ad_med,homo,30,100,456,1000,5.426,5.605,0.9764166666666738,8.026,0.1600462967443394,0.012566612375043288,8.57789426227986
ema_no_coll,homo,30,100,456,1000,5.564,5.605,1.0010500000000067,5.683,0.2385121130688712,0.005545988156538629,4.588455778380561
consec_L2,homo,30,100,456,1000,5.363,5.605,0.964550000000006,9.307,0.1379180544092767,0.016523946697832814,7.131575312276884
consec_L4,homo,30,100,456,1000,5.296,5.605,0.952716666666673,10.743,0.10353970020230906,0.018593011161099286,3.0968404557623335
dcf_self_excl,homo,30,100,456,1000,4.999,5.605,0.8994500000000061,12.16,0.1702038933990099,0.0,0.0
oracle,homo,30,100,789,1000,5.598,5.593,1.009633333333341,5.38,0.25209608990762783,0.0,0.0
mfg_no_excl,homo,30,100,789,1000,5.583,5.593,1.0064333333333415,5.34,0.2525554042649792,0.0,0.0
self_excl_only,homo,30,100,789,1000,5.59,5.593,1.0076000000000078,5.396,0.24398255595949092,0.0,0.0
ema_fixed_low,homo,30,100,789,1000,5.307,5.593,0.9570000000000071,10.277,0.11566735040071242,0.01710099198021996,12.014033052770001
ema_fixed_high,homo,30,100,789,1000,5.408,5.593,0.9746833333333406,8.682,0.14482122248356283,0.015518238535399555,13.363435299130817
ema_adaptive,homo,30,100,789,1000,5.311,5.593,0.9571666666666744,10.277,0.11681346619539815,0.017299502828132914,11.640746464278683
ema_ad_low,homo,30,100,789,1000,5.537,5.593,0.9982333333333409,6.556,0.20046556123235534,0.008786405114168947,6.164135201164477
ema_ad_med,homo,30,100,789,1000,5.446,5.593,0.9814500000000074,7.891,0.1537005976301407,0.012441669170353921,8.490395951022093
ema_no_coll,homo,30,100,789,1000,5.568,5.593,1.0038166666666748,5.645,0.2370019412895966,0.005525042383616991,4.541980886442709
consec_L2,homo,30,100,789,1000,5.371,5.593,0.9682500000000088,9.243,0.1369549073219372,0.016428721886177944,7.061737181194202
consec_L4,homo,30,100,789,1000,5.277,5.593,0.9514166666666733,10.823,0.10386319255422066,0.018846517940779815,3.065515233325016
dcf_self_excl,homo,30,100,789,1000,4.995,5.593,0.900466666666673,12.279,0.16923793704114937,0.0,0.0
oracle,homo,30,100,1234,1000,5.6,5.588,1.0106500000000076,5.463,0.25517136303287485,0.0,0.0
mfg_no_excl,homo,30,100,1234,1000,5.611,5.588,1.0125500000000083,5.24,0.2483575734527684,0.0,0.0
self_excl_only,homo,30,100,1234,1000,5.57,5.588,1.004666666666674,5.511,0.2502538764099096,0.0,0.0
ema_fixed_low,homo,30,100,1234,1000,5.321,5.588,0.9600333333333404,9.991,0.11671155495054393,0.01736790196224583,11.710774323387394
ema_fixed_high,homo,30,100,1234,1000,5.375,5.588,0.9702166666666748,8.816,0.1478061397283189,0.015696181615784996,13.572571834120845
ema_adaptive,homo,30,100,1234,1000,5.308,5.588,0.957950000000007,10.021,0.11530378187764977,0.01706084031594039,11.389318016884957
ema_ad_low,homo,30,100,1234,1000,5.535,5.588,0.9985666666666747,6.567,0.19355654243515422,0.008672368126314793,6.1600529073668335
ema_ad_med,homo,30,100,1234,1000,5.47,5.588,0.9867666666666738,7.78,0.15591671479492997,0.01246893228169958,8.32941578712793
ema_no_coll,homo,30,100,1234,1000,5.59,5.588,1.0088833333333416,5.46,0.23564863750531284,0.0055807586042628775,4.302611448441148
consec_L2,homo,30,100,1234,1000,5.342,5.588,0.9637666666666731,9.362,0.1393915703494405,0.016500710093039526,7.3665482313333595
consec_L4,homo,30,100,1234,1000,5.269,5.588,0.9506166666666725,10.963,0.10162994531090751,0.01839347161399243,3.2730624943622932
dcf_self_excl,homo,30,100,1234,1000,5.008,5.588,0.9034833333333385,12.073,0.16801353475845113,0.0,0.0
oracle,homo,30,200,42,1000,11.555,11.537,1.0037537296037284,11.209,0.2557114187830297,0.0,0.0
mfg_no_excl,homo,30,200,42,1000,11.565,11.537,1.0046143356643347,11.042,0.2549549557192808,0.0,0.0
self_excl_only,homo,30,200,42,1000,11.565,11.537,1.0046427738927726,11.138,0.2579176470804252,0.0,0.0
ema_fixed_low,homo,30,200,42,1000,11.13,11.537,0.9666552447552407,20.075,0.1301766636009481,0.019530774085837036,13.344132614783994
ema_fixed_high,homo,30,200,42,1000,11.172,11.537,0.9704503496503458,19.439,0.1346905964947707,0.01945788392052292,13.31918611651261
ema_adaptive,homo,30,200,42,1000,11.101,11.537,0.9642158508158467,20.635,0.1288639662750338,0.019833416192505296,13.282913363543242
ema_ad_low,homo,30,200,42,1000,11.419,11.537,0.9918412587412565,14.99,0.17530641685982049,0.013145679190224363,8.040237648192175
ema_ad_med,homo,30,200,42,1000,11.306,11.537,0.982041258741255,17.38,0.1460783359237105,0.01647252648584251,10.499564864350067
ema_no_coll,homo,30,200,42,1000,11.515,11.537,1.000131002331,12.283,0.22609671174186063,0.009053781349370103,5.054353539562648
consec_L2,homo,30,200,42,1000,11.111,11.537,0.9650734265734242,20.767,0.12475300524360573,0.020555082800583095,7.514101459708468
consec_L4,homo,30,200,42,1000,10.799,11.537,0.9380219114219095,26.287,0.08323988076389312,0.024411189862061186,3.9906589195737037
dcf_self_excl,homo,30,200,42,1000,10.445,11.537,0.9072609557109554,26.785,0.18208183781361056,0.0,0.0
oracle,homo,30,200,123,1000,11.528,11.557,0.9998388111888102,11.009,0.2626667526315793,0.0,0.0
mfg_no_excl,homo,30,200,123,1000,11.538,11.557,1.0005644522144514,11.024,0.2616407273462295,0.0,0.0
self_excl_only,homo,30,200,123,1000,11.537,11.557,1.0005247086247078,11.163,0.2573602090301754,0.0,0.0
ema_fixed_low,homo,30,200,123,1000,11.134,11.557,0.9656432400932371,19.98,0.12710477129592007,0.01962337046651149,13.361659525759697
ema_fixed_high,homo,30,200,123,1000,11.155,11.557,0.9674769230769203,19.498,0.13563816157724218,0.019473621975450158,13.371369106395958
ema_adaptive,homo,30,200,123,1000,11.072,11.557,0.960222027972024,20.719,0.13010465014989203,0.020053780277256336,13.275101020045032
ema_ad_low,homo,30,200,123,1000,11.427,11.557,0.9909118881118857,14.919,0.174770754855244,0.013320659711331489,8.015103243482313
ema_ad_med,homo,30,200,123,1000,11.299,11.557,0.9797538461538429,17.331,0.14776366936060734,0.016739495862822473,10.502173770812709
ema_no_coll,homo,30,200,123,1000,11.533,11.557,1.0002247086247076,12.468,0.22372921104836194,0.009165334898997814,4.880169280015142
consec_L2,homo,30,200,123,1000,11.098,11.557,0.9624057109557077,20.809,0.12548909578441045,0.02057046160586944,7.518650463129093
consec_L4,homo,30,200,123,1000,10.808,11.557,0.9372242424242397,26.021,0.08409826923459733,0.02432926678669727,4.041862130178356
dcf_self_excl,homo,30,200,123,1000,10.404,11.557,0.9023086247086246,26.91,0.1831598528590274,0.0,0.0
oracle,homo,30,200,456,1000,11.572,11.562,1.002929137529136,10.957,0.25743465689527784,0.0,0.0
mfg_no_excl,homo,30,200,456,1000,11.559,11.562,1.0019427738927724,10.973,0.26069989026385976,0.0,0.0
self_excl_only,homo,30,200,456,1000,11.538,11.562,0.9999885780885777,11.181,0.2557542649047987,0.0,0.0
ema_fixed_low,homo,30,200,456,1000,11.098,11.562,0.9620400932400895,20.186,0.13096624162400755,0.01970286685866294,13.440010682362535
ema_fixed_high,homo,30,200,456,1000,11.194,11.562,0.9702655011654981,19.444,0.13491147793821523,0.01911877465680082,13.3361063491153
ema_adaptive,homo,30,200,456,1000,11.151,11.562,0.9664597902097855,20.075,0.12533368855691215,0.02012256760087505,12.909629895548921
ema_ad_low,homo,30,200,456,1000,11.431,11.562,0.9907261072261053,14.912,0.17551074065289216,0.013467387414680397,7.7583836254684995
ema_ad_med,homo,30,200,456,1000,11.274,11.562,0.977188578088574,17.618,0.1524291779196291,0.016651790643509804,10.681317482419812
ema_no_coll,homo,30,200,456,1000,11.518,11.562,0.9984079254079249,12.495,0.22700800122096412,0.009066521214017907,5.1172742781517995
consec_L2,homo,30,200,456,1000,11.127,11.562,0.9645325174825148,20.436,0.12358277818760179,0.02068038137510441,7.370471126324062
consec_L4,homo,30,200,456,1000,10.836,11.562,0.9391446386946365,25.953,0.08354844613089443,0.024268714784430913,4.01817218189691
dcf_self_excl,homo,30,200,456,1000,10.42,11.562,0.9030916083916083,26.877,0.181356294409392,0.0,0.0
oracle,homo,30,200,789,1000,11.566,11.542,1.0042670163170146,10.851,0.2605704027769945,0.0,0.0
mfg_no_excl,homo,30,200,789,1000,11.556,11.542,1.003297319347318,10.875,0.2583854608545043,0.0,0.0
self_excl_only,homo,30,200,789,1000,11.565,11.542,1.0042079254079244,11.235,0.25170694364171076,0.0,0.0
ema_fixed_low,homo,30,200,789,1000,11.117,11.542,0.9653385780885755,20.288,0.13044891609460385,0.019635167142851885,13.464899521449704
