access,w_eff,n_vis,n_nat,eps_i,r,eps_c,tau_settled,conv_visits,T,rho,tau_nat
rts,210,5,5,0.008,0.5,0.004,0.114518,100,0.74148,1.4509,0.03934
rts,210,5,5,0.008,1.0,0.008,0.101434,100,0.74429,1.37422,0.04151
rts,210,5,5,0.008,1.5,0.012,0.095615,100,0.74276,1.38226,0.04037
rts,210,5,5,0.008,2.0,0.016,0.090601,100,0.74965,1.33201,0.04035
rts,210,5,5,0.008,3.0,0.024,0.082274,100,0.74286,1.32417,0.04099
rts,210,5,5,0.008,5.0,0.04,0.057513,100,0.7477,1.05326,0.04677
rts,210,5,5,0.008,8.0,0.064,0.038845,100,0.74794,0.89201,0.04746
rts,210,5,5,0.01652,0.5,0.00826,0.26638,100,0.6947,1.73719,0.02843
rts,210,5,5,0.01652,1.0,0.01652,0.224063,100,0.70479,1.70535,0.03225
rts,210,5,5,0.01652,1.5,0.02477,0.202702,100,0.72139,1.68672,0.03291
rts,210,5,5,0.01652,2.0,0.03303,0.178407,100,0.72986,1.66086,0.03242
rts,210,5,5,0.01652,3.0,0.04955,0.143901,99,0.73137,1.57545,0.0358
rts,210,5,5,0.01652,5.0,0.08258,0.103906,89,0.74327,1.44781,0.03796
rts,210,5,5,0.01652,8.0,0.13213,0.067655,100,0.74473,1.17077,0.0448
rts,210,5,5,0.0341,0.5,0.01705,0.357574,42,0.63851,1.80356,0.02471
rts,210,5,5,0.0341,1.0,0.0341,0.287796,41,0.68305,1.74599,0.02737
rts,210,5,5,0.0341,1.5,0.05114,0.237752,90,0.69486,1.73013,0.02978
rts,210,5,5,0.0341,2.0,0.06819,0.211384,90,0.7104,1.69229,0.03119
rts,210,5,5,0.0341,3.0,0.10229,0.179359,84,0.73032,1.62388,0.03552
rts,210,5,5,0.0341,5.0,0.17048,0.111892,100,0.74411,1.49825,0.03773
rts,210,5,5,0.0341,8.0,0.27277,0.089565,96,0.74177,1.32247,0.03951
rts,210,5,5,0.07039,0.5,0.03519,0.362943,100,0.63412,1.80641,0.02512
rts,210,5,5,0.07039,1.0,0.07039,0.28881,98,0.6801,1.77962,0.0285
rts,210,5,5,0.07039,1.5,0.10558,0.23382,73,0.69981,1.74833,0.03064
rts,210,5,5,0.07039,2.0,0.14078,0.209524,99,0.709,1.69373,0.03123
rts,210,5,5,0.07039,3.0,0.21117,0.175927,100,0.72187,1.67901,0.03137
rts,210,5,5,0.07039,5.0,0.35195,0.141022,100,0.74058,1.49728,0.0384
rts,210,5,5,0.07039,8.0,0.56312,0.109795,99,0.73968,1.41577,0.03906
rts,210,5,5,0.14532,0.5,0.07266,0.371352,93,0.60412,1.79734,0.02536
rts,210,5,5,0.14532,1.0,0.14532,0.306328,100,0.65086,1.7721,0.02648
rts,210,5,5,0.14532,1.5,0.21797,0.261352,100,0.68829,1.76235,0.02938
rts,210,5,5,0.14532,2.0,0.29063,0.248386,99,0.67938,1.70603,0.03084
rts,210,5,5,0.14532,3.0,0.43595,0.240834,100,0.63725,1.68589,0.02576
rts,210,5,5,0.14532,5.0,0.72658,0.223551,100,0.64119,1.62432,0.02948
rts,210,5,5,0.14532,8.0,1.16253,0.912634,69,0.33752,1.59728,0.01676
rts,210,5,5,0.3,0.5,0.15,1.0,20,0.17274,1.36968,0.01259
rts,210,5,5,0.3,1.0,0.3,1.0,21,0.17237,1.36308,0.01283
rts,210,5,5,0.3,1.5,0.45,1.0,30,0.1709,1.37894,0.01354
rts,210,5,5,0.3,2.0,0.6,1.0,15,0.17439,1.38085,0.01288
rts,210,5,5,0.3,3.0,0.9,1.0,10,0.17044,1.38255,0.01282
rts,210,5,5,0.3,5.0,1.5,1.0,9,0.17051,1.38756,0.01294
rts,210,5,5,0.3,8.0,2.4,1.0,9,0.17051,1.38672,0.01318
rts,210,5,10,0.008,0.5,0.004,0.085449,100,0.73696,1.7715,0.02975
rts,210,5,10,0.008,1.0,0.008,0.0806,100,0.74611,1.82169,0.02776
rts,210,5,10,0.008,1.5,0.012,0.06951,100,0.74035,1.74783,0.02796
rts,210,5,10,0.008,2.0,0.016,0.056263,100,0.73876,1.53379,0.03015
rts,210,5,10,0.008,3.0,0.024,0.045318,100,0.73967,1.36263,0.02975
rts,210,5,10,0.008,5.0,0.04,0.020145,100,0.73256,0.72895,0.03536
rts,210,5,10,0.008,8.0,0.064,0.006015,100,0.72689,0.17516,0.03937
rts,210,5,10,0.01652,0.5,0.00826,0.252408,100,0.68701,2.51488,0.01989
rts,210,5,10,0.01652,1.0,0.01652,0.200304,100,0.7126,2.46784,0.01964
rts,210,5,10,0.01652,1.5,0.02477,0.155622,100,0.73536,2.3456,0.02335
rts,210,5,10,0.01652,2.0,0.03303,0.142394,100,0.73101,2.27224,0.02393
rts,210,5,10,0.01652,3.0,0.04955,0.105371,100,0.7321,2.02496,0.02662
rts,210,5,10,0.01652,5.0,0.08258,0.047289,100,0.7383,1.31127,0.03214
rts,210,5,10,0.01652,8.0,0.13213,0.008083,100,0.72911,0.33848,0.03755
rts,210,5,10,0.0341,0.5,0.01705,0.34412,56,0.6314,2.65938,0.01572
rts,210,5,10,0.0341,1.0,0.0341,0.282116,48,0.67813,2.63118,0.01825
rts,210,5,10,0.0341,1.5,0.05114,0.219449,100,0.70899,2.55676,0.01888
rts,210,5,10,0.0341,2.0,0.06819,0.189432,93,0.71961,2.47501,0.02129
rts,210,5,10,0.0341,3.0,0.10229,0.14987,100,0.73117,2.31567,0.02246
rts,210,5,10,0.0341,5.0,0.17048,0.083898,97,0.73611,1.72413,0.02934
rts,210,5,10,0.0341,8.0,0.27277,0.019747,100,0.73331,0.85673,0.03552
rts,210,5,10,0.07039,0.5,0.03519,0.363591,57,0.62036,2.67219,0.0156
rts,210,5,10,0.07039,1.0,0.07039,0.289962,84,0.6624,2.64884,0.01761
rts,210,5,10,0.07039,1.5,0.10558,0.236781,92,0.69457,2.58299,0.01889
rts,210,5,10,0.07039,2.0,0.14078,0.195139,85,0.70907,2.48776,0.02011
rts,210,5,10,0.07039,3.0,0.21117,0.165532,100,0.71976,2.36204,0.0221
rts,210,5,10,0.07039,5.0,0.35195,0.111984,100,0.72948,1.9912,0.02581
rts,210,5,10,0.07039,8.0,0.56312,0.035222,100,0.73052,1.15578,0.03205
rts,210,5,10,0.14532,0.5,0.07266,0.37586,98,0.60901,2.67494,0.01572
rts,210,5,10,0.14532,1.0,0.14532,0.300996,100,0.65988,2.64669,0.01729
rts,210,5,10,0.14532,1.5,0.21797,0.248273,100,0.6816,2.54943,0.01953
rts,210,5,10,0.14532,2.0,0.29063,0.236779,100,0.69243,2.53151,0.01994
rts,210,5,10,0.14532,3.0,0.43595,0.198492,97,0.68855,2.38338,0.02056
rts,210,5,10,0.14532,5.0,0.72658,0.243888,100,0.56662,2.20506,0.01762
rts,210,5,10,0.14532,8.0,1.16253,0.20679,100,0.61108,1.69003,0.02304
rts,210,5,10,0.3,0.5,0.15,1.0,17,0.16573,2.07873,0.00758
rts,210,5,10,0.3,1.0,0.3,1.0,18,0.1641,2.09199,0.00823
rts,210,5,10,0.3,1.5,0.45,1.0,23,0.16429,2.08957,0.00787
rts,210,5,10,0.3,2.0,0.6,1.0,34,0.1805,2.16007,0.00786
rts,210,5,10,0.3,3.0,0.9,1.0,14,0.16506,2.07977,0.00803
rts,210,5,10,0.3,5.0,1.5,1.0,23,0.16526,2.07722,0.00793
rts,210,5,10,0.3,8.0,2.4,1.0,29,0.17699,2.09639,0.008
rts,210,5,20,0.008,0.5,0.004,0.068707,100,0.72469,2.54986,0.01871
rts,210,5,20,0.008,1.0,0.008,0.050997,100,0.72673,2.15014,0.02027
rts,210,5,20,0.008,1.5,0.012,0.042599,100,0.72264,2.00908,0.01995
rts,210,5,20,0.008,2.0,0.016,0.031576,100,0.72345,1.55562,0.02118
rts,210,5,20,0.008,3.0,0.024,0.016009,100,0.71744,0.99535,0.02168
rts,210,5,20,0.008,5.0,0.04,0.005223,100,0.71645,0.36988,0.02383
rts,210,5,20,0.008,8.0,0.064,0.000754,100,0.7125,0.01913,0.02387
rts,210,5,20,0.01652,0.5,0.00826,0.195224,100,0.70904,4.02853,0.01315
rts,210,5,20,0.01652,1.0,0.01652,0.164752,100,0.72073,3.77893,0.01449
rts,210,5,20,0.01652,1.5,0.02477,0.13463,100,0.72627,3.58156,0.01548
rts,210,5,20,0.01652,2.0,0.03303,0.095679,100,0.72662,3.05844,0.01767
rts,210,5,20,0.01652,3.0,0.04955,0.047545,100,0.72942,2.01221,0.0201
rts,210,5,20,0.01652,5.0,0.08258,0.007379,100,0.71731,0.44512,0.02348
rts,210,5,20,0.01652,8.0,0.13213,0.000156,100,0.71198,0.0,0.02435
rts,210,5,20,0.0341,0.5,0.01705,0.322204,54,0.64879,4.36099,0.0108
rts,210,5,20,0.0341,1.0,0.0341,0.24991,77,0.69146,4.22525,0.0118
rts,210,5,20,0.0341,1.5,0.05114,0.201285,95,0.71902,4.06901,0.01338
rts,210,5,20,0.0341,2.0,0.06819,0.168872,94,0.71967,3.98084,0.01395
rts,210,5,20,0.0341,3.0,0.10229,0.110581,97,0.73106,3.36775,0.01639
rts,210,5,20,0.0341,5.0,0.17048,0.006245,100,0.7187,0.59739,0.0234
rts,210,5,20,0.0341,8.0,0.27277,0.000145,100,0.71221,0.0,0.02402
rts,210,5,20,0.07039,0.5,0.03519,0.349884,35,0.62851,4.43584,0.01021
rts,210,5,20,0.07039,1.0,0.07039,0.261281,79,0.68576,4.32913,0.01189
rts,210,5,20,0.07039,1.5,0.10558,0.210631,90,0.70202,4.18552,0.01223
rts,210,5,20,0.07039,2.0,0.14078,0.182089,100,0.7097,3.9537,0.01349
rts,210,5,20,0.07039,3.0,0.21117,0.131354,100,0.73343,3.59791,0.01571
rts,210,5,20,0.07039,5.0,0.35195,0.029472,100,0.72115,1.46607,0.02206
rts,210,5,20,0.07039,8.0,0.56312,0.000197,100,0.70961,0.01485,0.0242
rts,210,5,20,0.14532,0.5,0.07266,0.3436,97,0.62339,4.3722,0.01022
rts,210,5,20,0.14532,1.0,0.14532,0.270794,100,0.67169,4.33395,0.01092
rts,210,5,20,0.14532,1.5,0.21797,0.231581,99,0.69142,4.18929,0.01233
rts,210,5,20,0.14532,2.0,0.29063,0.210878,100,0.69744,4.15081,0.01271
rts,210,5,20,0.14532,3.0,0.43595,0.154934,100,0.71826,3.83184,0.01442
rts,210,5,20,0.14532,5.0,0.72658,0.07497,99,0.71446,2.48679,0.01893
rts,210,5,20,0.14532,8.0,1.16253,0.00058,100,0.71213,0.31102,0.02313
rts,210,5,20,0.3,0.5,0.15,0.998417,48,0.26674,3.88691,0.00555
rts,210,5,20,0.3,1.0,0.3,1.0,33,0.17704,3.35922,0.00497
rts,210,5,20,0.3,1.5,0.45,1.0,35,0.32275,3.96407,0.00632
rts,210,5,20,0.3,2.0,0.6,1.0,24,0.19143,3.48041,0.00521
rts,210,5,20,0.3,3.0,0.9,1.0,35,0.16876,3.34086,0.00489
rts,210,5,20,0.3,5.0,1.5,0.996483,51,0.18713,3.51167,0.00472
rts,210,5,20,0.3,8.0,2.4,0.746549,100,0.38244,1.2523,0.01101
rts,210,20,5,0.008,0.5,0.004,0.044228,100,0.71429,1.01623,0.03401
rts,210,20,5,0.008,1.0,0.008,0.039009,100,0.73394,1.00939,0.03451
rts,210,20,5,0.008,1.5,0.012,0.033912,100,0.74137,0.96208,0.03636
rts,210,20,5,0.008,2.0,0.016,0.032231,100,0.73963,0.9234,0.03674
rts,210,20,5,0.008,3.0,0.024,0.025757,100,0.7418,0.86694,0.04119
rts,210,20,5,0.008,5.0,0.04,0.018245,100,0.75506,0.75857,0.04495
rts,210,20,5,0.008,8.0,0.064,0.011281,100,0.74965,0.59565,0.04841
rts,210,20,5,0.01652,0.5,0.00826,0.071624,100,0.6826,1.09168,0.02926
rts,210,20,5,0.01652,1.0,0.01652,0.056051,93,0.70394,1.06516,0.03146
rts,210,20,5,0.01652,1.5,0.02477,0.04629,49,0.71969,1.04185,0.03079
rts,210,20,5,0.01652,2.0,0.03303,0.040891,68,0.72457,0.99531,0.03566
rts,210,20,5,0.01652,3.0,0.04955,0.032828,100,0.73883,0.95826,0.03726
rts,210,20,5,0.01652,5.0,0.08258,0.022921,76,0.746,0.8627,0.03926
rts,210,20,5,0.01652,8.0,0.13213,0.014039,100,0.74404,0.63203,0.04532
rts,210,20,5,0.0341,0.5,0.01705,0.080979,62,0.65581,1.12783,0.02654
rts,210,20,5,0.0341,1.0,0.0341,0.059812,93,0.69277,1.1003,0.02819
rts,210,20,5,0.0341,1.5,0.05114,0.048087,100,0.71121,1.02574,0.03369
rts,210,20,5,0.0341,2.0,0.06819,0.042318,97,0.72763,1.00444,0.03344
rts,210,20,5,0.0341,3.0,0.10229,0.033716,94,0.73621,0.96767,0.03492
rts,210,20,5,0.0341,5.0,0.17048,0.025322,100,0.75031,0.89491,0.03676
rts,210,20,5,0.0341,8.0,0.27277,0.013087,93,0.74714,0.63675,0.04811
rts,210,20,5,0.07039,0.5,0.03519,0.082707,38,0.6552,1.11723,0.02702
rts,210,20,5,0.07039,1.0,0.07039,0.059584,55,0.69481,1.07335,0.03026
rts,210,20,5,0.07039,1.5,0.10558,0.05053,100,0.70851,1.05784,0.02935
rts,210,20,5,0.07039,2.0,0.14078,0.040185,100,0.72479,1.00789,0.03288
rts,210,20,5,0.07039,3.0,0.21117,0.032825,100,0.72815,0.93401,0.03686
rts,210,20,5,0.07039,5.0,0.35195,0.023451,100,0.7458,0.85142,0.03948
rts,210,20,5,0.07039,8.0,0.56312,0.014865,100,0.7471,0.68964,0.04344
rts,210,20,5,0.14532,0.5,0.07266,0.08671,97,0.64375,1.10453,0.02636
rts,210,20,5,0.14532,1.0,0.14532,0.061169,99,0.69761,1.09957,0.02926
rts,210,20,5,0.14532,1.5,0.21797,0.05184,97,0.71013,1.06897,0.02835
rts,210,20,5,0.14532,2.0,0.29063,0.047527,99,0.71755,1.05097,0.03107
rts,210,20,5,0.14532,3.0,0.43595,0.036278,100,0.72788,0.94943,0.03576
rts,210,20,5,0.14532,5.0,0.72658,0.025529,100,0.73908,0.83801,0.04062
rts,210,20,5,0.14532,8.0,1.16253,0.017894,100,0.7379,0.71309,0.04292
rts,210,20,5,0.3,0.5,0.15,0.097859,100,0.54907,1.11606,0.02119
rts,210,20,5,0.3,1.0,0.3,0.065247,100,0.68545,1.08531,0.03035
rts,210,20,5,0.3,1.5,0.45,0.055716,100,0.69652,1.0799,0.03023
rts,210,20,5,0.3,2.0,0.6,0.05099,100,0.69742,1.06121,0.02932
rts,210,20,5,0.3,3.0,0.9,0.055095,99,0.6114,0.96733,0.02841
rts,210,20,5,0.3,5.0,1.5,0.962504,44,0.20733,0.80946,0.01539
rts,210,20,5,0.3,8.0,2.4,0.9985,37,0.09365,0.49685,0.01331
rts,210,20,10,0.008,0.5,0.004,0.038467,100,0.72948,1.14147,0.02237
rts,210,20,10,0.008,1.0,0.008,0.031986,100,0.73738,1.08044,0.0258
rts,210,20,10,0.008,1.5,0.012,0.027702,100,0.73844,1.02978,0.02598
rts,210,20,10,0.008,2.0,0.016,0.023789,100,0.7387,0.99907,0.02577
rts,210,20,10,0.008,3.0,0.024,0.01785,100,0.73913,0.83517,0.02895
rts,210,20,10,0.008,5.0,0.04,0.01088,100,0.73861,0.63363,0.03222
rts,210,20,10,0.008,8.0,0.064,0.003906,6,0.72786,0.28135,0.03593
rts,210,20,10,0.01652,0.5,0.00826,0.067777,100,0.67496,1.2966,0.0189
rts,210,20,10,0.01652,1.0,0.01652,0.052332,100,0.70792,1.25978,0.01938
rts,210,20,10,0.01652,1.5,0.02477,0.043599,98,0.71602,1.20108,0.02113
rts,210,20,10,0.01652,2.0,0.03303,0.037143,100,0.72865,1.15683,0.02323
rts,210,20,10,0.01652,3.0,0.04955,0.026918,95,0.74419,0.98859,0.02672
rts,210,20,10,0.01652,5.0,0.08258,0.012821,100,0.73398,0.70146,0.03119
rts,210,20,10,0.01652,8.0,0.13213,0.005126,95,0.73155,0.34797,0.03617
rts,210,20,10,0.0341,0.5,0.01705,0.078445,47,0.65298,1.32115,0.01679
rts,210,20,10,0.0341,1.0,0.0341,0.058821,42,0.69248,1.26332,0.01941
rts,210,20,10,0.0341,1.5,0.05114,0.048277,95,0.71681,1.21513,0.0208
rts,210,20,10,0.0341,2.0,0.06819,0.040716,89,0.723,1.17183,0.02266
rts,210,20,10,0.0341,3.0,0.10229,0.028756,100,0.73188,1.01695,0.02596
rts,210,20,10,0.0341,5.0,0.17048,0.014794,100,0.73787,0.75807,0.02998
rts,210,20,10,0.0341,8.0,0.27277,0.00631,97,0.74014,0.4442,0.03472
rts,210,20,10,0.07039,0.5,0.03519,0.079462,62,0.6612,1.31406,0.01782
rts,210,20,10,0.07039,1.0,0.07039,0.059381,92,0.70398,1.28616,0.01863
rts,210,20,10,0.07039,1.5,0.10558,0.04702,90,0.70771,1.21558,0.02123
rts,210,20,10,0.07039,2.0,0.14078,0.041383,99,0.72407,1.19338,0.02121
rts,210,20,10,0.07039,3.0,0.21117,0.030878,95,0.73517,1.09081,0.02369
rts,210,20,10,0.07039,5.0,0.35195,0.017968,95,0.73527,0.86829,0.02733
rts,210,20,10,0.07039,8.0,0.56312,0.006783,100,0.73675,0.4643,0.03396
rts,210,20,10,0.14532,0.5,0.07266,0.082295,100,0.63676,1.33751,0.01642
rts,210,20,10,0.14532,1.0,0.14532,0.059358,99,0.68745,1.30001,0.01842
rts,210,20,10,0.14532,1.5,0.21797,0.050654,99,0.71165,1.22717,0.02062
rts,210,20,10,0.14532,2.0,0.29063,0.041773,100,0.72126,1.16368,0.02314
rts,210,20,10,0.14532,3.0,0.43595,0.031746,100,0.73081,1.07589,0.02463
rts,210,20,10,0.14532,5.0,0.72658,0.018587,98,0.73315,0.82898,0.029
rts,210,20,10,0.14532,8.0,1.16253,0.008209,100,0.73571,0.51658,0.03381
rts,210,20,10,0.3,0.5,0.15,0.089688,100,0.62604,1.34226,0.01576
rts,210,20,10,0.3,1.0,0.3,0.064195,100,0.67608,1.31749,0.01769
rts,210,20,10,0.3,1.5,0.45,0.057375,100,0.69135,1.25346,0.01942
rts,210,20,10,0.3,2.0,0.6,0.048092,99,0.70796,1.22116,0.02045
rts,210,20,10,0.3,3.0,0.9,0.044618,100,0.63464,1.07946,0.02029
rts,210,20,10,0.3,5.0,1.5,0.882697,100,0.18277,0.78161,0.00956
rts,210,20,10,0.3,8.0,2.4,0.998,47,0.0929,0.6193,0.00765
rts,210,20,20,0.008,0.5,0.004,0.034114,100,0.72601,1.40143,0.01471
rts,210,20,20,0.008,1.0,0.008,0.025008,100,0.72669,1.22909,0.01727
rts,210,20,20,0.008,1.5,0.012,0.021825,100,0.72605,1.20211,0.01767
rts,210,20,20,0.008,2.0,0.016,0.017114,100,0.72887,1.04957,0.01846
rts,210,20,20,0.008,3.0,0.024,0.012083,100,0.72689,0.82353,0.01998
rts,210,20,20,0.008,5.0,0.04,0.004398,100,0.71932,0.35678,0.02233
rts,210,20,20,0.008,8.0,0.064,0.000619,100,0.71286,0.07285,0.02366
rts,210,20,20,0.01652,0.5,0.00826,0.063858,100,0.67463,1.67291,0.0121
rts,210,20,20,0.01652,1.0,0.01652,0.046606,100,0.70437,1.5557,0.01389
rts,210,20,20,0.01652,1.5,0.02477,0.037661,100,0.71381,1.49143,0.01419
rts,210,20,20,0.01652,2.0,0.03303,0.027513,100,0.729,1.36723,0.01606
rts,210,20,20,0.01652,3.0,0.04955,0.017613,100,0.72992,1.04506,0.01815
rts,210,20,20,0.01652,5.0,0.08258,0.003736,100,0.72437,0.34582,0.02171
rts,210,20,20,0.01652,8.0,0.13213,0.00012,89,0.71263,0.01998,0.02432
rts,210,20,20,0.0341,0.5,0.01705,0.07579,47,0.66601,1.75558,0.01123
rts,210,20,20,0.0341,1.0,0.0341,0.05644,96,0.69202,1.64383,0.01285
rts,210,20,20,0.0341,1.5,0.05114,0.041593,50,0.71449,1.55359,0.01438
rts,210,20,20,0.0341,2.0,0.06819,0.034017,100,0.7239,1.40462,0.01604
rts,210,20,20,0.0341,3.0,0.10229,0.022839,100,0.72226,1.16305,0.01696
rts,210,20,20,0.0341,5.0,0.17048,0.002959,100,0.71956,0.34343,0.0225
rts,210,20,20,0.0341,8.0,0.27277,0.00013,100,0.71276,0.01106,0.02383
rts,210,20,20,0.07039,0.5,0.03519,0.079093,100,0.65102,1.73865,0.01101
rts,210,20,20,0.07039,1.0,0.07039,0.054653,76,0.69673,1.67183,0.01265
rts,210,20,20,0.07039,1.5,0.10558,0.044499,97,0.7092,1.56134,0.0138
rts,210,20,20,0.07039,2.0,0.14078,0.034515,100,0.72426,1.41257,0.0162
rts,210,20,20,0.07039,3.0,0.21117,0.025068,91,0.72305,1.25161,0.01634
rts,210,20,20,0.07039,5.0,0.35195,0.003925,100,0.71676,0.29425,0.02338
rts,210,20,20,0.07039,8.0,0.56312,0.000218,100,0.71485,0.02511,0.02363
rts,210,20,20,0.14532,0.5,0.07266,0.077859,81,0.66205,1.75491,0.01145
rts,210,20,20,0.14532,1.0,0.14532,0.058085,99,0.68299,1.63891,0.01289
rts,210,20,20,0.14532,1.5,0.21797,0.045535,99,0.70161,1.53569,0.0143
rts,210,20,20,0.14532,2.0,0.29063,0.037997,97,0.70967,1.48567,0.0143
rts,210,20,20,0.14532,3.0,0.43595,0.02668,100,0.72443,1.33225,0.0158
rts,210,20,20,0.14532,5.0,0.72658,0.007005,99,0.71936,0.55274,0.02152
rts,210,20,20,0.14532,8.0,1.16253,0.000543,100,0.71595,0.12557,0.02317
rts,210,20,20,0.3,0.5,0.15,0.087592,98,0.62498,1.78475,0.01003
rts,210,20,20,0.3,1.0,0.3,0.059176,100,0.67464,1.70079,0.01206
rts,210,20,20,0.3,1.5,0.45,0.048822,100,0.69223,1.6113,0.01269
rts,210,20,20,0.3,2.0,0.6,0.04076,99,0.71051,1.51212,0.01409
rts,210,20,20,0.3,3.0,0.9,0.037478,99,0.62668,1.32832,0.0129
rts,210,20,20,0.3,5.0,1.5,0.570508,100,0.31251,0.72294,0.00891
rts,210,20,20,0.3,8.0,2.4,0.816118,100,0.24221,0.79672,0.0072
rts,210,50,5,0.008,0.5,0.004,0.021964,100,0.70199,0.90541,0.03304
rts,210,50,5,0.008,1.0,0.008,0.018707,100,0.71512,0.91377,0.03022
rts,210,50,5,0.008,1.5,0.012,0.016325,100,0.72726,0.89702,0.0323
rts,210,50,5,0.008,2.0,0.016,0.014111,53,0.73252,0.84121,0.03599
rts,210,50,5,0.008,3.0,0.024,0.011475,49,0.74062,0.81179,0.03856
rts,210,50,5,0.008,5.0,0.04,0.008172,93,0.75345,0.7111,0.04219
rts,210,50,5,0.008,8.0,0.064,0.005111,41,0.75039,0.55945,0.04822
rts,210,50,5,0.01652,0.5,0.00826,0.030381,60,0.67163,0.96981,0.02673
rts,210,50,5,0.01652,1.0,0.01652,0.023282,49,0.70161,0.95555,0.03041
rts,210,50,5,0.01652,1.5,0.02477,0.018592,47,0.72077,0.91859,0.03185
rts,210,50,5,0.01652,2.0,0.03303,0.015991,38,0.72229,0.87089,0.03415
rts,210,50,5,0.01652,3.0,0.04955,0.013056,38,0.74583,0.8422,0.03634
rts,210,50,5,0.01652,5.0,0.08258,0.00853,71,0.7488,0.72418,0.04275
rts,210,50,5,0.01652,8.0,0.13213,0.00507,83,0.74648,0.54747,0.04728
rts,210,50,5,0.0341,0.5,0.01705,0.032757,28,0.65865,0.97894,0.02782
rts,210,50,5,0.0341,1.0,0.0341,0.02427,74,0.70173,0.95444,0.02812
rts,210,50,5,0.0341,1.5,0.05114,0.019897,52,0.72332,0.92138,0.03217
rts,210,50,5,0.0341,2.0,0.06819,0.016184,98,0.72969,0.89008,0.03428
rts,210,50,5,0.0341,3.0,0.10229,0.01332,99,0.74031,0.8479,0.03488
rts,210,50,5,0.0341,5.0,0.17048,0.008936,100,0.74144,0.7447,0.03866
rts,210,50,5,0.0341,8.0,0.27277,0.004964,99,0.74315,0.55246,0.04585
rts,210,50,5,0.07039,0.5,0.03519,0.033445,96,0.6474,0.99955,0.0248
rts,210,50,5,0.07039,1.0,0.07039,0.02496,90,0.6961,0.96011,0.03004
rts,210,50,5,0.07039,1.5,0.10558,0.018665,100,0.72007,0.92556,0.03118
rts,210,50,5,0.07039,2.0,0.14078,0.016988,97,0.72731,0.8771,0.03525
rts,210,50,5,0.07039,3.0,0.21117,0.013121,100,0.73112,0.85019,0.03461
rts,210,50,5,0.07039,5.0,0.35195,0.009316,99,0.74494,0.73747,0.04053
rts,210,50,5,0.07039,8.0,0.56312,0.004969,100,0.74085,0.51879,0.04803
rts,210,50,5,0.14532,0.5,0.07266,0.034055,100,0.63889,1.0053,0.02444
rts,210,50,5,0.14532,1.0,0.14532,0.02503,100,0.69386,0.9666,0.02802
rts,210,50,5,0.14532,1.5,0.21797,0.019839,100,0.7092,0.93424,0.03118
rts,210,50,5,0.14532,2.0,0.29063,0.01665,98,0.71902,0.89473,0.03176
rts,210,50,5,0.14532,3.0,0.43595,0.013892,100,0.73088,0.86649,0.03396
rts,210,50,5,0.14532,5.0,0.72658,0.008561,100,0.73474,0.6841,0.04089
rts,210,50,5,0.14532,8.0,1.16253,0.004701,100,0.73819,0.51479,0.0494
rts,210,50,5,0.3,0.5,0.15,0.033984,98,0.64724,0.99617,0.02531
rts,210,50,5,0.3,1.0,0.3,0.025314,100,0.69223,0.96268,0.02885
rts,210,50,5,0.3,1.5,0.45,0.020651,99,0.69674,0.92489,0.0305
rts,210,50,5,0.3,2.0,0.6,0.017642,100,0.70896,0.87266,0.03425
rts,210,50,5,0.3,3.0,0.9,0.014509,100,0.71307,0.82861,0.03411
rts,210,50,5,0.3,5.0,1.5,0.192598,100,0.45667,0.71107,0.02521
rts,210,50,5,0.3,8.0,2.4,0.791241,64,0.09644,0.3066,0.01412
rts,210,50,10,0.008,0.5,0.004,0.02056,100,0.70823,0.95363,0.02191
rts,210,50,10,0.008,1.0,0.008,0.017491,100,0.72244,0.94009,0.02121
rts,210,50,10,0.008,1.5,0.012,0.014421,100,0.72998,0.89635,0.02352
rts,210,50,10,0.008,2.0,0.016,0.012132,57,0.7355,0.83659,0.02629
rts,210,50,10,0.008,3.0,0.024,0.009458,96,0.7317,0.75589,0.02682
rts,210,50,10,0.008,5.0,0.04,0.006235,89,0.73982,0.61399,0.02943
rts,210,50,10,0.008,8.0,0.064,0.002716,51,0.73451,0.34172,0.03525
rts,210,50,10,0.01652,0.5,0.00826,0.029061,99,0.66626,1.05064,0.01725
rts,210,50,10,0.01652,1.0,0.01652,0.020876,56,0.70838,0.99704,0.02075
rts,210,50,10,0.01652,1.5,0.02477,0.017426,55,0.71901,0.9347,0.02248
rts,210,50,10,0.01652,2.0,0.03303,0.015073,74,0.72089,0.89678,0.0226
rts,210,50,10,0.01652,3.0,0.04955,0.010601,44,0.72902,0.77162,0.02759
rts,210,50,10,0.01652,5.0,0.08258,0.006306,100,0.7419,0.62728,0.02932
rts,210,50,10,0.01652,8.0,0.13213,0.002091,100,0.7319,0.29434,0.03445
rts,210,50,10,0.0341,0.5,0.01705,0.031065,74,0.6572,1.05812,0.0174
rts,210,50,10,0.0341,1.0,0.0341,0.022463,56,0.70194,0.98791,0.02025
rts,210,50,10,0.0341,1.5,0.05114,0.018838,94,0.7127,0.98146,0.02203
rts,210,50,10,0.0341,2.0,0.06819,0.015405,58,0.72657,0.92705,0.02243
rts,210,50,10,0.0341,3.0,0.10229,0.011969,92,0.7345,0.83419,0.02453
rts,210,50,10,0.0341,5.0,0.17048,0.006561,99,0.73824,0.60223,0.03051
rts,210,50,10,0.0341,8.0,0.27277,0.002089,100,0.73276,0.27571,0.03643
