access,w_eff,n_vis,n_nat,eps_i,r,eps_c,tau_settled,conv_visits,T,rho,tau_nat
basic,210,50,20,0.07039,2.0,0.14078,0.013363,100,0.53311,0.96941,0.0154
basic,210,50,20,0.07039,3.0,0.21117,0.008033,97,0.61077,0.76417,0.01788
basic,210,50,20,0.07039,5.0,0.35195,0.00116,100,0.65929,0.23862,0.02231
basic,210,50,20,0.07039,8.0,0.56312,0.000173,100,0.68463,0.04131,0.02324
basic,210,50,20,0.14532,0.5,0.07266,0.031908,100,0.37568,1.13359,0.01323
basic,210,50,20,0.14532,1.0,0.14532,0.022,98,0.45305,1.11144,0.0135
basic,210,50,20,0.14532,1.5,0.21797,0.01704,100,0.53311,1.03985,0.01479
basic,210,50,20,0.14532,2.0,0.29063,0.012766,100,0.55298,0.94395,0.0161
basic,210,50,20,0.14532,3.0,0.43595,0.008585,99,0.57351,0.77522,0.01776
basic,210,50,20,0.14532,5.0,0.72658,0.001955,100,0.64449,0.33657,0.02146
basic,210,50,20,0.14532,8.0,1.16253,0.000225,100,0.6766,0.0722,0.02411
basic,210,50,20,0.3,0.5,0.15,0.032574,99,0.35871,1.16132,0.01281
basic,210,50,20,0.3,1.0,0.3,0.021889,100,0.45287,1.13841,0.01349
basic,210,50,20,0.3,1.5,0.45,0.015636,99,0.50348,1.05228,0.01497
basic,210,50,20,0.3,2.0,0.6,0.01145,99,0.54849,0.93946,0.01586
basic,210,50,20,0.3,3.0,0.9,0.009695,100,0.55623,0.85918,0.01641
basic,210,50,20,0.3,5.0,1.5,0.006174,100,0.47845,0.44769,0.01965
basic,210,50,20,0.3,8.0,2.4,0.001861,100,0.54525,0.21192,0.02186
basic,420,5,5,0.008,0.5,0.004,0.23983,100,0.48254,1.79605,0.02357
basic,420,5,5,0.008,1.0,0.008,0.208633,100,0.52248,1.7749,0.02364
basic,420,5,5,0.008,1.5,0.012,0.179427,100,0.56595,1.73245,0.0273
basic,420,5,5,0.008,2.0,0.016,0.164457,82,0.58954,1.7245,0.02917
basic,420,5,5,0.008,3.0,0.024,0.144557,94,0.6171,1.71807,0.02642
basic,420,5,5,0.008,5.0,0.04,0.107763,100,0.68099,1.57137,0.03104
basic,420,5,5,0.008,8.0,0.064,0.067381,100,0.74475,1.30002,0.04041
basic,420,5,5,0.01652,0.5,0.00826,0.319306,51,0.37607,1.78658,0.02327
basic,420,5,5,0.01652,1.0,0.01652,0.264821,52,0.45655,1.7952,0.02234
basic,420,5,5,0.01652,1.5,0.02477,0.222512,49,0.5098,1.77844,0.02375
basic,420,5,5,0.01652,2.0,0.03303,0.196988,42,0.54632,1.76893,0.02434
basic,420,5,5,0.01652,3.0,0.04955,0.166343,54,0.60156,1.75744,0.02569
basic,420,5,5,0.01652,5.0,0.08258,0.121816,80,0.64994,1.63423,0.02991
basic,420,5,5,0.01652,8.0,0.13213,0.079916,98,0.7063,1.44206,0.03478
basic,420,5,5,0.0341,0.5,0.01705,0.345075,32,0.34354,1.78869,0.02453
basic,420,5,5,0.0341,1.0,0.0341,0.267453,43,0.43871,1.81198,0.02326
basic,420,5,5,0.0341,1.5,0.05114,0.234466,93,0.4874,1.79574,0.02264
basic,420,5,5,0.0341,2.0,0.06819,0.202091,91,0.52998,1.76897,0.02714
basic,420,5,5,0.0341,3.0,0.10229,0.172858,100,0.57756,1.72693,0.02698
basic,420,5,5,0.0341,5.0,0.17048,0.120428,97,0.63747,1.58816,0.03106
basic,420,5,5,0.0341,8.0,0.27277,0.082272,100,0.69668,1.44394,0.03543
basic,420,5,5,0.07039,0.5,0.03519,0.348135,76,0.32866,1.80277,0.02362
basic,420,5,5,0.07039,1.0,0.07039,0.277104,95,0.43411,1.78448,0.02399
basic,420,5,5,0.07039,1.5,0.10558,0.235611,96,0.47805,1.77475,0.02454
basic,420,5,5,0.07039,2.0,0.14078,0.21241,96,0.50287,1.75192,0.02537
basic,420,5,5,0.07039,3.0,0.21117,0.164383,100,0.55493,1.70155,0.02659
basic,420,5,5,0.07039,5.0,0.35195,0.132283,98,0.62067,1.64566,0.0283
basic,420,5,5,0.07039,8.0,0.56312,0.10386,100,0.66402,1.52254,0.03353
basic,420,5,5,0.14532,0.5,0.07266,0.374421,97,0.29593,1.75412,0.02476
basic,420,5,5,0.14532,1.0,0.14532,0.298222,100,0.38158,1.78997,0.02343
basic,420,5,5,0.14532,1.5,0.21797,0.260044,99,0.43044,1.79376,0.02315
basic,420,5,5,0.14532,2.0,0.29063,0.260896,98,0.41821,1.75104,0.02474
basic,420,5,5,0.14532,3.0,0.43595,0.202556,98,0.51814,1.72119,0.02746
basic,420,5,5,0.14532,5.0,0.72658,0.259778,99,0.39522,1.6777,0.02554
basic,420,5,5,0.14532,8.0,1.16253,0.953902,54,0.06777,1.1082,0.02467
basic,420,5,5,0.3,0.5,0.15,0.91212,66,0.0766,1.21828,0.02528
basic,420,5,5,0.3,1.0,0.3,0.722739,94,0.13137,1.51808,0.02379
basic,420,5,5,0.3,1.5,0.45,1.0,47,0.0801,1.25303,0.0233
basic,420,5,5,0.3,2.0,0.6,0.875993,99,0.10265,1.42642,0.02381
basic,420,5,5,0.3,3.0,0.9,0.992001,54,0.0491,0.78288,0.02504
basic,420,5,5,0.3,5.0,1.5,0.826128,100,0.06425,1.02761,0.02408
basic,420,5,5,0.3,8.0,2.4,0.794956,100,0.05993,0.93137,0.02335
basic,420,5,10,0.008,0.5,0.004,0.203526,100,0.54182,2.59261,0.01665
basic,420,5,10,0.008,1.0,0.008,0.175111,100,0.57149,2.52855,0.018
basic,420,5,10,0.008,1.5,0.012,0.158274,100,0.58327,2.45985,0.0184
basic,420,5,10,0.008,2.0,0.016,0.139754,100,0.61118,2.44031,0.01891
basic,420,5,10,0.008,3.0,0.024,0.109363,100,0.64351,2.18366,0.02222
basic,420,5,10,0.008,5.0,0.04,0.05338,100,0.69887,1.54413,0.02972
basic,420,5,10,0.008,8.0,0.064,0.008595,100,0.73929,0.38662,0.03618
basic,420,5,10,0.01652,0.5,0.00826,0.311203,57,0.38511,2.70045,0.01468
basic,420,5,10,0.01652,1.0,0.01652,0.252268,51,0.45509,2.6421,0.0149
basic,420,5,10,0.01652,1.5,0.02477,0.218411,52,0.50653,2.63787,0.01561
basic,420,5,10,0.01652,2.0,0.03303,0.194544,61,0.55346,2.60815,0.01608
basic,420,5,10,0.01652,3.0,0.04955,0.148728,52,0.60127,2.46598,0.01851
basic,420,5,10,0.01652,5.0,0.08258,0.093012,100,0.6791,2.15461,0.02211
basic,420,5,10,0.01652,8.0,0.13213,0.027519,100,0.7285,1.00934,0.03327
basic,420,5,10,0.0341,0.5,0.01705,0.346891,57,0.32588,2.68459,0.01405
basic,420,5,10,0.0341,1.0,0.0341,0.263311,31,0.42902,2.66123,0.01547
basic,420,5,10,0.0341,1.5,0.05114,0.226827,42,0.49849,2.64503,0.01507
basic,420,5,10,0.0341,2.0,0.06819,0.198517,88,0.54854,2.61117,0.01586
basic,420,5,10,0.0341,3.0,0.10229,0.152479,99,0.58323,2.49468,0.01717
basic,420,5,10,0.0341,5.0,0.17048,0.098789,95,0.66577,2.16678,0.02267
basic,420,5,10,0.0341,8.0,0.27277,0.047904,96,0.7151,1.45399,0.02866
basic,420,5,10,0.07039,0.5,0.03519,0.350554,76,0.32735,2.67232,0.01388
basic,420,5,10,0.07039,1.0,0.07039,0.277619,99,0.42504,2.71023,0.01473
basic,420,5,10,0.07039,1.5,0.10558,0.229168,100,0.46477,2.62727,0.0158
basic,420,5,10,0.07039,2.0,0.14078,0.199382,100,0.54191,2.62599,0.01598
basic,420,5,10,0.07039,3.0,0.21117,0.16796,100,0.56183,2.51714,0.0176
basic,420,5,10,0.07039,5.0,0.35195,0.118579,100,0.62889,2.26838,0.02167
basic,420,5,10,0.07039,8.0,0.56312,0.060188,99,0.70099,1.60918,0.02844
basic,420,5,10,0.14532,0.5,0.07266,0.361428,82,0.29641,2.66745,0.01425
basic,420,5,10,0.14532,1.0,0.14532,0.293746,100,0.36493,2.65072,0.01513
basic,420,5,10,0.14532,1.5,0.21797,0.245031,98,0.45001,2.65933,0.01512
basic,420,5,10,0.14532,2.0,0.29063,0.219603,100,0.48543,2.6076,0.01701
basic,420,5,10,0.14532,3.0,0.43595,0.188827,100,0.52087,2.48298,0.01815
basic,420,5,10,0.14532,5.0,0.72658,0.144887,100,0.51055,2.21583,0.02088
basic,420,5,10,0.14532,8.0,1.16253,0.612095,100,0.22724,1.78793,0.01918
basic,420,5,10,0.3,0.5,0.15,0.82347,99,0.10269,2.28269,0.01382
basic,420,5,10,0.3,1.0,0.3,0.725268,100,0.11294,2.25514,0.01448
basic,420,5,10,0.3,1.5,0.45,0.832757,100,0.09982,2.09422,0.01453
basic,420,5,10,0.3,2.0,0.6,0.833792,97,0.07892,1.93083,0.01398
basic,420,5,10,0.3,3.0,0.9,0.880343,100,0.04692,1.62197,0.01353
basic,420,5,10,0.3,5.0,1.5,0.998,51,0.04283,1.26671,0.01424
basic,420,5,10,0.3,8.0,2.4,1.0,38,0.0377,1.0401,0.0141
basic,420,5,20,0.008,0.5,0.004,0.169176,100,0.55366,4.13815,0.01123
basic,420,5,20,0.008,1.0,0.008,0.141074,100,0.59558,3.82793,0.01286
basic,420,5,20,0.008,1.5,0.012,0.113569,100,0.62498,3.65758,0.01336
basic,420,5,20,0.008,2.0,0.016,0.087516,100,0.64573,3.26097,0.01555
basic,420,5,20,0.008,3.0,0.024,0.052124,100,0.66129,2.36951,0.01769
basic,420,5,20,0.008,5.0,0.04,0.006069,100,0.70236,0.44976,0.02277
basic,420,5,20,0.008,8.0,0.064,0.000134,100,0.69676,0.01175,0.02338
basic,420,5,20,0.01652,0.5,0.00826,0.285427,96,0.40198,4.45256,0.00917
basic,420,5,20,0.01652,1.0,0.01652,0.238016,100,0.474,4.37864,0.00939
basic,420,5,20,0.01652,1.5,0.02477,0.190174,94,0.52057,4.22377,0.01078
basic,420,5,20,0.01652,2.0,0.03303,0.156733,97,0.57477,4.14044,0.01176
basic,420,5,20,0.01652,3.0,0.04955,0.114791,99,0.60236,3.72358,0.01315
basic,420,5,20,0.01652,5.0,0.08258,0.019075,100,0.69286,1.18973,0.02093
basic,420,5,20,0.01652,8.0,0.13213,0.000113,85,0.69503,0.00257,0.02346
basic,420,5,20,0.0341,0.5,0.01705,0.324348,34,0.35913,4.45859,0.00898
basic,420,5,20,0.0341,1.0,0.0341,0.243945,96,0.45494,4.35758,0.0098
basic,420,5,20,0.0341,1.5,0.05114,0.213642,52,0.5287,4.39288,0.01021
basic,420,5,20,0.0341,2.0,0.06819,0.178017,80,0.52552,4.26609,0.01062
basic,420,5,20,0.0341,3.0,0.10229,0.138234,67,0.59899,4.00556,0.01193
basic,420,5,20,0.0341,5.0,0.17048,0.036884,100,0.67579,1.80548,0.02
basic,420,5,20,0.0341,8.0,0.27277,0.000128,91,0.69063,0.00138,0.02365
basic,420,5,20,0.07039,0.5,0.03519,0.340905,98,0.33721,4.53231,0.00884
basic,420,5,20,0.07039,1.0,0.07039,0.257504,79,0.43164,4.47121,0.00926
basic,420,5,20,0.07039,1.5,0.10558,0.212244,100,0.49482,4.37904,0.00981
basic,420,5,20,0.07039,2.0,0.14078,0.189792,100,0.52539,4.32097,0.01057
basic,420,5,20,0.07039,3.0,0.21117,0.142987,100,0.58629,4.12377,0.0106
basic,420,5,20,0.07039,5.0,0.35195,0.059173,100,0.65449,2.69513,0.01739
basic,420,5,20,0.07039,8.0,0.56312,0.000158,99,0.68201,0.01187,0.02375
basic,420,5,20,0.14532,0.5,0.07266,0.343416,100,0.31479,4.41968,0.00934
basic,420,5,20,0.14532,1.0,0.14532,0.272984,92,0.4151,4.40884,0.00959
basic,420,5,20,0.14532,1.5,0.21797,0.215925,95,0.46886,4.33692,0.0101
basic,420,5,20,0.14532,2.0,0.29063,0.212571,97,0.47743,4.35606,0.01007
basic,420,5,20,0.14532,3.0,0.43595,0.16296,100,0.51501,3.89645,0.01203
basic,420,5,20,0.14532,5.0,0.72658,0.149791,100,0.48135,3.38832,0.01363
basic,420,5,20,0.14532,8.0,1.16253,0.000411,100,0.69884,0.03863,0.02372
basic,420,5,20,0.3,0.5,0.15,0.582725,100,0.15546,4.11322,0.00905
basic,420,5,20,0.3,1.0,0.3,0.637421,99,0.17041,4.14702,0.00893
basic,420,5,20,0.3,1.5,0.45,0.924612,92,0.10406,3.56395,0.00874
basic,420,5,20,0.3,2.0,0.6,0.751043,92,0.07101,2.94677,0.00872
basic,420,5,20,0.3,3.0,0.9,1.0,49,0.04636,2.0461,0.0085
basic,420,5,20,0.3,5.0,1.5,0.994001,53,0.04302,2.27549,0.00822
basic,420,5,20,0.3,8.0,2.4,0.922248,63,0.05701,2.54725,0.00807
basic,420,20,5,0.008,0.5,0.004,0.061726,100,0.46505,1.11653,0.02381
basic,420,20,5,0.008,1.0,0.008,0.051753,100,0.51877,1.10283,0.02332
basic,420,20,5,0.008,1.5,0.012,0.045201,54,0.54287,1.09744,0.0243
basic,420,20,5,0.008,2.0,0.016,0.040859,52,0.58973,1.07141,0.02576
basic,420,20,5,0.008,3.0,0.024,0.030952,54,0.63532,1.00202,0.03127
basic,420,20,5,0.008,5.0,0.04,0.02166,54,0.69935,0.90897,0.03607
basic,420,20,5,0.008,8.0,0.064,0.014685,85,0.73145,0.77431,0.04004
basic,420,20,5,0.01652,0.5,0.00826,0.074987,44,0.37982,1.11436,0.02355
basic,420,20,5,0.01652,1.0,0.01652,0.058409,46,0.45765,1.11699,0.02432
basic,420,20,5,0.01652,1.5,0.02477,0.046295,40,0.54001,1.08587,0.02642
basic,420,20,5,0.01652,2.0,0.03303,0.040932,32,0.56486,1.08051,0.02528
basic,420,20,5,0.01652,3.0,0.04955,0.032926,34,0.63523,1.04591,0.02805
basic,420,20,5,0.01652,5.0,0.08258,0.022505,71,0.6879,0.93065,0.03357
basic,420,20,5,0.01652,8.0,0.13213,0.013177,99,0.73389,0.74205,0.04125
basic,420,20,5,0.0341,0.5,0.01705,0.076683,59,0.35985,1.12714,0.02309
basic,420,20,5,0.0341,1.0,0.0341,0.059229,88,0.46497,1.11477,0.02321
basic,420,20,5,0.0341,1.5,0.05114,0.047651,99,0.5343,1.09232,0.02636
basic,420,20,5,0.0341,2.0,0.06819,0.0413,97,0.56424,1.07602,0.02751
basic,420,20,5,0.0341,3.0,0.10229,0.033687,92,0.62155,1.0452,0.02688
basic,420,20,5,0.0341,5.0,0.17048,0.022603,100,0.67327,0.91157,0.03401
basic,420,20,5,0.0341,8.0,0.27277,0.013849,94,0.73184,0.72763,0.04402
basic,420,20,5,0.07039,0.5,0.03519,0.08085,82,0.36763,1.1351,0.02226
basic,420,20,5,0.07039,1.0,0.07039,0.058308,84,0.46444,1.11319,0.02368
basic,420,20,5,0.07039,1.5,0.10558,0.047459,100,0.52599,1.09095,0.02583
basic,420,20,5,0.07039,2.0,0.14078,0.040269,99,0.55233,1.06785,0.02701
basic,420,20,5,0.07039,3.0,0.21117,0.033469,98,0.60136,1.02113,0.03015
basic,420,20,5,0.07039,5.0,0.35195,0.023704,99,0.6676,0.93655,0.0323
basic,420,20,5,0.07039,8.0,0.56312,0.015245,100,0.72389,0.78871,0.03862
basic,420,20,5,0.14532,0.5,0.07266,0.080546,98,0.36086,1.12666,0.02299
basic,420,20,5,0.14532,1.0,0.14532,0.060657,100,0.46336,1.1107,0.02433
basic,420,20,5,0.14532,1.5,0.21797,0.047215,99,0.50427,1.09281,0.02616
basic,420,20,5,0.14532,2.0,0.29063,0.042303,100,0.54065,1.07478,0.02608
basic,420,20,5,0.14532,3.0,0.43595,0.030687,100,0.59196,0.9804,0.03336
basic,420,20,5,0.14532,5.0,0.72658,0.021509,100,0.64971,0.90585,0.03575
basic,420,20,5,0.14532,8.0,1.16253,0.016282,100,0.67904,0.7745,0.04068
basic,420,20,5,0.3,0.5,0.15,0.087567,99,0.31521,1.12889,0.0227
basic,420,20,5,0.3,1.0,0.3,0.05935,100,0.43326,1.11485,0.02429
basic,420,20,5,0.3,1.5,0.45,0.05193,100,0.4614,1.10588,0.0246
basic,420,20,5,0.3,2.0,0.6,0.042703,100,0.50667,1.09372,0.02404
basic,420,20,5,0.3,3.0,0.9,0.052963,100,0.39961,1.02986,0.02489
basic,420,20,5,0.3,5.0,1.5,0.368864,99,0.06917,0.70267,0.02325
basic,420,20,5,0.3,8.0,2.4,0.666429,100,0.03733,0.43766,0.02394
basic,420,20,10,0.008,0.5,0.004,0.057427,100,0.46477,1.33026,0.01551
basic,420,20,10,0.008,1.0,0.008,0.046907,100,0.51842,1.26782,0.01782
basic,420,20,10,0.008,1.5,0.012,0.0406,100,0.55823,1.25979,0.01723
basic,420,20,10,0.008,2.0,0.016,0.034453,58,0.58393,1.20497,0.0184
basic,420,20,10,0.008,3.0,0.024,0.026766,98,0.64379,1.08705,0.02251
basic,420,20,10,0.008,5.0,0.04,0.014221,98,0.69958,0.80051,0.02905
basic,420,20,10,0.008,8.0,0.064,0.004006,100,0.73861,0.32161,0.03421
basic,420,20,10,0.01652,0.5,0.00826,0.075886,52,0.3891,1.34222,0.01504
basic,420,20,10,0.01652,1.0,0.01652,0.056869,80,0.47987,1.32428,0.01472
basic,420,20,10,0.01652,1.5,0.02477,0.04403,40,0.53305,1.28208,0.01667
basic,420,20,10,0.01652,2.0,0.03303,0.038239,70,0.58292,1.24372,0.01747
basic,420,20,10,0.01652,3.0,0.04955,0.031346,69,0.61676,1.19997,0.019
basic,420,20,10,0.01652,5.0,0.08258,0.020038,89,0.69352,1.00258,0.02333
basic,420,20,10,0.01652,8.0,0.13213,0.006878,100,0.72218,0.50712,0.03193
basic,420,20,10,0.0341,0.5,0.01705,0.077831,40,0.37688,1.30988,0.01489
basic,420,20,10,0.0341,1.0,0.0341,0.057339,43,0.46233,1.30435,0.01626
basic,420,20,10,0.0341,1.5,0.05114,0.046718,82,0.51884,1.28293,0.01587
basic,420,20,10,0.0341,2.0,0.06819,0.038193,87,0.57304,1.23412,0.01839
basic,420,20,10,0.0341,3.0,0.10229,0.030709,95,0.61653,1.17605,0.01936
basic,420,20,10,0.0341,5.0,0.17048,0.019679,97,0.69093,0.98805,0.0241
basic,420,20,10,0.0341,8.0,0.27277,0.005,99,0.72688,0.42465,0.03393
basic,420,20,10,0.07039,0.5,0.03519,0.08045,74,0.35643,1.3381,0.01534
basic,420,20,10,0.07039,1.0,0.07039,0.056725,87,0.45789,1.31768,0.01572
basic,420,20,10,0.07039,1.5,0.10558,0.045639,94,0.52363,1.28919,0.01658
basic,420,20,10,0.07039,2.0,0.14078,0.039475,93,0.57086,1.21994,0.0187
basic,420,20,10,0.07039,3.0,0.21117,0.029892,96,0.61479,1.1241,0.02133
basic,420,20,10,0.07039,5.0,0.35195,0.018971,100,0.66605,0.97261,0.02403
basic,420,20,10,0.07039,8.0,0.56312,0.00599,100,0.71959,0.47711,0.03341
basic,420,20,10,0.14532,0.5,0.07266,0.07978,97,0.36386,1.35034,0.0146
basic,420,20,10,0.14532,1.0,0.14532,0.058143,99,0.47442,1.3274,0.01559
basic,420,20,10,0.14532,1.5,0.21797,0.046427,98,0.50637,1.29255,0.01679
basic,420,20,10,0.14532,2.0,0.29063,0.03821,99,0.55789,1.24046,0.01812
basic,420,20,10,0.14532,3.0,0.43595,0.030129,99,0.58748,1.16763,0.01923
basic,420,20,10,0.14532,5.0,0.72658,0.018108,99,0.65338,0.95635,0.02425
basic,420,20,10,0.14532,8.0,1.16253,0.007055,100,0.68267,0.51784,0.03221
basic,420,20,10,0.3,0.5,0.15,0.080668,100,0.33687,1.33766,0.01459
basic,420,20,10,0.3,1.0,0.3,0.062684,100,0.42848,1.35976,0.01423
basic,420,20,10,0.3,1.5,0.45,0.048039,100,0.48385,1.28989,0.01662
basic,420,20,10,0.3,2.0,0.6,0.042581,100,0.50891,1.23643,0.01779
basic,420,20,10,0.3,3.0,0.9,0.050836,100,0.37477,1.16954,0.01753
basic,420,20,10,0.3,5.0,1.5,0.402952,100,0.10361,0.98949,0.01548
basic,420,20,10,0.3,8.0,2.4,0.789359,52,0.04758,0.64136,0.01406
basic,420,20,20,0.008,0.5,0.004,0.051462,100,0.496,1.69955,0.01042
basic,420,20,20,0.008,1.0,0.008,0.041472,100,0.53978,1.62838,0.01145
basic,420,20,20,0.008,1.5,0.012,0.034212,100,0.57451,1.56184,0.01177
basic,420,20,20,0.008,2.0,0.016,0.024999,100,0.61339,1.35197,0.01538
basic,420,20,20,0.008,3.0,0.024,0.016995,100,0.64958,1.15625,0.0162
basic,420,20,20,0.008,5.0,0.04,0.004329,100,0.6822,0.42281,0.02173
basic,420,20,20,0.008,8.0,0.064,0.000135,100,0.69145,0.02529,0.0236
basic,420,20,20,0.01652,0.5,0.00826,0.072092,56,0.40538,1.75611,0.00923
basic,420,20,20,0.01652,1.0,0.01652,0.053472,53,0.47673,1.72261,0.01043
basic,420,20,20,0.01652,1.5,0.02477,0.042822,52,0.5345,1.63317,0.01147
basic,420,20,20,0.01652,2.0,0.03303,0.033864,87,0.5651,1.54207,0.0128
basic,420,20,20,0.01652,3.0,0.04955,0.0238,59,0.62381,1.37576,0.01394
basic,420,20,20,0.01652,5.0,0.08258,0.005608,100,0.68381,0.53428,0.02102
basic,420,20,20,0.01652,8.0,0.13213,0.000121,88,0.69959,0.01657,0.02308
basic,420,20,20,0.0341,0.5,0.01705,0.074577,30,0.37303,1.79288,0.00911
basic,420,20,20,0.0341,1.0,0.0341,0.054633,35,0.4706,1.70245,0.01061
basic,420,20,20,0.0341,1.5,0.05114,0.041781,100,0.52511,1.65159,0.01081
basic,420,20,20,0.0341,2.0,0.06819,0.035592,86,0.57888,1.55631,0.01222
basic,420,20,20,0.0341,3.0,0.10229,0.024602,99,0.6153,1.40718,0.01369
basic,420,20,20,0.0341,5.0,0.17048,0.00792,99,0.67292,0.64536,0.02039
basic,420,20,20,0.0341,8.0,0.27277,0.000145,100,0.69271,0.02439,0.0228
basic,420,20,20,0.07039,0.5,0.03519,0.074077,74,0.38239,1.77242,0.00974
basic,420,20,20,0.07039,1.0,0.07039,0.054534,97,0.45557,1.72512,0.00985
basic,420,20,20,0.07039,1.5,0.10558,0.043015,100,0.51907,1.63967,0.01093
basic,420,20,20,0.07039,2.0,0.14078,0.036095,100,0.56063,1.58218,0.01208
basic,420,20,20,0.07039,3.0,0.21117,0.023496,100,0.61179,1.40493,0.01361
basic,420,20,20,0.07039,5.0,0.35195,0.010427,100,0.66882,0.88085,0.01816
basic,420,20,20,0.07039,8.0,0.56312,0.000183,99,0.69314,0.03447,0.0235
basic,420,20,20,0.14532,0.5,0.07266,0.077275,99,0.35809,1.77633,0.00962
basic,420,20,20,0.14532,1.0,0.14532,0.055809,99,0.444,1.74466,0.01029
basic,420,20,20,0.14532,1.5,0.21797,0.044231,100,0.52249,1.65978,0.0111
basic,420,20,20,0.14532,2.0,0.29063,0.036583,100,0.54857,1.62467,0.01095
basic,420,20,20,0.14532,3.0,0.43595,0.024459,100,0.60106,1.37872,0.01471
basic,420,20,20,0.14532,5.0,0.72658,0.010671,100,0.65082,0.9267,0.01783
basic,420,20,20,0.14532,8.0,1.16253,0.000497,100,0.68526,0.17624,0.0222
basic,420,20,20,0.3,0.5,0.15,0.082565,98,0.32747,1.77108,0.00937
basic,420,20,20,0.3,1.0,0.3,0.057794,95,0.41439,1.72596,0.01001
basic,420,20,20,0.3,1.5,0.45,0.046674,100,0.48352,1.65173,0.01119
basic,420,20,20,0.3,2.0,0.6,0.042121,100,0.45284,1.56857,0.01122
basic,420,20,20,0.3,3.0,0.9,0.030739,100,0.50097,1.41815,0.01296
basic,420,20,20,0.3,5.0,1.5,0.385731,100,0.17363,1.05317,0.01167
basic,420,20,20,0.3,8.0,2.4,0.372884,100,0.2047,0.52626,0.01475
basic,420,50,5,0.008,0.5,0.004,0.025653,100,0.44213,0.96654,0.02511
basic,420,50,5,0.008,1.0,0.008,0.020584,56,0.48748,0.96431,0.02437
basic,420,50,5,0.008,1.5,0.012,0.017446,54,0.5582,0.95341,0.02516
basic,420,50,5,0.008,2.0,0.016,0.015315,44,0.5881,0.9317,0.02757
basic,420,50,5,0.008,3.0,0.024,0.012,41,0.63557,0.8871,0.02977
basic,420,50,5,0.008,5.0,0.04,0.008427,57,0.69559,0.78176,0.03516
basic,420,50,5,0.008,8.0,0.064,0.005862,100,0.73446,0.69378,0.03866
basic,420,50,5,0.01652,0.5,0.00826,0.030182,43,0.38257,0.98654,0.02324
basic,420,50,5,0.01652,1.0,0.01652,0.022529,26,0.48064,0.97877,0.02453
basic,420,50,5,0.01652,1.5,0.02477,0.018399,61,0.54054,0.95264,0.02658
basic,420,50,5,0.01652,2.0,0.03303,0.0155,40,0.5793,0.94988,0.02601
basic,420,50,5,0.01652,3.0,0.04955,0.012502,47,0.63445,0.89215,0.02968
basic,420,50,5,0.01652,5.0,0.08258,0.008427,92,0.68149,0.77559,0.03656
basic,420,50,5,0.01652,8.0,0.13213,0.005249,84,0.73682,0.64771,0.04234
basic,420,50,5,0.0341,0.5,0.01705,0.031698,23,0.36964,0.99113,0.02217
basic,420,50,5,0.0341,1.0,0.0341,0.022947,99,0.45957,0.97596,0.02351
basic,420,50,5,0.0341,1.5,0.05114,0.018152,98,0.5386,0.95182,0.02567
basic,420,50,5,0.0341,2.0,0.06819,0.015623,96,0.58174,0.93204,0.02774
basic,420,50,5,0.0341,3.0,0.10229,0.012394,88,0.61419,0.89688,0.02922
basic,420,50,5,0.0341,5.0,0.17048,0.008423,100,0.68252,0.78477,0.03541
basic,420,50,5,0.0341,8.0,0.27277,0.005136,100,0.72959,0.63307,0.04309
basic,420,50,5,0.07039,0.5,0.03519,0.0314,78,0.38401,1.01132,0.02345
basic,420,50,5,0.07039,1.0,0.07039,0.022964,90,0.45386,0.98493,0.02418
basic,420,50,5,0.07039,1.5,0.10558,0.018648,96,0.51952,0.96177,0.02572
basic,420,50,5,0.07039,2.0,0.14078,0.015929,90,0.55377,0.92724,0.02709
basic,420,50,5,0.07039,3.0,0.21117,0.012092,100,0.61358,0.88366,0.02953
basic,420,50,5,0.07039,5.0,0.35195,0.008407,100,0.67326,0.79282,0.03592
basic,420,50,5,0.07039,8.0,0.56312,0.005547,100,0.71967,0.65337,0.04026
basic,420,50,5,0.14532,0.5,0.07266,0.031016,95,0.36701,0.99271,0.02423
basic,420,50,5,0.14532,1.0,0.14532,0.02261,95,0.46349,0.97098,0.02481
basic,420,50,5,0.14532,1.5,0.21797,0.019126,99,0.52174,0.95863,0.02579
basic,420,50,5,0.14532,2.0,0.29063,0.015635,100,0.54236,0.93701,0.02701
basic,420,50,5,0.14532,3.0,0.43595,0.011609,98,0.59561,0.87976,0.03042
basic,420,50,5,0.14532,5.0,0.72658,0.007949,100,0.65835,0.76132,0.03682
basic,420,50,5,0.14532,8.0,1.16253,0.004856,100,0.69549,0.60909,0.04241
basic,420,50,5,0.3,0.5,0.15,0.032334,98,0.32049,0.99616,0.02273
basic,420,50,5,0.3,1.0,0.3,0.023449,99,0.45299,0.98583,0.02398
basic,420,50,5,0.3,1.5,0.45,0.018771,100,0.49878,0.95219,0.02464
basic,420,50,5,0.3,2.0,0.6,0.015758,100,0.52251,0.9408,0.02595
basic,420,50,5,0.3,3.0,0.9,0.012397,100,0.56715,0.89105,0.02777
basic,420,50,5,0.3,5.0,1.5,0.019597,100,0.39961,0.76437,0.03073
basic,420,50,5,0.3,8.0,2.4,0.544883,86,0.0308,0.24364,0.02355
basic,420,50,10,0.008,0.5,0.004,0.024707,100,0.44736,1.06374,0.0149
basic,420,50,10,0.008,1.0,0.008,0.019986,100,0.5039,1.03137,0.01572
basic,420,50,10,0.008,1.5,0.012,0.016441,99,0.53134,1.00307,0.01771
