ppdu_config,num_stas,method,threshold_mode,seed,aggregate_throughput,collision_probability_npca,npca_transition_count,mean_qsrc,tp_short,tp_medium,tp_long
homo_long,10,fixed_q1_tppdu,ppdu,456,792,0.23544303797468355,3092,1.0,,,
homo_long,10,adaptive_t0,zero,42,855,0.4519230769230769,4309,0.082385704339754,,,
homo_long,10,adaptive_t0,zero,123,860,0.44849785407725323,4420,0.04072398190045249,,,
homo_long,10,adaptive_t0,zero,456,858,0.4500734214390602,4321,0.038185605183985186,,,
homo_long,10,adaptive_tppdu,ppdu,42,759,0.4605263157894737,3092,0.08570504527813713,,,
homo_long,10,adaptive_tppdu,ppdu,123,756,0.5007575757575757,3221,0.06519714374417883,,,
homo_long,10,adaptive_tppdu,ppdu,456,759,0.458041958041958,3026,0.07270323859881031,,,
homo_long,10,oracle_t0,zero,42,853,0.4383561643835616,4380,0.0,,,
homo_long,10,oracle_t0,zero,123,847,0.4842809364548495,4286,0.0,,,
homo_long,10,oracle_t0,zero,456,861,0.45080091533180777,4179,0.0,,,
homo_long,10,oracle_tppdu,ppdu,42,776,0.4759405074365704,2985,0.0,,,
homo_long,10,oracle_tppdu,ppdu,123,800,0.48868778280542985,3285,0.0,,,
homo_long,10,oracle_tppdu,ppdu,456,776,0.4427131072410632,3003,0.0,,,
homo_long,20,fixed_q0_t0,zero,42,798,0.7291512915129151,8815,0.0,,,
homo_long,20,fixed_q0_t0,zero,123,826,0.7295231161266836,8368,0.0,,,
homo_long,20,fixed_q0_t0,zero,456,789,0.7366522366522367,8540,0.0,,,
homo_long,20,fixed_q0_tppdu,ppdu,42,757,0.7188498402555911,6165,0.0,,,
homo_long,20,fixed_q0_tppdu,ppdu,123,724,0.735359856951274,5924,0.0,,,
homo_long,20,fixed_q0_tppdu,ppdu,456,732,0.7363556338028169,5981,0.0,,,
homo_long,20,fixed_q1_t0,zero,42,803,0.4727403156384505,8638,1.0,,,
homo_long,20,fixed_q1_t0,zero,123,795,0.44996293550778355,8429,1.0,,,
homo_long,20,fixed_q1_t0,zero,456,802,0.490336435218325,8442,1.0,,,
homo_long,20,fixed_q1_tppdu,ppdu,42,761,0.4727577535624476,6399,1.0,,,
homo_long,20,fixed_q1_tppdu,ppdu,123,749,0.48063973063973064,6096,1.0,,,
homo_long,20,fixed_q1_tppdu,ppdu,456,729,0.49577702702702703,5900,1.0,,,
homo_long,20,adaptive_t0,zero,42,840,0.7161290322580646,8713,0.03730058533226214,,,
homo_long,20,adaptive_t0,zero,123,817,0.7236842105263158,8359,0.04964708697212585,,,
homo_long,20,adaptive_t0,zero,456,789,0.7256838905775076,8503,0.028225332235681525,,,
homo_long,20,adaptive_tppdu,ppdu,42,744,0.6944157187176836,6026,0.06803849983405244,,,
homo_long,20,adaptive_tppdu,ppdu,123,718,0.7135813536530704,6376,0.04156210790464241,,,
homo_long,20,adaptive_tppdu,ppdu,456,752,0.7148325358851675,5911,0.07274572830316359,,,
homo_long,20,oracle_t0,zero,42,803,0.4727403156384505,8638,1.0,,,
homo_long,20,oracle_t0,zero,123,795,0.44996293550778355,8429,1.0,,,
homo_long,20,oracle_t0,zero,456,802,0.490336435218325,8442,1.0,,,
homo_long,20,oracle_tppdu,ppdu,42,761,0.4727577535624476,6399,1.0,,,
homo_long,20,oracle_tppdu,ppdu,123,749,0.48063973063973064,6096,1.0,,,
homo_long,20,oracle_tppdu,ppdu,456,729,0.49577702702702703,5900,1.0,,,
homo_long,30,fixed_q0_t0,zero,42,757,0.8741454864154251,12926,0.0,,,
homo_long,30,fixed_q0_t0,zero,123,781,0.8729060451565914,12710,0.0,,,
homo_long,30,fixed_q0_t0,zero,456,809,0.875625446747677,12808,0.0,,,
homo_long,30,fixed_q0_tppdu,ppdu,42,714,0.8735408560311284,9535,0.0,,,
homo_long,30,fixed_q0_tppdu,ppdu,123,739,0.8667384284176534,9825,0.0,,,
homo_long,30,fixed_q0_tppdu,ppdu,456,713,0.8737270875763747,8657,0.0,,,
homo_long,30,fixed_q1_t0,zero,42,833,0.6,13308,1.0,,,
homo_long,30,fixed_q1_t0,zero,123,801,0.629535002554931,12359,1.0,,,
homo_long,30,fixed_q1_t0,zero,456,800,0.631184407796102,12805,1.0,,,
homo_long,30,fixed_q1_tppdu,ppdu,42,780,0.6279491833030852,9511,1.0,,,
homo_long,30,fixed_q1_tppdu,ppdu,123,784,0.6242183058555998,9853,1.0,,,
homo_long,30,fixed_q1_tppdu,ppdu,456,722,0.6228893058161351,9080,1.0,,,
homo_long,30,adaptive_t0,zero,42,802,0.8655153408047033,13426,0.028303292119767617,,,
homo_long,30,adaptive_t0,zero,123,800,0.8734650293646556,12911,0.03330493377739912,,,
homo_long,30,adaptive_t0,zero,456,784,0.8742482230727173,12730,0.029065200314218383,,,
homo_long,30,adaptive_tppdu,ppdu,42,752,0.8684613701028672,9550,0.040837696335078534,,,
homo_long,30,adaptive_tppdu,ppdu,123,719,0.8665105386416861,9760,0.03227459016393443,,,
homo_long,30,adaptive_tppdu,ppdu,456,684,0.8775597269624573,9027,0.04043425279716406,,,
homo_long,30,oracle_t0,zero,42,833,0.6,13308,1.0,,,
homo_long,30,oracle_t0,zero,123,801,0.629535002554931,12359,1.0,,,
homo_long,30,oracle_t0,zero,456,800,0.631184407796102,12805,1.0,,,
homo_long,30,oracle_tppdu,ppdu,42,780,0.6279491833030852,9511,1.0,,,
homo_long,30,oracle_tppdu,ppdu,123,784,0.6242183058555998,9853,1.0,,,
homo_long,30,oracle_tppdu,ppdu,456,722,0.6228893058161351,9080,1.0,,,
homo_long,50,fixed_q0_t0,zero,42,748,0.9671552369744303,20857,0.0,,,
homo_long,50,fixed_q0_t0,zero,123,707,0.96847739888977,22249,0.0,,,
homo_long,50,fixed_q0_t0,zero,456,742,0.9709792709077912,20667,0.0,,,
homo_long,50,fixed_q0_tppdu,ppdu,42,708,0.9673533864279602,15214,0.0,,,
homo_long,50,fixed_q0_tppdu,ppdu,123,687,0.9687574814460139,15559,0.0,,,
homo_long,50,fixed_q0_tppdu,ppdu,456,670,0.9695870367011307,15344,0.0,,,
homo_long,50,fixed_q1_t0,zero,42,794,0.7992628296002269,21761,1.0,,,
homo_long,50,fixed_q1_t0,zero,123,813,0.8091756995210486,21749,1.0,,,
homo_long,50,fixed_q1_t0,zero,456,811,0.7958833619210978,20925,1.0,,,
homo_long,50,fixed_q1_tppdu,ppdu,42,742,0.7955746367239102,16045,1.0,,,
homo_long,50,fixed_q1_tppdu,ppdu,123,717,0.8060859188544153,16245,1.0,,,
homo_long,50,fixed_q1_tppdu,ppdu,456,687,0.8168925307280176,14825,1.0,,,
homo_long,50,adaptive_t0,zero,42,718,0.965299851663488,21896,0.025118743149433687,,,
homo_long,50,adaptive_t0,zero,123,737,0.9684101501812532,20645,0.020343908936788568,,,
homo_long,50,adaptive_t0,zero,456,714,0.9661430119176598,20898,0.023207962484448272,,,
homo_long,50,adaptive_tppdu,ppdu,42,672,0.9671358512196675,15501,0.027417585962195987,,,
homo_long,50,adaptive_tppdu,ppdu,123,651,0.9687733195568566,16238,0.02863653159256066,,,
homo_long,50,adaptive_tppdu,ppdu,456,668,0.9691168162701651,15051,0.024583084180453126,,,
homo_long,50,oracle_t0,zero,42,796,0.5554846938775511,20215,2.0,,,
homo_long,50,oracle_t0,zero,123,803,0.5435041716328963,21231,2.0,,,
homo_long,50,oracle_t0,zero,456,770,0.5568110483364721,20441,2.0,,,
homo_long,50,oracle_tppdu,ppdu,42,714,0.5355233002291826,15733,2.0,,,
homo_long,50,oracle_tppdu,ppdu,123,707,0.5542420027816412,16140,2.0,,,
homo_long,50,oracle_tppdu,ppdu,456,714,0.5352006056018168,15481,2.0,,,
hetero,10,fixed_q0_t0,zero,42,1223,0.4811676082862524,4351,0.0,281,389,553
hetero,10,fixed_q0_t0,zero,123,1274,0.487012987012987,4348,0.0,402,375,497
hetero,10,fixed_q0_t0,zero,456,1250,0.502360717658168,4077,0.0,395,346,509
hetero,10,fixed_q0_tppdu,ppdu,42,1246,0.4505386875612145,3720,0.0,340,385,521
hetero,10,fixed_q0_tppdu,ppdu,123,1326,0.4846153846153846,3811,0.0,432,428,466
